osmid,oneway,highway,reversed,length,geometry,name,lanes,ref,junction,tunnel
353687704,True,tertiary,False,12.948,"LINESTRING (51.2641457 34.1785396, 51.2641924 34.1785434, 51.2642358 34.1785581, 51.2642725 34.1785823)",میدان شهید بهشتی,,,roundabout,
353687704,True,tertiary,False,11.568999999999999,"LINESTRING (51.2642725 34.1785823, 51.264297 34.1786105, 51.264312 34.1786428, 51.2643166 34.1786773)",میدان شهید بهشتی,,,roundabout,
667912268,True,tertiary,False,26.705999999999996,"LINESTRING (51.2642725 34.1785823, 51.2643818 34.178528, 51.2644945 34.1784925, 51.2645367 34.1784938)",شهید بهشتی,,,,
353687695,False,residential,False,167.361,"LINESTRING (51.2655309 34.1769681, 51.2656308 34.1768772, 51.2657444 34.1768118, 51.2659177 34.176772, 51.2660737 34.1767624, 51.2662028 34.1766621, 51.2663029 34.1765951, 51.2663472 34.1765155, 51.2664223 34.1764055, 51.2666207 34.1762414, 51.2667478 34.1761219, 51.2668807 34.1760502)",,,,,
667912270,False,residential,True,114.511,"LINESTRING (51.2655309 34.1769681, 51.2655071 34.1764522, 51.2654753 34.1763551, 51.2654753 34.1762895, 51.2652519 34.1759954)",,,,,
667912275,True,residential,False,90.066,"LINESTRING (51.2655309 34.1769681, 51.2655137 34.1770324, 51.265047 34.1775472, 51.2649407 34.1775961)",,,,,
353687687,False,residential,False,24.874,"LINESTRING (51.2633467 34.1773996, 51.2635973 34.1774836)",,,,,
353687687,False,residential,True,90.697,"LINESTRING (51.2633467 34.1773996, 51.2632769 34.1775256, 51.2631754 34.1776568, 51.2629819 34.1779692, 51.2628962 34.178124)",,,,,
353687688,False,residential,True,66.842,"LINESTRING (51.2633467 34.1773996, 51.2630263 34.1772579, 51.2627059 34.1771162)",,,,,
353687687,False,residential,False,27.682,"LINESTRING (51.2635973 34.1774836, 51.2637591 34.1772737)",,,,,
353687687,False,residential,True,24.874,"LINESTRING (51.2635973 34.1774836, 51.2633467 34.1773996)",,,,,
353687692,False,residential,False,136.731,"LINESTRING (51.2635973 34.1774836, 51.2635989 34.1776515, 51.263674 34.1778125, 51.2637626 34.1778889, 51.2640014 34.1780244, 51.2641902 34.1781295, 51.2645545 34.178318)",,,,,
353687687,False,residential,True,27.682,"LINESTRING (51.2637591 34.1772737, 51.2635973 34.1774836)",,,,,
353687759,False,residential,False,42.689,"LINESTRING (51.2637591 34.1772737, 51.2640395 34.1769678)",,,,,
353687687,False,residential,False,112.72799999999998,"LINESTRING (51.2637591 34.1772737, 51.2639336 34.1773471, 51.264108 34.177397, 51.264292 34.1774679, 51.2644982 34.1775387, 51.2646886 34.177586, 51.2648808 34.1776747)",,,,,
667912273,False,residential,True,10.332,"LINESTRING (51.2648808 34.1776747, 51.2649407 34.1775961)",,,,,
353687687,False,residential,True,112.728,"LINESTRING (51.2648808 34.1776747, 51.2646886 34.177586, 51.2644982 34.1775387, 51.264292 34.1774679, 51.264108 34.177397, 51.2639336 34.1773471, 51.2637591 34.1772737)",,,,,
667912273,False,residential,False,59.769000000000005,"LINESTRING (51.2648808 34.1776747, 51.2648631 34.1777041, 51.2648282 34.1778117, 51.2647267 34.1779744, 51.2646281 34.1781681)",,,,,
353687688,False,residential,False,57.963,"LINESTRING (51.2620479 34.1777045, 51.2624711 34.1773183)",,,,,
372557925,True,tertiary,False,91.142,"LINESTRING (51.2620479 34.1777045, 51.2622205 34.1778038, 51.2626868 34.1780479, 51.2628962 34.178124)",بلوار نشاط,,,,
353687688,False,residential,False,31.17,"LINESTRING (51.2624711 34.1773183, 51.2627059 34.1771162)",,,,,
353687688,False,residential,True,57.963,"LINESTRING (51.2624711 34.1773183, 51.2620479 34.1777045)",,,,,
353687689,False,residential,True,68.944,"LINESTRING (51.2624711 34.1773183, 51.2619001 34.1769167)",,,,,
353687688,False,residential,True,31.17,"LINESTRING (51.2627059 34.1771162, 51.2624711 34.1773183)",,,,,
353687690,False,residential,True,24.797,"LINESTRING (51.2627059 34.1771162, 51.2628478 34.1769266)",,,,,
353687688,False,residential,False,66.842,"LINESTRING (51.2627059 34.1771162, 51.2630263 34.1772579, 51.2633467 34.1773996)",,,,,
353687689,False,residential,False,63.938,"LINESTRING (51.261448 34.1773534, 51.2617775 34.1770313, 51.2619001 34.1769167)",,,,,
372557925,True,tertiary,False,67.62299999999999,"LINESTRING (51.261448 34.1773534, 51.2616019 34.1774521, 51.2620016 34.1776778, 51.2620479 34.1777045)",بلوار نشاط,,,,
353687689,False,residential,False,68.944,"LINESTRING (51.2619001 34.1769167, 51.2624711 34.1773183)",,,,,
353687689,False,residential,True,63.938,"LINESTRING (51.2619001 34.1769167, 51.2617775 34.1770313, 51.261448 34.1773534)",,,,,
353687690,False,residential,False,121.143,"LINESTRING (51.2619001 34.1769167, 51.2622738 34.1765473, 51.2628478 34.1769266)",,,,,
353687690,False,residential,False,24.797,"LINESTRING (51.2628478 34.1769266, 51.2627059 34.1771162)",,,,,
353687690,False,residential,True,121.143,"LINESTRING (51.2628478 34.1769266, 51.2622738 34.1765473, 51.2619001 34.1769167)",,,,,
353687691,False,residential,False,184.47699999999998,"LINESTRING (51.2628478 34.1769266, 51.2628805 34.1767895, 51.2629383 34.176686, 51.262973 34.1765696, 51.262919 34.1764215, 51.2626147 34.1762127, 51.263329 34.1756681)",,,,,
353687692,False,residential,True,136.731,"LINESTRING (51.2645545 34.178318, 51.2641902 34.1781295, 51.2640014 34.1780244, 51.2637626 34.1778889, 51.263674 34.1778125, 51.2635989 34.1776515, 51.2635973 34.1774836)",,,,,
667912273,False,residential,False,19.671,"LINESTRING (51.2645545 34.178318, 51.2645374 34.1784082, 51.2645367 34.1784938)",,,,,
667912273,False,residential,True,17.991,"LINESTRING (51.2645545 34.178318, 51.2645998 34.1782237, 51.2646281 34.1781681)",,,,,
353687696,False,residential,False,15.005,"LINESTRING (51.2668807 34.1760502, 51.2670227 34.1761166)",شهید جمالی,,,,
353687695,False,residential,True,167.36100000000002,"LINESTRING (51.2668807 34.1760502, 51.2667478 34.1761219, 51.2666207 34.1762414, 51.2664223 34.1764055, 51.2663472 34.1765155, 51.2663029 34.1765951, 51.2662028 34.1766621, 51.2660737 34.1767624, 51.2659177 34.176772, 51.2657444 34.1768118, 51.2656308 34.1768772, 51.2655309 34.1769681)",,,,,
353687696,False,residential,True,84.293,"LINESTRING (51.2668807 34.1760502, 51.2666862 34.1759323, 51.2664377 34.1760375, 51.2661161 34.1762287)",شهید جمالی,,,,
353687696,False,residential,False,84.293,"LINESTRING (51.2661161 34.1762287, 51.2664377 34.1760375, 51.2666862 34.1759323, 51.2668807 34.1760502)",شهید جمالی,,,,
353687697,False,residential,False,90.18,"LINESTRING (51.266625 34.1752353, 51.2667614 34.1754216, 51.2668438 34.1754977, 51.2671738 34.175503, 51.2674215 34.1755772)",,,,,
784616095,False,residential,True,70.309,"LINESTRING (51.2674215 34.1755772, 51.2670227 34.1761166)",,,,,
353687697,False,residential,False,118.32600000000001,"LINESTRING (51.2674215 34.1755772, 51.2677226 34.1757681, 51.2680049 34.1758862, 51.2682682 34.175978, 51.2685425 34.176088)",,,,,
353687697,False,residential,True,90.18,"LINESTRING (51.2674215 34.1755772, 51.2671738 34.175503, 51.2668438 34.1754977, 51.2667614 34.1754216, 51.266625 34.1752353)",,,,,
353688171,False,residential,False,155.874,"LINESTRING (51.2674215 34.1755772, 51.2680592 34.1752464, 51.2688878 34.1748762)",,,,,
353687697,False,residential,False,114.374,"LINESTRING (51.2685425 34.176088, 51.2686743 34.1762142, 51.268871 34.1764006, 51.2690613 34.1765292, 51.2693437 34.1766788, 51.2694636 34.1767684)",,,,,
353687697,False,residential,True,118.326,"LINESTRING (51.2685425 34.176088, 51.2682682 34.175978, 51.2680049 34.1758862, 51.2677226 34.1757681, 51.2674215 34.1755772)",,,,,
353687697,False,residential,True,114.374,"LINESTRING (51.2694636 34.1767684, 51.2693437 34.1766788, 51.2690613 34.1765292, 51.268871 34.1764006, 51.2686743 34.1762142, 51.2685425 34.176088)",,,,,
353687696,False,residential,True,273.02,"LINESTRING (51.2685531 34.1781004, 51.2681441 34.1776531, 51.267965 34.1774794, 51.2678283 34.1772739, 51.267782 34.1771209, 51.2677859 34.1770413, 51.2676588 34.1766047, 51.267574 34.1764454, 51.2674585 34.1763402, 51.2673737 34.1762685, 51.2672216 34.1761904, 51.2670579 34.1761331, 51.2670227 34.1761166)",شهید جمالی,,,,
1134188909,True,residential,False,134.56300000000002,"LINESTRING (51.2685531 34.1781004, 51.2690198 34.1772017, 51.2692791 34.1771133)",,,,,
667912255,False,tertiary,False,87.89200000000001,"LINESTRING (51.2672284 34.1800701, 51.2670434 34.1799793, 51.2668333 34.1798784, 51.2664661 34.179644, 51.2664395 34.179627)",شهید بهشتی,,,,
667912260,True,primary_link,False,53.402,"LINESTRING (51.2672284 34.1800701, 51.2674288 34.1800635, 51.2676487 34.1800147, 51.267753 34.1799229)",,,,,
667912255,False,tertiary,True,89.196,"LINESTRING (51.2648443 34.1786549, 51.2653137 34.1789575, 51.2656232 34.179132)",شهید بهشتی,,,,
667912266,True,tertiary,False,54.214,"LINESTRING (51.2648443 34.1786549, 51.2647629 34.1786311, 51.2646435 34.1785879, 51.2645703 34.1785703, 51.2645007 34.178578, 51.2644239 34.1785942, 51.2643166 34.1786773)",شهید بهشتی,,,,
353687704,True,tertiary,False,6.2509999999999994,"LINESTRING (51.2643166 34.1786773, 51.2643125 34.1787052, 51.2643015 34.1787318)",میدان شهید بهشتی,,,roundabout,
353687741,False,residential,False,143.751,"LINESTRING (51.2643015 34.1787318, 51.265523 34.1795381)",,,,,
353687704,True,tertiary,False,27.256000000000004,"LINESTRING (51.2643015 34.1787318, 51.2642742 34.1787658, 51.2642359 34.1787916, 51.2641901 34.1788068, 51.2641408 34.1788099, 51.2640927 34.1788008, 51.26405 34.1787802)",میدان شهید بهشتی,,,roundabout,
353687731,False,residential,False,51.818999999999996,"LINESTRING (51.2643015 34.1787318, 51.2642991 34.1788583, 51.2641669 34.1791797)",,,,,
353687727,False,residential,True,69.627,"LINESTRING (51.26405 34.1787802, 51.2635992 34.1792832)",,,,,
353687704,True,tertiary,False,16.377,"LINESTRING (51.26405 34.1787802, 51.2640195 34.1787534, 51.2639989 34.1787208, 51.2639896 34.1786847, 51.2639925 34.178648)",میدان شهید بهشتی,,,roundabout,
353687704,True,tertiary,False,19.922,"LINESTRING (51.2639925 34.178648, 51.2640066 34.1786141, 51.264031 34.1785845, 51.2640639 34.1785612, 51.2641031 34.1785459, 51.2641457 34.1785396)",میدان شهید بهشتی,,,roundabout,
353687705,True,tertiary,False,67.851,"LINESTRING (51.2639925 34.178648, 51.2638692 34.178556, 51.2635438 34.1784429, 51.2633389 34.1783799)",بلوار نشاط,,,,
353687720,False,residential,True,61.35,"LINESTRING (51.2626092 34.1781035, 51.2622439 34.1785651)",حکمت,,,,
353687705,True,tertiary,False,69.406,"LINESTRING (51.2626092 34.1781035, 51.2623381 34.1779569, 51.2620357 34.1778055, 51.2619702 34.1777718)",بلوار نشاط,,,,
353687705,True,tertiary,False,26.448,"LINESTRING (51.2612831 34.1773747, 51.2610454 34.1772409)",بلوار نشاط,,,,
353687717,False,residential,True,63.028,"LINESTRING (51.2612831 34.1773747, 51.2609414 34.177866)",دانش,,,,
353687705,True,tertiary,False,17.515,"LINESTRING (51.2590968 34.1762935, 51.2590054 34.1763082, 51.2589286 34.1763576)",بلوار نشاط,,,,
667912187,True,tertiary_link,False,29.601,"LINESTRING (51.2590968 34.1762935, 51.2590508 34.176258, 51.2590375 34.1762161, 51.2590615 34.1761624, 51.2591268 34.1761445, 51.2591953 34.1761456)",,,,,
353687707,False,residential,False,153.89499999999998,"LINESTRING (51.2588414 34.1767422, 51.25922 34.1769101, 51.2598055 34.1772176, 51.2602542 34.1774805)",,,,,
353687718,False,residential,True,71.534,"LINESTRING (51.2602542 34.1774805, 51.2598308 34.1780201)",اندیشه,,,,
353687723,False,residential,False,63.008,"LINESTRING (51.2602542 34.1774805, 51.2606608 34.1770245)",,,,,
353687707,False,residential,False,76.385,"LINESTRING (51.2602542 34.1774805, 51.2606548 34.1777099, 51.2609414 34.177866)",,,,,
353687707,False,residential,True,153.895,"LINESTRING (51.2602542 34.1774805, 51.2598055 34.1772176, 51.25922 34.1769101, 51.2588414 34.1767422)",,,,,
353687717,False,residential,False,63.028,"LINESTRING (51.2609414 34.177866, 51.2612831 34.1773747)",دانش,,,,
353687717,False,residential,True,70.876,"LINESTRING (51.2609414 34.177866, 51.260505 34.1783913)",دانش,,,,
353687707,False,residential,True,76.385,"LINESTRING (51.2609414 34.177866, 51.2606548 34.1777099, 51.2602542 34.1774805)",,,,,
353687720,False,residential,False,33.904,"LINESTRING (51.2610042 34.1801999, 51.2612059 34.1799447)",حکمت,,,,
353687720,False,residential,True,35.417,"LINESTRING (51.2610042 34.1801999, 51.2608021 34.180471)",حکمت,,,,
667912195,False,residential,True,77.49,"LINESTRING (51.2610042 34.1801999, 51.2602941 34.179825)",,,,,
353687715,False,residential,False,53.982,"LINESTRING (51.2591036 34.1801501, 51.2594167 34.1797395)",شهید پور جعفری,,,,
667912198,True,tertiary,False,69.976,"LINESTRING (51.2591036 34.1801501, 51.2591909 34.1802007, 51.2597461 34.1804868)",بلوار چهار امامزاده,,,,
353687715,False,residential,True,35.416,"LINESTRING (51.2596236 34.1794709, 51.2594167 34.1797395)",شهید پور جعفری,,,,
353687717,False,residential,False,74.78,"LINESTRING (51.2596236 34.1794709, 51.2600786 34.1789136)",دانش,,,,
667912195,False,residential,True,70.318,"LINESTRING (51.2596236 34.1794709, 51.2589793 34.1791306)",,,,,
667912195,False,residential,False,73.175,"LINESTRING (51.2596236 34.1794709, 51.2601951 34.1797727, 51.2602941 34.179825)",,,,,
353687719,False,residential,False,73.11,"LINESTRING (51.2602941 34.179825, 51.2607257 34.1792729)",تربیت,,,,
353687719,False,residential,True,36.188,"LINESTRING (51.2602941 34.179825, 51.2600718 34.1800935)",تربیت,,,,
667912195,False,residential,False,77.49,"LINESTRING (51.2602941 34.179825, 51.2610042 34.1801999)",,,,,
667912195,False,residential,True,73.175,"LINESTRING (51.2602941 34.179825, 51.2601951 34.1797727, 51.2596236 34.1794709)",,,,,
353687717,False,residential,False,70.876,"LINESTRING (51.260505 34.1783913, 51.2609414 34.177866)",دانش,,,,
353687717,False,residential,True,70.082,"LINESTRING (51.260505 34.1783913, 51.2600786 34.1789136)",دانش,,,,
353687722,False,residential,False,72.483,"LINESTRING (51.260505 34.1783913, 51.2611641 34.1787485)",,,,,
353687722,False,residential,True,74.5,"LINESTRING (51.260505 34.1783913, 51.2598308 34.1780201)",,,,,
353687718,False,residential,False,36.071,"LINESTRING (51.2589793 34.1791306, 51.2591871 34.1788555)",اندیشه,,,,
353687763,False,residential,True,33.991,"LINESTRING (51.2589793 34.1791306, 51.2587783 34.1793871)",شهید به افتاده,,,,
667912195,False,residential,False,70.318,"LINESTRING (51.2589793 34.1791306, 51.2596236 34.1794709)",,,,,
353687719,False,residential,True,58.887,"LINESTRING (51.2619702 34.1777718, 51.2616127 34.1782111)",تربیت,,,,
353687705,True,tertiary,False,77.14,"LINESTRING (51.2619702 34.1777718, 51.2617911 34.1776797, 51.2614811 34.1774934, 51.2612831 34.1773747)",بلوار نشاط,,,,
353687718,False,residential,True,38.432,"LINESTRING (51.2594085 34.1785624, 51.2591871 34.1788555)",اندیشه,,,,
353687721,False,residential,False,72.972,"LINESTRING (51.2594085 34.1785624, 51.2600786 34.1789136)",,,,,
353687718,False,residential,False,31.448,"LINESTRING (51.2594085 34.1785624, 51.2594893 34.1784554, 51.2595924 34.178324)",اندیشه,,,,
353687717,False,residential,False,70.082,"LINESTRING (51.2600786 34.1789136, 51.260505 34.1783913)",دانش,,,,
353687717,False,residential,True,74.78,"LINESTRING (51.2600786 34.1789136, 51.2596236 34.1794709)",دانش,,,,
353687721,False,residential,False,71.691,"LINESTRING (51.2600786 34.1789136, 51.2607257 34.1792729)",,,,,
353687721,False,residential,True,72.972,"LINESTRING (51.2600786 34.1789136, 51.2594085 34.1785624)",,,,,
353687719,False,residential,True,73.11,"LINESTRING (51.2607257 34.1792729, 51.2602941 34.179825)",تربیت,,,,
353687721,False,residential,False,77.131,"LINESTRING (51.2607257 34.1792729, 51.2614243 34.1796565)",,,,,
353687721,False,residential,True,71.691,"LINESTRING (51.2607257 34.1792729, 51.2600786 34.1789136)",,,,,
353687719,False,residential,False,70.90299999999999,"LINESTRING (51.2607257 34.1792729, 51.2607804 34.179203, 51.2611641 34.1787485)",تربیت,,,,
353687720,False,residential,True,37.823,"LINESTRING (51.2614243 34.1796565, 51.2612059 34.1799447)",حکمت,,,,
353687721,False,residential,True,77.131,"LINESTRING (51.2614243 34.1796565, 51.2607257 34.1792729)",,,,,
353687724,False,residential,False,71.691,"LINESTRING (51.2614243 34.1796565, 51.2620638 34.180025)",,,,,
353687720,False,residential,False,72.251,"LINESTRING (51.2614243 34.1796565, 51.2618133 34.1791318, 51.2618353 34.1791028)",حکمت,,,,
353687718,False,residential,False,71.534,"LINESTRING (51.2598308 34.1780201, 51.2602542 34.1774805)",اندیشه,,,,
353687718,False,residential,True,40.285,"LINESTRING (51.2598308 34.1780201, 51.2595924 34.178324)",اندیشه,,,,
353687722,False,residential,False,74.5,"LINESTRING (51.2598308 34.1780201, 51.260505 34.1783913)",,,,,
353687722,False,residential,False,73.242,"LINESTRING (51.2611641 34.1787485, 51.2618353 34.1791028)",,,,,
353687722,False,residential,True,72.483,"LINESTRING (51.2611641 34.1787485, 51.260505 34.1783913)",,,,,
353687719,False,residential,False,72.623,"LINESTRING (51.2611641 34.1787485, 51.2614776 34.178377, 51.2616127 34.1782111)",تربیت,,,,
353687719,False,residential,True,70.90299999999999,"LINESTRING (51.2611641 34.1787485, 51.2607804 34.179203, 51.2607257 34.1792729)",تربیت,,,,
353687722,False,residential,True,73.242,"LINESTRING (51.2618353 34.1791028, 51.2611641 34.1787485)",,,,,
353687726,False,residential,False,73.057,"LINESTRING (51.2618353 34.1791028, 51.2624905 34.1794741)",,,,,
353687720,False,residential,False,70.623,"LINESTRING (51.2618353 34.1791028, 51.262235 34.1785764, 51.2622439 34.1785651)",حکمت,,,,
353687720,False,residential,True,72.251,"LINESTRING (51.2618353 34.1791028, 51.2618133 34.1791318, 51.2614243 34.1796565)",حکمت,,,,
353687723,False,residential,True,63.008,"LINESTRING (51.2606608 34.1770245, 51.2602542 34.1774805)",,,,,
353687705,True,tertiary,False,165.774,"LINESTRING (51.2606608 34.1770245, 51.2604719 34.1769197, 51.2602215 34.1767763, 51.2599577 34.1766568, 51.2596302 34.1764847, 51.2590968 34.1762935)",بلوار نشاط,,,,
353687724,False,residential,True,71.691,"LINESTRING (51.2620638 34.180025, 51.2614243 34.1796565)",,,,,
353687725,False,residential,False,72.754,"LINESTRING (51.2620638 34.180025, 51.2624905 34.1794741)",معرفت,,,,
353687725,False,residential,True,35.177,"LINESTRING (51.2620638 34.180025, 51.2618502 34.1802874)",معرفت,,,,
353687739,False,residential,False,75.994,"LINESTRING (51.2620638 34.180025, 51.262763 34.180389)",,,,,
353687725,False,residential,False,46.296,"LINESTRING (51.2611642 34.1811994, 51.2614301 34.1808459)",معرفت,,,,
667912198,True,tertiary,False,86.987,"LINESTRING (51.2611642 34.1811994, 51.2613101 34.1812729, 51.2617415 34.1815117, 51.2619697 34.1816072)",بلوار چهار امامزاده,,,,
353687725,False,residential,False,35.177,"LINESTRING (51.2618502 34.1802874, 51.2620638 34.180025)",معرفت,,,,
353687725,False,residential,True,73.144,"LINESTRING (51.2618502 34.1802874, 51.2614301 34.1808459)",معرفت,,,,
353687682,False,residential,False,70.471,"LINESTRING (51.2618502 34.1802874, 51.2614039 34.1800556, 51.2612059 34.1799447)",شهرداری,,,,
353687682,False,residential,True,83.225,"LINESTRING (51.2618502 34.1802874, 51.2620833 34.1804172, 51.262631 34.1806641)",شهرداری,,,,
353687725,False,residential,True,71.299,"LINESTRING (51.2633389 34.1783799, 51.2629204 34.1789196)",معرفت,,,,
353687740,False,tertiary_link,False,11.636,"LINESTRING (51.2633389 34.1783799, 51.2634064 34.1782914)",,,,,
353687705,True,tertiary,False,73.857,"LINESTRING (51.2633389 34.1783799, 51.2632587 34.1783552, 51.2630045 34.1782612, 51.2626092 34.1781035)",بلوار نشاط,,,,
353687725,False,residential,False,73.25,"LINESTRING (51.2624905 34.1794741, 51.2629204 34.1789196)",معرفت,,,,
353687725,False,residential,True,72.754,"LINESTRING (51.2624905 34.1794741, 51.2620638 34.180025)",معرفت,,,,
353687726,False,residential,False,71.351,"LINESTRING (51.2624905 34.1794741, 51.2631342 34.1798321)",,,,,
353687726,False,residential,True,73.057,"LINESTRING (51.2624905 34.1794741, 51.2618353 34.1791028)",,,,,
353687726,False,residential,True,71.351,"LINESTRING (51.2631342 34.1798321, 51.2624905 34.1794741)",,,,,
353687727,False,residential,False,13.217,"LINESTRING (51.2631342 34.1798321, 51.263202 34.1797273)",,,,,
353687727,False,residential,True,23.381,"LINESTRING (51.2631342 34.1798321, 51.2631194 34.1798527, 51.2630065 34.1800139)",,,,,
353687727,False,residential,False,31.271,"LINESTRING (51.262836 34.1802572, 51.2630065 34.1800139)",,,,,
353687727,False,residential,True,16.121,"LINESTRING (51.262836 34.1802572, 51.262763 34.180389)",,,,,
353687732,False,residential,False,75.255,"LINESTRING (51.262836 34.1802572, 51.2635788 34.1805408)",,,,,
353687725,False,residential,False,71.299,"LINESTRING (51.2629204 34.1789196, 51.2633389 34.1783799)",معرفت,,,,
353687725,False,residential,True,73.25,"LINESTRING (51.2629204 34.1789196, 51.2624905 34.1794741)",معرفت,,,,
353687728,False,residential,False,74.389,"LINESTRING (51.2629204 34.1789196, 51.2635992 34.1792832)",,,,,
353687729,False,residential,True,73.665,"LINESTRING (51.2629204 34.1789196, 51.2622439 34.1785651)",,,,,
353687727,False,residential,False,69.627,"LINESTRING (51.2635992 34.1792832, 51.26405 34.1787802)",,,,,
353687727,False,residential,True,61.43,"LINESTRING (51.2635992 34.1792832, 51.263202 34.1797273)",,,,,
353687728,False,residential,True,74.389,"LINESTRING (51.2635992 34.1792832, 51.2629204 34.1789196)",,,,,
353687720,False,residential,False,61.35,"LINESTRING (51.2622439 34.1785651, 51.2626092 34.1781035)",حکمت,,,,
353687729,False,residential,False,73.665,"LINESTRING (51.2622439 34.1785651, 51.2629204 34.1789196)",,,,,
353687730,False,residential,True,70.149,"LINESTRING (51.2622439 34.1785651, 51.2616127 34.1782111)",,,,,
353687720,False,residential,True,70.623,"LINESTRING (51.2622439 34.1785651, 51.262235 34.1785764, 51.2618353 34.1791028)",حکمت,,,,
353687719,False,residential,False,58.887,"LINESTRING (51.2616127 34.1782111, 51.2619702 34.1777718)",تربیت,,,,
353687730,False,residential,False,70.149,"LINESTRING (51.2616127 34.1782111, 51.2622439 34.1785651)",,,,,
353687719,False,residential,True,72.623,"LINESTRING (51.2616127 34.1782111, 51.2614776 34.178377, 51.2611641 34.1787485)",تربیت,,,,
353687731,False,residential,False,35.66,"LINESTRING (51.2637271 34.1802445, 51.2635788 34.1805408)",,,,,
353687731,False,residential,True,30.503,"LINESTRING (51.2637271 34.1802445, 51.2638346 34.179985)",,,,,
353687736,False,residential,False,100.747,"LINESTRING (51.2637271 34.1802445, 51.2647294 34.1806097)",,,,,
353687737,False,residential,True,71.074,"LINESTRING (51.2637271 34.1802445, 51.2630065 34.1800139)",,,,,
353687731,False,residential,False,44.156,"LINESTRING (51.2635788 34.1805408, 51.2633903 34.180906)",,,,,
