osmid,highway,oneway,reversed,length,bridge,geometry,lanes,maxspeed
443231697,tertiary,False,True,113.375,,"LINESTRING (48.6467647 33.4727103, 48.646782 33.4737298)",,
"[770258472, 443231697, 770258473]",tertiary,False,False,696.9230000000001,yes,"LINESTRING (48.6467647 33.4727103, 48.6467714 33.4726216, 48.6467935 33.4725508, 48.6468241 33.4725092, 48.6468973 33.4724383, 48.6473467 33.4721947, 48.647941 33.4719357, 48.6486285 33.4717131, 48.6493607 33.4715289, 48.6495344 33.4714938, 48.6497265 33.4714845, 48.6498725 33.471481, 48.6500463 33.471498, 48.6505219 33.4715649, 48.6505897 33.4715814, 48.6508409 33.4716425, 48.6510342 33.4716814, 48.6511783 33.4716996, 48.6514116 33.4716718, 48.6518605 33.4715463, 48.6524518 33.4713618, 48.6531288 33.4711763, 48.6532897 33.4711219, 48.6534506 33.4710573, 48.65361 33.4709816)",,
"[605476107, 512979429]","['unclassified', 'residential']",False,False,520.2610000000001,,"LINESTRING (48.6467647 33.4727103, 48.6468808 33.4726716, 48.6470251 33.4726609, 48.6472126 33.4726676, 48.647405 33.4726997, 48.6475942 33.4727512, 48.6477208 33.4727699, 48.6478747 33.4727592, 48.6480398 33.4727472, 48.6482259 33.472785, 48.6484695 33.4728251, 48.6488478 33.4728539, 48.6491411 33.472858, 48.649448 33.4728495, 48.6499367 33.4728489, 48.650072 33.4728349, 48.6501981 33.4727951, 48.6503118 33.472739, 48.650485 33.4726398, 48.6505729 33.4725566, 48.6507348 33.472495, 48.6508572 33.472471, 48.6509652 33.472507, 48.6511074 33.4726136, 48.6511723 33.4727107, 48.6512005 33.4728202, 48.6512094 33.4729101, 48.6511852 33.4730142, 48.651199 33.4731264, 48.6512273 33.4731886, 48.6512873 33.473253, 48.6514698 33.4733638)",,
443231697,tertiary,False,False,113.375,,"LINESTRING (48.646782 33.4737298, 48.6467647 33.4727103)",,
443231697,tertiary,False,True,64.292,,"LINESTRING (48.646782 33.4737298, 48.6468428 33.4738583, 48.6469607 33.4739683, 48.6472904 33.4740679)",,
512979428,tertiary,False,True,75.39099999999999,,"LINESTRING (48.646782 33.4737298, 48.6466994 33.4738762, 48.646586 33.4739814, 48.646163 33.4741076)",,
443231697,tertiary,False,False,64.292,,"LINESTRING (48.6472904 33.4740679, 48.6469607 33.4739683, 48.6468428 33.4738583, 48.646782 33.4737298)",,
770258475,secondary,False,False,527.265,,"LINESTRING (48.6472904 33.4740679, 48.6478301 33.4740514, 48.6485706 33.4740287, 48.6496567 33.4740077, 48.6499802 33.4740133, 48.6501603 33.4740441, 48.6503124 33.4740866, 48.6504691 33.4741417, 48.6505791 33.4742201, 48.6506928 33.4743391, 48.6507784 33.4744426, 48.6508811 33.4746068, 48.6509745 33.4747555, 48.6510959 33.4749982, 48.6511706 33.4751679, 48.6511986 33.4752908, 48.651199 33.4754077, 48.6511853 33.4755168, 48.6511448 33.4756241, 48.6510949 33.4757354, 48.6510321 33.4758159, 48.6509505 33.4758926, 48.6508701 33.4759542)",2,70
770258475,secondary,False,True,104.666,,"LINESTRING (48.6472904 33.4740679, 48.6464502 33.4740937, 48.646163 33.4741076)",2,70
512979428,tertiary,False,False,75.391,,"LINESTRING (48.646163 33.4741076, 48.646586 33.4739814, 48.6466994 33.4738762, 48.646782 33.4737298)",,
770258475,secondary,False,False,104.666,,"LINESTRING (48.646163 33.4741076, 48.6464502 33.4740937, 48.6472904 33.4740679)",2,70
"[605476107, 512979429]","['residential', 'unclassified']",False,True,520.261,,"LINESTRING (48.6514698 33.4733638, 48.6512873 33.473253, 48.6512273 33.4731886, 48.651199 33.4731264, 48.6511852 33.4730142, 48.6512094 33.4729101, 48.6512005 33.4728202, 48.6511723 33.4727107, 48.6511074 33.4726136, 48.6509652 33.472507, 48.6508572 33.472471, 48.6507348 33.472495, 48.6505729 33.4725566, 48.650485 33.4726398, 48.6503118 33.472739, 48.6501981 33.4727951, 48.650072 33.4728349, 48.6499367 33.4728489, 48.649448 33.4728495, 48.6491411 33.472858, 48.6488478 33.4728539, 48.6484695 33.4728251, 48.6482259 33.472785, 48.6480398 33.4727472, 48.6478747 33.4727592, 48.6477208 33.4727699, 48.6475942 33.4727512, 48.647405 33.4726997, 48.6472126 33.4726676, 48.6470251 33.4726609, 48.6468808 33.4726716, 48.6467647 33.4727103)",,
951977679,residential,False,False,20.433,,"LINESTRING (48.6508701 33.4759542, 48.6510202 33.4760887)",,
770258475,secondary,False,True,527.265,,"LINESTRING (48.6508701 33.4759542, 48.6509505 33.4758926, 48.6510321 33.4758159, 48.6510949 33.4757354, 48.6511448 33.4756241, 48.6511853 33.4755168, 48.651199 33.4754077, 48.6511986 33.4752908, 48.6511706 33.4751679, 48.6510959 33.4749982, 48.6509745 33.4747555, 48.6508811 33.4746068, 48.6507784 33.4744426, 48.6506928 33.4743391, 48.6505791 33.4742201, 48.6504691 33.4741417, 48.6503124 33.4740866, 48.6501603 33.4740441, 48.6499802 33.4740133, 48.6496567 33.4740077, 48.6485706 33.4740287, 48.6478301 33.4740514, 48.6472904 33.4740679)",2,70
770258472,tertiary,False,False,30.473,,"LINESTRING (48.65361 33.4709816, 48.6538955 33.470846)",,
605476093,unclassified,False,False,23.15,,"LINESTRING (48.65361 33.4709816, 48.6536585 33.4709082, 48.6536707 33.4708776, 48.6536788 33.4708336, 48.6536747 33.4707861)",,
"[770258472, 770258473, 443231697]",tertiary,False,True,696.9230000000001,yes,"LINESTRING (48.65361 33.4709816, 48.6534506 33.4710573, 48.6532897 33.4711219, 48.6531288 33.4711763, 48.6524518 33.4713618, 48.6518605 33.4715463, 48.6514116 33.4716718, 48.6511783 33.4716996, 48.6510342 33.4716814, 48.6508409 33.4716425, 48.6505897 33.4715814, 48.6505219 33.4715649, 48.6500463 33.471498, 48.6498725 33.471481, 48.6497265 33.4714845, 48.6495344 33.4714938, 48.6493607 33.4715289, 48.6486285 33.4717131, 48.647941 33.4719357, 48.6473467 33.4721947, 48.6468973 33.4724383, 48.6468241 33.4725092, 48.6467935 33.4725508, 48.6467714 33.4726216, 48.6467647 33.4727103)",,
605476093,unclassified,False,False,22.831,,"LINESTRING (48.6536747 33.4707861, 48.6536951 33.4708064, 48.6537194 33.4708234, 48.6537438 33.4708353, 48.6537703 33.4708454, 48.6538008 33.4708471, 48.6538955 33.470846)",,
