osmid,highway,oneway,reversed,length,geometry,name,tunnel,ref,maxspeed
1097960677,unclassified,False,False,69.514,"LINESTRING (58.8733016 36.1829839, 58.8725273 36.1829686)",,,,
772850504,residential,False,False,506.711,"LINESTRING (58.8733016 36.1829839, 58.8712317 36.1804844, 58.8699281 36.1793456)",,,,
1093572270,tertiary,True,False,61.836999999999996,"LINESTRING (58.8727021 36.1836177, 58.8726154 36.1835495, 58.8724222 36.1834422, 58.872248 36.1833757, 58.8721207 36.1833273)",جاده روستای بوژان,,,
"[1097960676, 1097960677, 1097960678]",unclassified,False,True,164.456,"LINESTRING (58.8727021 36.1836177, 58.8724459 36.183541, 58.8723333 36.1835384, 58.87221 36.1835624, 58.8721102 36.1835427, 58.8720433 36.183463, 58.8719838 36.1830462, 58.8721033 36.1829758, 58.872161 36.1829606, 58.872224 36.1829482, 58.8725273 36.1829686)",,yes,,
952698051,trunk,True,False,84.741,"LINESTRING (58.8730616 36.1832636, 58.8725953 36.1832952, 58.8721207 36.1833273)",مشهد - نیشابور,,44,80
1093572271,tertiary,True,False,55.434,"LINESTRING (58.8730616 36.1832636, 58.8728602 36.1833603, 58.8727462 36.1834342, 58.8727113 36.1834825, 58.8727059 36.183531, 58.8727021 36.1836177)",جاده روستای بوژان,,,
772850504,residential,False,True,308.48,"LINESTRING (58.8725191 36.1775356, 58.8719773 36.1779426, 58.8714945 36.1781981, 58.8703465 36.1789732, 58.8699281 36.1793456)",,,,
772850504,residential,False,False,308.48,"LINESTRING (58.8699281 36.1793456, 58.8703465 36.1789732, 58.8714945 36.1781981, 58.8719773 36.1779426, 58.8725191 36.1775356)",,,,
772850504,residential,False,True,506.711,"LINESTRING (58.8699281 36.1793456, 58.8712317 36.1804844, 58.8733016 36.1829839)",,,,
952698051,trunk,True,False,94.631,"LINESTRING (58.8741123 36.1831924, 58.8730616 36.1832636)",مشهد - نیشابور,,44,80
1192972516,residential,False,True,293.857,"LINESTRING (58.8704506 36.1809298, 58.8709407 36.1815029, 58.8725273 36.1829686)",,,,
1097960677,unclassified,False,True,69.514,"LINESTRING (58.8725273 36.1829686, 58.8733016 36.1829839)",,,,
"[1097960676, 1097960677, 1097960678]",unclassified,False,False,164.45600000000002,"LINESTRING (58.8725273 36.1829686, 58.872224 36.1829482, 58.872161 36.1829606, 58.8721033 36.1829758, 58.8719838 36.1830462, 58.8720433 36.183463, 58.8721102 36.1835427, 58.87221 36.1835624, 58.8723333 36.1835384, 58.8724459 36.183541, 58.8727021 36.1836177)",,yes,,
1192972516,residential,False,False,293.857,"LINESTRING (58.8725273 36.1829686, 58.8709407 36.1815029, 58.8704506 36.1809298)",,,,
