osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge
699061433,2,انقلاب,primary,30,False,False,223.514,"LINESTRING (51.5044928 36.6512171, 51.5021447 36.6519183)",,
123264942,2,,primary,30,True,False,58.492,"LINESTRING (51.5044928 36.6512171, 51.5046166 36.6511343, 51.5047007 36.6510157, 51.5047281 36.6509254, 51.5047523 36.6507592)",,
231126912,2,میدان بندر,primary,30,True,False,4.4,"LINESTRING (51.5084509 36.6521024, 51.5084739 36.6520998, 51.5085 36.6520997)",roundabout,
638514972,2,ستارخان جنوبی,secondary,30,False,False,11.99,"LINESTRING (51.5084602 36.6466721, 51.508457 36.6465643)",,
594256828,,فاطر,residential,,False,True,84.893,"LINESTRING (51.5044885 36.6467518, 51.504752 36.6467161, 51.5048534 36.6467536, 51.5049586 36.6468881, 51.505056 36.646935, 51.5053023 36.6470047)",,
503506239,,شهدا,residential,30,False,False,41.175,"LINESTRING (51.5052352 36.6474123, 51.505677 36.6475194)",,
666666195,2,شهید سنگاری,tertiary,30,True,False,50.263999999999996,"LINESTRING (51.5052352 36.6474123, 51.5051578 36.6476348, 51.5050044 36.6478184)",,
699020723,2,شهید سنگاری,tertiary,30,False,True,13.237,"LINESTRING (51.5050044 36.6478184, 51.5049145 36.6479131)",,
123264987,,فدائیان اسلام,residential,30,True,False,46.661,"LINESTRING (51.5050044 36.6478184, 51.5049104 36.6476891, 51.5048608 36.6476281, 51.5048113 36.647567, 51.504735 36.6474589)",,
699020723,2,شهید سنگاری,tertiary,30,False,False,13.237,"LINESTRING (51.5049145 36.6479131, 51.5050044 36.6478184)",,
"[594256832, 594256830]",,"['امید', 'امت']",residential,,False,"[False, True]",114.29499999999999,"LINESTRING (51.5049145 36.6479131, 51.5046216 36.6479176, 51.5045008 36.6479301, 51.5043446 36.6480099, 51.5042848 36.6480757, 51.5042058 36.6481069, 51.5037317 36.6482114)",,
699020723,2,شهید سنگاری,tertiary,30,False,True,124.486,"LINESTRING (51.5049145 36.6479131, 51.5048931 36.6483698, 51.5050111 36.6490255)",,
123264895,2,,residential,30,False,False,10.012,"LINESTRING (51.5006027 36.6483372, 51.5004946 36.6483614)",,
123264968,2,فردوسی شمالی,tertiary,30,True,False,101.774,"LINESTRING (51.5006027 36.6483372, 51.5009146 36.6492176)",,
123264895,2,,residential,30,False,True,10.012,"LINESTRING (51.5004946 36.6483614, 51.5006027 36.6483372)",,
123264982,2,فردوسی شمالی,tertiary,30,True,False,65.514,"LINESTRING (51.5004946 36.6483614, 51.5002698 36.6478005)",,
556119297,,دکتر معین,residential,30,False,False,51.705,"LINESTRING (51.5004946 36.6483614, 51.5002596 36.6484013, 51.4999295 36.6484645)",,
123264928,2,ستارخان شمالی,secondary,30,False,True,2.937,"LINESTRING (51.5085855 36.6500436, 51.5085865 36.65007)",,
757539245,2,ستارخان شمالی,secondary,30,True,False,132.292,"LINESTRING (51.5085855 36.6500436, 51.5085414 36.6488544)",,
123264820,2,میدان آزادی,primary,30,True,False,4.929,"LINESTRING (51.5047743 36.650631, 51.5048162 36.6506021)",roundabout,
123264820,2,میدان آزادی,primary,30,True,False,54.493,"LINESTRING (51.5050027 36.6505778, 51.5051105 36.6505931, 51.5051944 36.650609, 51.5052677 36.6506328, 51.5053438 36.6506665, 51.5054048 36.6507062, 51.5054872 36.650764, 51.5055221 36.6508043)",roundabout,
123264932,2,شهید سنگاری(بهرام),tertiary,30,True,False,104.94,"LINESTRING (51.5050027 36.6505778, 51.5051079 36.6504321, 51.5051542 36.6502866, 51.5050904 36.6496635)",,
605654865,1,,tertiary_link,30,False,False,7.618,"LINESTRING (51.5014873 36.650732, 51.5014078 36.650757)",,
123264968,2,فردوسی شمالی,tertiary,30,True,False,27.714,"LINESTRING (51.5014873 36.650732, 51.5015161 36.650791, 51.5015891 36.6509674)",,
605654864,1,,primary_link,30,True,False,19.094,"LINESTRING (51.5014873 36.650732, 51.5015655 36.6507741, 51.501617 36.6507963, 51.5016738 36.650815)",,
123264982,2,فردوسی شمالی,tertiary,30,True,False,170.585,"LINESTRING (51.5014078 36.650757, 51.5008332 36.6492938)",,
605654865,1,,tertiary_link,30,False,True,7.618,"LINESTRING (51.5014078 36.650757, 51.5014873 36.650732)",,
123264820,2,میدان آزادی,primary,30,True,False,13.968,"LINESTRING (51.5055221 36.6508043, 51.5055636 36.6508545, 51.5055835 36.6509179)",roundabout,
123264857,2,پورسینا,tertiary,30,True,False,161.527,"LINESTRING (51.5055221 36.6508043, 51.5056981 36.6508439, 51.5058504 36.6508321, 51.5072289 36.6504115)",,
123264820,2,میدان آزادی,primary,30,True,False,18.928,"LINESTRING (51.5055835 36.6509179, 51.5055722 36.6509703, 51.5055272 36.6510108, 51.5054569 36.6510384)",roundabout,
123264946,2,سعدی,primary,30,True,False,87.735,"LINESTRING (51.5055835 36.6509179, 51.5057625 36.6510051, 51.5064463 36.6512961)",,
123264820,2,میدان آزادی,primary,30,True,False,52.661,"LINESTRING (51.5052107 36.6510311, 51.5051269 36.6510151, 51.5050536 36.6509913, 51.5049846 36.6509604, 51.5049165 36.650918, 51.5048341 36.6508601, 51.5047859 36.6508076, 51.5047523 36.6507592)",roundabout,
