osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
366304693,حافظ ۴,residential,30,False,True,38.259,"LINESTRING (53.9074565 36.7355715, 53.9074317 36.735915)",
366482876,شهید بهشتی,tertiary,,False,True,108.03999999999999,"LINESTRING (53.9074565 36.7355715, 53.9085338 36.7356866, 53.9086592 36.7356918)",
366304664,,residential,30,False,True,75.508,"LINESTRING (53.910024 36.7355734, 53.9101946 36.7358627, 53.9103875 36.7361868)",
"[366304761, 366482819]",,tertiary,,False,False,78.901,"LINESTRING (53.910024 36.7355734, 53.9099439 36.7355901, 53.9094333 36.7356997, 53.9091597 36.7357124)",yes
366482876,شهید بهشتی,tertiary,,False,True,44.659,"LINESTRING (53.9086592 36.7356918, 53.9091597 36.7357124)",
366304733,حافظ ۲,residential,30,False,False,138.742,"LINESTRING (53.9086592 36.7356918, 53.9086896 36.7359989, 53.9088009 36.7363815, 53.9083342 36.7367804)",
366482876,شهید بهشتی,tertiary,,False,False,108.03999999999999,"LINESTRING (53.9086592 36.7356918, 53.9085338 36.7356866, 53.9074565 36.7355715)",
366482876,شهید بهشتی,tertiary,,False,False,44.659,"LINESTRING (53.9091597 36.7357124, 53.9086592 36.7356918)",
366304695,,primary,,False,True,235.53200000000004,"LINESTRING (53.9091597 36.7357124, 53.9091769 36.7363489, 53.9091944 36.7368812, 53.909168 36.7375393, 53.9091441 36.7377787, 53.9091319 36.7378282)",
"[366304761, 366482819]",,tertiary,,False,True,78.901,"LINESTRING (53.9091597 36.7357124, 53.9094333 36.7356997, 53.9099439 36.7355901, 53.910024 36.7355734)",yes
366304678,,residential,,False,False,63.383,"LINESTRING (53.9074317 36.735915, 53.9067516 36.7360819)",
366304693,حافظ ۴,residential,30,False,False,38.259,"LINESTRING (53.9074317 36.735915, 53.9074565 36.7355715)",
366304693,حافظ ۴,residential,30,False,True,60.03,"LINESTRING (53.9074317 36.735915, 53.9074859 36.7364032, 53.9075026 36.7364511)",
366304678,,residential,,False,True,63.383,"LINESTRING (53.9067516 36.7360819, 53.9074317 36.735915)",
366304664,,residential,30,False,False,75.508,"LINESTRING (53.9103875 36.7361868, 53.9101946 36.7358627, 53.910024 36.7355734)",
366304664,,residential,30,False,True,115.771,"LINESTRING (53.9103875 36.7361868, 53.9104865 36.7365749, 53.9097678 36.7368653)",
366304736,,residential,30,False,False,101.336,"LINESTRING (53.9103875 36.7361868, 53.9107065 36.7362209, 53.9111492 36.7361576, 53.9113693 36.736288, 53.9114268 36.7363455)",
366304659,,residential,30,False,True,22.213,"LINESTRING (53.9122222 36.7362542, 53.9121953 36.7360556)",
366304677,,residential,,False,False,9.825,"LINESTRING (53.9122222 36.7362542, 53.9122261 36.7363425)",
366304659,,residential,30,False,False,71.894,"LINESTRING (53.9122222 36.7362542, 53.9118298 36.7362715, 53.9115283 36.7363329, 53.9114268 36.7363455)",
366304659,,residential,30,False,False,111.969,"LINESTRING (53.9114268 36.7363455, 53.9114637 36.7366474, 53.9115354 36.7368564, 53.9116479 36.737146, 53.9117844 36.7372934)",
366304659,,residential,30,False,True,71.894,"LINESTRING (53.9114268 36.7363455, 53.9115283 36.7363329, 53.9118298 36.7362715, 53.9122222 36.7362542)",
366304736,,residential,30,False,True,101.336,"LINESTRING (53.9114268 36.7363455, 53.9113693 36.736288, 53.9111492 36.7361576, 53.9107065 36.7362209, 53.9103875 36.7361868)",
366304651,,residential,30,False,False,28.058,"LINESTRING (53.9064605 36.7366525, 53.9064962 36.7369032)",
366304677,,residential,,False,True,12.239,"LINESTRING (53.9122416 36.7366944, 53.9122368 36.7365844)",
366304733,حافظ ۲,residential,30,False,False,63.572,"LINESTRING (53.9083342 36.7367804, 53.9076209 36.73679)",
366304733,حافظ ۲,residential,30,False,True,138.742,"LINESTRING (53.9083342 36.7367804, 53.9088009 36.7363815, 53.9086896 36.7359989, 53.9086592 36.7356918)",
366304750,,residential,,False,False,118.8,"LINESTRING (53.9083342 36.7367804, 53.908414 36.7368957, 53.9082482 36.7371045, 53.9082381 36.7373621, 53.9080098 36.7374648, 53.9078016 36.7376105)",
