osmid,name,highway,junction,oneway,reversed,length,geometry,ref
221621361,میدان شهاب,secondary,roundabout,True,False,15.479999999999999,"LINESTRING (44.4545113 39.2882312, 44.4545381 39.2882498, 44.4545559 39.288274, 44.4545629 39.2883013, 44.4545583 39.2883289, 44.4545427 39.288354)",
221663608,فارابی,tertiary,,False,False,98.148,"LINESTRING (44.4545113 39.2882312, 44.4546859 39.2878416, 44.4548266 39.2875279, 44.4548974 39.287401)",
221621361,میدان شهاب,secondary,roundabout,True,False,13.571000000000002,"LINESTRING (44.4543673 39.2882465, 44.4543914 39.2882307, 44.4544202 39.2882208, 44.4544514 39.2882175, 44.4544826 39.288221, 44.4545113 39.2882312)",
710994119,شریعتی,secondary,,False,True,296.95500000000004,"LINESTRING (44.4543673 39.2882465, 44.4534658 39.2879249, 44.45296 39.2878367, 44.4524844 39.2878881, 44.4512877 39.2883473, 44.4511767 39.2883891)",
221663625,شهدای گمنام,secondary,,False,False,71.401,"LINESTRING (44.4545427 39.288354, 44.4552967 39.2886219)",
221621361,میدان شهاب,secondary,roundabout,True,False,15.05,"LINESTRING (44.4545427 39.288354, 44.4545184 39.2883735, 44.4544876 39.2883862, 44.4544531 39.288391, 44.4544185 39.2883873, 44.454387 39.2883755)",
221621361,میدان شهاب,secondary,roundabout,True,False,16.255,"LINESTRING (44.454387 39.2883755, 44.45436 39.2883551, 44.4543434 39.2883288, 44.4543389 39.2882998, 44.4543472 39.2882712, 44.4543673 39.2882465)",
221663602,ستارخان,tertiary,,False,True,103.06099999999999,"LINESTRING (44.454387 39.2883755, 44.4541895 39.2887709, 44.4540484 39.2890899, 44.4539906 39.2892495)",
221621370,میدان فردوسی,secondary,roundabout,True,False,5.317,"LINESTRING (44.44956 39.2888144, 44.4496178 39.2888313)",
710994112,,secondary,,True,False,58.093,"LINESTRING (44.4496178 39.2888313, 44.450289 39.2887758)",
221621370,میدان فردوسی,secondary,roundabout,True,False,23.096,"LINESTRING (44.4496178 39.2888313, 44.4496593 39.2888576, 44.4496887 39.2888924, 44.4497034 39.2889324, 44.449702 39.2889739, 44.4496847 39.2890132)",
221621370,میدان فردوسی,secondary,roundabout,True,False,17.285,"LINESTRING (44.4493824 39.2888695, 44.4494309 39.2888338, 44.449493 39.2888145, 44.44956 39.2888144)",
221664921,,secondary,,True,False,131.711,"LINESTRING (44.4493824 39.2888695, 44.4492807 39.2885713, 44.4488781 39.2877525)",
221621370,میدان فردوسی,secondary,roundabout,True,False,4.196,"LINESTRING (44.4493597 39.2889029, 44.4493824 39.2888695)",
