osmid,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed
380855761,residential,,False,False,145.35500000000002,"LINESTRING (45.2647254 36.8071995, 45.2645514 36.8070331, 45.2644048 36.8068402, 45.2643495 36.8067202, 45.2643625 36.8064595, 45.2644211 36.8061309, 45.26447 36.8059927)",,,
380855761,residential,,False,True,187.232,"LINESTRING (45.2647254 36.8071995, 45.2647533 36.8072261, 45.2649389 36.8075416, 45.265079 36.8080005, 45.2651604 36.8083708, 45.2651181 36.8085898, 45.2650686 36.8088167)",,,
380855762,residential,,False,True,116.541,"LINESTRING (45.2647254 36.8071995, 45.2646621 36.8072235, 45.2645253 36.8072991, 45.2643169 36.8073982, 45.2641834 36.8074816, 45.2640954 36.8075599, 45.2640075 36.8076824, 45.2639587 36.8078362, 45.2639587 36.8079327, 45.2639718 36.8079581)",,,
380855760,residential,,False,False,11.514,"LINESTRING (45.2651677 36.8089883, 45.265078 36.8089137)",,,
380855760,residential,,False,True,16.179,"LINESTRING (45.2651677 36.8089883, 45.2652935 36.8090933)",,,
380855763,residential,,True,False,27.808,"LINESTRING (45.2651677 36.8089883, 45.2648771 36.80908)",,,
380855763,residential,,True,False,20.079,"LINESTRING (45.2648771 36.80908, 45.2649542 36.8089103)",,,
380855764,residential,,False,False,47.817,"LINESTRING (45.2648771 36.80908, 45.2645612 36.8092573, 45.2644335 36.8093223)",,,
579927235,residential,,False,False,41.483,"LINESTRING (45.2633301 36.8091217, 45.2628642 36.8091278)",,,
380855764,residential,,False,False,68.545,"LINESTRING (45.2633301 36.8091217, 45.2632194 36.8089183, 45.2632064 36.8086811, 45.2632454 36.8085585, 45.2632639 36.8085317)",,,
380855764,residential,,False,True,134.51600000000002,"LINESTRING (45.2633301 36.8091217, 45.2635223 36.809359, 45.2636493 36.8095128, 45.2637567 36.8095989, 45.2638772 36.8095989, 45.2640336 36.8095259, 45.2644335 36.8093223)",,,
380855762,residential,,False,False,116.54100000000001,"LINESTRING (45.2639718 36.8079581, 45.2639587 36.8079327, 45.2639587 36.8078362, 45.2640075 36.8076824, 45.2640954 36.8075599, 45.2641834 36.8074816, 45.2643169 36.8073982, 45.2645253 36.8072991, 45.2646621 36.8072235, 45.2647254 36.8071995)",,,
380855762,residential,,False,True,132.06,"LINESTRING (45.2639718 36.8079581, 45.2639977 36.8080083, 45.2641313 36.8080918, 45.2644895 36.8083369, 45.2647044 36.808509, 45.264864 36.808728, 45.2649518 36.8088295)",,,
380855764,residential,,False,True,90.403,"LINESTRING (45.2639718 36.8079581, 45.2635255 36.8082561, 45.2634018 36.808363, 45.2633138 36.8084594, 45.2632639 36.8085317)",,,
380855764,residential,,False,False,134.51600000000002,"LINESTRING (45.2644335 36.8093223, 45.2640336 36.8095259, 45.2638772 36.8095989, 45.2637567 36.8095989, 45.2636493 36.8095128, 45.2635223 36.809359, 45.2633301 36.8091217)",,,
380855764,residential,,False,True,47.817,"LINESTRING (45.2644335 36.8093223, 45.2645612 36.8092573, 45.2648771 36.80908)",,,
380855765,residential,,False,False,152.79,"LINESTRING (45.2644335 36.8093223, 45.2642691 36.808821, 45.2641519 36.8087766, 45.2632639 36.8085317)",,,
380855764,residential,,False,False,90.40299999999999,"LINESTRING (45.2632639 36.8085317, 45.2633138 36.8084594, 45.2634018 36.808363, 45.2635255 36.8082561, 45.2639718 36.8079581)",,,
380855764,residential,,False,True,68.54499999999999,"LINESTRING (45.2632639 36.8085317, 45.2632454 36.8085585, 45.2632064 36.8086811, 45.2632194 36.8089183, 45.2633301 36.8091217)",,,
380855765,residential,,False,True,152.79,"LINESTRING (45.2632639 36.8085317, 45.2641519 36.8087766, 45.2642691 36.808821, 45.2644335 36.8093223)",,,
380855766,primary_link,,False,True,5.355,"LINESTRING (45.2656534 36.809406, 45.2656201 36.8093659)",,,
373415258,primary,,True,False,229.769,"LINESTRING (45.2656534 36.809406, 45.2652436 36.8096454, 45.2641386 36.8102897, 45.263636 36.8106874)",26,بلوار امام,95
373415258,primary,,True,False,62.027,"LINESTRING (45.2688504 36.8081967, 45.2681858 36.8083641)",26,بلوار امام,95
380855767,primary_link,,False,False,8.658,"LINESTRING (45.2688504 36.8081967, 45.2688344 36.8081199)",,,
380855767,primary_link,,False,True,8.658,"LINESTRING (45.2688344 36.8081199, 45.2688504 36.8081967)",,,
380855768,residential,,False,False,421.53200000000004,"LINESTRING (45.2688344 36.8081199, 45.2688071 36.80776, 45.2687794 36.8075764, 45.2687122 36.8075289, 45.2686113 36.8075257, 45.2683899 36.8075748, 45.2678956 36.8078107, 45.2674281 36.8080151, 45.2669363 36.8082445, 45.2662133 36.8086278, 45.2656141 36.8089147, 45.2652935 36.8090933)",,,
380855760,residential,,False,False,16.179,"LINESTRING (45.2652935 36.8090933, 45.2651677 36.8089883)",,,
380855760,residential,,False,True,42.003,"LINESTRING (45.2652935 36.8090933, 45.2656201 36.8093659)",,,
380855768,residential,,False,True,421.532,"LINESTRING (45.2652935 36.8090933, 45.2656141 36.8089147, 45.2662133 36.8086278, 45.2669363 36.8082445, 45.2674281 36.8080151, 45.2678956 36.8078107, 45.2683899 36.8075748, 45.2686113 36.8075257, 45.2687122 36.8075289, 45.2687794 36.8075764, 45.2688071 36.80776, 45.2688344 36.8081199)",,,
380855769,primary_link,,False,False,10.73,"LINESTRING (45.263636 36.8106874, 45.263552 36.8106182)",,,
380855770,residential,,False,False,97.958,"LINESTRING (45.263636 36.8106874, 45.2644027 36.8113193)",,,
373415258,primary,,True,False,84.245,"LINESTRING (45.263636 36.8106874, 45.2634385 36.8108437, 45.2629278 36.8111892)",26,بلوار امام,95
380855769,primary_link,,False,True,10.73,"LINESTRING (45.263552 36.8106182, 45.263636 36.8106874)",,,
373415259,primary,,True,False,230.981,"LINESTRING (45.263552 36.8106182, 45.2638462 36.8104078, 45.2649566 36.809755, 45.2651336 36.8096512, 45.2656201 36.8093659)",26,بلوار امام,95
380855770,residential,,False,True,26.546,"LINESTRING (45.2646059 36.811494, 45.2644398 36.8113499, 45.2644027 36.8113193)",,,
380855771,residential,,False,False,61.691,"LINESTRING (45.2629278 36.8111892, 45.2633967 36.8115977)",,,
373415258,primary,,True,False,352.54299999999995,"LINESTRING (45.2629278 36.8111892, 45.2629021 36.8112066, 45.2626258 36.811387, 45.2621993 36.811576, 45.2609333 36.8121794, 45.259957 36.8126368, 45.25957 36.8128613)",26,بلوار امام,95
380855771,residential,,False,True,62.316,"LINESTRING (45.2638704 36.8120103, 45.2633967 36.8115977)",,,
380855771,residential,,False,False,62.316,"LINESTRING (45.2633967 36.8115977, 45.2638704 36.8120103)",,,
380855771,residential,,False,True,61.691,"LINESTRING (45.2633967 36.8115977, 45.2629278 36.8111892)",,,
380855773,primary_link,,False,False,12.583,"LINESTRING (45.25957 36.8128613, 45.2594884 36.8127689)",,,
380855773,primary_link,,False,True,12.583,"LINESTRING (45.2594884 36.8127689, 45.25957 36.8128613)",,,
373415259,primary,,True,False,435.104,"LINESTRING (45.2594884 36.8127689, 45.2595278 36.8127463, 45.2598443 36.8125724, 45.2614295 36.8118165, 45.2623096 36.8114182, 45.2626151 36.8112732, 45.2629423 36.8110542, 45.263552 36.8106182)",26,بلوار امام,95
373415258,primary,,True,False,254.809,"LINESTRING (45.2681858 36.8083641, 45.2680948 36.808387, 45.267502 36.8085502, 45.2670112 36.8087328, 45.2664723 36.8089766, 45.2659678 36.8092224, 45.2656534 36.809406)",26,بلوار امام,95
380855779,residential,,False,False,500.45399999999995,"LINESTRING (45.2681858 36.8083641, 45.2682344 36.8084811, 45.2682344 36.8086063, 45.2681465 36.8090078, 45.268065 36.8091356, 45.2677394 36.8092816, 45.2672574 36.8094797, 45.2665669 36.8097926, 45.2660915 36.8099908, 45.2655574 36.8103037, 45.2651893 36.8106062, 45.2649223 36.8108252, 45.2644027 36.8113193)",,,
380855770,residential,,False,True,97.958,"LINESTRING (45.2644027 36.8113193, 45.263636 36.8106874)",,,
380855770,residential,,False,False,26.546,"LINESTRING (45.2644027 36.8113193, 45.2644398 36.8113499, 45.2646059 36.811494)",,,
380855779,residential,,False,True,500.45399999999995,"LINESTRING (45.2644027 36.8113193, 45.2649223 36.8108252, 45.2651893 36.8106062, 45.2655574 36.8103037, 45.2660915 36.8099908, 45.2665669 36.8097926, 45.2672574 36.8094797, 45.2677394 36.8092816, 45.268065 36.8091356, 45.2681465 36.8090078, 45.2682344 36.8086063, 45.2682344 36.8084811, 45.2681858 36.8083641)",,,
579927235,residential,,False,True,41.483,"LINESTRING (45.2628642 36.8091278, 45.2633301 36.8091217)",,,
579927235,residential,,False,False,370.91399999999993,"LINESTRING (45.2628642 36.8091278, 45.2625169 36.8092764, 45.2616558 36.8095509, 45.2607828 36.8098654, 45.2596407 36.8102767, 45.2595836 36.810109, 45.2599714 36.809982)",,,
579927235,residential,,False,True,74.361,"LINESTRING (45.2628642 36.8091278, 45.2625283 36.8091443, 45.2620667 36.8092955)",,,
579927234,residential,,False,False,75.339,"LINESTRING (45.2597643 36.8096114, 45.2605344 36.8093305)",,,
579927234,residential,,False,True,21.737,"LINESTRING (45.2597643 36.8096114, 45.2595245 36.8096482)",,,
579927236,residential,,False,False,64.074,"LINESTRING (45.2597643 36.8096114, 45.2594704 36.8090854)",,,
579927236,residential,,False,True,45.145,"LINESTRING (45.2597643 36.8096114, 45.2599714 36.809982)",,,
579927236,residential,,False,True,64.074,"LINESTRING (45.2594704 36.8090854, 45.2597643 36.8096114)",,,
579927229,residential,,False,True,48.147,"LINESTRING (45.2605344 36.8093305, 45.2607094 36.8097402)",,,
579927234,residential,,False,False,19.878,"LINESTRING (45.2605344 36.8093305, 45.2607376 36.8092564)",,,
579927234,residential,,False,True,75.339,"LINESTRING (45.2605344 36.8093305, 45.2597643 36.8096114)",,,
579927234,residential,,False,False,21.737,"LINESTRING (45.2595245 36.8096482, 45.2597643 36.8096114)",,,
579927237,residential,,False,True,98.173,"LINESTRING (45.2615541 36.8085138, 45.2620667 36.8092955)",,,
579927235,residential,,False,True,130.562,"LINESTRING (45.2620667 36.8092955, 45.2607094 36.8097402)",,,
579927237,residential,,False,False,98.173,"LINESTRING (45.2620667 36.8092955, 45.2615541 36.8085138)",,,
579927235,residential,,False,False,74.361,"LINESTRING (45.2620667 36.8092955, 45.2625283 36.8091443, 45.2628642 36.8091278)",,,
579927229,residential,,False,False,48.147,"LINESTRING (45.2607094 36.8097402, 45.2605344 36.8093305)",,,
579927235,residential,,False,False,130.562,"LINESTRING (45.2607094 36.8097402, 45.2620667 36.8092955)",,,
579927235,residential,,False,True,70.99,"LINESTRING (45.2607094 36.8097402, 45.2599714 36.809982)",,,
579927235,residential,,False,False,70.99,"LINESTRING (45.2599714 36.809982, 45.2607094 36.8097402)",,,
579927236,residential,,False,False,45.145,"LINESTRING (45.2599714 36.809982, 45.2597643 36.8096114)",,,
579927235,residential,,False,True,370.914,"LINESTRING (45.2599714 36.809982, 45.2595836 36.810109, 45.2596407 36.8102767, 45.2607828 36.8098654, 45.2616558 36.8095509, 45.2625169 36.8092764, 45.2628642 36.8091278)",,,
579927234,residential,,False,True,19.878,"LINESTRING (45.2607376 36.8092564, 45.2605344 36.8093305)",,,
