osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed,lanes
233784987,میدان وحدت,secondary,roundabout,True,False,9.911,"LINESTRING (49.9986082 37.2038821, 49.9986037 37.2039116, 49.9985889 37.2039388, 49.998565 37.2039617)",,
83905320,خیابان کاشف شرقی,secondary,,False,False,62.979,"LINESTRING (50.0010447 37.202847, 50.0016421 37.2025398)",50,
83905407,میدان انقلاب,secondary,roundabout,True,False,40.593,"LINESTRING (50.0010447 37.202847, 50.0010994 37.202879, 50.0011382 37.2029185, 50.0011681 37.2029596, 50.0011825 37.2030058, 50.0011862 37.2030338, 50.0011891 37.2030556, 50.0011776 37.2031089, 50.0011513 37.2031668)",,
233785088,,tertiary,,True,False,113.547,"LINESTRING (50.0002509 37.2019908, 50.0003336 37.2020573, 50.0003837 37.2021179, 50.0006069 37.2024383, 50.0009752 37.202829)",,
233785218,انقلاب,secondary,,True,False,30.989,"LINESTRING (50.0011641 37.2034534, 50.0010082 37.2032039)",,
259975323,خیابان انقلاب,secondary,,False,False,95.287,"LINESTRING (50.0011641 37.2034534, 50.0015374 37.2042571)",,
744463331,خیابان قیام,tertiary,,False,True,56.804,"LINESTRING (50.008251 37.2016383, 50.0083535 37.2021144, 50.0083594 37.2021418)",50,
744463331,خیابان قیام,tertiary,,False,False,56.804,"LINESTRING (50.0083594 37.2021418, 50.0083535 37.2021144, 50.008251 37.2016383)",50,
83905407,میدان انقلاب,secondary,roundabout,True,False,6.473,"LINESTRING (50.0009752 37.202829, 50.0010447 37.202847)",,
83905407,میدان انقلاب,secondary,roundabout,True,False,19.926000000000002,"LINESTRING (50.0008058 37.202924, 50.00084 37.2028725, 50.0008997 37.2028351, 50.0009752 37.202829)",,
83905450,,tertiary,,True,False,115.44399999999999,"LINESTRING (50.0008058 37.202924, 50.000528 37.2024996, 50.0003077 37.2021486, 50.0002585 37.2020691, 50.0002509 37.2019908)",,
83905407,میدان انقلاب,secondary,roundabout,True,False,5.299,"LINESTRING (50.0007927 37.2029705, 50.0008058 37.202924)",,
233785504,کاشف شرقی,secondary,,True,False,31.244,"LINESTRING (50.000884 37.2031538, 50.0005314 37.2031626)",50,
83905407,میدان انقلاب,secondary,roundabout,True,False,22.473,"LINESTRING (50.000884 37.2031538, 50.0008453 37.2031144, 50.0008154 37.2030732, 50.000801 37.2030271, 50.0007927 37.2029705)",,
233785115,انقلاب,secondary,,True,False,31.889,"LINESTRING (50.0011513 37.2031668, 50.0011641 37.2034534)",,
83905407,میدان انقلاب,secondary,roundabout,True,False,13.631,"LINESTRING (50.0011513 37.2031668, 50.0010838 37.2031978, 50.0010082 37.2032039)",,
259975321,,residential,,False,True,29.389,"LINESTRING (50.0011513 37.2031668, 50.0012772 37.2031488, 50.0014687 37.203093)",,
233785464,کاشف شرقی,secondary,,True,False,27.736,"LINESTRING (50.0004941 37.2030457, 50.0007927 37.2029705)",50,
1172922057,,secondary_link,,True,False,19.595,"LINESTRING (50.0004941 37.2030457, 50.0005379 37.2030507, 50.0005708 37.2030742, 50.0005818 37.2031084, 50.0005669 37.2031416, 50.0005314 37.2031626)",,
83905407,میدان انقلاب,secondary,roundabout,True,False,12.487,"LINESTRING (50.0010082 37.2032039, 50.0009387 37.2031858, 50.000884 37.2031538)",,
233785504,کاشف شرقی,secondary,,True,False,109.00800000000001,"LINESTRING (50.0003516 37.2031959, 49.9998607 37.2033528, 49.9992401 37.2036139)",50,
813953981,کاشف شرقی ۴,residential,,False,False,71.72900000000001,"LINESTRING (50.0003516 37.2031959, 50.0006447 37.2037567, 50.0006676 37.2037896)",,
233785098,خیابان سردار جنگل,secondary,,False,True,42.663,"LINESTRING (49.9984136 37.2037926, 49.9981467 37.2034732)",50,
233784987,میدان وحدت,secondary,roundabout,True,False,15.379,"LINESTRING (49.9984136 37.2037926, 49.9984546 37.2037812, 49.998498 37.2037809, 49.9985391 37.203792, 49.9985734 37.2038132)",,
233784987,میدان وحدت,secondary,roundabout,True,False,8.433,"LINESTRING (49.9985734 37.2038132, 49.9985879 37.2038282, 49.9985988 37.2038451, 49.9986056 37.2038632, 49.9986082 37.2038821)",,
233785464,کاشف شرقی,secondary,,True,False,106.37100000000001,"LINESTRING (49.9985734 37.2038132, 49.9986248 37.2038091, 49.9996411 37.2033815)",50,
233784987,میدان وحدت,secondary,roundabout,True,False,17.108,"LINESTRING (49.9983567 37.2039259, 49.9983467 37.2038962, 49.9983479 37.2038654, 49.9983604 37.2038363, 49.9983829 37.2038113, 49.9984136 37.2037926)",,
1007573455,خیابان کاشف غربی,secondary,,False,True,106.847,"LINESTRING (49.9983567 37.2039259, 49.997906 37.2041689, 49.9976211 37.2043226, 49.9973577 37.2044646)",50,
233784987,میدان وحدت,secondary,roundabout,True,False,21.924999999999997,"LINESTRING (49.998565 37.2039617, 49.9985304 37.2039796, 49.9984906 37.2039881, 49.9984494 37.2039863, 49.9984109 37.2039744, 49.998379 37.2039536, 49.9983567 37.2039259)",,
256297484,ایپک چیان,residential,,False,False,125.594,"LINESTRING (50.0048773 37.2041429, 50.004536 37.2039385, 50.0044421 37.2038582, 50.0043439 37.2037421, 50.0043514 37.203506, 50.00412 37.2032649)",30,
744709999,خیابان ۲۲ آبان,tertiary,,False,True,63.278000000000006,"LINESTRING (50.0048773 37.2041429, 50.0049817 37.2041835, 50.005336 37.2043212, 50.0055194 37.2043925)",50,
741831692,پرستار,residential,,False,True,176.624,"LINESTRING (50.0055194 37.2043925, 50.0056266 37.2049254, 50.0057301 37.20544, 50.0058285 37.2059617)",,
744709999,خیابان ۲۲ آبان,tertiary,,False,False,63.278000000000006,"LINESTRING (50.0055194 37.2043925, 50.005336 37.2043212, 50.0049817 37.2041835, 50.0048773 37.2041429)",50,
744709999,خیابان ۲۲ آبان,tertiary,,False,True,97.06,"LINESTRING (50.0055194 37.2043925, 50.0060269 37.2045174, 50.0065466 37.2046052, 50.0065797 37.2046092)",50,
744709999,خیابان ۲۲ آبان,tertiary,,False,False,2.548,"LINESTRING (50.0072503 37.2046604, 50.0072218 37.2046573)",50,
741831687,فرهنگ,residential,,False,True,123.001,"LINESTRING (50.0072503 37.2046604, 50.0073664 37.2052249, 50.0075003 37.2057483)",30,
259975323,خیابان انقلاب,secondary,,False,True,147.588,"LINESTRING (50.0021428 37.2054937, 50.0015374 37.2042571)",,
