osmid,name,highway,oneway,reversed,length,junction,geometry,bridge
244555433,خیابان کشاورز,tertiary,False,True,125.987,,"LINESTRING (59.2230364 34.7028843, 59.2244137 34.7028436)",
244555476,میدان امام خمینی,tertiary,True,False,24.441000000000003,roundabout,"LINESTRING (59.2230364 34.7028843, 59.2230272 34.7029201, 59.2230087 34.7029535, 59.2229819 34.7029827, 59.2229479 34.7030064, 59.2229085 34.7030235, 59.2228655 34.7030332)",
375210182,خیابان شهید احمدی,tertiary,False,False,20.176,,"LINESTRING (59.2175399 34.7015535, 59.2173197 34.7015412)",
379416245,,residential,False,True,37.932,,"LINESTRING (59.2175399 34.7015535, 59.2178243 34.7013051)",
375210182,خیابان شهید احمدی,tertiary,False,True,178.058,,"LINESTRING (59.2175399 34.7015535, 59.2189106 34.7020463, 59.219352 34.7021253)",
247896965,بهار ۲,tertiary,False,True,30.033,,"LINESTRING (59.2201139 34.7020907, 59.2204349 34.7021482)",
372571832,,residential,False,False,116.207,,"LINESTRING (59.2201139 34.7020907, 59.2200982 34.7019298, 59.2201796 34.7014758, 59.2203353 34.7010708)",
375210182,خیابان شهید احمدی,tertiary,False,False,73.34,,"LINESTRING (59.2201139 34.7020907, 59.219801 34.7022057, 59.219352 34.7021253)",
244555619,خیابان بهار,tertiary,False,False,83.109,,"LINESTRING (59.2228268 34.7027005, 59.222787 34.7019538)",
244555476,میدان امام خمینی,tertiary,True,False,31.605,roundabout,"LINESTRING (59.2228268 34.7027005, 59.2228841 34.7027056, 59.2229373 34.7027237, 59.2229823 34.7027533, 59.2230154 34.7027921, 59.2230339 34.702837, 59.2230364 34.7028843)",
244555363,خیابان آزادگان,tertiary,False,False,34.294,,"LINESTRING (59.2226303 34.7028739, 59.2222557 34.7028905)",
244555476,میدان امام خمینی,tertiary,True,False,29.190000000000005,roundabout,"LINESTRING (59.2226303 34.7028739, 59.2226353 34.7028303, 59.2226539 34.7027894, 59.2226848 34.7027537, 59.2227259 34.7027259, 59.2227743 34.7027078, 59.2228268 34.7027005)",
244555607,خیابان امام خمینی,secondary,False,True,24.727,,"LINESTRING (59.2228655 34.7030332, 59.2229145 34.7032519)",
244555476,میدان امام خمینی,tertiary,True,False,31.397000000000006,roundabout,"LINESTRING (59.2228655 34.7030332, 59.2228165 34.7030346, 59.2227685 34.7030264, 59.2227242 34.7030089, 59.2226863 34.7029833, 59.222657 34.7029509, 59.222638 34.7029137, 59.2226303 34.7028739)",
244555605,بلوار امام رضا,secondary,True,False,96.159,,"LINESTRING (59.2253455 34.7071732, 59.226328 34.7074822)",
372298381,,tertiary,False,False,11.231,,"LINESTRING (59.2253455 34.7071732, 59.2252837 34.7072605)",
244555607,خیابان امام خمینی,secondary,False,False,31.667,,"LINESTRING (59.225189 34.7071654, 59.2248578 34.7070819)",
372298380,,secondary,True,False,14.332,,"LINESTRING (59.225189 34.7071654, 59.2253455 34.7071732)",
372298379,,secondary,True,False,13.666,,"LINESTRING (59.2252837 34.7072605, 59.225189 34.7071654)",
372298381,,tertiary,False,False,57.995,,"LINESTRING (59.2252837 34.7072605, 59.2249856 34.7077209)",
372298381,,tertiary,False,True,11.231,,"LINESTRING (59.2252837 34.7072605, 59.2253455 34.7071732)",
247896948,,residential,False,False,57.571,,"LINESTRING (59.2255267 34.6993126, 59.2253146 34.6998001)",
247896948,,residential,False,True,88.739,,"LINESTRING (59.2249876 34.7005515, 59.2250056 34.7005102, 59.2253146 34.6998001)",
372430902,بهار ۵,tertiary,False,False,50.314,,"LINESTRING (59.2249876 34.7005515, 59.2247237 34.700606, 59.2245854 34.700636, 59.2244763 34.700624, 59.224453 34.7006162)",
372431733,,tertiary,False,True,179.05700000000002,,"LINESTRING (59.2249876 34.7005515, 59.225015 34.7005554, 59.225216 34.7005798, 59.225565 34.7005979, 59.2263426 34.7005144, 59.2269214 34.7004054)",
244555619,خیابان بهار,tertiary,False,False,49.884,,"LINESTRING (59.2226494 34.6993757, 59.2226165 34.6989279)",
244555619,خیابان بهار,tertiary,False,True,115.353,,"LINESTRING (59.2226494 34.6993757, 59.2227047 34.7004121)",
247896950,بهار ۷,residential,False,False,48.508,,"LINESTRING (59.2226494 34.6993757, 59.2231732 34.6994454)",
247896950,بهار ۷,residential,False,False,49.312,,"LINESTRING (59.2231732 34.6994454, 59.2237113 34.6994763)",
247896950,بهار ۷,residential,False,True,48.508,,"LINESTRING (59.2231732 34.6994454, 59.2226494 34.6993757)",
247896952,,residential,False,False,57.312,,"LINESTRING (59.2231732 34.6994454, 59.2230577 34.699952)",
247896950,بهار ۷,residential,False,True,49.312,,"LINESTRING (59.2237113 34.6994763, 59.2231732 34.6994454)",
247896952,,residential,False,True,57.312,,"LINESTRING (59.2230577 34.699952, 59.2231732 34.6994454)",
244555619,خیابان بهار,tertiary,False,False,40.214,,"LINESTRING (59.222787 34.7019538, 59.2227677 34.7015925)",
244555619,خیابان بهار,tertiary,False,True,83.109,,"LINESTRING (59.222787 34.7019538, 59.2228268 34.7027005)",
365970993,بهار ۱,residential,False,False,39.601,,"LINESTRING (59.222787 34.7019538, 59.2232198 34.7019386)",
247896965,بهار ۲,tertiary,False,False,84.612,,"LINESTRING (59.222787 34.7019538, 59.2223208 34.7021189, 59.2219456 34.7022207, 59.2219228 34.702222)",
247896965,بهار ۲,tertiary,False,False,62.208,,"LINESTRING (59.2210998 34.7022673, 59.2204349 34.7021482)",
247896965,بهار ۲,tertiary,False,True,75.404,,"LINESTRING (59.2210998 34.7022673, 59.2219228 34.702222)",
247896967,آزادگان ۳,residential,False,True,76.827,,"LINESTRING (59.2210998 34.7022673, 59.2211915 34.7015805)",
247896967,آزادگان ۳,residential,False,False,95.729,,"LINESTRING (59.2210998 34.7022673, 59.2208567 34.7025635, 59.2204928 34.7029686)",
244555363,خیابان آزادگان,tertiary,False,False,35.227,,"LINESTRING (59.2204928 34.7029686, 59.220108 34.7029856)",
244555363,خیابان آزادگان,tertiary,False,True,57.254,,"LINESTRING (59.2204928 34.7029686, 59.2211182 34.7029409)",
247896967,آزادگان ۳,residential,False,True,95.729,,"LINESTRING (59.2204928 34.7029686, 59.2208567 34.7025635, 59.2210998 34.7022673)",
244555619,خیابان بهار,tertiary,False,True,49.884,,"LINESTRING (59.2226165 34.6989279, 59.2226494 34.6993757)",
247896968,بهار ۸,residential,False,False,110.423,,"LINESTRING (59.2226165 34.6989279, 59.2214874 34.6991258, 59.221434 34.6991258)",
247896968,بهار ۸,residential,False,True,47.377,,"LINESTRING (59.2193339 34.6993048, 59.21983 34.6991816)",
247896968,بهار ۸,residential,False,False,27.807,,"LINESTRING (59.2193339 34.6993048, 59.219102 34.6994196, 59.2190819 34.6994416)",
379416245,,residential,False,False,37.932,,"LINESTRING (59.2178243 34.7013051, 59.2175399 34.7015535)",
379416245,,residential,False,True,142.661,,"LINESTRING (59.2178243 34.7013051, 59.2182978 34.7000826)",
366030180,,residential,False,True,175.591,,"LINESTRING (59.2178243 34.7013051, 59.2180395 34.7012776, 59.2181899 34.7012246, 59.2183919 34.7011646, 59.2186583 34.7011575, 59.2188818 34.7011293, 59.219015 34.7010586, 59.2191224 34.7009773, 59.2191783 34.7008396, 59.2192299 34.7006947, 59.2193889 34.7007371)",
244555607,خیابان امام خمینی,secondary,False,False,60.806,,"LINESTRING (59.2248578 34.7070819, 59.2242455 34.7068682)",
244555607,خیابان امام خمینی,secondary,False,True,31.667,,"LINESTRING (59.2248578 34.7070819, 59.225189 34.7071654)",
247896972,امام خمینی ۱۰,residential,False,False,135.389,,"LINESTRING (59.2248578 34.7070819, 59.2251448 34.7058874)",
247896972,امام خمینی ۱۰,residential,False,True,154.835,,"LINESTRING (59.2255318 34.7045054, 59.2251509 34.7058622)",
373028526,امام خمینی ۴,tertiary,True,False,54.629999999999995,,"LINESTRING (59.2255318 34.7045054, 59.2253763 34.7042074, 59.2253129 34.7041367, 59.2252358 34.7040892)",
373028526,امام خمینی ۴,tertiary,True,False,11.071,,"LINESTRING (59.2252358 34.7040892, 59.2251299 34.7040409)",
379400350,کشاورز ۴,residential,False,False,26.264,,"LINESTRING (59.2265369 34.7025442, 59.2265364 34.7027804)",
378922627,,residential,False,False,65.456,,"LINESTRING (59.2265369 34.7025442, 59.2266927 34.7025187, 59.2268167 34.7024767, 59.2271701 34.7022855)",
379400350,کشاورز ۴,residential,False,True,31.029999999999998,,"LINESTRING (59.2265369 34.7025442, 59.2264999 34.702284, 59.2265163 34.7022735)",
244555433,خیابان کشاورز,tertiary,False,False,62.981,,"LINESTRING (59.2265364 34.7027804, 59.2258479 34.7028009)",
244555433,خیابان کشاورز,tertiary,False,True,117.829,,"LINESTRING (59.2265364 34.7027804, 59.2278245 34.7027422)",
366077619,کشاورز ۵,residential,False,False,44.644,,"LINESTRING (59.2265364 34.7027804, 59.226569 34.703181)",
379400350,کشاورز ۴,residential,False,True,26.264,,"LINESTRING (59.2265364 34.7027804, 59.2265369 34.7025442)",
365969871,معلم ۱۶,residential,False,True,146.178,,"LINESTRING (59.2265163 34.7022735, 59.2266309 34.7022002, 59.227002 34.7019848, 59.2275406 34.7017156, 59.2278521 34.7015526)",
