osmid,highway,maxspeed,oneway,reversed,length,name,junction,geometry
556448910,residential,30,False,False,104.842,,,"LINESTRING (53.0360339 27.2122987, 53.0369795 27.2118723)"
175761850,secondary,,True,False,6.9830000000000005,میدان شهرداری,roundabout,"LINESTRING (53.0358106 27.2105562, 53.0358025 27.2105868, 53.0357873 27.2106151)"
62191660,secondary,,True,False,107.041,بلوار امام خمینی,,"LINESTRING (53.0357873 27.2106151, 53.0358131 27.2108148, 53.0358615 27.2112194, 53.0359053 27.211572)"
175761850,secondary,,True,False,29.067,میدان شهرداری,roundabout,"LINESTRING (53.0357873 27.2106151, 53.0357557 27.2106484, 53.0357145 27.210672, 53.0356674 27.2106838, 53.0356184 27.2106828, 53.0355719 27.2106691, 53.035532 27.2106438)"
539063466,tertiary,,True,False,58.528,بلوار جاسمی,,"LINESTRING (53.035532 27.2106438, 53.0349721 27.2108144)"
175761850,secondary,,True,False,15.049000000000001,میدان شهرداری,roundabout,"LINESTRING (53.035532 27.2106438, 53.0355099 27.2106204, 53.0354936 27.2105934, 53.035484 27.210564, 53.0354826 27.2105205)"
175761850,secondary,,True,False,9.661999999999999,میدان شهرداری,roundabout,"LINESTRING (53.0354826 27.2105205, 53.0354956 27.2104786, 53.0355217 27.2104419)"
175761850,secondary,,True,False,22.584999999999997,میدان شهرداری,roundabout,"LINESTRING (53.0355217 27.2104419, 53.035566 27.2104098, 53.0356199 27.210393, 53.035677 27.2103936, 53.0357304 27.2104114)"
175761867,secondary,,True,False,49.748000000000005,بلوار امام خمینی,,"LINESTRING (53.0355217 27.2104419, 53.0355065 27.2103634, 53.0354851 27.2102844, 53.0354484 27.2101716, 53.0353867 27.2100117)"
175761850,secondary,,True,False,6.446,میدان شهرداری,roundabout,"LINESTRING (53.0357304 27.2104114, 53.0357568 27.2104285, 53.0357788 27.2104498)"
175761852,tertiary,,True,False,44.319,بلوار معلم,,"LINESTRING (53.0357788 27.2104498, 53.0362107 27.2103434)"
175761850,secondary,,True,False,12.513,میدان شهرداری,roundabout,"LINESTRING (53.0357788 27.2104498, 53.0357996 27.2104825, 53.0358104 27.2105187, 53.0358106 27.2105562)"
175761863,secondary,,True,False,15.358,میدان جمهوری اسلامی,roundabout,"LINESTRING (53.0341028 27.206611, 53.0340133 27.2065756, 53.0339682 27.2065441)"
175761863,secondary,,True,False,22.991,میدان جمهوری اسلامی,roundabout,"LINESTRING (53.0340715 27.2062282, 53.0343013 27.2061969)"
556459158,residential,30,False,False,117.149,,,"LINESTRING (53.0340715 27.2062282, 53.033755 27.2059274, 53.0334636 27.2056965, 53.0332919 27.2054447)"
175761863,secondary,,True,False,23.479999999999997,میدان جمهوری اسلامی,roundabout,"LINESTRING (53.0343013 27.2061969, 53.0344054 27.2061827, 53.0344764 27.2061941, 53.0345247 27.2062257)"
175761874,secondary,,True,False,105.529,بلوار صیادان,,"LINESTRING (53.0343013 27.2061969, 53.0343958 27.2061486, 53.0344749 27.206056, 53.0346638 27.2056924, 53.0348166 27.2053859)"
175761863,secondary,,True,False,4.841,میدان جمهوری اسلامی,roundabout,"LINESTRING (53.0345247 27.2062257, 53.034546 27.2062649)"
175761868,tertiary,,True,False,2.852,خیابان رازی,,"LINESTRING (53.0345247 27.2062257, 53.0345535 27.2062244)"
175761863,secondary,,True,False,18.455000000000002,میدان جمهوری اسلامی,roundabout,"LINESTRING (53.034546 27.2062649, 53.0345616 27.2063167, 53.0345432 27.2063786, 53.034515 27.2064199)"
175761863,secondary,,True,False,13.585999999999999,میدان جمهوری اسلامی,roundabout,"LINESTRING (53.034515 27.2064199, 53.0344906 27.2064556, 53.0344253 27.2065112)"
175761863,secondary,,True,False,35.036,میدان جمهوری اسلامی,roundabout,"LINESTRING (53.0344253 27.2065112, 53.0343514 27.206563, 53.034269 27.2065971, 53.0341923 27.2066161, 53.0341028 27.206611)"
175761866,secondary,,True,False,82.149,بلوار امام خمینی,,"LINESTRING (53.0344253 27.2065112, 53.0343934 27.206597, 53.0343703 27.2066662, 53.0343765 27.206743, 53.0344754 27.2070307, 53.034538 27.2072211)"
556459170,residential,30,False,True,66.819,,,"LINESTRING (53.0351277 27.2089323, 53.0357374 27.2086733)"
