osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref,bridge
476938425,بلوار طالقانی,secondary,50,False,False,5.319,"LINESTRING (50.7740473 35.9141312, 50.7740069 35.9140963)",,,
476938419,بلوار طالقانی,secondary,50,True,False,108.261,"LINESTRING (50.7740473 35.9141312, 50.7740898 35.9141369, 50.7741216 35.9141556, 50.7741628 35.9141916, 50.7742013 35.914231, 50.7742804 35.9143037, 50.7743756 35.9143808, 50.774572 35.9145356, 50.7747038 35.9146249, 50.7748785 35.914736, 50.774937 35.9147738)",,,
476938424,میدان طالقانی,secondary,30,True,False,23.603,"LINESTRING (50.7761568 35.9165499, 50.7761196 35.9164925, 50.7760884 35.9164112, 50.7760786 35.9163494)",roundabout,,
476938424,میدان طالقانی,secondary,30,True,False,19.61,"LINESTRING (50.7763509 35.916564, 50.7762953 35.916592, 50.7762368 35.9165894, 50.7761568 35.9165499)",roundabout,,
476938421,بلوار طالقانی,secondary,50,True,False,84.37100000000001,"LINESTRING (50.7760786 35.9163494, 50.7760444 35.9162588, 50.7760008 35.9161715, 50.7757352 35.9156438)",,,
476938424,میدان طالقانی,secondary,30,True,False,13.232,"LINESTRING (50.7760786 35.9163494, 50.7761018 35.9163084, 50.7761356 35.9162819, 50.7761775 35.9162705)",roundabout,,
476938424,میدان طالقانی,secondary,30,True,False,9.71,"LINESTRING (50.7761775 35.9162705, 50.77623 35.9162744, 50.7762798 35.9162935)",roundabout,,
476938424,میدان طالقانی,secondary,30,True,False,14.24,"LINESTRING (50.7762798 35.9162935, 50.7763339 35.9163387, 50.7763747 35.9163948)",roundabout,,
476938425,بلوار طالقانی,secondary,50,False,False,22.431,"LINESTRING (50.7735782 35.9107243, 50.7737659 35.9105917)",,,
476938425,بلوار طالقانی,secondary,50,False,True,100.96,"LINESTRING (50.7735782 35.9107243, 50.7729966 35.9115005)",,,
540856846,کلی کیاروستا,residential,30,False,False,58.372,"LINESTRING (50.7735782 35.9107243, 50.7732351 35.9107766, 50.7729533 35.9108576)",,,
476938425,بلوار طالقانی,secondary,50,False,False,100.96,"LINESTRING (50.7729966 35.9115005, 50.7735782 35.9107243)",,,
476938425,بلوار طالقانی,secondary,50,False,True,40.745,"LINESTRING (50.7729966 35.9115005, 50.7728568 35.911849)",,,
476938427,,tertiary,50,False,False,34.767,"LINESTRING (50.7729966 35.9115005, 50.7726902 35.9113103)",,,
476938427,,tertiary,50,False,True,14.04,"LINESTRING (50.7696598 35.9099906, 50.769735 35.9101012)",,,
627542333,خیابان قزوین,trunk,60,True,False,74.099,"LINESTRING (50.7696598 35.9099906, 50.7689371 35.9103091)",,32,
476938427,,tertiary,50,False,False,16.881,"LINESTRING (50.7698356 35.9102293, 50.769735 35.9101012)",,,
476938432,رجایی,tertiary,50,False,True,109.75,"LINESTRING (50.7698356 35.9102293, 50.769833 35.9112163)",,,
476938427,,tertiary,50,False,True,140.837,"LINESTRING (50.7698356 35.9102293, 50.7700887 35.9101066, 50.7702184 35.9100947, 50.7704518 35.9101511, 50.7708194 35.9102901, 50.7709069 35.9104127, 50.7711708 35.9105508)",,,
476938427,,tertiary,50,False,False,14.04,"LINESTRING (50.769735 35.9101012, 50.7696598 35.9099906)",,,
476938427,,tertiary,50,False,True,16.881,"LINESTRING (50.769735 35.9101012, 50.7698356 35.9102293)",,,
