osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed
769194998,True,نواب صفوی,residential,False,20.796,"LINESTRING (50.4086532 32.9820694, 50.4088498 32.9821576)",,
308508702,True,صیاد شیرازی,secondary,False,53.991,"LINESTRING (50.4099795 32.9890397, 50.4094967 32.9887718)",,
362129284,False,تختی,tertiary,True,33.737,"LINESTRING (50.4099795 32.9890397, 50.4098319 32.9893167)",,
420893713,False,,tertiary_link,True,34.576,"LINESTRING (50.4099795 32.9890397, 50.4101181 32.9887513)",,
308508702,True,صیاد شیرازی,secondary,False,111.36,"LINESTRING (50.4136721 32.9909616, 50.4136577 32.9909546, 50.4135891 32.9909209, 50.412647 32.9904481)",,
310313325,False,,residential,False,34.436,"LINESTRING (50.4121742 32.9902025, 50.4120208 32.9904842)",,
308508702,True,صیاد شیرازی,secondary,False,108.155,"LINESTRING (50.4121742 32.9902025, 50.4121118 32.9901676, 50.4112089 32.9896635)",,
310313339,False,یوسفی,residential,False,10.597,"LINESTRING (50.4177706 32.9833377, 50.4178435 32.9834108)",,
539694115,True,هاتف,secondary,False,109.431,"LINESTRING (50.4177706 32.9833377, 50.4174501 32.9842844)",,
308506719,True,میدان شهرداری,secondary,False,21.328,"LINESTRING (50.4168709 32.9857294, 50.4169368 32.9857614, 50.4169862 32.9858102, 50.4170131 32.98587)",roundabout,
539694144,True,,residential,False,41.005,"LINESTRING (50.4177056 32.9832149, 50.4174342 32.9829248)",,
308506718,True,هاتف,secondary,False,32.159,"LINESTRING (50.4177056 32.9832149, 50.4177366 32.9831353, 50.4178012 32.9829371)",,
308506718,True,هاتف,secondary,False,72.696,"LINESTRING (50.4167825 32.985718, 50.4170459 32.9851027)",,
308506719,True,میدان شهرداری,secondary,False,8.384,"LINESTRING (50.4167825 32.985718, 50.4168274 32.98572, 50.4168709 32.9857294)",roundabout,
308511666,True,طالقانی شرقی,secondary,False,8.218,"LINESTRING (50.4170131 32.98587, 50.4170782 32.9859198)",,
308506719,True,میدان شهرداری,secondary,False,19.376,"LINESTRING (50.4170131 32.98587, 50.4170155 32.985928, 50.4169967 32.9859839, 50.4169583 32.9860323)",roundabout,
308506719,True,میدان شهرداری,secondary,False,17.143,"LINESTRING (50.4169583 32.9860323, 50.4168836 32.9860772, 50.4167937 32.9860932)",roundabout,
308506719,True,میدان شهرداری,secondary,False,7.341,"LINESTRING (50.4167937 32.9860932, 50.4167162 32.9860817)",roundabout,
308511670,True,خیابان مطهری,secondary,False,100.849,"LINESTRING (50.4167937 32.9860932, 50.4165408 32.986975)",,
308506719,True,میدان شهرداری,secondary,False,28.823,"LINESTRING (50.4167162 32.9860817, 50.4166494 32.9860492, 50.4165997 32.9859995, 50.4165731 32.9859387, 50.4165728 32.9858739)",roundabout,
69997370,True,طالقانی غربی,secondary,False,27.863,"LINESTRING (50.4165728 32.9858739, 50.4163014 32.9857692)",,
308506719,True,میدان شهرداری,secondary,False,21.105,"LINESTRING (50.4165728 32.9858739, 50.4165978 32.9858142, 50.4166451 32.9857649, 50.4167092 32.9857316)",roundabout,
308506719,True,میدان شهرداری,secondary,False,7.002,"LINESTRING (50.4167092 32.9857316, 50.4167825 32.985718)",roundabout,
308647465,False,کشاورز,residential,True,35.003,"LINESTRING (50.4174342 32.9829248, 50.4173359 32.982621)",,
1149598282,False,دکتر شریعتی غربی,residential,False,16.057,"LINESTRING (50.4174342 32.9829248, 50.4172901 32.9828458)",,
539694144,True,,residential,False,34.797,"LINESTRING (50.4174342 32.9829248, 50.4176185 32.9829584, 50.4178012 32.9829371)",,
308647465,False,کشاورز,residential,False,23.72,"LINESTRING (50.4169337 32.9820821, 50.4170959 32.9822464)",,
308511672,False,امام خمینی,tertiary,False,24.312,"LINESTRING (50.4127263 32.9839027, 50.4128081 32.9836951)",,40
309230608,False,شهید بهشتی,residential,False,76.549,"LINESTRING (50.4127263 32.9839027, 50.4135158 32.9840907)",,
69997370,True,طالقانی غربی,secondary,False,115.427,"LINESTRING (50.4123816 32.984318, 50.4112631 32.9838738)",,
308647470,True,تختی,tertiary,False,33.317,"LINESTRING (50.4123816 32.984318, 50.4122535 32.9845977)",,
420893713,False,,tertiary_link,False,34.576,"LINESTRING (50.4101181 32.9887513, 50.4099795 32.9890397)",,
420893716,True,صیاد شیرازی,secondary,False,53.028999999999996,"LINESTRING (50.4101181 32.9887513, 50.4102577 32.9888455, 50.4105848 32.9890227)",,
308506718,True,هاتف,secondary,False,119.965,"LINESTRING (50.4173575 32.9842535, 50.4177056 32.9832149)",,
309226665,False,شهید عزیزی,residential,False,37.878,"LINESTRING (50.4173575 32.9842535, 50.4170526 32.9840285)",,
309226665,False,شهید عزیزی,residential,False,14.5,"LINESTRING (50.4162141 32.9835574, 50.416069 32.9835106)",,
309226665,False,شهید عزیزی,residential,True,19.354,"LINESTRING (50.4162141 32.9835574, 50.4162903 32.9835924, 50.4163961 32.983641)",,
310313111,False,شهید صالحی,residential,False,75.656,"LINESTRING (50.4162141 32.9835574, 50.4164511 32.9830219, 50.4163593 32.9829445)",,
309226665,False,شهید عزیزی,residential,True,21.771,"LINESTRING (50.4143849 32.9829399, 50.4146008 32.9830143)",,
310313121,False,خیابان صاحب الزمان,residential,True,68.363,"LINESTRING (50.4143849 32.9829399, 50.4142299 32.9835408)",,
309226665,False,شهید عزیزی,residential,False,37.943,"LINESTRING (50.4143849 32.9829399, 50.4143033 32.9829027, 50.4140512 32.9827458)",,
