osmid,highway,oneway,reversed,length,name,geometry,bridge,junction,maxspeed
540412548,tertiary,False,True,86.666,,"LINESTRING (61.6857058 30.8892597, 61.6854858 30.889094, 61.6851184 30.8888753, 61.6849963 30.8887758)",,,
540412548,tertiary,False,False,86.666,,"LINESTRING (61.6849963 30.8887758, 61.6851184 30.8888753, 61.6854858 30.889094, 61.6857058 30.8892597)",,,
540424076,tertiary,True,False,26.345,میدان استاندارد,"LINESTRING (61.6849963 30.8887758, 61.6849123 30.8888081, 61.6848209 30.8888176, 61.6847304 30.8888035)",,roundabout,
540412548,tertiary,False,False,16.119,,"LINESTRING (61.6860813 30.8895405, 61.6862047 30.8896395)",,,
540412548,tertiary,False,True,47.527,,"LINESTRING (61.6860813 30.8895405, 61.6857058 30.8892597)",,,
540412549,residential,False,True,111.926,,"LINESTRING (61.6860813 30.8895405, 61.6868055 30.8887487)",,,30
540412550,residential,False,True,79.164,,"LINESTRING (61.6874378 30.8892096, 61.6868055 30.8887487)",,,30
593347327,residential,False,False,111.061,,"LINESTRING (61.6874378 30.8892096, 61.686666 30.8899572)",,,
593347327,residential,False,True,52.912,,"LINESTRING (61.6874378 30.8892096, 61.6877737 30.888831)",,,
540412549,residential,False,False,111.926,,"LINESTRING (61.6868055 30.8887487, 61.6860813 30.8895405)",,,30
540412550,residential,False,False,79.164,,"LINESTRING (61.6868055 30.8887487, 61.6874378 30.8892096)",,,30
540412551,tertiary,False,True,100.12299999999999,,"LINESTRING (61.679609 30.88976, 61.679762 30.8897293, 61.6804513 30.8896096, 61.6806257 30.8895474)",,,
540412560,secondary,True,False,34.397,میدان قدس,"LINESTRING (61.679609 30.88976, 61.6796244 30.8898005, 61.6796107 30.8898886, 61.6795537 30.8899629, 61.6794649 30.8900087)",,roundabout,
593347348,residential,False,False,27.053,,"LINESTRING (61.6806257 30.8895474, 61.6806619 30.8897887)",,,
540412551,tertiary,False,False,100.12299999999999,,"LINESTRING (61.6806257 30.8895474, 61.6804513 30.8896096, 61.679762 30.8897293, 61.679609 30.88976)",,,
540412551,tertiary,False,True,70.17,,"LINESTRING (61.6806257 30.8895474, 61.6807491 30.889437, 61.6811138 30.8890756)",,,
540412551,tertiary,False,True,41.258,,"LINESTRING (61.6811138 30.8890756, 61.6813901 30.8887902)",,,
593347330,residential,False,True,65.104,,"LINESTRING (61.6811138 30.8890756, 61.6816853 30.8893954)",,,
540412551,tertiary,False,False,70.17,,"LINESTRING (61.6811138 30.8890756, 61.6807491 30.889437, 61.6806257 30.8895474)",,,
540412551,tertiary,False,False,41.258,,"LINESTRING (61.6813901 30.8887902, 61.6811138 30.8890756)",,,
540412560,secondary,True,False,5.159,میدان قدس,"LINESTRING (61.6795922 30.8897159, 61.679609 30.88976)",,roundabout,
540412560,secondary,True,False,16.878,میدان قدس,"LINESTRING (61.6791744 30.8897489, 61.6792313 30.8896746, 61.6792941 30.8896422)",,roundabout,
540412560,secondary,True,False,15.666,میدان قدس,"LINESTRING (61.6794649 30.8900087, 61.6793617 30.8900168, 61.679305 30.8899986)",,roundabout,
545215542,secondary,True,False,42.156,بلوار امام خمینی,"LINESTRING (61.6794649 30.8900087, 61.6793999 30.8901551, 61.6793704 30.8903761)",,,
540412560,secondary,True,False,19.77,میدان قدس,"LINESTRING (61.6791928 30.8899215, 61.6791606 30.889837, 61.6791744 30.8897489)",,roundabout,
540412569,secondary,True,False,72.622,استاد مطهری,"LINESTRING (61.6791928 30.8899215, 61.6790192 30.8898759, 61.6784426 30.8898262)",,,
540412511,secondary,False,True,32.155,,"LINESTRING (61.6790213 30.8954885, 61.678893 30.8952211)",,,
540412548,tertiary,False,True,60.166,,"LINESTRING (61.6790213 30.8954885, 61.6796493 30.8954398)",,,
"[540412513, 540412521, 593322223, 540412511]",secondary,False,False,245.56899999999996,,"LINESTRING (61.6790213 30.8954885, 61.6790941 30.89564, 61.6793355 30.8961188, 61.6794562 30.8963443, 61.6795877 30.8965215, 61.6796628 30.8966228, 61.6797164 30.8966803, 61.6799015 30.8968322, 61.680227 30.8970261, 61.6803559 30.8970955, 61.6804874 30.8972365)",yes,,
540412548,tertiary,False,False,60.166,,"LINESTRING (61.6796493 30.8954398, 61.6790213 30.8954885)",,,
540412548,tertiary,False,True,130.805,,"LINESTRING (61.6796493 30.8954398, 61.6799873 30.8953247, 61.680336 30.8952925, 61.6809422 30.8955088)",,,
593347304,residential,False,True,118.961,,"LINESTRING (61.6796493 30.8954398, 61.6797128 30.8947994, 61.679752 30.8943736)",,,
540412548,tertiary,False,True,261.011,,"LINESTRING (61.6809422 30.8955088, 61.6834742 30.8963972)",,,
545215540,tertiary,False,True,44.286,صاحب الزمان,"LINESTRING (61.6809422 30.8955088, 61.6812292 30.8951958)",,,
540412548,tertiary,False,False,130.805,,"LINESTRING (61.6809422 30.8955088, 61.680336 30.8952925, 61.6799873 30.8953247, 61.6796493 30.8954398)",,,
540412548,tertiary,False,False,261.011,,"LINESTRING (61.6834742 30.8963972, 61.6809422 30.8955088)",,,
540412548,tertiary,False,True,92.311,,"LINESTRING (61.6834742 30.8963972, 61.6839141 30.8965676, 61.6840911 30.8965768, 61.6843969 30.8965492)",,,
545215536,residential,False,False,44.409,,"LINESTRING (61.6834742 30.8963972, 61.6835144 30.8962983, 61.6835198 30.8960037)",,,30
540412548,tertiary,False,False,92.311,,"LINESTRING (61.6843969 30.8965492, 61.6840911 30.8965768, 61.6839141 30.8965676, 61.6834742 30.8963972)",,,
540412548,tertiary,False,True,678.371,,"LINESTRING (61.6843969 30.8965492, 61.6847831 30.8964847, 61.6853034 30.8963696, 61.6857111 30.8961763, 61.6862369 30.8958218, 61.6864514 30.8956101, 61.6865051 30.8953431, 61.6864407 30.8950807, 61.6863844 30.8943442, 61.6862985 30.8939322, 61.6862154 30.8934281, 61.6862449 30.8925489, 61.6863093 30.8920747, 61.6864085 30.891596)",,,
593347329,residential,False,False,359.30699999999996,,"LINESTRING (61.6843969 30.8965492, 61.6846366 30.8960965, 61.6848792 30.8956063, 61.6848506 30.8950103, 61.6848114 30.8944264, 61.6840052 30.8940909, 61.6837236 30.894022)",,,
593347327,residential,False,False,52.912,,"LINESTRING (61.6877737 30.888831, 61.6874378 30.8892096)",,,
567508809,tertiary,True,False,121.11600000000001,,"LINESTRING (61.6847304 30.8888035, 61.6843895 30.8890959, 61.683791 30.8895348)",,,
593347345,residential,False,False,135.88,,"LINESTRING (61.6776645 30.8952879, 61.6783982 30.895748, 61.6788408 30.8959745)",,,
593347329,residential,False,False,53.635,,"LINESTRING (61.6837236 30.894022, 61.6831643 30.8939739)",,,
545215536,residential,False,True,160.244,,"LINESTRING (61.6837236 30.894022, 61.6834983 30.8949288, 61.6835278 30.8954421)",,,30
593347329,residential,False,True,359.3070000000001,,"LINESTRING (61.6837236 30.894022, 61.6840052 30.8940909, 61.6848114 30.8944264, 61.6848506 30.8950103, 61.6848792 30.8956063, 61.6846366 30.8960965, 61.6843969 30.8965492)",,,
545215536,residential,False,False,62.464,,"LINESTRING (61.6835198 30.8960037, 61.6835278 30.8957367, 61.6835305 30.8954927, 61.6835278 30.8954421)",,,30
545215536,residential,False,True,44.409,,"LINESTRING (61.6835198 30.8960037, 61.6835144 30.8962983, 61.6834742 30.8963972)",,,30
545215537,residential,False,True,237.732,,"LINESTRING (61.6835198 30.8960037, 61.6834366 30.8959945, 61.6832381 30.8959415, 61.6819051 30.8955065, 61.6816208 30.8954168, 61.6813821 30.895304, 61.6812292 30.8951958)",,,30
545215536,residential,False,False,160.244,,"LINESTRING (61.6835278 30.8954421, 61.6834983 30.8949288, 61.6837236 30.894022)",,,30
545215536,residential,False,True,62.464,,"LINESTRING (61.6835278 30.8954421, 61.6835305 30.8954927, 61.6835278 30.8957367, 61.6835198 30.8960037)",,,30
545215538,residential,False,True,71.411,,"LINESTRING (61.6835278 30.8954421, 61.6833079 30.8954168, 61.6830182 30.8953753, 61.6828063 30.8952925)",,,30
545215538,residential,False,False,71.411,,"LINESTRING (61.6828063 30.8952925, 61.6830182 30.8953753, 61.6833079 30.8954168, 61.6835278 30.8954421)",,,30
545215538,residential,False,True,131.892,,"LINESTRING (61.6828063 30.8952925, 61.6819105 30.8948989, 61.6815913 30.8947286)",,,30
593347360,residential,False,True,155.98700000000002,,"LINESTRING (61.6828063 30.8952925, 61.6831564 30.8947986, 61.6831643 30.8939739)",,,
545215540,tertiary,False,False,44.286,صاحب الزمان,"LINESTRING (61.6812292 30.8951958, 61.6809422 30.8955088)",,,
545215540,tertiary,False,True,22.391,صاحب الزمان,"LINESTRING (61.6812292 30.8951958, 61.6813591 30.8950281)",,,
545215537,residential,False,False,237.732,,"LINESTRING (61.6812292 30.8951958, 61.6813821 30.895304, 61.6816208 30.8954168, 61.6819051 30.8955065, 61.6832381 30.8959415, 61.6834366 30.8959945, 61.6835198 30.8960037)",,,30
545215540,tertiary,False,False,40.0,صاحب الزمان,"LINESTRING (61.6815913 30.8947286, 61.6813591 30.8950281)",,,
545215540,tertiary,False,True,14.752,صاحب الزمان,"LINESTRING (61.6815913 30.8947286, 61.6816801 30.89462)",,,
545215538,residential,False,False,131.892,,"LINESTRING (61.6815913 30.8947286, 61.6819105 30.8948989, 61.6828063 30.8952925)",,,30
593347332,residential,False,True,40.942,,"LINESTRING (61.682227 30.8941555, 61.6824215 30.8938273)",,,
545215540,tertiary,False,False,32.785,صاحب الزمان,"LINESTRING (61.682227 30.8941555, 61.682227 30.8942821, 61.6822001 30.894404, 61.682169 30.8944392)",,,
545215540,tertiary,False,True,139.346,صاحب الزمان,"LINESTRING (61.682227 30.8941555, 61.6821814 30.8941094, 61.6818407 30.8939345, 61.6816288 30.8938447, 61.6814437 30.8938102, 61.6808778 30.893778)",,,
1254825433,residential,False,True,83.783,صاحب الزمان ۷,"LINESTRING (61.6808778 30.893778, 61.6810076 30.8930328)",,,
545215540,tertiary,False,False,139.34599999999998,صاحب الزمان,"LINESTRING (61.6808778 30.893778, 61.6814437 30.8938102, 61.6816288 30.8938447, 61.6818407 30.8939345, 61.6821814 30.8941094, 61.682227 30.8941555)",,,
545215540,tertiary,False,True,50.039,صاحب الزمان,"LINESTRING (61.6808778 30.893778, 61.6805238 30.8937251, 61.6803709 30.8936717)",,,
1208690205,residential,False,True,66.06700000000001,صاحب الزمان ۸,"LINESTRING (61.6808778 30.893778, 61.6808684 30.8941739, 61.6808859 30.8943715)",,,
540412560,secondary,True,False,14.008,میدان قدس,"LINESTRING (61.679305 30.8899986, 61.6792646 30.8899857, 61.6791928 30.8899215)",,roundabout,
593347311,residential,False,False,89.064,,"LINESTRING (61.6792256 30.8908272, 61.6783026 30.8907081)",,,
545215541,secondary,True,False,92.715,بلوار امام خمینی,"LINESTRING (61.6792256 30.8908272, 61.6792899 30.8903623, 61.6793194 30.8901252, 61.679305 30.8899986)",,,
545215541,secondary,True,False,55.238,بلوار امام خمینی,"LINESTRING (61.6790539 30.8919965, 61.6791202 30.891503)",,,
593347352,residential,False,True,102.268,,"LINESTRING (61.6790539 30.8919965, 61.6779941 30.8918595)",,,
545215541,secondary,True,False,104.88,بلوار امام خمینی,"LINESTRING (61.6789386 30.8929345, 61.6790539 30.8919965)",,,
593347297,residential,False,False,26.83,,"LINESTRING (61.6789386 30.8929345, 61.6786587 30.8929115)",,,
545215541,secondary,True,False,49.016,بلوار امام خمینی,"LINESTRING (61.6788849 30.8933729, 61.6789386 30.8929345)",,,
545215540,tertiary,False,False,76.15100000000001,صاحب الزمان,"LINESTRING (61.6789868 30.8933062, 61.6792041 30.8933223, 61.6795877 30.8933913, 61.6797607 30.8934545)",,,
545215542,secondary,True,False,213.847,بلوار امام خمینی,"LINESTRING (61.6789868 30.8933062, 61.6788796 30.8939023, 61.6788661 30.8941347, 61.6788688 30.8949127, 61.6788769 30.8951014, 61.678893 30.8952211)",,,
593347296,residential,False,True,110.591,,"LINESTRING (61.6793704 30.8903761, 61.6805288 30.8904072)",,,
545215542,secondary,True,False,114.923,بلوار امام خمینی,"LINESTRING (61.6793704 30.8903761, 61.6793033 30.8908479, 61.679208 30.8914001)",,,
545215541,secondary,True,False,64.664,بلوار امام خمینی,"LINESTRING (61.6791349 30.8914035, 61.6792256 30.8908272)",,,
567508808,tertiary,True,False,6.986,,"LINESTRING (61.6791349 30.8914035, 61.679208 30.8914001)",,,
567508808,tertiary,True,False,73.81,,"LINESTRING (61.680437 30.8912964, 61.6811273 30.8909969)",,,
593347348,residential,False,True,99.43,,"LINESTRING (61.680437 30.8912964, 61.6804766 30.8906497, 61.6805288 30.8904072)",,,
593347358,residential,False,False,58.809,,"LINESTRING (61.6811273 30.8909969, 61.6812174 30.8904737)",,,
567508808,tertiary,True,False,129.97,,"LINESTRING (61.6811273 30.8909969, 61.6820225 30.8905282, 61.682275 30.8903689)",,,
567508809,tertiary,True,False,24.92,,"LINESTRING (61.6804673 30.891381, 61.6802095 30.8914168)",,,
593347329,residential,False,True,88.022,,"LINESTRING (61.6804673 30.891381, 61.6813883 30.8914255)",,,
567508809,tertiary,True,False,6.727,,"LINESTRING (61.6791907 30.8915035, 61.6791202 30.891503)",,,
545215542,secondary,True,False,201.40800000000002,بلوار امام خمینی,"LINESTRING (61.6791907 30.8915035, 61.6791236 30.8920149, 61.6790311 30.8929441, 61.6789868 30.8933062)",,,
"[593347345, 936194204, 936194205]",residential,False,False,92.011,,"LINESTRING (61.6788408 30.8959745, 61.6788702 30.8959513, 61.6789775 30.8958679, 61.6790111 30.8958416, 61.6789736 30.8955226, 61.678893 30.8952211)",yes,,
593347345,residential,False,True,135.88,,"LINESTRING (61.6788408 30.8959745, 61.6783982 30.895748, 61.6776645 30.8952879)",,,
593322222,secondary,True,False,7.835,,"LINESTRING (61.6804225 30.8972779, 61.6804507 30.8972523, 61.6804874 30.8972365)",,,
"[936194202, 936194203, 540412524, 567508047]",secondary,True,False,216.688,تربیت,"LINESTRING (61.6804225 30.8972779, 61.6799471 30.8969611, 61.6796413 30.8967471, 61.6794777 30.8966965, 61.6792819 30.8967057, 61.6792041 30.8967264, 61.6791782 30.8967462, 61.6791719 30.8967724, 61.6791719 30.896876, 61.6791987 30.8970831, 61.6792202 30.8972811, 61.6792054 30.8974194)",yes,,
593322222,secondary,True,False,11.764,,"LINESTRING (61.6804874 30.8972365, 61.6805282 30.8972323, 61.6805682 30.8972403, 61.6806027 30.8972595)",,,
"[540412521, 540412513, 540412511, 593322223]",secondary,False,True,245.569,,"LINESTRING (61.6804874 30.8972365, 61.6803559 30.8970955, 61.680227 30.8970261, 61.6799015 30.8968322, 61.6797164 30.8966803, 61.6796628 30.8966228, 61.6795877 30.8965215, 61.6794562 30.8963443, 61.6793355 30.8961188, 61.6790941 30.89564, 61.6790213 30.8954885)",yes,,
593322226,residential,False,False,81.88,,"LINESTRING (61.6806027 30.8972595, 61.6810743 30.8966443)",,,
593322222,secondary,True,False,7.84,,"LINESTRING (61.6806027 30.8972595, 61.6806275 30.8972876, 61.6806396 30.8973213)",,,
593322224,residential,False,False,84.80600000000001,,"LINESTRING (61.6806396 30.8973213, 61.6809214 30.8973808, 61.6813586 30.8975005, 61.6814794 30.8975607)",,,
593322226,residential,False,True,81.88,,"LINESTRING (61.6810743 30.8966443, 61.6806027 30.8972595)",,,
593322224,residential,False,True,84.806,,"LINESTRING (61.6814794 30.8975607, 61.6813586 30.8975005, 61.6809214 30.8973808, 61.6806396 30.8973213)",,,
593347319,residential,False,True,99.144,,"LINESTRING (61.6780177 30.8913233, 61.6790462 30.8914498)",,,
867559624,residential,False,False,72.191,,"LINESTRING (61.6780177 30.8913233, 61.6780418 30.8906744)",,,
867559624,residential,False,True,59.665,,"LINESTRING (61.6780177 30.8913233, 61.6779941 30.8918595)",,,
593347300,residential,False,False,78.829,,"LINESTRING (61.6829046 30.8892773, 61.6822278 30.8896838)",,,
593347359,residential,False,False,56.428,,"LINESTRING (61.6829046 30.8892773, 61.6825613 30.8888641)",,,
593347359,residential,False,True,60.896,,"LINESTRING (61.6829046 30.8892773, 61.6832751 30.8897232)",,,
567508809,tertiary,True,False,379.224,,"LINESTRING (61.683791 30.8895348, 61.6830846 30.8900529, 61.6819315 30.8907039, 61.680839 30.8912378, 61.6804673 30.891381)",,,
593347333,residential,False,True,296.334,,"LINESTRING (61.683791 30.8895348, 61.6842129 30.8898927, 61.6843948 30.8901286, 61.6843877 30.8904963, 61.6839224 30.8908653, 61.6833409 30.8914351, 61.683364 30.8916383)",,,
593347311,residential,False,True,49.889,,"LINESTRING (61.6775248 30.8906076, 61.6780418 30.8906744)",,,
593347340,residential,False,False,95.485,استاد مطهری 3,"LINESTRING (61.6775248 30.8906076, 61.6777023 30.8897625)",,,
593347336,residential,False,True,41.633,,"LINESTRING (61.680476 30.8942432, 61.6808859 30.8943715)",,,
593347336,residential,False,False,65.728,,"LINESTRING (61.680476 30.8942432, 61.6803619 30.8940073, 61.6803709 30.8936717)",,,
593347338,residential,False,False,56.493,,"LINESTRING (61.680476 30.8942432, 61.6804585 30.8944105, 61.6805334 30.894579, 61.6804939 30.8947351)",,,
593347343,residential,False,False,102.36,,"LINESTRING (61.6825613 30.8888641, 61.6816853 30.8893954)",,,
593347359,residential,False,True,56.428,,"LINESTRING (61.6825613 30.8888641, 61.6829046 30.8892773)",,,
593347324,residential,False,True,59.275,,"LINESTRING (61.6818469 30.8925179, 61.6812542 30.8923583)",,,
593347295,residential,False,False,119.106,,"LINESTRING (61.6818469 30.8925179, 61.681858 30.8920575, 61.6819595 30.8914531)",,,
593347295,residential,False,True,84.489,,"LINESTRING (61.6818469 30.8925179, 61.6818367 30.8929399, 61.6817038 30.8932578)",,,
593347296,residential,False,False,110.591,,"LINESTRING (61.6805288 30.8904072, 61.6793704 30.8903761)",,,
593347296,residential,False,True,66.122,,"LINESTRING (61.6805288 30.8904072, 61.6812174 30.8904737)",,,
593347348,residential,False,True,69.937,,"LINESTRING (61.6805288 30.8904072, 61.6806619 30.8897887)",,,
593347348,residential,False,False,99.43,,"LINESTRING (61.6805288 30.8904072, 61.6804766 30.8906497, 61.680437 30.8912964)",,,
593347330,residential,False,False,65.104,,"LINESTRING (61.6816853 30.8893954, 61.6811138 30.8890756)",,,
593347343,residential,False,False,60.895,,"LINESTRING (61.6816853 30.8893954, 61.6822278 30.8896838)",,,
593347343,residential,False,True,102.36,,"LINESTRING (61.6816853 30.8893954, 61.6825613 30.8888641)",,,
545215540,tertiary,False,False,15.55,صاحب الزمان,"LINESTRING (61.68022 30.8936189, 61.6803709 30.8936717)",,,
545215540,tertiary,False,True,47.486999999999995,صاحب الزمان,"LINESTRING (61.68022 30.8936189, 61.6800034 30.8935432, 61.6797607 30.8934545)",,,
593347349,residential,False,True,96.059,,"LINESTRING (61.68022 30.8936189, 61.6798662 30.8940612, 61.679752 30.8943736)",,,
593347352,residential,False,False,102.268,,"LINESTRING (61.6779941 30.8918595, 61.6790539 30.8919965)",,,
867559624,residential,False,False,59.665,,"LINESTRING (61.6779941 30.8918595, 61.6780177 30.8913233)",,,
593347317,residential,False,False,58.471,۲۲بهمن ۴,"LINESTRING (61.6813883 30.8914255, 61.6813497 30.8919503)",,,
593347329,residential,False,False,88.022,,"LINESTRING (61.6813883 30.8914255, 61.6804673 30.891381)",,,
593347329,residential,False,True,54.591,,"LINESTRING (61.6813883 30.8914255, 61.6819595 30.8914531)",,,
593347300,residential,False,True,78.829,,"LINESTRING (61.6822278 30.8896838, 61.6829046 30.8892773)",,,
593347343,residential,False,True,60.895,,"LINESTRING (61.6822278 30.8896838, 61.6816853 30.8893954)",,,
593347300,residential,False,False,102.46700000000001,,"LINESTRING (61.6822278 30.8896838, 61.6819065 30.8898768, 61.682275 30.8903689)",,,
567508809,tertiary,True,False,74.61,,"LINESTRING (61.6799686 30.8914502, 61.6797163 30.8914852, 61.6793597 30.8915047, 61.6791907 30.8915035)",,,
593347347,residential,False,False,226.03199999999998,,"LINESTRING (61.6799686 30.8914502, 61.6798588 30.8920704, 61.679716 30.8924745, 61.6797767 30.8929279, 61.6797607 30.8934545)",,,
593347339,residential,False,True,66.412,,"LINESTRING (61.6823638 30.8934474, 61.6817038 30.8932578)",,,
593347329,residential,False,False,107.176,,"LINESTRING (61.6823638 30.8934474, 61.6823787 30.8932605, 61.6824272 30.8924851)",,,
593347329,residential,False,True,43.265,,"LINESTRING (61.6823638 30.8934474, 61.6823502 30.8936189, 61.6824215 30.8938273)",,,
593347329,residential,False,False,54.591,,"LINESTRING (61.6819595 30.8914531, 61.6813883 30.8914255)",,,
593347295,residential,False,True,119.106,,"LINESTRING (61.6819595 30.8914531, 61.681858 30.8920575, 61.6818469 30.8925179)",,,
593347329,residential,False,True,70.675,,"LINESTRING (61.6819595 30.8914531, 61.6822077 30.8914651, 61.6824201 30.891846)",,,
593347340,residential,False,True,95.485,استاد مطهری 3,"LINESTRING (61.6777023 30.8897625, 61.6775248 30.8906076)",,,
593347359,residential,False,False,60.896,,"LINESTRING (61.6832751 30.8897232, 61.6829046 30.8892773)",,,
593347305,tertiary,True,False,84.213,,"LINESTRING (61.6792941 30.8896422, 61.6795055 30.8889069)",,,
540412560,secondary,True,False,32.561,میدان قدس,"LINESTRING (61.6792941 30.8896422, 61.6793202 30.8896288, 61.6794234 30.8896207, 61.6795205 30.8896518, 61.6795922 30.8897159)",,roundabout,
1254825433,residential,False,False,83.783,صاحب الزمان ۷,"LINESTRING (61.6810076 30.8930328, 61.6808778 30.893778)",,,
593347317,residential,False,True,78.928,۲۲بهمن ۴,"LINESTRING (61.6810076 30.8930328, 61.6811856 30.8926516, 61.6812542 30.8923583)",,,
593347339,residential,False,False,71.036,,"LINESTRING (61.6810076 30.8930328, 61.6813444 30.8931545, 61.6817038 30.8932578)",,,
593347339,residential,False,True,148.409,,"LINESTRING (61.6810076 30.8930328, 61.6803098 30.8927808, 61.6801243 30.892404, 61.6801481 30.8921288)",,,
593347304,residential,False,False,118.961,,"LINESTRING (61.679752 30.8943736, 61.6797128 30.8947994, 61.6796493 30.8954398)",,,
593347304,residential,False,True,81.54499999999999,,"LINESTRING (61.679752 30.8943736, 61.680123 30.8945298, 61.6804939 30.8947351)",,,
593347349,residential,False,False,96.059,,"LINESTRING (61.679752 30.8943736, 61.6798662 30.8940612, 61.68022 30.8936189)",,,
567508809,tertiary,True,False,23.285,,"LINESTRING (61.6802095 30.8914168, 61.6799686 30.8914502)",,,
593347339,residential,False,False,43.362,,"LINESTRING (61.6802095 30.8914168, 61.680176 30.8918057)",,,
545215540,tertiary,False,False,14.752,صاحب الزمان,"LINESTRING (61.6816801 30.89462, 61.6815913 30.8947286)",,,
593347336,residential,False,False,80.662,,"LINESTRING (61.6816801 30.89462, 61.6808859 30.8943715)",,,
545215540,tertiary,False,True,52.07099999999999,صاحب الزمان,"LINESTRING (61.6816801 30.89462, 61.6816986 30.8945974, 61.6817817 30.8945536, 61.6820151 30.894503, 61.6821492 30.8944616, 61.682169 30.8944392)",,,
593347338,residential,False,True,56.102,,"LINESTRING (61.6802805 30.8951927, 61.6804514 30.8949711, 61.6804939 30.8947351)",,,
593347332,residential,False,False,40.942,,"LINESTRING (61.6824215 30.8938273, 61.682227 30.8941555)",,,
593347329,residential,False,False,43.265,,"LINESTRING (61.6824215 30.8938273, 61.6823502 30.8936189, 61.6823638 30.8934474)",,,
593347329,residential,False,True,73.443,,"LINESTRING (61.6824215 30.8938273, 61.6827426 30.8939376, 61.6831643 30.8939739)",,,
