osmid,name,highway,junction,oneway,reversed,length,geometry,ref,bridge
340393861,میدان سونگون,primary,roundabout,True,False,5.73,"LINESTRING (46.6465399 38.5085345, 46.6465756 38.5085778)",,
340399821,,residential,,False,False,99.71300000000001,"LINESTRING (46.6465399 38.5085345, 46.6467632 38.5084043, 46.6474626 38.5080027)",,
340393861,میدان سونگون,primary,roundabout,True,False,19.9,"LINESTRING (46.6465756 38.5085778, 46.6465816 38.5086835, 46.6465524 38.508753)",,
340393862,بلوار امام خمینی,primary,,True,False,315.75399999999996,"LINESTRING (46.6465756 38.5085778, 46.6475238 38.5087181, 46.6480341 38.5089, 46.6487429 38.5092195, 46.6490235 38.5092838, 46.6494913 38.5093304, 46.6497522 38.5093038, 46.6499997 38.5092466)",144,
340393861,میدان سونگون,primary,roundabout,True,False,32.346000000000004,"LINESTRING (46.6460781 38.5087735, 46.6460394 38.5087073, 46.6460309 38.5086349, 46.6460534 38.5085644, 46.6461044 38.5085036)",,
346478589,بلوار امام خمینی,primary,,True,False,32.56,"LINESTRING (46.6460781 38.5087735, 46.6458736 38.5087138, 46.6457187 38.5086998)",144,
340393861,میدان سونگون,primary,roundabout,True,False,25.098,"LINESTRING (46.6461044 38.5085036, 46.6461811 38.5084583, 46.646273 38.5084362, 46.6463691 38.5084399)",,
346478672,شهید اصغرصمدی,residential,,False,False,32.386,"LINESTRING (46.6463691 38.5084399, 46.6460772 38.5082592)",,
340393861,میدان سونگون,primary,roundabout,True,False,18.641000000000002,"LINESTRING (46.6463691 38.5084399, 46.6464313 38.5084574, 46.6464864 38.5084858, 46.6465079 38.5085031, 46.6465399 38.5085345)",,
340393864,میدان ستارخان,primary,roundabout,True,False,3.121,"LINESTRING (46.6500319 38.5092328, 46.6500671 38.5092274)",,
340399812,ستارخان جنوبی,residential,,False,False,187.141,"LINESTRING (46.6500319 38.5092328, 46.6498101 38.5091807, 46.6494954 38.5090055, 46.6481986 38.5083658)",,
340393861,میدان سونگون,primary,roundabout,True,False,33.010999999999996,"LINESTRING (46.6464953 38.5088109, 46.6464157 38.5088512, 46.6463233 38.5088681, 46.6462291 38.5088596, 46.646144 38.5088268)",,
754381821,,tertiary,,True,False,59.627,"LINESTRING (46.6464953 38.5088109, 46.6463707 38.5089988, 46.6462541 38.509151, 46.64614 38.5092679)",,
