osmid,highway,oneway,reversed,length,lanes,name,geometry,junction
464054830,tertiary,False,False,78.143,,,"LINESTRING (47.8971779 31.5955897, 47.8971558 31.5962922)",
464054876,tertiary,False,True,73.163,,,"LINESTRING (47.8971779 31.5955897, 47.8972001 31.594932)",
551321080,primary,False,False,99.081,1,امام خمینی,"LINESTRING (47.8971779 31.5955897, 47.8965189 31.5955782, 47.896132 31.5955714)",
464054875,residential,False,False,11.53,,,"LINESTRING (47.896132 31.5955714, 47.8961371 31.5954678)",
551321080,primary,False,False,53.774,1,امام خمینی,"LINESTRING (47.896132 31.5955714, 47.8955647 31.5955519)",
551321080,primary,False,True,99.081,1,امام خمینی,"LINESTRING (47.896132 31.5955714, 47.8965189 31.5955782, 47.8971779 31.5955897)",
464054829,residential,False,True,86.047,,,"LINESTRING (47.8955647 31.5955519, 47.8955377 31.5963254)",
551321080,primary,False,False,83.916,1,امام خمینی,"LINESTRING (47.8955647 31.5955519, 47.8946796 31.5955177)",
551321080,primary,False,True,53.774,1,امام خمینی,"LINESTRING (47.8955647 31.5955519, 47.896132 31.5955714)",
551321080,primary,False,False,2.844,1,امام خمینی,"LINESTRING (47.8946796 31.5955177, 47.8946496 31.5955167)",
551321080,primary,False,True,83.916,1,امام خمینی,"LINESTRING (47.8946796 31.5955177, 47.8955647 31.5955519)",
463703629,residential,False,False,91.957,,,"LINESTRING (47.8946796 31.5955177, 47.8946559 31.5959788, 47.8946372 31.5963439)",
464054861,residential,False,True,59.036,,,"LINESTRING (47.8935997 31.5954836, 47.8936178 31.5949529)",
551321080,primary,False,False,147.714,1,امام خمینی,"LINESTRING (47.8935997 31.5954836, 47.8926677 31.5954767, 47.8924827 31.5954846, 47.8923405 31.5955006, 47.8920448 31.5955378)",
551321080,primary,False,True,99.507,1,امام خمینی,"LINESTRING (47.8935997 31.5954836, 47.8940987 31.5954993, 47.8946496 31.5955167)",
463703603,residential,False,False,67.338,,,"LINESTRING (47.8920448 31.5955378, 47.8918866 31.5949474)",
551321080,primary,False,False,90.163,1,امام خمینی,"LINESTRING (47.8920448 31.5955378, 47.8911088 31.5956857)",
464054878,tertiary,False,True,88.47,,,"LINESTRING (47.8920448 31.5955378, 47.8921396 31.5958992, 47.8922484 31.5963143)",
551321080,primary,False,True,147.714,1,امام خمینی,"LINESTRING (47.8920448 31.5955378, 47.8923405 31.5955006, 47.8924827 31.5954846, 47.8926677 31.5954767, 47.8935997 31.5954836)",
464054863,residential,False,True,65.581,,,"LINESTRING (47.8911088 31.5956857, 47.8909589 31.5951099)",
551321080,primary,False,False,25.598,1,امام خمینی,"LINESTRING (47.8911088 31.5956857, 47.8908448 31.595735)",
551321080,primary,False,True,90.163,1,امام خمینی,"LINESTRING (47.8911088 31.5956857, 47.8920448 31.5955378)",
463703619,residential,False,True,104.66,,,"LINESTRING (47.8908448 31.595735, 47.8910944 31.5966519)",
551321080,primary,False,False,58.294,1,امام خمینی,"LINESTRING (47.8908448 31.595735, 47.8902436 31.5958473)",
