osmid,oneway,highway,reversed,length,geometry,maxspeed,junction
312643546,True,secondary,False,125.634,"LINESTRING (46.581656 38.154796, 46.5830756 38.1549705)",,
312643560,False,tertiary,False,87.088,"LINESTRING (46.581656 38.154796, 46.5817401 38.1540156)",,
312643560,False,tertiary,True,7.719,"LINESTRING (46.581656 38.154796, 46.581649 38.1548652)",,
312643568,False,tertiary,False,13.229,"LINESTRING (46.5860188 38.1553675, 46.5860135 38.1554864)",,
312643568,False,tertiary,True,65.157,"LINESTRING (46.5860188 38.1553675, 46.5856983 38.1548385)",,
312643546,True,secondary,False,98.39099999999999,"LINESTRING (46.5860188 38.1553675, 46.5863045 38.1553467, 46.5871147 38.1551773)",,
312643548,True,secondary,False,35.556,"LINESTRING (46.5864189 38.1554614, 46.5860135 38.1554864)",,
312645152,False,residential,False,92.356,"LINESTRING (46.5864189 38.1554614, 46.5865916 38.1562808)",30,
312643560,False,tertiary,False,4.942,"LINESTRING (46.5816444 38.1549095, 46.581649 38.1548652)",,
312643546,True,secondary,False,28.123,"LINESTRING (46.5878056 38.1550328, 46.5881164 38.1549677)",,
312643559,False,secondary_link,False,14.363,"LINESTRING (46.5878056 38.1550328, 46.5878475 38.1551577)",,
312643546,True,secondary,False,88.554,"LINESTRING (46.5830756 38.1549705, 46.5840738 38.1551051)",,
312643550,False,secondary_link,True,12.565,"LINESTRING (46.5830756 38.1549705, 46.5830474 38.1550813)",,
312643548,True,secondary,False,61.563,"LINESTRING (46.5830474 38.1550813, 46.5823517 38.1549961)",,
312643550,False,secondary_link,False,12.565,"LINESTRING (46.5830474 38.1550813, 46.5830756 38.1549705)",,
312645153,False,tertiary,False,118.85300000000001,"LINESTRING (46.5830474 38.1550813, 46.5835171 38.1555615, 46.5839549 38.1558712)",,
312643548,True,secondary,False,129.397,"LINESTRING (46.5878475 38.1551577, 46.5864189 38.1554614)",,
312643559,False,secondary_link,True,14.363,"LINESTRING (46.5878475 38.1551577, 46.5878056 38.1550328)",,
312645151,False,tertiary,False,11.798,"LINESTRING (46.5878475 38.1551577, 46.5878618 38.1552632)",,
312643560,False,tertiary,True,109.73,"LINESTRING (46.581846 38.1530323, 46.5817401 38.1540156)",,
312643561,True,tertiary,False,37.405,"LINESTRING (46.581846 38.1530323, 46.5817802 38.1530106, 46.5817254 38.1529747, 46.5816862 38.1529279, 46.5816659 38.1528742, 46.5816665 38.1528181, 46.5816877 38.1527646)",,roundabout
17506663,False,tertiary,False,31.198,"LINESTRING (46.581649 38.1548652, 46.5812928 38.1548815)",,
312643560,False,tertiary,False,7.719,"LINESTRING (46.581649 38.1548652, 46.581656 38.154796)",,
312643560,False,tertiary,True,4.942,"LINESTRING (46.581649 38.1548652, 46.5816444 38.1549095)",,
312643561,True,tertiary,False,15.41,"LINESTRING (46.5820177 38.1530169, 46.5819626 38.153033, 46.5819042 38.1530382, 46.581846 38.1530323)",,roundabout
312643563,False,tertiary,True,317.24199999999996,"LINESTRING (46.5820177 38.1530169, 46.5831835 38.1538808, 46.5835384 38.153991, 46.584323 38.1540571, 46.5851711 38.1539681)",,
