osmid,highway,oneway,reversed,length,geometry,junction,lanes,ref,name,maxspeed
101103659,residential,False,False,44.084,"LINESTRING (53.8218418 28.8538519, 53.8220286 28.8536914, 53.8221621 28.8535718)",,,,,
565138390,secondary,True,False,12.895,"LINESTRING (53.8218418 28.8538519, 53.8218782 28.8538879, 53.8218963 28.8539539)",roundabout,,,,
536725422,residential,False,False,97.69,"LINESTRING (53.8263683 28.856934, 53.8273579 28.8570777)",,,,,
536725422,residential,False,True,52.068,"LINESTRING (53.8263683 28.856934, 53.8258408 28.8568577)",,,,,
101103659,residential,False,False,66.626,"LINESTRING (53.8263683 28.856934, 53.8263103 28.8572682, 53.8263906 28.8575197)",,,,,
101103659,residential,False,True,51.766,"LINESTRING (53.8263683 28.856934, 53.8264493 28.8568198, 53.8266665 28.8565488)",,,,,
536725418,secondary,True,False,38.976,"LINESTRING (53.8246717 28.8565, 53.8247612 28.8565171, 53.8248393 28.8565589, 53.8248963 28.8566191, 53.8249283 28.8566921, 53.8249298 28.8567258)",roundabout,,,,
70843027,secondary,True,False,125.743,"LINESTRING (53.824434 28.8566016, 53.8242199 28.8561787, 53.8239489 28.855791, 53.8237796 28.8556372)",,,,,
536725418,secondary,True,False,26.743000000000002,"LINESTRING (53.824434 28.8566016, 53.8244986 28.8565448, 53.8245808 28.8565096, 53.8246717 28.8565)",roundabout,,,,
101103659,residential,False,False,45.392,"LINESTRING (53.827687 28.8552156, 53.8274366 28.8555599)",,,,,
565140007,residential,False,True,197.954,"LINESTRING (53.827687 28.8552156, 53.8292153 28.8563893)",,,,,
101103659,residential,False,True,65.405,"LINESTRING (53.827687 28.8552156, 53.8280191 28.85493, 53.8281347 28.8547805)",,,,,
101103659,residential,False,False,36.983,"LINESTRING (53.8248833 28.8524823, 53.8251694 28.852701)",,,,,
101103659,residential,False,True,41.681,"LINESTRING (53.8248833 28.8524823, 53.8245199 28.8522843)",,,,,
565139992,residential,False,True,43.379,"LINESTRING (53.8248833 28.8524823, 53.825206 28.8522134)",,,,,
101103659,residential,False,False,21.607,"LINESTRING (53.8240176 28.8521303, 53.824227 28.8521945)",,,,,
536725429,residential,False,True,54.142,"LINESTRING (53.8240176 28.8521303, 53.8239978 28.8516437)",,,,,
101103659,residential,False,True,89.371,"LINESTRING (53.8240176 28.8521303, 53.8237876 28.852257, 53.8232866 28.8526141)",,,,,
