osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,junction,tunnel
571178598,residential,False,False,100.47,,,,,"LINESTRING (56.8783497 36.3537301, 56.8776138 36.3530481)",,
693403680,trunk,True,False,115.32,2,44,سبزوار - میامی,100,"LINESTRING (56.8783497 36.3537301, 56.8775316 36.3538176, 56.8770692 36.3538227)",,
693403680,trunk,True,False,292.534,2,44,سبزوار - میامی,100,"LINESTRING (56.8761323 36.3538633, 56.8728676 36.3537739)",,
784036758,residential,False,False,66.832,,,,,"LINESTRING (56.8761323 36.3538633, 56.8761521 36.354118, 56.8761318 36.3542079, 56.8760744 36.3542759, 56.8758919 36.3543657)",,
308621762,secondary_link,False,False,10.115,,,,,"LINESTRING (56.8794784 36.3467937, 56.8795537 36.3468615)",,
308621762,secondary_link,False,True,10.115,,,,,"LINESTRING (56.8795537 36.3468615, 56.8794784 36.3467937)",,
693403727,secondary,True,False,180.029,,,بلوار امام رضا,,"LINESTRING (56.8795537 36.3468615, 56.879042 36.347333, 56.8782565 36.3480981)",,
308621760,secondary_link,False,False,8.364,,,,,"LINESTRING (56.8781846 36.3480501, 56.8782565 36.3480981)",,
693403699,secondary,True,False,181.597,,,بلوار امام رضا,,"LINESTRING (56.8781846 36.3480501, 56.8789403 36.3472892, 56.8792348 36.3469999, 56.8794784 36.3467937)",,
308621760,secondary_link,False,True,8.364,,,,,"LINESTRING (56.8782565 36.3480981, 56.8781846 36.3480501)",,
693403727,secondary,True,False,147.855,,,بلوار امام رضا,,"LINESTRING (56.8782565 36.3480981, 56.8772275 36.3491379)",,
308621766,tertiary,False,False,9.779,,,شهید رجایی,,"LINESTRING (56.8771257 36.3491061, 56.8772275 36.3491379)",,
693403699,secondary,True,False,60.314,,,بلوار امام رضا,,"LINESTRING (56.8771257 36.3491061, 56.8775488 36.3486841)",,
571178608,residential,False,True,76.75699999999999,,,,,"LINESTRING (56.8771257 36.3491061, 56.8769918 36.3490839, 56.8768731 36.3490369, 56.8768128 36.3489792, 56.876735 36.3488674, 56.8766847 36.3488323, 56.8765701 36.348808, 56.8764205 36.3487966)",,
308621766,tertiary,False,True,9.779,,,شهید رجایی,,"LINESTRING (56.8772275 36.3491379, 56.8771257 36.3491061)",,
308621766,tertiary,False,False,156.33,,,شهید رجایی,,"LINESTRING (56.8772275 36.3491379, 56.8773423 36.3491985, 56.8785257 36.3500757)",,
693403727,secondary,True,False,200.588,,,بلوار امام رضا,,"LINESTRING (56.8772275 36.3491379, 56.8770822 36.3492891, 56.8764795 36.3499163, 56.8762769 36.3501259, 56.876127 36.3502724, 56.8758532 36.3505622)",,
308621790,residential,False,False,45.828,,,,,"LINESTRING (56.8739897 36.3498518, 56.874229 36.3502161)",,
693403701,residential,False,False,52.149,,,,,"LINESTRING (56.8739897 36.3498518, 56.8744853 36.3496056)",,
308621790,residential,False,True,43.823,,,,,"LINESTRING (56.8739897 36.3498518, 56.8739284 36.3496968, 56.8737415 36.349521)",,
693403706,residential,False,False,84.19,,,,,"LINESTRING (56.8762545 36.3500117, 56.8757912 36.3493529)",,
693403699,secondary,True,False,127.388,,,بلوار امام رضا,,"LINESTRING (56.8762545 36.3500117, 56.8770034 36.3492337, 56.8771257 36.3491061)",,
308621766,tertiary,False,False,15.906,,,شهید رجایی,,"LINESTRING (56.8785257 36.3500757, 56.8786533 36.3501752)",,
571178612,residential,False,True,162.942,,,,,"LINESTRING (56.8785257 36.3500757, 56.8794764 36.3488263)",,
308621766,tertiary,False,True,156.33,,,شهید رجایی,,"LINESTRING (56.8785257 36.3500757, 56.8773423 36.3491985, 56.8772275 36.3491379)",,
308621790,residential,False,False,61.325,,,,,"LINESTRING (56.874229 36.3502161, 56.8745727 36.3506931)",,
308621790,residential,False,True,45.828,,,,,"LINESTRING (56.874229 36.3502161, 56.8739897 36.3498518)",,
693403702,residential,False,True,69.314,,,,,"LINESTRING (56.874229 36.3502161, 56.8748702 36.349867)",,
"[308621738, 571178614]",residential,False,True,320.503,,,,,"LINESTRING (56.8707178 36.3503496, 56.8707511 36.3502919, 56.8710421 36.3498101, 56.8712543 36.3495694, 56.8714898 36.3493986, 56.8721466 36.349154, 56.8726175 36.3489264, 56.8729434 36.3487904, 56.8734499 36.3487347)",,
308621798,tertiary,False,False,144.597,,,خیابان معلم,,"LINESTRING (56.8707178 36.3503496, 56.8713311 36.3505155, 56.8717326 36.3506772, 56.8721763 36.3508936)",,
693403738,residential,False,False,198.562,,,,,"LINESTRING (56.8707178 36.3503496, 56.8706059 36.3505805, 56.8705736 36.3507083, 56.870591 36.350832, 56.8707777 36.351536, 56.8709823 36.3520744)",,
308621766,tertiary,False,False,7.04,,,شهید رجایی,,"LINESTRING (56.8790054 36.3504394, 56.8790653 36.3504804)",,
308621766,tertiary,False,True,43.097,,,شهید رجایی,,"LINESTRING (56.8790054 36.3504394, 56.8786533 36.3501752)",,
693403727,secondary,True,False,100.28,,,بلوار امام رضا,,"LINESTRING (56.8758532 36.3505622, 56.8751666 36.3512746)",,
571178599,residential,False,True,87.19300000000001,,,,,"LINESTRING (56.8758532 36.3505622, 56.8762448 36.3506495, 56.8768108 36.3506188)",,
308621766,tertiary,False,False,26.093,,,شهید رجایی,,"LINESTRING (56.8792872 36.3506183, 56.8795144 36.3507652)",,
308621766,tertiary,False,True,25.101,,,شهید رجایی,,"LINESTRING (56.8792872 36.3506183, 56.8790653 36.3504804)",,
735051685,residential,False,False,228.67199999999997,,,,,"LINESTRING (56.8792872 36.3506183, 56.8795118 36.3506242, 56.8796486 36.3506609, 56.8800428 36.3508964, 56.880464 36.3510692, 56.8806678 36.351214, 56.8805417 36.3514818, 56.8808748 36.3518775)",,
693403699,secondary,True,False,21.221,,,بلوار امام رضا,,"LINESTRING (56.8755897 36.3506927, 56.875739 36.3505445)",,
308621739,residential,False,False,92.99000000000001,,,,,"LINESTRING (56.8755897 36.3506927, 56.875497 36.3506522, 56.8753483 36.3506262, 56.875145 36.3506322, 56.8745727 36.3506931)",,
308621739,residential,False,False,151.939,,,,,"LINESTRING (56.8737537 36.3506952, 56.8733927 36.3506727, 56.8729299 36.3506727, 56.8724489 36.3506805, 56.8723061 36.350742, 56.8721763 36.3508936)",,
308621739,residential,False,True,73.60900000000001,,,,,"LINESTRING (56.8737537 36.3506952, 56.8741784 36.350722, 56.8745727 36.3506931)",,
308621769,residential,False,True,90.662,,,شهید احمد هاشمی,,"LINESTRING (56.8737537 36.3506952, 56.8735118 36.3510425, 56.8732807 36.3514158)",,
308621790,residential,False,True,61.325,,,,,"LINESTRING (56.8745727 36.3506931, 56.874229 36.3502161)",,
308621739,residential,False,False,73.60900000000001,,,,,"LINESTRING (56.8745727 36.3506931, 56.8741784 36.350722, 56.8737537 36.3506952)",,
308621739,residential,False,True,92.99000000000001,,,,,"LINESTRING (56.8745727 36.3506931, 56.875145 36.3506322, 56.8753483 36.3506262, 56.875497 36.3506522, 56.8755897 36.3506927)",,
