osmid,name,highway,junction,oneway,reversed,length,geometry
343679713,میدان امام حسین,secondary,roundabout,True,False,39.632,"LINESTRING (57.7323073 29.8824284, 57.7323724 29.8825081, 57.7323914 29.8826315, 57.7323575 29.8827625)"
343679722,ولیعصر,secondary,,False,True,75.353,"LINESTRING (57.7295521 29.8875568, 57.7292221 29.8881711)"
343679746,خیابان انقلاب,secondary,,False,True,121.573,"LINESTRING (57.7295521 29.8875568, 57.7300875 29.8865669)"
343679720,انقلاب ۱۰,residential,,False,False,131.60899999999998,"LINESTRING (57.7295521 29.8875568, 57.7298608 29.8876979, 57.7302676 29.8879408, 57.7303405 29.8880539, 57.7302101 29.8883567)"
343679746,خیابان انقلاب,secondary,,False,False,297.138,"LINESTRING (57.7320306 29.8829498, 57.7307329 29.8853736)"
343679713,میدان امام حسین,secondary,roundabout,True,False,47.475,"LINESTRING (57.7320306 29.8829498, 57.7319666 29.8829143, 57.7319138 29.8828331, 57.7319042 29.8827707, 57.7319125 29.8826613, 57.7319505 29.8825719)"
779801225,شهید رجایی,residential,,False,True,301.648,"LINESTRING (57.7283765 29.8808707, 57.7311144 29.8821836)"
343679733,,residential,,True,False,82.56,"LINESTRING (57.731208 29.8822293, 57.7307402 29.8828512)"
779801225,شهید رجایی,residential,,False,False,10.357,"LINESTRING (57.731208 29.8822293, 57.7311144 29.8821836)"
779801225,شهید رجایی,residential,,False,True,81.091,"LINESTRING (57.731208 29.8822293, 57.7319505 29.8825719)"
779801225,شهید رجایی,residential,,False,False,81.091,"LINESTRING (57.7319505 29.8825719, 57.731208 29.8822293)"
343679713,میدان امام حسین,secondary,roundabout,True,False,41.128,"LINESTRING (57.7319505 29.8825719, 57.7320373 29.8824754, 57.7321187 29.8824331, 57.7322246 29.882419, 57.7323073 29.8824284)"
343679713,میدان امام حسین,secondary,roundabout,True,False,40.034000000000006,"LINESTRING (57.7323575 29.8827625, 57.7322613 29.8828791, 57.7321567 29.8829345, 57.7320306 29.8829498)"
343679761,امام خمینی,residential,,False,False,102.296,"LINESTRING (57.7323575 29.8827625, 57.7325882 29.8829084, 57.7332802 29.8832119)"
343679733,,residential,,True,False,255.39899999999997,"LINESTRING (57.7307402 29.8828512, 57.7304739 29.8833181, 57.7303057 29.8834357, 57.7300697 29.8834799, 57.7296876 29.8834022, 57.7294753 29.8834028, 57.728646 29.8838653)"
594654850,,residential,,False,False,297.671,"LINESTRING (57.7307402 29.8828512, 57.7308483 29.8831248, 57.7308947 29.8833027, 57.7306057 29.883863, 57.7306164 29.8841634, 57.7305664 29.8847082, 57.7304665 29.8850085, 57.7307329 29.8853736)"
343679761,امام خمینی,residential,,False,True,102.296,"LINESTRING (57.7332802 29.8832119, 57.7325882 29.8829084, 57.7323575 29.8827625)"
594654852,,residential,,False,False,332.067,"LINESTRING (57.7332802 29.8832119, 57.7329769 29.8835934, 57.7323015 29.8851533, 57.7314883 29.8856401)"
594654847,,residential,,False,True,74.396,"LINESTRING (57.7275372 29.8846881, 57.7276617 29.8848103, 57.7273858 29.8852562)"
343679746,خیابان انقلاب,secondary,,False,False,121.573,"LINESTRING (57.7300875 29.8865669, 57.7295521 29.8875568)"
343679746,خیابان انقلاب,secondary,,False,True,26.725,"LINESTRING (57.7300875 29.8865669, 57.7302052 29.8863493)"
343679715,,residential,,False,False,438.951,"LINESTRING (57.7300875 29.8865669, 57.7305747 29.8867329, 57.7312347 29.8867895, 57.7314151 29.8868194, 57.7318526 29.8868228, 57.7325703 29.8869725, 57.7326125 29.8870823, 57.7326202 29.8871921, 57.7330078 29.887425, 57.7330538 29.8875248, 57.7330078 29.8877112, 57.7330538 29.887821, 57.7331076 29.8882203, 57.7329886 29.8884898)"
343679720,انقلاب ۱۰,residential,,False,True,131.60899999999998,"LINESTRING (57.7302101 29.8883567, 57.7303405 29.8880539, 57.7302676 29.8879408, 57.7298608 29.8876979, 57.7295521 29.8875568)"
343679715,,residential,,False,True,438.951,"LINESTRING (57.7329886 29.8884898, 57.7331076 29.8882203, 57.7330538 29.887821, 57.7330078 29.8877112, 57.7330538 29.8875248, 57.7330078 29.887425, 57.7326202 29.8871921, 57.7326125 29.8870823, 57.7325703 29.8869725, 57.7318526 29.8868228, 57.7314151 29.8868194, 57.7312347 29.8867895, 57.7305747 29.8867329, 57.7300875 29.8865669)"
343679746,خیابان انقلاب,secondary,,False,False,26.725,"LINESTRING (57.7302052 29.8863493, 57.7300875 29.8865669)"
343679746,خیابان انقلاب,secondary,,False,True,68.346,"LINESTRING (57.7302052 29.8863493, 57.7305062 29.8857928)"
594654847,,residential,,False,False,203.97899999999998,"LINESTRING (57.7302052 29.8863493, 57.7296314 29.8860532, 57.7291795 29.88595, 57.7290082 29.8861028, 57.7283634 29.885797)"
594654859,,residential,,False,True,521.7149999999999,"LINESTRING (57.7360445 29.8877614, 57.7347461 29.8872248, 57.7335905 29.8866924, 57.7328723 29.8860857, 57.732801 29.8858546, 57.7316024 29.8857639, 57.7314883 29.8856401)"
594654852,,residential,,False,False,78.625,"LINESTRING (57.7314883 29.8856401, 57.7307329 29.8853736)"
594654852,,residential,,False,True,332.067,"LINESTRING (57.7314883 29.8856401, 57.7323015 29.8851533, 57.7329769 29.8835934, 57.7332802 29.8832119)"
594654859,,residential,,False,False,521.715,"LINESTRING (57.7314883 29.8856401, 57.7316024 29.8857639, 57.732801 29.8858546, 57.7328723 29.8860857, 57.7335905 29.8866924, 57.7347461 29.8872248, 57.7360445 29.8877614)"
343679746,خیابان انقلاب,secondary,,False,False,68.346,"LINESTRING (57.7305062 29.8857928, 57.7302052 29.8863493)"
343679746,خیابان انقلاب,secondary,,False,True,51.482,"LINESTRING (57.7305062 29.8857928, 57.7307329 29.8853736)"
594654858,,residential,,False,False,291.541,"LINESTRING (57.7305062 29.8857928, 57.7299937 29.8855753, 57.7294276 29.8851129, 57.72897 29.8845052, 57.7283173 29.8840487)"
594654847,,residential,,False,False,74.396,"LINESTRING (57.7273858 29.8852562, 57.7276617 29.8848103, 57.7275372 29.8846881)"
594654847,,residential,,False,True,111.989,"LINESTRING (57.7273858 29.8852562, 57.7279282 29.8855906, 57.7283634 29.885797)"
343679722,ولیعصر,secondary,,False,False,75.353,"LINESTRING (57.7292221 29.8881711, 57.7295521 29.8875568)"
594654848,,residential,,False,False,142.174,"LINESTRING (57.7292221 29.8881711, 57.7279262 29.8875608)"
343679746,خیابان انقلاب,secondary,,False,False,51.482,"LINESTRING (57.7307329 29.8853736, 57.7305062 29.8857928)"
343679746,خیابان انقلاب,secondary,,False,True,297.138,"LINESTRING (57.7307329 29.8853736, 57.7320306 29.8829498)"
