osmid,highway,oneway,reversed,length,name,junction,geometry,maxspeed
434064846,tertiary,False,True,246.503,,,"LINESTRING (54.1407386 36.0268445, 54.1434635 36.0270853)",
321134178,secondary,True,False,20.918999999999997,میدان شهدا,roundabout,"LINESTRING (54.1407386 36.0268445, 54.1407211 36.0268893, 54.1406898 36.026929, 54.1406468 36.0269607, 54.1405951 36.0269822)",
321134178,secondary,True,False,16.45,میدان شهدا,roundabout,"LINESTRING (54.1405951 36.0269822, 54.1405354 36.0269924, 54.1404746 36.026989, 54.1404172 36.0269724)",
321134179,secondary,True,False,76.406,شهید شاهچراغی,,"LINESTRING (54.1405951 36.0269822, 54.1405515 36.0270919, 54.1404908 36.0273736, 54.1404465 36.0276573)",
321134178,secondary,True,False,21.255000000000003,میدان شهدا,roundabout,"LINESTRING (54.1404172 36.0269724, 54.1403689 36.0269449, 54.1403313 36.026908, 54.1403071 36.0268644, 54.140298 36.0268172)",
411940487,tertiary,False,False,186.644,,,"LINESTRING (54.140298 36.0268172, 54.1382354 36.0266305)",
321134178,secondary,True,False,23.590999999999998,میدان شهدا,roundabout,"LINESTRING (54.140298 36.0268172, 54.1403062 36.0267645, 54.1403331 36.0267162, 54.1403763 36.0266763, 54.140432 36.0266483)",
321134178,secondary,True,False,18.341,میدان شهدا,roundabout,"LINESTRING (54.140432 36.0266483, 54.1404978 36.0266345, 54.1405657 36.0266375, 54.1406293 36.0266569)",
411940478,secondary,True,False,87.465,شهید شاهچراغی,,"LINESTRING (54.140432 36.0266483, 54.1404756 36.0264827, 54.140577 36.0258709)",
321134178,secondary,True,False,24.522,میدان شهدا,roundabout,"LINESTRING (54.1406293 36.0266569, 54.1406731 36.0266832, 54.1407077 36.0267173, 54.1407309 36.0267572, 54.1407415 36.0268004, 54.1407386 36.0268445)",
411940478,secondary,True,False,8.583,شهید شاهچراغی,,"LINESTRING (54.140577 36.0258709, 54.1405897 36.0257944)",
411940483,tertiary,False,False,11.174,,,"LINESTRING (54.140577 36.0258709, 54.1406994 36.0258882)",
411940483,tertiary,False,False,68.232,,,"LINESTRING (54.1406994 36.0258882, 54.1414091 36.0261052)",
411940483,tertiary,False,True,11.174,,,"LINESTRING (54.1406994 36.0258882, 54.140577 36.0258709)",
414747553,secondary,True,False,85.708,شهید شاهچراغی,,"LINESTRING (54.1406994 36.0258882, 54.1406293 36.0266569)",
411940483,tertiary,False,True,68.232,,,"LINESTRING (54.1414091 36.0261052, 54.1406994 36.0258882)",
434064826,residential,False,False,205.16,,,"LINESTRING (54.1414091 36.0261052, 54.1416421 36.0242698)",30
411940483,tertiary,False,False,314.318,,,"LINESTRING (54.1414091 36.0261052, 54.1426375 36.026192, 54.1438821 36.0263352, 54.1439464 36.0263786, 54.1438606 36.0271204)",
411940485,tertiary,False,False,43.034,,,"LINESTRING (54.1438606 36.0271204, 54.1443387 36.0271369)",
434064846,tertiary,False,False,35.923,,,"LINESTRING (54.1438606 36.0271204, 54.1434635 36.0270853)",
411940483,tertiary,False,True,314.318,,,"LINESTRING (54.1438606 36.0271204, 54.1439464 36.0263786, 54.1438821 36.0263352, 54.1426375 36.026192, 54.1414091 36.0261052)",
434064826,residential,False,True,205.16,,,"LINESTRING (54.1416421 36.0242698, 54.1414091 36.0261052)",30
434064845,residential,False,True,239.625,,,"LINESTRING (54.1454663 36.0250202, 54.1454793 36.0257847, 54.1454135 36.0271741)",30
434064838,residential,False,False,65.07,,,"LINESTRING (54.1376921 36.0251675, 54.1384119 36.0252271)",30
434064838,residential,False,False,116.518,,,"LINESTRING (54.1384119 36.0252271, 54.1396953 36.0253709)",30
434064838,residential,False,True,65.07,,,"LINESTRING (54.1384119 36.0252271, 54.1376921 36.0251675)",30
434064852,residential,False,True,35.811,,,"LINESTRING (54.1384119 36.0252271, 54.1383716 36.0255475)",30
434064838,residential,False,True,116.518,,,"LINESTRING (54.1396953 36.0253709, 54.1384119 36.0252271)",30
434064843,residential,False,True,201.353,,,"LINESTRING (54.1383716 36.0255475, 54.1405897 36.0257944)",30
434064852,residential,False,False,35.811,,,"LINESTRING (54.1383716 36.0255475, 54.1384119 36.0252271)",30
434064852,residential,False,True,62.904,,,"LINESTRING (54.1383716 36.0255475, 54.1383008 36.0261103)",30
"[434064843, 434064819]",residential,False,"[False, True]",151.091,,,"LINESTRING (54.1383716 36.0255475, 54.1374233 36.0254516, 54.137338 36.0260334)",30
434064843,residential,False,False,201.353,,,"LINESTRING (54.1405897 36.0257944, 54.1383716 36.0255475)",30
434064839,residential,False,True,130.003,,,"LINESTRING (54.1358971 36.025939, 54.137338 36.0260334)",30
434064819,residential,False,True,57.018,,,"LINESTRING (54.137338 36.0260334, 54.1372633 36.0265426)",30
