osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge
176484163,میدان آزادی,secondary,20,roundabout,True,False,26.142,"LINESTRING (50.0157272 34.6938038, 50.0157043 34.6938595, 50.0156625 34.6939071, 50.0156054 34.6939425, 50.0155382 34.6939626)",
463637455,آزادی,tertiary,40,,True,False,139.69799999999998,"LINESTRING (50.0157272 34.6938038, 50.0157525 34.6938688, 50.0157884 34.6939212, 50.0160763 34.6941014, 50.0168644 34.6946208)",
176484163,میدان آزادی,secondary,20,roundabout,True,False,25.719,"LINESTRING (50.0155382 34.6939626, 50.0154679 34.6939656, 50.0153997 34.6939517, 50.0153392 34.6939222, 50.0152918 34.6938795)",
304609912,بلوار شهید مطهری,secondary,50,,True,False,166.946,"LINESTRING (50.0152918 34.6938795, 50.013632 34.6945054)",
176484163,میدان آزادی,secondary,20,roundabout,True,False,9.079,"LINESTRING (50.0152918 34.6938795, 50.0152684 34.6938435, 50.0152545 34.6938043)",
540207096,پردیس,residential,,,False,False,149.63,"LINESTRING (50.0152545 34.6938043, 50.0136184 34.6938389)",
176484163,میدان آزادی,secondary,20,roundabout,True,False,9.401,"LINESTRING (50.0152545 34.6938043, 50.0152508 34.6937621, 50.0152581 34.6937203)",
176484163,میدان آزادی,secondary,20,roundabout,True,False,25.019,"LINESTRING (50.0152581 34.6937203, 50.0152842 34.6936683, 50.0153271 34.6936245, 50.0153833 34.6935924, 50.0154482 34.6935746)",
176484165,بلوار شهید بهشتی,secondary,40,,True,False,259.531,"LINESTRING (50.0152581 34.6937203, 50.015179 34.6936155, 50.0150956 34.6935382, 50.0130977 34.6922182)",
176484163,میدان آزادی,secondary,20,roundabout,True,False,17.274,"LINESTRING (50.0154482 34.6935746, 50.0155111 34.6935722, 50.0155726 34.6935833, 50.0156285 34.6936072)",
1032546114,بلوار شهید صدوقی,secondary,50,,False,True,10.613,"LINESTRING (50.0156285 34.6936072, 50.0156947 34.6935288)",
176484163,میدان آزادی,secondary,20,roundabout,True,False,16.81,"LINESTRING (50.0156285 34.6936072, 50.0156738 34.6936411, 50.0157072 34.6936833, 50.0157265 34.6937312)",
540206975,,residential,,,False,False,92.451,"LINESTRING (50.0157265 34.6937312, 50.0166648 34.6934212)",
176484163,میدان آزادی,secondary,20,roundabout,True,False,8.108,"LINESTRING (50.0157265 34.6937312, 50.015731 34.6937674, 50.0157272 34.6938038)",
304658154,استاد زین العابدین نصیر,unclassified,,,False,False,219.50599999999994,"LINESTRING (50.0134158 34.6912318, 50.0135852 34.6910872, 50.0136568 34.6910577, 50.0137545 34.6910738, 50.0139043 34.6911809, 50.0140867 34.691355, 50.0143049 34.6913978, 50.0145687 34.6914701, 50.0148195 34.6915611, 50.0150409 34.6916522, 50.0151907 34.6916656, 50.0153405 34.6916281, 50.0155072 34.6916137)",
304658154,استاد زین العابدین نصیر,unclassified,,,False,False,239.10700000000003,"LINESTRING (50.0155072 34.6916137, 50.0157769 34.691612, 50.0159593 34.6915906, 50.0161645 34.6915906, 50.0163729 34.691604, 50.0166172 34.6916361, 50.0167409 34.6916843, 50.0168907 34.6917272, 50.0170959 34.6917486, 50.0172685 34.6917459, 50.0174411 34.6917539, 50.0176333 34.6917914, 50.0177994 34.6918503, 50.0179589 34.6919093, 50.0180296 34.6919657)",
304658154,استاد زین العابدین نصیر,unclassified,,,False,True,219.50599999999997,"LINESTRING (50.0155072 34.6916137, 50.0153405 34.6916281, 50.0151907 34.6916656, 50.0150409 34.6916522, 50.0148195 34.6915611, 50.0145687 34.6914701, 50.0143049 34.6913978, 50.0140867 34.691355, 50.0139043 34.6911809, 50.0137545 34.6910738, 50.0136568 34.6910577, 50.0135852 34.6910872, 50.0134158 34.6912318)",
304658155,,unclassified,,,False,True,254.98299999999998,"LINESTRING (50.0155072 34.6916137, 50.0155401 34.6915318, 50.0155884 34.691448, 50.0156957 34.691373, 50.0158834 34.6912451, 50.0159103 34.6910996, 50.0158834 34.6909761, 50.0157601 34.6908702, 50.0155455 34.6908129, 50.0153416 34.6907158, 50.0151646 34.6906056, 50.015009 34.6904821, 50.0148481 34.6903541, 50.0147891 34.6902042, 50.0148588 34.6900542, 50.0149178 34.6899263)",
540206862,امامزاده ابوالعلا,residential,,,False,True,185.35199999999998,"LINESTRING (50.0155072 34.6916137, 50.0162581 34.6925051, 50.0168786 34.6927243, 50.0169053 34.6927405)",
