osmid,highway,oneway,reversed,length,geometry,name,bridge,maxspeed
1012503088,residential,False,False,24.736,"LINESTRING (46.4760993 38.0112469, 46.4759204 38.011419)",,,
1012503089,residential,False,False,27.555,"LINESTRING (46.4760993 38.0112469, 46.4758842 38.0110661)",,,
1012503089,residential,False,True,51.826,"LINESTRING (46.4760993 38.0112469, 46.4762288 38.0113788, 46.4765931 38.0114637)",,,
1012503069,residential,False,False,48.879,"LINESTRING (46.4763263 38.0141932, 46.4768779 38.0141271)",,,
"[775903775, 1012503071]",residential,False,"[False, True]",76.782,"LINESTRING (46.4763263 38.0141932, 46.4763053 38.0140975, 46.4762945 38.0139517, 46.476316 38.0138534, 46.4763455 38.0137732, 46.4764658 38.0135267)",,,
324053149,tertiary,False,False,81.824,"LINESTRING (46.4788486 38.0055436, 46.4784613 38.0062132)",ولیعصر,,
324057039,tertiary,False,False,9.004,"LINESTRING (46.4765649 38.0116842, 46.4765441 38.0117635)",امام خمینی,,
324057039,tertiary,False,True,24.643,"LINESTRING (46.4765649 38.0116842, 46.4765931 38.0114637)",امام خمینی,,
438289142,tertiary,False,False,80.02600000000001,"LINESTRING (46.4798301 38.0093175, 46.4792323 38.0092778, 46.4789189 38.009284)",,,
438289142,tertiary,False,True,171.86,"LINESTRING (46.4798301 38.0093175, 46.4800101 38.0093592, 46.4801854 38.0094632, 46.4804878 38.0095786, 46.4812416 38.0097999, 46.4815982 38.0099658)",,,
775903794,residential,False,False,305.183,"LINESTRING (46.4798301 38.0093175, 46.4807028 38.0092814, 46.4817676 38.009275, 46.4832912 38.0094751)",,,
324057039,tertiary,False,True,0.59,"LINESTRING (46.4778125 38.0093877, 46.4778183 38.009385)",امام خمینی,,
324057039,tertiary,False,False,66.955,"LINESTRING (46.4778125 38.0093877, 46.4777042 38.0094494, 46.4774337 38.0098982)",امام خمینی,,
438289142,tertiary,False,True,98.79700000000001,"LINESTRING (46.4778125 38.0093877, 46.4778958 38.0094135, 46.4779888 38.0094102, 46.4781616 38.0093932, 46.4784041 38.0093497, 46.4788506 38.0092854, 46.4789189 38.009284)",,,
775903742,residential,False,False,50.095,"LINESTRING (46.4749722 38.0069112, 46.4751841 38.00713, 46.4753759 38.0070412)",,,
775903743,residential,False,True,27.662,"LINESTRING (46.4741406 38.0088879, 46.474299 38.0086727)",,,
775903762,residential,False,False,14.36,"LINESTRING (46.4741406 38.0088879, 46.4741152 38.0088439, 46.4740247 38.0088059)",,,
775903762,residential,False,True,226.82899999999998,"LINESTRING (46.4741406 38.0088879, 46.4741689 38.0089369, 46.4743298 38.0089834, 46.4755368 38.0085903, 46.4759123 38.0080662, 46.4760035 38.0079394, 46.4760765 38.0078922)",,,
775903743,residential,False,False,27.662,"LINESTRING (46.474299 38.0086727, 46.4741406 38.0088879)",,,
775903744,residential,False,True,24.673,"LINESTRING (46.4740247 38.0088059, 46.4741528 38.0086083)",,,
775903762,residential,False,False,54.074,"LINESTRING (46.4740247 38.0088059, 46.4738738 38.0087425, 46.4737612 38.0086917, 46.4736807 38.0086241, 46.47367 38.0084677)",,,
775903762,residential,False,True,14.36,"LINESTRING (46.4740247 38.0088059, 46.4741152 38.0088439, 46.4741406 38.0088879)",,,
775903744,residential,False,False,24.673,"LINESTRING (46.4741528 38.0086083, 46.4740247 38.0088059)",,,
324057039,tertiary,False,False,0.59,"LINESTRING (46.4778183 38.009385, 46.4778125 38.0093877)",امام خمینی,,
"[324057040, 324053149, 324057039]",tertiary,False,True,33.82,"LINESTRING (46.4778183 38.009385, 46.4778437 38.0093733, 46.4779581 38.0091702, 46.4779875 38.0091162)","['ولیعصر', 'امام خمینی']",yes,
775903747,residential,False,True,39.154,"LINESTRING (46.476072 38.0089979, 46.4765024 38.0089031)",,,
775903749,residential,False,False,35.284,"LINESTRING (46.476072 38.0089979, 46.4761724 38.0093052)",,,
775903749,residential,False,True,65.133,"LINESTRING (46.476072 38.0089979, 46.4759526 38.0086326, 46.476202 38.0085628)",,,
775903747,residential,False,False,39.154,"LINESTRING (46.4765024 38.0089031, 46.476072 38.0089979)",,,
775903748,residential,False,True,52.833,"LINESTRING (46.4774393 38.009148, 46.4772534 38.008696)",,,
775903811,residential,False,False,48.159,"LINESTRING (46.4774393 38.009148, 46.4779875 38.0091162)",,,
775903811,residential,False,True,54.739,"LINESTRING (46.4774393 38.009148, 46.4768162 38.0091842)",,,
775903748,residential,False,False,52.833,"LINESTRING (46.4772534 38.008696, 46.4774393 38.009148)",,,
775903749,residential,False,True,35.284,"LINESTRING (46.4761724 38.0093052, 46.476072 38.0089979)",,,
775903811,residential,False,False,58.02,"LINESTRING (46.4761724 38.0093052, 46.4762181 38.0092919, 46.4768162 38.0091842)",,,
775903811,residential,False,True,81.031,"LINESTRING (46.4761724 38.0093052, 46.4757675 38.009423, 46.4753161 38.0095797)",,,
775903749,residential,False,False,65.133,"LINESTRING (46.476202 38.0085628, 46.4759526 38.0086326, 46.476072 38.0089979)",,,
775903750,residential,False,True,87.577,"LINESTRING (46.4753161 38.0095797, 46.4751613 38.0088016)",,,
775903811,residential,False,True,56.158,"LINESTRING (46.4753161 38.0095797, 46.4747295 38.0097833)",,,
775903811,residential,False,False,81.031,"LINESTRING (46.4753161 38.0095797, 46.4757675 38.009423, 46.4761724 38.0093052)",,,
775903750,residential,False,False,87.577,"LINESTRING (46.4751613 38.0088016, 46.4753161 38.0095797)",,,
775903751,residential,False,True,96.322,"LINESTRING (46.4738263 38.0099848, 46.4738148 38.0091186)",,,
775903811,residential,False,False,30.181,"LINESTRING (46.4738263 38.0099848, 46.4741615 38.0099222)",,,
775903751,residential,False,False,96.322,"LINESTRING (46.4738148 38.0091186, 46.4738263 38.0099848)",,,
775903752,residential,False,True,84.596,"LINESTRING (46.4741615 38.0099222, 46.4740992 38.009163)",,,
775903811,residential,False,True,30.181,"LINESTRING (46.4741615 38.0099222, 46.4738263 38.0099848)",,,
775903811,residential,False,False,52.308,"LINESTRING (46.4741615 38.0099222, 46.4745256 38.0098541, 46.4747295 38.0097833)",,,
775903752,residential,False,False,84.596,"LINESTRING (46.4740992 38.009163, 46.4741615 38.0099222)",,,
775903753,residential,False,True,76.322,"LINESTRING (46.4747295 38.0097833, 46.4745229 38.0091165)",,,
775903811,residential,False,False,56.158,"LINESTRING (46.4747295 38.0097833, 46.4753161 38.0095797)",,,
775903811,residential,False,True,52.308,"LINESTRING (46.4747295 38.0097833, 46.4745256 38.0098541, 46.4741615 38.0099222)",,,
775903753,residential,False,False,76.322,"LINESTRING (46.4745229 38.0091165, 46.4747295 38.0097833)",,,
775903755,residential,False,True,135.729,"LINESTRING (46.4768162 38.0091842, 46.4765212 38.0079859)",,,
775903811,residential,False,False,54.739,"LINESTRING (46.4768162 38.0091842, 46.4774393 38.009148)",,,
775903811,residential,False,True,58.02,"LINESTRING (46.4768162 38.0091842, 46.4762181 38.0092919, 46.4761724 38.0093052)",,,
775903755,residential,False,False,135.729,"LINESTRING (46.4765212 38.0079859, 46.4768162 38.0091842)",,,
775903756,residential,False,True,71.288,"LINESTRING (46.4757441 38.0063864, 46.4763308 38.0059422)",,,
775903760,residential,False,False,46.887,"LINESTRING (46.4757441 38.0063864, 46.4753225 38.0061267)",,,
775903760,residential,False,True,186.363,"LINESTRING (46.4757441 38.0063864, 46.4761242 38.0066206, 46.4773044 38.0057182)",,,
775903756,residential,False,False,71.288,"LINESTRING (46.4763308 38.0059422, 46.4757441 38.0063864)",,,
775903757,residential,False,True,95.436,"LINESTRING (46.4753225 38.0061267, 46.4762288 38.0056506)",,,
775903760,residential,False,False,16.138,"LINESTRING (46.4753225 38.0061267, 46.4751774 38.0060373)",,,
775903760,residential,False,True,46.887,"LINESTRING (46.4753225 38.0061267, 46.4757441 38.0063864)",,,
775903757,residential,False,False,95.436,"LINESTRING (46.4762288 38.0056506, 46.4753225 38.0061267)",,,
775903758,residential,False,True,121.993,"LINESTRING (46.4767259 38.0073923, 46.4768833 38.0073645, 46.477181 38.0069778, 46.4773366 38.0070539, 46.4775431 38.0067178)",,,
775903759,residential,False,False,56.716,"LINESTRING (46.4767259 38.0073923, 46.4767653 38.0074575, 46.4766204 38.0078802)",,,
775903759,residential,False,True,138.934,"LINESTRING (46.4767259 38.0073923, 46.4766633 38.0072885, 46.4765695 38.0072335, 46.4753276 38.0068742)",,,
775903758,residential,False,False,121.993,"LINESTRING (46.4775431 38.0067178, 46.4773366 38.0070539, 46.477181 38.0069778, 46.4768833 38.0073645, 46.4767259 38.0073923)",,,
775903760,residential,False,True,114.838,"LINESTRING (46.4760765 38.0078922, 46.4758024 38.0075695, 46.4756441 38.0074913, 46.4753759 38.0070412)",,,
775903762,residential,False,False,226.82899999999995,"LINESTRING (46.4760765 38.0078922, 46.4760035 38.0079394, 46.4759123 38.0080662, 46.4755368 38.0085903, 46.4743298 38.0089834, 46.4741689 38.0089369, 46.4741406 38.0088879)",,,
775903762,residential,False,True,50.295,"LINESTRING (46.4760765 38.0078922, 46.4761537 38.0078422, 46.4762986 38.007876, 46.4764488 38.0078887, 46.4766204 38.0078802)",,,
775903760,residential,False,True,19.046,"LINESTRING (46.4753759 38.0070412, 46.4753276 38.0068742)",,,
775903742,residential,False,True,50.095,"LINESTRING (46.4753759 38.0070412, 46.4751841 38.00713, 46.4749722 38.0069112)",,,
775903760,residential,False,False,114.838,"LINESTRING (46.4753759 38.0070412, 46.4756441 38.0074913, 46.4758024 38.0075695, 46.4760765 38.0078922)",,,
775903760,residential,False,False,19.046,"LINESTRING (46.4753276 38.0068742, 46.4753759 38.0070412)",,,
775903760,residential,False,True,93.985,"LINESTRING (46.4753276 38.0068742, 46.4751774 38.0060373)",,,
775903759,residential,False,False,138.934,"LINESTRING (46.4753276 38.0068742, 46.4765695 38.0072335, 46.4766633 38.0072885, 46.4767259 38.0073923)",,,
775903760,residential,False,False,93.985,"LINESTRING (46.4751774 38.0060373, 46.4753276 38.0068742)",,,
775903760,residential,False,True,16.138,"LINESTRING (46.4751774 38.0060373, 46.4753225 38.0061267)",,,
