osmid,oneway,name,highway,junction,reversed,length,geometry,lanes
214368874,True,میدان فردوسی,primary,roundabout,False,13.371,"LINESTRING (44.7660966 38.1934815, 44.7661656 38.1934681, 44.7662475 38.19347)",
214368874,True,میدان فردوسی,primary,roundabout,False,32.047,"LINESTRING (44.7661684 38.1938709, 44.7660981 38.1938577, 44.7660353 38.1938297, 44.7659847 38.1937891, 44.7659506 38.193739, 44.7659352 38.1936792)",
214368872,True,میدان توحید,primary,roundabout,False,14.602,"LINESTRING (44.7662385 38.1957217, 44.76632 38.1957074, 44.7664032 38.1957137)",
214369163,True,خیابان امام خمینی ره,primary,,False,206.08499999999998,"LINESTRING (44.7662385 38.1957217, 44.7662629 38.1954961, 44.7662284 38.1947786, 44.7661738 38.1939949, 44.7661684 38.1938709)",
214368872,True,میدان توحید,primary,roundabout,False,36.376,"LINESTRING (44.7663531 38.1961263, 44.76627 38.1961201, 44.7661933 38.1960939, 44.7661307 38.1960505, 44.7660883 38.195994, 44.7660701 38.195931)",
1169249166,False,خیابان امام خمینی ره,primary,,True,149.777,"LINESTRING (44.7663531 38.1961263, 44.7663994 38.1965433, 44.7664726 38.1974699)",
214368438,False,بهشتی,tertiary,,True,83.424,"LINESTRING (44.772058 38.197198, 44.7721173 38.1979468)",
214369058,False,کاشانی,residential,,False,110.044,"LINESTRING (44.772058 38.197198, 44.7733143 38.19713)",
1031118585,False,قرنی,tertiary,,False,116.453,"LINESTRING (44.772058 38.197198, 44.7732127 38.1977208)",
1031118585,False,قرنی,tertiary,,True,60.662,"LINESTRING (44.772058 38.197198, 44.7713652 38.1972324)",
214368438,False,بهشتی,tertiary,,False,176.05200000000002,"LINESTRING (44.772058 38.197198, 44.7720036 38.1965121, 44.7719327 38.1956178)",
214369157,False,سینا,residential,,True,74.876,"LINESTRING (44.772881 38.1926005, 44.7729529 38.1932715)",
214369211,False,کوچه شهید مختاری,residential,,True,103.754,"LINESTRING (44.772881 38.1926005, 44.7727706 38.1925894, 44.7716976 38.1926516)",
214368438,False,بهشتی,tertiary,,False,14.25,"LINESTRING (44.7716976 38.1926516, 44.7716874 38.1925237)",
214368438,False,بهشتی,tertiary,,True,75.57300000000001,"LINESTRING (44.7716976 38.1926516, 44.7717271 38.1930517, 44.7717476 38.1933301)",
