osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes
219690862,امام خمینی,secondary,60,False,True,26.076,"LINESTRING (49.3129884 37.2982389, 49.3127817 37.2980717)",,
617641166,امام خمینی,secondary,60,True,False,43.281,"LINESTRING (49.3129884 37.2982389, 49.3132471 37.2984677, 49.3133171 37.2985272)",,
165331462,میدان بسیج,secondary,,True,False,7.003,"LINESTRING (49.3142782 37.2998648, 49.3143176 37.2998678, 49.3143547 37.2998788)",roundabout,
165331462,میدان بسیج,secondary,,True,False,50.524,"LINESTRING (49.313762 37.3000563, 49.313842 37.300025, 49.3142391 37.2998698, 49.3142782 37.2998648)",roundabout,
239500147,طالقانی,secondary,,True,False,23.688,"LINESTRING (49.3143999 37.3000677, 49.3144471 37.3002774)",,
165331462,میدان بسیج,secondary,,True,False,15.207999999999998,"LINESTRING (49.3143999 37.3000677, 49.3143704 37.3000887, 49.3142516 37.3001351)",roundabout,
165331462,میدان بسیج,secondary,,True,False,17.458,"LINESTRING (49.3137032 37.3001956, 49.3136959 37.3001648, 49.3136985 37.3001334, 49.3137111 37.3001037, 49.3137327 37.3000774, 49.313762 37.3000563)",roundabout,
165331526,بلوار شهید پورنصیری,secondary,40,True,False,141.07999999999998,"LINESTRING (49.3137032 37.3001956, 49.3134464 37.2998936, 49.3133971 37.2997376, 49.313197 37.2991051, 49.3131715 37.2990163)",,1
761436862,سردار جنگل,secondary,50,True,False,25.725,"LINESTRING (49.3138932 37.3002752, 49.3136274 37.3003691)",,
165331462,میدان بسیج,secondary,,True,False,17.459,"LINESTRING (49.3138932 37.3002752, 49.3138542 37.3002801, 49.313815 37.300277, 49.313778 37.300266, 49.3137457 37.3002479, 49.3137202 37.3002239)",roundabout,
219695593,فلسطین,secondary,,True,False,49.994,"LINESTRING (49.3131704 37.3009726, 49.3126471 37.3008027)",,
936323860,سردار جنگل,secondary,50,True,False,131.335,"LINESTRING (49.3131704 37.3009726, 49.3127715 37.3021103)",,
760899846,بلوار برشنورد,secondary,,True,False,39.738,"LINESTRING (49.3189573 37.3012845, 49.3185339 37.301165)",,
760899849,,secondary,,True,False,9.256,"LINESTRING (49.3189573 37.3012845, 49.3189667 37.3012471, 49.3190143 37.3012226)",roundabout,
219693436,طلوعی,secondary,50,False,True,96.12,"LINESTRING (49.3118955 37.3056509, 49.3123759 37.3054859, 49.3128932 37.3053082)",,
687980069,طلوعی,secondary,,True,False,32.113,"LINESTRING (49.3118955 37.3056509, 49.3115988 37.3057571, 49.3115644 37.3057694)",,
165331468,میدان سردار جنگل,secondary,,True,False,3.539,"LINESTRING (49.3115644 37.3057694, 49.3115265 37.3057796)",roundabout,
219690862,امام خمینی,secondary,60,False,False,26.076,"LINESTRING (49.3127817 37.2980717, 49.3129884 37.2982389)",,
219690862,امام خمینی,secondary,60,False,True,95.164,"LINESTRING (49.3127817 37.2980717, 49.312705 37.2980178, 49.3123978 37.2978019, 49.3121854 37.2976527, 49.3119754 37.2975051)",,
239500160,بیژن حقیری,residential,30,False,True,125.12400000000001,"LINESTRING (49.3127817 37.2980717, 49.3131382 37.2978683, 49.3133566 37.2977436, 49.3138286 37.2974743, 49.3139311 37.2974158)",,
1033114089,,residential,,False,True,24.549,"LINESTRING (49.3133171 37.2985272, 49.3135185 37.2983753)",,
617641166,امام خمینی,secondary,60,True,False,52.055,"LINESTRING (49.3133171 37.2985272, 49.3134642 37.2987883, 49.3135338 37.2989617)",,
219692407,طالقانی,secondary,,False,True,47.713,"LINESTRING (49.3149216 37.3045182, 49.3146852 37.3041325)",,
219692970,میدان عباسیه کهن,secondary,30,True,False,18.840999999999998,"LINESTRING (49.3149216 37.3045182, 49.3149499 37.3045093, 49.3149801 37.3045065, 49.3150102 37.30451, 49.3150381 37.3045197, 49.3150619 37.3045348, 49.31508 37.3045543, 49.3150911 37.3045768)",roundabout,
219692407,طالقانی,secondary,,False,True,14.367,"LINESTRING (49.3140637 37.3027097, 49.3140806 37.3025812)",,
219692407,طالقانی,secondary,,False,False,95.288,"LINESTRING (49.3140637 37.3027097, 49.3141151 37.3030021, 49.3142385 37.3033136, 49.314351 37.303531)",,
1243256705,,residential,,False,True,51.18300000000001,"LINESTRING (49.3140637 37.3027097, 49.3138423 37.302662, 49.3137933 37.3026603, 49.3137358 37.3026603, 49.3135016 37.3027111)",,
239500215,جمهوری,residential,30,False,False,24.81,"LINESTRING (49.3141376 37.3023174, 49.314382 37.3022079)",,
219692407,طالقانی,secondary,,False,False,29.820999999999998,"LINESTRING (49.3141376 37.3023174, 49.3140829 37.3025327, 49.3140806 37.3025812)",,
219692407,طالقانی,secondary,,False,True,84.705,"LINESTRING (49.3141376 37.3023174, 49.3143726 37.301739, 49.3144191 37.3015896)",,
239500147,طالقانی,secondary,,True,False,23.439,"LINESTRING (49.3144471 37.3002774, 49.3142516 37.3001351)",,
219692407,طالقانی,secondary,,False,False,39.751000000000005,"LINESTRING (49.3144471 37.3002774, 49.3145818 37.300557, 49.314585 37.300615)",,
219693214,بیژن حقیری,secondary,60,False,False,79.711,"LINESTRING (49.3189706 37.3016055, 49.3188316 37.3019428, 49.3186903 37.3022868)",,
997289676,خیابان بیژن حقیری,secondary,,True,False,35.795,"LINESTRING (49.3189706 37.3016055, 49.3189757 37.3014066, 49.3189573 37.3012845)",,
760899839,شکوری,residential,,False,True,56.451,"LINESTRING (49.3186903 37.3022868, 49.3183565 37.3018541)",,
219693214,بیژن حقیری,secondary,60,False,False,50.835,"LINESTRING (49.3186903 37.3022868, 49.318437 37.3026029, 49.3183713 37.3026665)",,
219693214,بیژن حقیری,secondary,60,False,True,79.711,"LINESTRING (49.3186903 37.3022868, 49.3188316 37.3019428, 49.3189706 37.3016055)",,
760899843,عدالت,residential,30,False,True,62.989,"LINESTRING (49.3186903 37.3022868, 49.3192269 37.3022809, 49.3193999 37.3023043)",,
219693436,طلوعی,secondary,50,False,False,45.964,"LINESTRING (49.3148764 37.3046436, 49.3143966 37.3048024)",,
219692970,میدان عباسیه کهن,secondary,30,True,False,16.058,"LINESTRING (49.3148764 37.3046436, 49.3148654 37.3046212, 49.314862 37.3045973, 49.3148664 37.3045735, 49.3148785 37.3045514, 49.3148973 37.3045325, 49.3149216 37.3045182)",roundabout,
219693687,فضیلت,secondary,,False,False,70.643,"LINESTRING (49.3150276 37.3046827, 49.3152609 37.3052903)",,2
219692970,میدان عباسیه کهن,secondary,30,True,False,15.439,"LINESTRING (49.3150276 37.3046827, 49.3149999 37.3046898, 49.3149709 37.3046912, 49.3149423 37.3046869, 49.314916 37.3046771, 49.3148936 37.3046623, 49.3148764 37.3046436)",roundabout,
219695530,جعفری,secondary,,False,False,11.439,"LINESTRING (49.3100587 37.303487, 49.3100697 37.3033845)",,
1187209166,خالق پرست,residential,,False,False,61.424,"LINESTRING (49.3100587 37.303487, 49.3107377 37.3033711)",,
219695530,جعفری,secondary,,False,True,43.096999999999994,"LINESTRING (49.3100587 37.303487, 49.310085 37.3036913, 49.3101538 37.3038651)",,
219695530,جعفری,secondary,,False,False,47.385,"LINESTRING (49.3112842 37.3011377, 49.3117726 37.3009626)",,
219695530,جعفری,secondary,,False,True,13.41,"LINESTRING (49.3112842 37.3011377, 49.3111494 37.3011929)",,
235476884,عمار,residential,30,False,False,205.627,"LINESTRING (49.3112842 37.3011377, 49.3110272 37.3008689, 49.3107183 37.3005458, 49.3106548 37.300459, 49.3106684 37.300394, 49.3107229 37.3002061, 49.3108196 37.2994636)",,
929183329,خیابان جعفری,secondary,,True,False,18.112,"LINESTRING (49.3136274 37.3003691, 49.3137202 37.3002239)",,
936323860,سردار جنگل,secondary,50,True,False,78.351,"LINESTRING (49.3136274 37.3003691, 49.3134956 37.3005331, 49.3131704 37.3009726)",,
929183330,خیابان جعفری,secondary,,True,False,88.678,"LINESTRING (49.3127579 37.3007661, 49.3136274 37.3003691)",,
761436451,ریحانی,residential,,False,False,126.551,"LINESTRING (49.3127579 37.3007661, 49.3124449 37.300286, 49.3121767 37.3003862, 49.3119702 37.3000641)",,
219695530,جعفری,secondary,,False,False,64.308,"LINESTRING (49.3106853 37.3047942, 49.3103787 37.3042698)",,
219695530,جعفری,secondary,,False,True,87.932,"LINESTRING (49.3106853 37.3047942, 49.3110175 37.3052767, 49.3111845 37.3054774)",,
235315353,قتل زاد,residential,30,False,False,94.275,"LINESTRING (49.3106853 37.3047942, 49.3098614 37.3052968, 49.3098449 37.3053144)",,
958801138,خیابان جعفری,secondary,,True,False,23.081,"LINESTRING (49.3111845 37.3054774, 49.3114287 37.3055506)",,
219695530,جعفری,secondary,,False,False,87.932,"LINESTRING (49.3111845 37.3054774, 49.3110175 37.3052767, 49.3106853 37.3047942)",,
929183330,خیابان جعفری,secondary,,True,False,10.612,"LINESTRING (49.3126471 37.3008027, 49.3127579 37.3007661)",,
219695530,جعفری,secondary,,False,True,80.045,"LINESTRING (49.3126471 37.3008027, 49.312023 37.3008728, 49.3117726 37.3009626)",,
219692407,طالقانی,secondary,,False,False,14.367,"LINESTRING (49.3140806 37.3025812, 49.3140637 37.3027097)",,
219692407,طالقانی,secondary,,False,True,29.820999999999998,"LINESTRING (49.3140806 37.3025812, 49.3140829 37.3025327, 49.3141376 37.3023174)",,
