osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,tunnel
118110303,امام خمینی,tertiary,False,True,169.132,"LINESTRING (55.5391385 29.6032005, 55.538807 29.6030221, 55.538407 29.6026837, 55.5378702 29.6021663)",,,,,
357229626,بزرگراه سیرجان - شهر بابک,trunk,True,False,263.55199999999996,"LINESTRING (55.5391385 29.6032005, 55.5394131 29.6022131, 55.5395994 29.6015434, 55.5397084 29.6011513, 55.5397828 29.6008975)",2,71,110,,
941664780,,residential,False,False,14.667,"LINESTRING (55.5400075 29.5963089, 55.5401235 29.5963939)",,,,,
118110277,شهدا,residential,True,False,12.163,"LINESTRING (55.5384395 29.598488, 55.5385636 29.5985059)",,,,,
118110329,شهید مطهری,tertiary,True,False,197.678,"LINESTRING (55.5384395 29.598488, 55.5395239 29.5969809)",,,,,
603489104,شهدا,residential,False,False,182.46,"LINESTRING (55.5384395 29.598488, 55.5368699 29.597577)",,,,,
603489104,شهدا,residential,False,True,66.134,"LINESTRING (55.5345034 29.5962033, 55.5350723 29.5965335)",,,,,
118110312,امام خمینی,residential,False,False,76.06400000000001,"LINESTRING (55.5345034 29.5962033, 55.5342708 29.5966467, 55.5343075 29.5968408)",,,,,
118110329,شهید مطهری,tertiary,True,False,141.908,"LINESTRING (55.5375993 29.5996447, 55.5383831 29.5985657)",,,,,
779067294,,residential,False,True,61.798,"LINESTRING (55.5375993 29.5996447, 55.5370856 29.599314)",,,,,
118110320,,tertiary,True,False,62.428,"LINESTRING (55.5417841 29.596128, 55.5416107 29.5960472, 55.5414807 29.5960499, 55.5413816 29.5961065, 55.5412682 29.5962501)",,,,,
118110336,بزرگراه سیرجان - شهر بابک,trunk,True,False,177.796,"LINESTRING (55.5412682 29.5962501, 55.5410619 29.5969751, 55.5407971 29.5977955)",2,71,110,,
941664780,,residential,False,True,14.667,"LINESTRING (55.5401235 29.5963939, 55.5400075 29.5963089)",,,,,
118110239,شهید مطهری,tertiary,True,False,279.116,"LINESTRING (55.5401235 29.5963939, 55.5395913 29.597093, 55.5385636 29.5985059)",,,,,
941664780,,residential,False,False,78.67800000000001,"LINESTRING (55.5401235 29.5963939, 55.5406442 29.5967767, 55.5407606 29.5968306)",,,,,
118110312,امام خمینی,residential,False,False,95.345,"LINESTRING (55.5343075 29.5968408, 55.534586 29.5976106, 55.5346032 29.5976588)",,,,,
118110312,امام خمینی,residential,False,True,76.06400000000001,"LINESTRING (55.5343075 29.5968408, 55.5342708 29.5966467, 55.5345034 29.5962033)",,,,,
118110312,امام خمینی,residential,False,False,43.597,"LINESTRING (55.5349254 29.5984534, 55.5351795 29.5987773)",,,,,
118110312,امام خمینی,residential,False,True,94.049,"LINESTRING (55.5349254 29.5984534, 55.5348429 29.5983327, 55.5346032 29.5976588)",,,,,
603489096,,residential,False,False,230.676,"LINESTRING (55.5349254 29.5984534, 55.534113 29.5992403, 55.5333975 29.6000449)",,,,,
118110239,شهید مطهری,tertiary,True,False,18.753,"LINESTRING (55.5385636 29.5985059, 55.5384586 29.5986477)",,,,,
"[118110277, 118110279]",شهدا,residential,True,False,194.858,"LINESTRING (55.5385636 29.5985059, 55.5398317 29.5992351, 55.5399665 29.5993923, 55.5396973 29.5993803)",,,,,
118110329,شهید مطهری,tertiary,True,False,10.217,"LINESTRING (55.5383831 29.5985657, 55.5384395 29.598488)",,,,,
118110239,شهید مطهری,tertiary,True,False,120.711,"LINESTRING (55.5384586 29.5986477, 55.5377828 29.5995605)",,,,,
118110279,شهدا,residential,True,False,11.68,"LINESTRING (55.5384586 29.5986477, 55.5383831 29.5985657)",,,,,
118110279,شهدا,residential,True,False,144.842,"LINESTRING (55.5396973 29.5993803, 55.5384586 29.5986477)",,,,,
1169238539,,residential,False,False,65.667,"LINESTRING (55.5396973 29.5993803, 55.5393299 29.599877)",,,,,
118110268,,residential,False,True,89.711,"LINESTRING (55.5372489 29.6002816, 55.538033 29.600713)",,,,,
118110239,شهید مطهری,tertiary,True,False,66.001,"LINESTRING (55.5372489 29.6002816, 55.5369916 29.6006151, 55.536926 29.6007984)",,,,,
118110315,,residential,False,True,24.457,"LINESTRING (55.5393689 29.6003827, 55.5392319 29.6005676)",,,,,
118110315,,residential,False,False,24.457,"LINESTRING (55.5392319 29.6005676, 55.5393689 29.6003827)",,,,,
779066939,,residential,False,False,179.359,"LINESTRING (55.5392319 29.6005676, 55.5377828 29.5995605)",,,,,
779066939,,residential,False,True,64.673,"LINESTRING (55.5392319 29.6005676, 55.5397828 29.6008975)",,,,,
118110315,,residential,False,True,75.862,"LINESTRING (55.5392319 29.6005676, 55.5389966 29.6008403, 55.5387363 29.6010958)",,,,,
118110236,میدان امام خمینی,tertiary,True,False,18.351999999999997,"LINESTRING (55.5367796 29.6007066, 55.5368394 29.6007189, 55.5368963 29.6007555, 55.536926 29.6007984)",,,,roundabout,
118110329,شهید مطهری,tertiary,True,False,142.39600000000002,"LINESTRING (55.5367796 29.6007066, 55.5369241 29.6005614, 55.5375993 29.5996447)",,,,,
118110268,,residential,False,False,89.711,"LINESTRING (55.538033 29.600713, 55.5372489 29.6002816)",,,,,
118110268,,residential,False,True,80.221,"LINESTRING (55.538033 29.600713, 55.5387363 29.6010958)",,,,,
1169238538,,residential,False,True,119.59299999999999,"LINESTRING (55.538033 29.600713, 55.5377716 29.6009638, 55.5384032 29.6014554)",,,,,
118110236,میدان امام خمینی,tertiary,True,False,7.498,"LINESTRING (55.5367035 29.6007196, 55.5367796 29.6007066)",,,,roundabout,
118110312,امام خمینی,residential,False,True,87.267,"LINESTRING (55.5367035 29.6007196, 55.5361948 29.6000713)",,,,,
118110236,میدان امام خمینی,tertiary,True,False,24.009999999999998,"LINESTRING (55.536926 29.6007984, 55.5369368 29.6008505, 55.5369199 29.6009126, 55.5368861 29.6009527, 55.5368389 29.6009803)",,,,roundabout,
118110236,میدان امام خمینی,tertiary,True,False,27.171,"LINESTRING (55.5366346 29.6009277, 55.5366111 29.6008777, 55.5366104 29.6008247, 55.5366228 29.6007899, 55.5366608 29.6007443, 55.5367035 29.6007196)",,,,roundabout,
118110303,امام خمینی,tertiary,False,False,41.308,"LINESTRING (55.5368389 29.6009803, 55.5370652 29.6012954)",,,,,
118110236,میدان امام خمینی,tertiary,True,False,8.065999999999999,"LINESTRING (55.5368389 29.6009803, 55.5368051 29.6009896, 55.5367572 29.6009919)",,,,roundabout,
118110236,میدان امام خمینی,tertiary,True,False,14.253,"LINESTRING (55.5367572 29.6009919, 55.5367142 29.6009832, 55.5366756 29.6009651, 55.5366346 29.6009277)",,,,roundabout,
118110290,شهید مطهری,tertiary,True,False,279.872,"LINESTRING (55.5367572 29.6009919, 55.5366312 29.6011232, 55.5350352 29.6030147)",,,,,
