osmid,oneway,name,highway,reversed,length,junction,geometry,lanes,width
397938599,True,خیابان امام خمینی,secondary,False,91.121,,"LINESTRING (47.8318796 38.5050916, 47.8315834 38.5043056)",,
397938601,True,میدان امام خمینی,secondary,False,14.776,roundabout,"LINESTRING (47.8318796 38.5050916, 47.8319076 38.5050756, 47.8319723 38.5050604, 47.8320398 38.505063)",,
397938592,False,خیابان بعثت,secondary,True,322.798,,"LINESTRING (47.8318619 38.5053312, 47.8317858 38.5055613, 47.8318024 38.5059025, 47.831897 38.5063551, 47.8321084 38.5070649, 47.8321544 38.5073621, 47.8322055 38.5081982)",,
397938601,True,میدان امام خمینی,secondary,False,30.595,roundabout,"LINESTRING (47.8318619 38.5053312, 47.8318222 38.5052922, 47.8318003 38.5052453, 47.8317983 38.5051955, 47.8318165 38.5051477, 47.831853 38.5051068, 47.8318796 38.5050916)",,
397938600,True,خیابان امام خمینی,tertiary,False,268.371,,"LINESTRING (47.8321508 38.5053148, 47.8326466 38.5059602, 47.8327684 38.5060842, 47.8329215 38.5062024, 47.8331451 38.5063415, 47.8333233 38.5064513, 47.8335062 38.5065294, 47.8336552 38.5065721, 47.8337994 38.5065763, 47.8340257 38.5065453, 47.8342981 38.506465, 47.8344571 38.5064393)",2,24
397938601,True,میدان امام خمینی,secondary,False,8.668,roundabout,"LINESTRING (47.8321508 38.5053148, 47.8320997 38.5053494, 47.83207 38.5053588)",,
781190334,True,خیابان امام خمینی,tertiary,False,50.53000000000001,,"LINESTRING (47.8344571 38.5064393, 47.8343482 38.5065446, 47.8342072 38.5065819, 47.8340206 38.5066238, 47.8339574 38.5066344)",,
397938592,False,خیابان بعثت,secondary,False,322.79799999999994,,"LINESTRING (47.8322055 38.5081982, 47.8321544 38.5073621, 47.8321084 38.5070649, 47.831897 38.5063551, 47.8318024 38.5059025, 47.8317858 38.5055613, 47.8318619 38.5053312)",,
397938593,True,میدان امامزاده سید ابراهیم,secondary,False,44.664,roundabout,"LINESTRING (47.8322055 38.5081982, 47.8322679 38.5082006, 47.8323084 38.5082275, 47.8323209 38.5082812, 47.8323334 38.5084374, 47.8323365 38.5085375)",,
397938593,True,میدان امامزاده سید ابراهیم,secondary,False,44.376000000000005,roundabout,"LINESTRING (47.8322273 38.5086279, 47.8321899 38.5086205, 47.8321462 38.5085961, 47.8321181 38.5085302, 47.8321056 38.5084497, 47.8321212 38.5082738)",,
505809638,False,خیابان بعثت,secondary,True,127.919,,"LINESTRING (47.8322273 38.5086279, 47.8323237 38.5095545, 47.8322916 38.5097738)",,
505809638,False,خیابان بعثت,secondary,False,66.159,,"LINESTRING (47.8322366 38.5104305, 47.8322824 38.5098366)",,
1159852761,False,گلشن,residential,False,52.896,,"LINESTRING (47.8322366 38.5104305, 47.8316295 38.5104554)",,
505809638,False,خیابان بعثت,secondary,True,68.229,,"LINESTRING (47.8322366 38.5104305, 47.8323568 38.5109876, 47.8323649 38.5110358)",,
505809640,False,شهدا,residential,False,9.589,,"LINESTRING (47.8323365 38.5085375, 47.8323996 38.5086082)",,
397938593,True,میدان امامزاده سید ابراهیم,secondary,False,15.458,roundabout,"LINESTRING (47.8323365 38.5085375, 47.8323084 38.5086059, 47.8322273 38.5086279)",,
397938601,True,میدان امام خمینی,secondary,False,5.88,roundabout,"LINESTRING (47.8320398 38.505063, 47.8321023 38.5050831)",,
397938601,True,میدان امام خمینی,secondary,False,23.354,roundabout,"LINESTRING (47.8321023 38.5050831, 47.8321527 38.5051183, 47.8321853 38.5051646, 47.8321842 38.5052689)",,
781190330,True,خیابان سبلان,tertiary,False,81.574,,"LINESTRING (47.8321023 38.5050831, 47.832243 38.5050706, 47.8324021 38.5050186, 47.8329023 38.5047274)",2,
397938601,True,میدان امام خمینی,secondary,False,5.873,roundabout,"LINESTRING (47.8321842 38.5052689, 47.8321508 38.5053148)",,
397938593,True,میدان امامزاده سید ابراهیم,secondary,False,13.366,roundabout,"LINESTRING (47.8321212 38.5082738, 47.8321244 38.5082372, 47.8321493 38.5082031, 47.8322055 38.5081982)",,
397938602,False,خیابان دانش,residential,True,52.715,,"LINESTRING (47.8321212 38.5082738, 47.8319767 38.5081265, 47.8317819 38.5078817)",,
505809638,False,خیابان بعثت,secondary,False,68.229,,"LINESTRING (47.8323649 38.5110358, 47.8323568 38.5109876, 47.8322366 38.5104305)",,
505809638,False,خیابان بعثت,secondary,True,63.116,,"LINESTRING (47.8323649 38.5110358, 47.8323791 38.5114604, 47.8323643 38.5116028)",,
505809639,False,,residential,False,142.395,,"LINESTRING (47.8323649 38.5110358, 47.8328782 38.5110317, 47.8329508 38.5110096, 47.8329965 38.5109697, 47.8333367 38.5103512, 47.8333579 38.5102617)",,
1231389965,False,,residential,False,89.214,,"LINESTRING (47.8323649 38.5110358, 47.8321892 38.51102, 47.8319687 38.5110708, 47.831791 38.5111651, 47.831488 38.5113741)",,
1231389965,False,,residential,False,37.182,,"LINESTRING (47.831488 38.5113741, 47.8312228 38.5116363)",,
1231389964,False,,residential,False,45.286,,"LINESTRING (47.831488 38.5113741, 47.8313345 38.5112068, 47.8312942 38.5111438, 47.8312594 38.5110158)",,
1231389965,False,,residential,True,89.214,,"LINESTRING (47.831488 38.5113741, 47.831791 38.5111651, 47.8319687 38.5110708, 47.8321892 38.51102, 47.8323649 38.5110358)",,
1231389963,False,,residential,False,63.75,,"LINESTRING (47.8312228 38.5116363, 47.8309328 38.5111098)",,
1231389965,False,,residential,True,37.182,,"LINESTRING (47.8312228 38.5116363, 47.831488 38.5113741)",,
1231389965,False,,residential,False,27.281999999999996,,"LINESTRING (47.8312228 38.5116363, 47.8310682 38.511751, 47.8309708 38.5117704)",,
1231389962,False,,residential,False,58.87400000000001,,"LINESTRING (47.8309708 38.5117704, 47.8311392 38.5119897, 47.8311924 38.5120897, 47.8312073 38.5122546)",,
1231389965,False,,residential,False,49.959999999999994,,"LINESTRING (47.8309708 38.5117704, 47.8306745 38.5118876, 47.8305556 38.511918, 47.8304452 38.5119486)",,
1231389965,False,,residential,True,27.281999999999996,,"LINESTRING (47.8309708 38.5117704, 47.8310682 38.511751, 47.8312228 38.5116363)",,
505809634,False,,residential,False,294.10900000000004,,"LINESTRING (47.8304452 38.5119486, 47.830372 38.5119011, 47.8303028 38.5118486, 47.8300928 38.5114743, 47.830098 38.5113623, 47.8301455 38.5110743, 47.8301252 38.5107576, 47.830091 38.5104548, 47.8300509 38.5103192, 47.8300086 38.5102385, 47.8298243 38.5100702, 47.8297611 38.510028, 47.8296639 38.5099992, 47.829124 38.5097968)",,
781190357,False,,residential,True,37.201,,"LINESTRING (47.8304452 38.5119486, 47.8305383 38.5120547, 47.8306122 38.512125, 47.8306931 38.5122208)",,
1231389965,False,,residential,True,49.96,,"LINESTRING (47.8304452 38.5119486, 47.8305556 38.511918, 47.8306745 38.5118876, 47.8309708 38.5117704)",,
505809634,False,,residential,True,12.981,,"LINESTRING (47.8289918 38.5097427, 47.829124 38.5097968)",,
1231389970,False,,residential,False,17.024,,"LINESTRING (47.8289918 38.5097427, 47.8289911 38.5098958)",,
505809634,False,,residential,False,140.47299999999998,,"LINESTRING (47.8289918 38.5097427, 47.8285779 38.5095275, 47.8276222 38.5090743)",,
505809634,False,,residential,False,103.861,,"LINESTRING (47.8276222 38.5090743, 47.8272397 38.5088974, 47.8268059 38.5087355, 47.8265526 38.5086653)",,
505809634,False,,residential,True,140.47299999999998,,"LINESTRING (47.8276222 38.5090743, 47.8285779 38.5095275, 47.8289918 38.5097427)",,
1231389966,False,,residential,False,83.39500000000001,,"LINESTRING (47.8276222 38.5090743, 47.8275095 38.5093989, 47.8274859 38.5094703, 47.8275872 38.5098008)",,
"[567935352, 1231389969]",False,,residential,"[False, True]",117.822,,"LINESTRING (47.826544 38.5114536, 47.8267133 38.5116907, 47.8267665 38.5117182, 47.8268027 38.5117299, 47.8268367 38.5117282, 47.8272221 38.5115533, 47.8275627 38.511355)",,
1231391744,False,,residential,False,54.679,,"LINESTRING (47.826544 38.5114536, 47.8263918 38.5118015, 47.8263748 38.5119248)",,
505809635,False,,residential,False,212.592,,"LINESTRING (47.8267376 38.5105332, 47.8265735 38.5100564, 47.8264429 38.5096319, 47.8263994 38.5093987, 47.8264697 38.5088826, 47.8265526 38.5086653)",,
505809634,False,,residential,True,103.861,,"LINESTRING (47.8265526 38.5086653, 47.8268059 38.5087355, 47.8272397 38.5088974, 47.8276222 38.5090743)",,
505809635,False,,residential,False,133.962,,"LINESTRING (47.8265526 38.5086653, 47.8270791 38.5076931, 47.8271532 38.507556)",,
505809635,False,,residential,True,212.59199999999998,,"LINESTRING (47.8265526 38.5086653, 47.8264697 38.5088826, 47.8263994 38.5093987, 47.8264429 38.5096319, 47.8265735 38.5100564, 47.8267376 38.5105332)",,
781190667,False,,residential,False,75.362,,"LINESTRING (47.8273235 38.5070904, 47.8264605 38.5071476)",,
505809635,False,,residential,False,205.11,,"LINESTRING (47.8273235 38.5070904, 47.8274173 38.5063227, 47.8274843 38.5057358, 47.8275744 38.5052568)",,
505809635,False,,residential,True,54.366,,"LINESTRING (47.8273235 38.5070904, 47.8272901 38.5073027, 47.8271532 38.507556)",,
781190667,False,,residential,True,150.016,,"LINESTRING (47.8273235 38.5070904, 47.8284164 38.5070569, 47.8290397 38.5071303)",,
1231391739,False,,residential,False,83.653,,"LINESTRING (47.8275744 38.5052568, 47.826614 38.5052233)",,
505809635,False,,residential,False,98.226,,"LINESTRING (47.8275744 38.5052568, 47.8277287 38.5047139, 47.8277897 38.5043902)",,
505809635,False,,residential,True,205.11,,"LINESTRING (47.8275744 38.5052568, 47.8274843 38.5057358, 47.8274173 38.5063227, 47.8273235 38.5070904)",,
505809636,False,,residential,False,16.67,,"LINESTRING (47.8301393 38.5056958, 47.829966 38.5057597)",,
397938602,False,خیابان دانش,residential,False,189.82399999999998,,"LINESTRING (47.8301393 38.5056958, 47.8303445 38.506021, 47.8309577 38.5068371, 47.8312237 38.507176)",,
505809636,False,,residential,True,16.67,,"LINESTRING (47.829966 38.5057597, 47.8301393 38.5056958)",,
505809636,False,,residential,False,243.541,,"LINESTRING (47.829966 38.5057597, 47.8298652 38.5057315, 47.8291354 38.5052638, 47.8277897 38.5043902)",,
781190668,False,,residential,True,155.07500000000002,,"LINESTRING (47.829966 38.5057597, 47.8299612 38.5060286, 47.8299863 38.5061306, 47.8300315 38.5064485, 47.8300565 38.5066212, 47.8300264 38.5067665, 47.8300716 38.5068803, 47.8301719 38.5070412, 47.8301819 38.5071236)",,
505809635,False,,residential,True,98.226,,"LINESTRING (47.8277897 38.5043902, 47.8277287 38.5047139, 47.8275744 38.5052568)",,
505809636,False,,residential,True,243.541,,"LINESTRING (47.8277897 38.5043902, 47.8291354 38.5052638, 47.8298652 38.5057315, 47.829966 38.5057597)",,
505809638,False,خیابان بعثت,secondary,False,63.116,,"LINESTRING (47.8323643 38.5116028, 47.8323791 38.5114604, 47.8323649 38.5110358)",,
781190354,True,,secondary,False,21.805999999999997,roundabout,"LINESTRING (47.8323643 38.5116028, 47.832378 38.511604, 47.8324048 38.5116145, 47.8324249 38.5116334, 47.8324437 38.5116706, 47.8324646 38.5117388, 47.8324727 38.5117652)",,
577816304,False,,secondary,True,65.229,,"LINESTRING (47.8327026 38.5119719, 47.8328908 38.5120829, 47.8332756 38.5121695, 47.8333775 38.5122088)",,
1095781209,True,,secondary_link,False,25.339,,"LINESTRING (47.8327026 38.5119719, 47.8326427 38.5119597, 47.8325602 38.5119204, 47.832514 38.5118968, 47.8324489 38.5118638)",,
1231389960,False,,residential,False,18.117,,"LINESTRING (47.8333579 38.5102617, 47.8331497 38.5102636)",,
505809639,False,,residential,False,73.642,,"LINESTRING (47.8333579 38.5102617, 47.8333779 38.5101815, 47.8333668 38.509601)",,
505809639,False,,residential,True,142.39499999999998,,"LINESTRING (47.8333579 38.5102617, 47.8333367 38.5103512, 47.8329965 38.5109697, 47.8329508 38.5110096, 47.8328782 38.5110317, 47.8323649 38.5110358)",,
505809639,False,,residential,True,73.642,,"LINESTRING (47.8333668 38.509601, 47.8333779 38.5101815, 47.8333579 38.5102617)",,
505809640,False,شهدا,residential,False,146.513,,"LINESTRING (47.8333668 38.509601, 47.833852 38.5101148, 47.8342063 38.5104312, 47.8344522 38.5106032)",,
505809640,False,شهدا,residential,True,35.226,,"LINESTRING (47.8333668 38.509601, 47.8331388 38.5094075, 47.8330979 38.5093645)",,
505809638,False,خیابان بعثت,secondary,False,7.029,,"LINESTRING (47.8322824 38.5098366, 47.8322916 38.5097738)",,
505809638,False,خیابان بعثت,secondary,True,66.159,,"LINESTRING (47.8322824 38.5098366, 47.8322366 38.5104305)",,
505809642,False,خیابان چهارده معصوم,residential,False,40.58,,"LINESTRING (47.8322824 38.5098366, 47.831821 38.5097834)",,
505809642,False,خیابان چهارده معصوم,residential,True,40.58,,"LINESTRING (47.831821 38.5097834, 47.8322824 38.5098366)",,
505809642,False,خیابان چهارده معصوم,residential,False,91.28699999999999,,"LINESTRING (47.831821 38.5097834, 47.8314779 38.509794, 47.8307726 38.5098143)",,
781190669,False,,residential,False,170.441,,"LINESTRING (47.831821 38.5097834, 47.831802 38.5093334, 47.8317318 38.5091568, 47.8315813 38.509043, 47.8314309 38.5088663, 47.8313556 38.5086662, 47.8313356 38.5084817, 47.8313657 38.5083561)",,
505809642,False,خیابان چهارده معصوم,residential,False,21.866,,"LINESTRING (47.8307726 38.5098143, 47.8305213 38.5098157)",,
505809642,False,خیابان چهارده معصوم,residential,True,91.28699999999999,,"LINESTRING (47.8307726 38.5098143, 47.8314779 38.509794, 47.831821 38.5097834)",,
1231389972,False,,residential,False,30.3,,"LINESTRING (47.8307726 38.5098143, 47.8307655 38.5098868, 47.8307808 38.5099278, 47.8308314 38.5100798)",,
505809642,False,خیابان چهارده معصوم,residential,False,4.098,,"LINESTRING (47.8305213 38.5098157, 47.8304749 38.509822)",,
505809642,False,خیابان چهارده معصوم,residential,True,21.866,,"LINESTRING (47.8305213 38.5098157, 47.8307726 38.5098143)",,
1231389974,False,,residential,False,84.09999999999998,,"LINESTRING (47.8305213 38.5098157, 47.8305218 38.5095235, 47.8305282 38.509496, 47.8305452 38.5094885, 47.8308124 38.5094918, 47.8308465 38.5094827, 47.830856 38.509466, 47.8308816 38.5093019)",,
505809634,False,,residential,False,12.981,,"LINESTRING (47.829124 38.5097968, 47.8289918 38.5097427)",,
