osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge,tunnel,ref
663861427,رجایی یک,residential,False,False,225.607,"LINESTRING (50.7935537 30.353454, 50.7936183 30.3544688, 50.7937691 30.355473)",,,,,,
986503811,شهید رجایی,tertiary,True,False,214.281,"LINESTRING (50.7935537 30.353454, 50.793073 30.3536595, 50.7926498 30.353888, 50.7919016 30.3543502, 50.7916555 30.3544606)",,,,,,
304682604,امینی,tertiary,True,False,133.27800000000002,"LINESTRING (50.7890294 30.3545861, 50.7891402 30.3547884, 50.789371 30.3552332, 50.7896027 30.3556778)",,,,,,
298664796,شهید مکاریان پور,residential,False,True,64.719,"LINESTRING (50.7916624 30.3557083, 50.7910695 30.3559858)",,,,,,
1189944044,کاشانی,tertiary,True,False,140.892,"LINESTRING (50.7916624 30.3557083, 50.7915864 30.3555852, 50.791597 30.3553998, 50.7916053 30.3545443, 50.7915998 30.354458)",,,,,,
101365060,,primary_link,False,False,17.724,"LINESTRING (50.7979109 30.3538417, 50.7980009 30.3539809)",,,,,,
637578962,بلوار ولیعصر,primary,True,False,84.766,"LINESTRING (50.7979109 30.3538417, 50.7987467 30.3535948)",3,60,,,,
298429619,مدرس شرقی,residential,True,False,46.328,"LINESTRING (50.7916146 30.3533646, 50.7915276 30.3533331, 50.7911415 30.3533701)",,,,,,
304684533,کوچه هفتم شهید اسماعیلی,residential,False,True,55.539,"LINESTRING (50.7916146 30.3533646, 50.7913539 30.3535545, 50.7911702 30.3536846)",,,,,,
637578963,کاشانی,tertiary,True,False,66.203,"LINESTRING (50.7916146 30.3533646, 50.7917782 30.3530795, 50.7919694 30.3528567)",,,,,,
298414888,,secondary,True,False,38.804,"LINESTRING (50.7950495 30.3599046, 50.795099 30.3599306, 50.795137 30.3599683, 50.79516 30.3600141, 50.7951654 30.3600693, 50.7951491 30.3601228, 50.7951218 30.3601602, 50.7950839 30.3601899)",,,roundabout,,,
298414888,,secondary,True,False,10.152000000000001,"LINESTRING (50.7949123 30.3602086, 50.7948656 30.3601872, 50.7948276 30.3601554)",,,roundabout,,,
298414888,,secondary,True,False,17.168,"LINESTRING (50.7950839 30.3601899, 50.79503 30.360212, 50.7949708 30.3602184, 50.7949123 30.3602086)",,,roundabout,,,
304685057,,residential,False,True,31.308,"LINESTRING (50.7921165 30.3608244, 50.7919705 30.3605726)",,,,,,
609704994,نه دی,tertiary,False,False,113.591,"LINESTRING (50.7921165 30.3608244, 50.7909326 30.3608201)",,,,,,
609704994,نه دی,tertiary,False,True,111.813,"LINESTRING (50.7921165 30.3608244, 50.7925848 30.3608168, 50.7928941 30.3606948, 50.7931512 30.3604812)",,,,,,
298414893,مجتمع آموزشی,tertiary,False,False,80.857,"LINESTRING (50.7899957 30.3608168, 50.789153 30.3608104)",,,,,,
609704994,نه دی,tertiary,False,True,52.761,"LINESTRING (50.7899957 30.3608168, 50.7905456 30.3608187)",,,,,,
639072920,مجتمع آموزشی,tertiary,False,True,44.124,"LINESTRING (50.7899957 30.3608168, 50.7900331 30.3612123)",,,,,,
685787133,نه دی,tertiary,False,False,65.798,"LINESTRING (50.7899957 30.3608168, 50.7899885 30.3602251)",,,,,,
298414890,بلوار نماز,secondary,True,False,35.396,"LINESTRING (50.7942322 30.3566134, 50.7941644 30.3563005)",,,,,,
"[639072872, 298414897, 639072870]",توحید,tertiary,True,False,157.078,"LINESTRING (50.7942322 30.3566134, 50.7941026 30.3566099, 50.7938316 30.3566845, 50.7927092 30.3571036)",,,,yes,,
685787133,نه دی,tertiary,False,False,48.217,"LINESTRING (50.7899613 30.3580063, 50.789956 30.3575727)",,,,,,
685787133,نه دی,tertiary,False,True,16.957,"LINESTRING (50.7899613 30.3580063, 50.7899622 30.3581588)",,,,,,
685787134,توحید,tertiary,True,False,280.168,"LINESTRING (50.7899613 30.3580063, 50.7926118 30.3569491)",,,,,,
298414890,بلوار نماز,secondary,True,False,87.26899999999999,"LINESTRING (50.7941644 30.3563005, 50.794061 30.3557507, 50.7940362 30.3556978, 50.7940014 30.355657, 50.7938873 30.3555882)",,,,,,
986503804,بلوار ولیعصر,primary,True,False,108.80000000000001,"LINESTRING (50.7928155 30.3560022, 50.7929856 30.3559113, 50.7932308 30.3557804, 50.7937691 30.355473)",3,110,,,,
298414897,توحید,tertiary,True,False,288.508,"LINESTRING (50.7927092 30.3571036, 50.7899622 30.3581588)",,,,,,
298427748,,residential,False,False,59.91,"LINESTRING (50.7927092 30.3571036, 50.7929758 30.3575908)",,,,,,
685787131,,tertiary_link,False,True,19.557,"LINESTRING (50.7927092 30.3571036, 50.7926118 30.3569491)",,,,,,
298427748,,residential,False,True,59.91,"LINESTRING (50.7929758 30.3575908, 50.7927092 30.3571036)",,,,,,
304685069,,residential,False,False,193.017,"LINESTRING (50.7929758 30.3575908, 50.792168 30.3579424, 50.7911708 30.358357)",,,,,,
"[304685072, 304685070]",,residential,False,"[False, True]",437.811,"LINESTRING (50.7929758 30.3575908, 50.7934512 30.3583562, 50.7935912 30.3585939, 50.7936906 30.3586368, 50.7938171 30.3586407, 50.7939571 30.3586134, 50.7940831 30.3586631, 50.794205 30.3596743, 50.7942122 30.3598297, 50.7941734 30.359873, 50.7936405 30.3599977, 50.7934423 30.3600659, 50.7932724 30.3601634, 50.7932057 30.3602379, 50.7931844 30.3603173, 50.7932141 30.360429)",,,,,,
304685069,,residential,False,True,22.001,"LINESTRING (50.7899713 30.3588159, 50.7901769 30.3587283)",,,,,,
685787133,نه دی,tertiary,False,False,73.072,"LINESTRING (50.7899713 30.3588159, 50.7899622 30.3581588)",,,,,,
685787133,نه دی,tertiary,False,True,71.035,"LINESTRING (50.7899713 30.3588159, 50.7899791 30.3594547)",,,,,,
298427749,,residential,False,False,67.493,"LINESTRING (50.7911708 30.358357, 50.7913966 30.3587776, 50.7914611 30.3589098)",,,,,,
304685069,,residential,False,False,103.936,"LINESTRING (50.7911708 30.358357, 50.7908799 30.3584573, 50.7902249 30.3587085, 50.7901769 30.3587283)",,,,,,
304685069,,residential,False,True,193.017,"LINESTRING (50.7911708 30.358357, 50.792168 30.3579424, 50.7929758 30.3575908)",,,,,,
685787128,,tertiary_link,False,True,14.709,"LINESTRING (50.7890151 30.3584791, 50.7889938 30.3583481)",,,,,,
298429696,هلال احمر,tertiary,True,False,259.781,"LINESTRING (50.7890151 30.3584791, 50.7891651 30.3601956, 50.789153 30.3608104)",,,,,,
298414893,مجتمع آموزشی,tertiary,False,True,80.857,"LINESTRING (50.789153 30.3608104, 50.7899957 30.3608168)",,,,,,
298637863,رجایی سه,residential,False,False,17.392,"LINESTRING (50.7941919 30.3552532, 50.7941694 30.355098)",,,,,,
637578962,بلوار ولیعصر,primary,True,False,303.384,"LINESTRING (50.7941919 30.3552532, 50.7948308 30.3549141, 50.795336 30.3546859, 50.7958112 30.3544998, 50.7965961 30.3542454, 50.7967368 30.354203, 50.7970497 30.3541067)",3,60,,,,
"[101364929, 986503811, 986503812]",شهید رجایی,tertiary,True,False,40.331,"LINESTRING (50.7939273 30.3532878, 50.7939078 30.3532965, 50.793834 30.3533293, 50.7935537 30.353454)",,,,yes,,
298637863,رجایی سه,residential,False,True,78.575,"LINESTRING (50.7939273 30.3532878, 50.7940008 30.3533768, 50.7940303 30.3534457, 50.7940307 30.3535562, 50.79401 30.3538334, 50.7940167 30.3539689)",,,,,,
685787133,نه دی,tertiary,False,False,31.848,"LINESTRING (50.7899885 30.3602251, 50.789985 30.3599387)",,,,,,
685787133,نه دی,tertiary,False,True,65.798,"LINESTRING (50.7899885 30.3602251, 50.7899957 30.3608168)",,,,,,
298640237,,tertiary,False,False,89.98899999999999,"LINESTRING (50.7899885 30.3602251, 50.7901158 30.3604493, 50.7901217 30.3604967, 50.7901353 30.3605617, 50.7902135 30.3606573, 50.7903893 30.3607416, 50.7905456 30.3608187)",,,,,,
609704994,نه دی,tertiary,False,False,52.761,"LINESTRING (50.7905456 30.3608187, 50.7899957 30.3608168)",,,,,,
609704994,نه دی,tertiary,False,True,37.131,"LINESTRING (50.7905456 30.3608187, 50.7909326 30.3608201)",,,,,,
298640237,,tertiary,False,True,89.98899999999999,"LINESTRING (50.7905456 30.3608187, 50.7903893 30.3607416, 50.7902135 30.3606573, 50.7901353 30.3605617, 50.7901217 30.3604967, 50.7901158 30.3604493, 50.7899885 30.3602251)",,,,,,
298664793,شهید فراشبندی,residential,False,False,25.426,"LINESTRING (50.7889434 30.3568671, 50.7890954 30.3570544)",,,,,,
298664793,شهید فراشبندی,residential,False,True,35.594,"LINESTRING (50.7889434 30.3568671, 50.7887306 30.3566049)",,,,,,
298664794,,residential,True,False,111.319,"LINESTRING (50.789989 30.3564333, 50.7889434 30.3568671)",,,,,,
298664795,شهید مکاریان پور,residential,False,False,52.909,"LINESTRING (50.789989 30.3564333, 50.7904924 30.3562391)",,,,,,
668052298,خیابان عمران,tertiary,True,False,46.856,"LINESTRING (50.789989 30.3564333, 50.7897926 30.3560475)",,,,,,
298664795,شهید مکاریان پور,residential,False,True,52.909,"LINESTRING (50.7904924 30.3562391, 50.789989 30.3564333)",,,,,,
298664796,شهید مکاریان پور,residential,False,False,29.764,"LINESTRING (50.7904924 30.3562391, 50.7907691 30.3561181)",,,,,,
304684526,,residential,False,False,37.229,"LINESTRING (50.7904924 30.3562391, 50.7906604 30.3565409)",,,,,,
304681076,رجایی دو,residential,False,True,96.69,"LINESTRING (50.7934018 30.3525231, 50.7934054 30.3525499, 50.7934801 30.3532043, 50.7935968 30.3533595)",,,,,,
1088747879,,residential,False,True,69.998,"LINESTRING (50.7902701 30.3525486, 50.7907752 30.3530028)",,,,,,
304681045,,tertiary,False,True,28.435,"LINESTRING (50.7909782 30.3528529, 50.791196 30.3526795)",,,,,,
304681056,,residential,False,False,51.497,"LINESTRING (50.7909782 30.3528529, 50.791429 30.3531042)",,,,,,
304681045,,tertiary,False,False,25.642,"LINESTRING (50.7909782 30.3528529, 50.7909203 30.3528984, 50.7907752 30.3530028)",,,,,,
304681045,,tertiary,False,False,37.526,"LINESTRING (50.7907752 30.3530028, 50.7904749 30.353219)",,,,,,
304681063,مدرس شرقی ۲,residential,False,True,53.883,"LINESTRING (50.7907752 30.3530028, 50.7911415 30.3533701)",,,,,,
1088747879,,residential,False,False,69.998,"LINESTRING (50.7907752 30.3530028, 50.7902701 30.3525486)",,,,,,
304681045,,tertiary,False,True,25.642,"LINESTRING (50.7907752 30.3530028, 50.7909203 30.3528984, 50.7909782 30.3528529)",,,,,,
304681056,,residential,False,True,51.497,"LINESTRING (50.791429 30.3531042, 50.7909782 30.3528529)",,,,,,
304681045,,tertiary,False,True,37.526,"LINESTRING (50.7904749 30.353219, 50.7907752 30.3530028)",,,,,,
304681053,خیابان کاشانی,residential,False,True,37.545,"LINESTRING (50.7904749 30.353219, 50.7907423 30.3534655)",,,,,,
304684520,کوچه دهم امینی,residential,False,True,15.952,"LINESTRING (50.7904749 30.353219, 50.7903322 30.3532926)",,,,,,
304681076,رجایی دو,residential,False,False,96.69,"LINESTRING (50.7935968 30.3533595, 50.7934801 30.3532043, 50.7934054 30.3525499, 50.7934018 30.3525231)",,,,,,
304681063,مدرس شرقی ۲,residential,False,False,53.883,"LINESTRING (50.7911415 30.3533701, 50.7907752 30.3530028)",,,,,,
298429619,مدرس شرقی,residential,True,False,40.198,"LINESTRING (50.7911415 30.3533701, 50.7910036 30.3533833, 50.7907853 30.3534399, 50.7907423 30.3534655)",,,,,,
298429619,مدرس شرقی,residential,True,False,13.621,"LINESTRING (50.7907423 30.3534655, 50.7906254 30.353535)",,,,,,
304681053,خیابان کاشانی,residential,False,False,37.545,"LINESTRING (50.7907423 30.3534655, 50.7904749 30.353219)",,,,,,
"[304684523, 304684499]",,residential,False,False,47.784,"LINESTRING (50.7890184 30.3526189, 50.788883 30.3527769, 50.789074 30.3529419)",,,,,,
304681045,,tertiary,False,False,28.435,"LINESTRING (50.791196 30.3526795, 50.7909782 30.3528529)",,,,,,
304684535,,residential,False,False,49.912,"LINESTRING (50.791196 30.3526795, 50.7916291 30.3529281)",,,,,,
304684535,,residential,False,True,49.912,"LINESTRING (50.7916291 30.3529281, 50.791196 30.3526795)",,,,,,
304681576,کوچه نهم امینی,tertiary,False,True,4.217,"LINESTRING (50.789074 30.3529419, 50.7890435 30.3529692)",,,,,,
"[304684499, 304684523]",,residential,False,True,47.784,"LINESTRING (50.789074 30.3529419, 50.788883 30.3527769, 50.7890184 30.3526189)",,,,,,
304681576,کوچه نهم امینی,tertiary,False,False,4.217,"LINESTRING (50.7890435 30.3529692, 50.789074 30.3529419)",,,,,,
304684498,,residential,False,False,70.164,"LINESTRING (50.7890435 30.3529692, 50.7895139 30.3534523)",,,,,,
304681576,کوچه نهم امینی,tertiary,False,True,14.947,"LINESTRING (50.7890435 30.3529692, 50.7889895 30.3530175, 50.7889339 30.3530647)",,,,,,
304681576,کوچه نهم امینی,tertiary,False,False,14.947,"LINESTRING (50.7889339 30.3530647, 50.7889895 30.3530175, 50.7890435 30.3529692)",,,,,,
304684498,,residential,False,True,70.164,"LINESTRING (50.7895139 30.3534523, 50.7890435 30.3529692)",,,,,,
304684531,,residential,False,False,22.233,"LINESTRING (50.7895139 30.3534523, 50.7893314 30.3535755)",,,,,,
"[304684531, 668076197]",مدرس شرقی۱,residential,False,True,121.34299999999999,"LINESTRING (50.7895139 30.3534523, 50.7896475 30.353355, 50.7900371 30.3529582, 50.7903322 30.3532926)",,,,,,
304684502,مدرس شرقی ۴,residential,False,False,46.039,"LINESTRING (50.7906254 30.353535, 50.7909276 30.3538566)",,,,,,
298429619,مدرس شرقی,residential,True,False,193.32199999999997,"LINESTRING (50.7906254 30.353535, 50.7899193 30.3539548, 50.7890555 30.3545411, 50.7890294 30.3545861)",,,,,,
304684531,,residential,False,True,22.233,"LINESTRING (50.7893314 30.3535755, 50.7895139 30.3534523)",,,,,,
304684501,,residential,False,False,39.002,"LINESTRING (50.7911702 30.3536846, 50.7913621 30.3539938)",,,,,,
304684533,کوچه هفتم شهید اسماعیلی,residential,False,True,30.127,"LINESTRING (50.7911702 30.3536846, 50.7909276 30.3538566)",,,,,,
304684533,کوچه هفتم شهید اسماعیلی,residential,False,False,55.539,"LINESTRING (50.7911702 30.3536846, 50.7913539 30.3535545, 50.7916146 30.3533646)",,,,,,
304684502,مدرس شرقی ۴,residential,False,True,46.039,"LINESTRING (50.7909276 30.3538566, 50.7906254 30.353535)",,,,,,
304684533,کوچه هفتم شهید اسماعیلی,residential,False,False,30.127,"LINESTRING (50.7909276 30.3538566, 50.7911702 30.3536846)",,,,,,
304684533,کوچه هفتم شهید اسماعیلی,residential,False,True,56.6,"LINESTRING (50.7909276 30.3538566, 50.7904717 30.3541796)",,,,,,
304684521,,residential,False,False,22.909,"LINESTRING (50.7915893 30.3539305, 50.7913621 30.3539938)",,,,,,
637578963,کاشانی,tertiary,True,False,63.108999999999995,"LINESTRING (50.7915893 30.3539305, 50.7915809 30.3536345, 50.7916146 30.3533646)",,,,,,
304684501,,residential,False,True,39.002,"LINESTRING (50.7913621 30.3539938, 50.7911702 30.3536846)",,,,,,
304684521,,residential,False,False,9.735,"LINESTRING (50.7913621 30.3539938, 50.7912771 30.3540416)",,,,,,
304684521,,residential,False,True,22.909,"LINESTRING (50.7913621 30.3539938, 50.7915893 30.3539305)",,,,,,
304684503,,residential,False,True,86.185,"LINESTRING (50.7912771 30.3540416, 50.7905179 30.3544558)",,,,,,
304684510,,residential,False,False,57.534,"LINESTRING (50.7912771 30.3540416, 50.7914891 30.3545256)",,,,,,
304684521,,residential,False,True,9.735,"LINESTRING (50.7912771 30.3540416, 50.7913621 30.3539938)",,,,,,
