osmid,oneway,ref,highway,reversed,length,name,geometry,maxspeed,junction
437497016,True,22,trunk,False,126.232,,"LINESTRING (59.7677605 36.203734, 59.7667983 36.2045622)",,
52454828,True,,tertiary,False,62.561,بلوار امام رضا,"LINESTRING (59.7677605 36.203734, 59.7677024 36.2039297, 59.7677068 36.2040641, 59.7677911 36.2042806)",,
437497016,True,22,trunk,False,290.926,,"LINESTRING (59.7667983 36.2045622, 59.7646129 36.206495)",,
52454831,False,,residential,False,84.486,,"LINESTRING (59.7699655 36.2025856, 59.7706079 36.2020301)",,
52454831,False,,residential,True,99.445,,"LINESTRING (59.7699655 36.2025856, 59.7692122 36.2032416)",,
60265295,False,,residential,False,62.911,,"LINESTRING (59.7699655 36.2025856, 59.7702222 36.2027782, 59.770482 36.2029682)",,
52454828,True,,tertiary,False,16.273,بلوار امام رضا,"LINESTRING (59.7677911 36.2042806, 59.7678587 36.2044164)",,
52454824,False,,residential,False,71.718,,"LINESTRING (59.7677605 36.2045016, 59.7672163 36.204974)",30,
52454827,True,,tertiary,False,14.718,بلوار امام رضا,"LINESTRING (59.7677605 36.2045016, 59.7676072 36.2044545)",,
52454831,False,,residential,False,12.938,,"LINESTRING (59.7677605 36.2045016, 59.7678587 36.2044164)",,
52454830,True,,tertiary,False,89.752,بلوار امام رضا,"LINESTRING (59.7678587 36.2044164, 59.7685913 36.204966)",,
52454831,False,,residential,False,76.106,,"LINESTRING (59.7678587 36.2044164, 59.7684362 36.2039151)",,
52454831,False,,residential,True,12.938,,"LINESTRING (59.7678587 36.2044164, 59.7677605 36.2045016)",,
52454826,True,,tertiary,False,28.803,,"LINESTRING (59.7682745 36.2052409, 59.7684931 36.2050512)",,
60265302,False,,residential,True,74.468,,"LINESTRING (59.7682745 36.2052409, 59.7677094 36.2057314)",,
52454826,True,,tertiary,False,26.201,,"LINESTRING (59.7685913 36.204966, 59.7687901 36.2047934)",,
60265264,False,,residential,True,50.399,,"LINESTRING (59.7692783 36.2051597, 59.7696607 36.2048277)",,
783991603,True,,tertiary,False,27.23,,"LINESTRING (59.7692783 36.2051597, 59.7690716 36.205339)",,
52454826,True,,tertiary,False,12.938,,"LINESTRING (59.7684931 36.2050512, 59.7685913 36.204966)",,
52454829,True,,tertiary,False,89.752,بلوار امام رضا,"LINESTRING (59.7684931 36.2050512, 59.7677605 36.2045016)",,
52454825,True,,tertiary,False,61.668,بلوار امام رضا,"LINESTRING (59.7690716 36.205339, 59.769575 36.2057166)",,
783991603,True,,tertiary,False,10.081,,"LINESTRING (59.7690716 36.205339, 59.7689951 36.2054054)",,
60265299,False,,residential,True,49.904,,"LINESTRING (59.7687901 36.2047934, 59.7691688 36.2044647)",,
783991603,True,,tertiary,False,59.814,,"LINESTRING (59.7687901 36.2047934, 59.7692783 36.2051597)",,
783991603,True,,tertiary,False,30.632,,"LINESTRING (59.7689951 36.2054054, 59.7687627 36.2056072)",,
52454825,True,,tertiary,False,55.865,بلوار امام رضا,"LINESTRING (59.7709344 36.2067363, 59.7713904 36.2070784)",,
52454832,False,,residential,True,77.147,,"LINESTRING (59.7709344 36.2067363, 59.7715199 36.2062282)",,
965219247,False,,tertiary_link,False,10.081,,"LINESTRING (59.7709344 36.2067363, 59.7708579 36.2068027)",,
437497064,True,,tertiary,False,66.372,بلوار امام رضا,"LINESTRING (59.7708579 36.2068027, 59.7703161 36.2063963)",,
965219246,False,,residential,False,74.064,,"LINESTRING (59.7708579 36.2068027, 59.7702958 36.2072905)",,
965219247,False,,tertiary_link,True,10.081,,"LINESTRING (59.7708579 36.2068027, 59.7709344 36.2067363)",,
52454826,True,,tertiary,False,59.814,,"LINESTRING (59.7687627 36.2056072, 59.7682745 36.2052409)",,
60265300,False,,residential,True,43.427,,"LINESTRING (59.7687627 36.2056072, 59.7684331 36.2058932)",,
