osmid,oneway,name,highway,junction,reversed,length,geometry,maxspeed,lanes
137136721,True,میدان انقلاب,secondary,roundabout,False,22.524,"LINESTRING (51.5800504 30.6674765, 51.5799898 30.6675633, 51.5799042 30.6676329)",,
137136721,True,میدان انقلاب,secondary,roundabout,False,22.527,"LINESTRING (51.579456 30.6676614, 51.5793594 30.6676034, 51.5792846 30.6675252)",,
144233955,True,بلوار شهید قرنی,secondary,,False,46.315,"LINESTRING (51.5792846 30.6675252, 51.57883 30.6673817)",,
137136721,True,میدان انقلاب,secondary,roundabout,False,45.063,"LINESTRING (51.5792846 30.6675252, 51.5792371 30.6674325, 51.5792204 30.6673322, 51.5792358 30.6672318, 51.5792821 30.6671386)",,
144233247,True,بلوار انقلاب,secondary,,False,27.759,"LINESTRING (51.5794518 30.6670008, 51.5795193 30.666758)",,
137136721,True,میدان انقلاب,secondary,roundabout,False,45.05499999999999,"LINESTRING (51.5794518 30.6670008, 51.5795626 30.6669664, 51.57968 30.6669589, 51.5797954 30.666979, 51.5799003 30.6670251)",,
137136721,True,میدان انقلاب,secondary,roundabout,False,11.261,"LINESTRING (51.5799003 30.6670251, 51.5799868 30.6670938)",,
137136721,True,میدان انقلاب,secondary,roundabout,False,45.059999999999995,"LINESTRING (51.5799868 30.6670938, 51.5800485 30.6671801, 51.5800809 30.6672775, 51.5800816 30.6673788, 51.5800504 30.6674765)",,
137136722,True,60متری,primary,,False,38.224000000000004,"LINESTRING (51.5799868 30.6670938, 51.5802919 30.6671388, 51.5803776 30.6671627)",,
137136722,True,60متری,primary,,False,39.783,"LINESTRING (51.5826885 30.6669288, 51.5831012 30.6668842)",,
137136728,True,,primary_link,,False,47.123,"LINESTRING (51.5826885 30.6669288, 51.5827955 30.666952, 51.5828579 30.6669844, 51.5828781 30.6670179, 51.5828734 30.6670828, 51.582854 30.6671104, 51.5827137 30.6671618)",,
137136725,True,60متری,primary,,False,225.052,"LINESTRING (51.5827137 30.6671618, 51.5804145 30.6674234, 51.580381 30.6674272)",,
137136725,True,60متری,primary,,False,32.091,"LINESTRING (51.580381 30.6674272, 51.5800504 30.6674765)",,
766467718,True,,primary_link,,False,34.772,"LINESTRING (51.580381 30.6674272, 51.5803488 30.667388, 51.5803197 30.6673526, 51.5802996 30.6672995, 51.5803049 30.6672338, 51.5803224 30.6671934, 51.5803776 30.6671627)",,
137224933,True,بلوار عدل,secondary,,False,36.88,"LINESTRING (51.5799761 30.6688292, 51.5800779 30.6691491)",,
144233282,False,محمد منتظری,secondary,,True,576.97,"LINESTRING (51.5799761 30.6688292, 51.5859657 30.668211)",,
144234084,True,,secondary_link,,False,31.799000000000003,"LINESTRING (51.5799761 30.6688292, 51.5799376 30.66889, 51.5798737 30.6689471, 51.5798056 30.6689787, 51.5797293 30.6690056)",,
144233243,True,بلوار انقلاب,secondary,,False,60.015,"LINESTRING (51.5798959 30.6637669, 51.57989 30.6643066)",,
144233749,False,,residential,,True,50.182,"LINESTRING (51.5770572 30.6640039, 51.5771396 30.6644496)",30,
144233779,True,شهید آیت الله سعیدی,secondary,,False,61.012,"LINESTRING (51.5852701 30.6641061, 51.5853709 30.6646479)",,
144234053,False,انقلاب ۵,residential,,True,237.67900000000003,"LINESTRING (51.5795834 30.6641727, 51.5785754 30.6641585, 51.5783294 30.664188, 51.578065 30.6642346, 51.5771396 30.6644496)",30,
144233679,False,امامت ۴,residential,,False,505.959,"LINESTRING (51.5851363 30.6641561, 51.5798934 30.6647612)",30,
144233243,True,بلوار انقلاب,secondary,,False,50.55,"LINESTRING (51.57989 30.6643066, 51.5798934 30.6647612)",,
