osmid,oneway,ref,name,highway,maxspeed,reversed,length,junction,geometry,lanes,bridge
1049255063,True,35;48,بزرگراه همدان - کرمانشاه,trunk,110,False,21.433,,"LINESTRING (47.4445839 34.397679, 47.4444369 34.3975292)",,
343237973,True,35;48,,trunk,,False,27.721,roundabout,"LINESTRING (47.4445839 34.397679, 47.4446018 34.3976185, 47.4446432 34.3975663, 47.4447033 34.3975285, 47.4447751 34.3975093)",,
343237973,True,35;48,,trunk,,False,8.498,roundabout,"LINESTRING (47.4445966 34.3977547, 47.4445839 34.397679)",,
343237970,True,35,بیستون - سنقر,primary,95,False,17.987,,"LINESTRING (47.4455565 34.4003248, 47.4455899 34.4004842)",,
376843023,False,,,residential,,True,84.577,,"LINESTRING (47.4455565 34.4003248, 47.4456979 34.4002717, 47.445784 34.4002437, 47.4458774 34.399693)",,
137127961,False,,,primary_link,,False,14.79,,"LINESTRING (47.4456625 34.4018375, 47.4455013 34.4018375)",,
137127961,False,,,primary_link,,True,14.79,,"LINESTRING (47.4455013 34.4018375, 47.4456625 34.4018375)",,
607499167,True,35,بیستون - سنقر,primary,95,False,108.95,,"LINESTRING (47.4455013 34.4018375, 47.445467 34.4008581)",,
343237973,True,35;48,,trunk,,False,28.604999999999997,roundabout,"LINESTRING (47.4450306 34.397683, 47.4450208 34.3977468, 47.4449851 34.3978039, 47.4449278 34.3978475, 47.4448558 34.3978723)",,
"[137128552, 137128513, 385093703]",True,48,بزرگراه کرمانشاه - همدان,trunk,110,False,525.159,,"LINESTRING (47.4450306 34.397683, 47.4451198 34.3978042, 47.4452801 34.3979932, 47.445465 34.3981536, 47.4461131 34.3985647, 47.4467319 34.3989114, 47.4475396 34.3993494, 47.4495904 34.4004885)",2,yes
343237973,True,35;48,,trunk,,False,3.965,roundabout,"LINESTRING (47.4448558 34.3978723, 47.4448129 34.3978766)",,
343237973,True,35;48,,trunk,,False,33.749,roundabout,"LINESTRING (47.4447751 34.3975093, 47.4448966 34.3975228, 47.4449912 34.3975872, 47.4450306 34.397683)",,
376842974,False,,,unclassified,,True,260.904,,"LINESTRING (47.4430027 34.3957651, 47.4427908 34.3958662, 47.4427069 34.3960308, 47.442698 34.396163, 47.4428263 34.3962857, 47.4429623 34.3964031, 47.4430654 34.3964416, 47.4431923 34.3964954, 47.4437096 34.3971633, 47.443815 34.3972902, 47.4439332 34.3973489, 47.44422 34.3973285)",,
376842974,False,,,unclassified,,False,260.90400000000005,,"LINESTRING (47.44422 34.3973285, 47.4439332 34.3973489, 47.443815 34.3972902, 47.4437096 34.3971633, 47.4431923 34.3964954, 47.4430654 34.3964416, 47.4429623 34.3964031, 47.4428263 34.3962857, 47.442698 34.396163, 47.4427069 34.3960308, 47.4427908 34.3958662, 47.4430027 34.3957651)",,
1049255063,True,35;48,بزرگراه همدان - کرمانشاه,trunk,110,False,207.298,,"LINESTRING (47.44422 34.3973285, 47.4440564 34.3971631, 47.4435696 34.3966299, 47.4430027 34.3957651)",,
376843003,False,,,residential,,True,75.028,,"LINESTRING (47.4444369 34.3975292, 47.4437452 34.3978891)",,
1049255063,True,35;48,بزرگراه همدان - کرمانشاه,trunk,110,False,29.901000000000003,,"LINESTRING (47.4444369 34.3975292, 47.4443564 34.3974545, 47.44422 34.3973285)",,
376842992,False,,,residential,,True,84.033,,"LINESTRING (47.4437452 34.3978891, 47.4441841 34.3985524)",,
376843003,False,,,residential,,False,75.028,,"LINESTRING (47.4437452 34.3978891, 47.4444369 34.3975292)",,
376843003,False,,,residential,,True,29.262999999999998,,"LINESTRING (47.4437452 34.3978891, 47.4435332 34.3979999, 47.4434704 34.3980214)",,
376843003,False,,,residential,,True,28.106,,"LINESTRING (47.4434704 34.3980214, 47.4431887 34.3981207)",,
376843018,False,,,residential,,True,74.222,,"LINESTRING (47.4434704 34.3980214, 47.4438029 34.3986299)",,
376843003,False,,,residential,,False,29.262999999999998,,"LINESTRING (47.4434704 34.3980214, 47.4435332 34.3979999, 47.4437452 34.3978891)",,
376843003,False,,,residential,,False,28.106,,"LINESTRING (47.4431887 34.3981207, 47.4434704 34.3980214)",,
376843003,False,,,residential,,True,29.268,,"LINESTRING (47.4431887 34.3981207, 47.4429006 34.3982337)",,
376843007,False,,,residential,,True,69.492,,"LINESTRING (47.4431887 34.3981207, 47.4434905 34.3986939)",,
376842979,False,,,residential,,True,67.76,,"LINESTRING (47.4429006 34.3982337, 47.4432098 34.3987871)",,
376843003,False,,,residential,,False,29.268,,"LINESTRING (47.4429006 34.3982337, 47.4431887 34.3981207)",,
376843003,False,,,residential,,True,29.987,,"LINESTRING (47.4429006 34.3982337, 47.442613 34.3983618)",,
137128444,True,35,بیستون - سنقر,primary,,False,65.15,,"LINESTRING (47.4448026 34.3983153, 47.4446827 34.3980084, 47.4445966 34.3977547)",,
376843003,False,,,residential,,False,62.913000000000004,,"LINESTRING (47.4448026 34.3983153, 47.4445576 34.3984412, 47.4443043 34.3985166, 47.4441841 34.3985524)",,
376843003,False,,,residential,,False,29.987,,"LINESTRING (47.442613 34.3983618, 47.4429006 34.3982337)",,
376843003,False,,,residential,,True,73.01100000000001,,"LINESTRING (47.442613 34.3983618, 47.4424295 34.3984436, 47.4426502 34.3987705, 47.4427143 34.3988673)",,
376843005,False,,,residential,,True,64.424,,"LINESTRING (47.442613 34.3983618, 47.4428249 34.3987292, 47.4429051 34.3988885)",,
376842992,False,,,residential,,False,84.033,,"LINESTRING (47.4441841 34.3985524, 47.4437452 34.3978891)",,
376843003,False,,,residential,,False,36.07,,"LINESTRING (47.4441841 34.3985524, 47.4441105 34.3985743, 47.4438029 34.3986299)",,
376843003,False,,,residential,,True,62.913,,"LINESTRING (47.4441841 34.3985524, 47.4443043 34.3985166, 47.4445576 34.3984412, 47.4448026 34.3983153)",,
376843018,False,,,residential,,False,74.222,,"LINESTRING (47.4438029 34.3986299, 47.4434704 34.3980214)",,
376843003,False,,,residential,,False,29.551,,"LINESTRING (47.4438029 34.3986299, 47.4436067 34.3986654, 47.4434905 34.3986939)",,
376843003,False,,,residential,,True,36.07,,"LINESTRING (47.4438029 34.3986299, 47.4441105 34.3985743, 47.4441841 34.3985524)",,
376843018,False,,,residential,,True,139.14800000000002,,"LINESTRING (47.4438029 34.3986299, 47.444048 34.3990826, 47.4442841 34.3990281, 47.4444182 34.3990578, 47.4445742 34.3994772)",,
376843003,False,,,residential,,False,27.761,,"LINESTRING (47.4434905 34.3986939, 47.4432098 34.3987871)",,
376843007,False,,,residential,,False,69.492,,"LINESTRING (47.4434905 34.3986939, 47.4431887 34.3981207)",,
376843007,False,,,residential,,True,60.266,,"LINESTRING (47.4434905 34.3986939, 47.4437561 34.3991896)",,
376843003,False,,,residential,,True,29.551,,"LINESTRING (47.4434905 34.3986939, 47.4436067 34.3986654, 47.4438029 34.3986299)",,
376842979,False,,,residential,,False,67.76,,"LINESTRING (47.4432098 34.3987871, 47.4429006 34.3982337)",,
376842996,False,,,residential,,True,61.252,,"LINESTRING (47.4432098 34.3987871, 47.4434714 34.3992939)",,
376843003,False,,,residential,,False,30.144,,"LINESTRING (47.4432098 34.3987871, 47.4429051 34.3988885)",,
376843003,False,,,residential,,True,27.761,,"LINESTRING (47.4432098 34.3987871, 47.4434905 34.3986939)",,
376843011,False,,,residential,,True,55.282,,"LINESTRING (47.445894 34.398827, 47.4455619 34.3988897, 47.4455318 34.3989558, 47.4455699 34.3990978)",,
376843003,False,,,residential,,True,9.924,,"LINESTRING (47.4427143 34.3988673, 47.4427662 34.3989456)",,
376843003,False,,,residential,,False,73.011,,"LINESTRING (47.4427143 34.3988673, 47.4426502 34.3987705, 47.4424295 34.3984436, 47.442613 34.3983618)",,
"[607499228, 376842990]",False,,,residential,,"[False, True]",65.506,,"LINESTRING (47.4427143 34.3988673, 47.4425322 34.3989482, 47.4424191 34.3989984, 47.4426012 34.3992724)",,
376843003,False,,,residential,,False,14.238,,"LINESTRING (47.4429051 34.3988885, 47.4427662 34.3989456)",,
376843003,False,,,residential,,True,30.144,,"LINESTRING (47.4429051 34.3988885, 47.4432098 34.3987871)",,
