osmid,oneway,name,highway,reversed,length,junction,geometry,lanes,maxspeed,tunnel
485017212,True,خیابان مسجد جامع,secondary,False,54.259,,"LINESTRING (51.6455281 35.3253415, 51.6451003 35.3250005)",,,
57727803,True,میدان امام خمینی,primary,False,33.877,roundabout,"LINESTRING (51.6455281 35.3253415, 51.645592 35.32531, 51.6456649 35.3252966, 51.6457392 35.3253026, 51.6458073 35.3253275, 51.6458624 35.3253687)",,,
57727767,True,,secondary,False,34.833,,"LINESTRING (51.6409363 35.3321457, 51.6405911 35.3320085)",,,
57727767,True,,secondary,False,21.011,,"LINESTRING (51.6411282 35.3322515, 51.6409363 35.3321457)",,,
57727830,True,,secondary,False,37.32,,"LINESTRING (51.6411282 35.3322515, 51.6410007 35.332034, 51.6409523 35.3319481)",,,
57727791,True,میدان امام حسین,primary,False,40.387,roundabout,"LINESTRING (51.6408176 35.3317101, 51.6407943 35.3317896, 51.6407553 35.3318563, 51.6407089 35.3319241, 51.6406469 35.3319834, 51.6405911 35.3320085)",,,
521891415,True,پانزده خرداد,primary,False,13.869,,"LINESTRING (51.6458624 35.3253687, 51.6459676 35.3252782)",,,
57727803,True,میدان امام خمینی,primary,False,23.878999999999998,roundabout,"LINESTRING (51.6458624 35.3253687, 51.6458954 35.3254151, 51.6459113 35.3254672, 51.6459088 35.3255209, 51.6458879 35.3255718)",,,
57727791,True,میدان امام حسین,primary,False,3.205,roundabout,"LINESTRING (51.6405911 35.3320085, 51.6405563 35.3320135)",,,
57727822,True,بلوار رسالت,secondary,False,33.89,,"LINESTRING (51.65033 35.3293126, 51.6506222 35.3291227)",,,
623828017,False,,secondary_link,True,11.487,,"LINESTRING (51.65033 35.3293126, 51.6504089 35.3293934)",,,
57727803,True,میدان امام خمینی,primary,False,40.75,roundabout,"LINESTRING (51.6458879 35.3255718, 51.6458442 35.3256213, 51.6457834 35.325657, 51.6457119 35.3256752, 51.6456371 35.325674, 51.6455666 35.3256535, 51.6455076 35.3256158)",,,
57727791,True,میدان امام حسین,primary,False,5.519,roundabout,"LINESTRING (51.6407287 35.3315853, 51.6407737 35.3316187)",,,
57727772,True,شهدای ده دی,primary,False,241.145,,"LINESTRING (51.6436357 35.3271555, 51.6455076 35.3256158)",2,,
351960772,True,نوری,residential,False,92.618,,"LINESTRING (51.6436357 35.3271555, 51.643784 35.3272535, 51.643815 35.3272632, 51.6438407 35.3272609, 51.6445061 35.3269431)",,30,
489165671,True,محمودی,tertiary,False,36.227,,"LINESTRING (51.6436357 35.3271555, 51.6434793 35.3269747, 51.6434216 35.3268814)",,,
57727794,True,بلوار رسالت,secondary,False,87.212,,"LINESTRING (51.6504089 35.3293934, 51.6496412 35.3298655)",,,
623828017,False,,secondary_link,False,11.487,,"LINESTRING (51.6504089 35.3293934, 51.65033 35.3293126)",,,
57727822,True,بلوار رسالت,secondary,False,150.139,,"LINESTRING (51.64903 35.3301481, 51.6493277 35.3299489, 51.65033 35.3293126)",,,
351963653,True,طالقانی,secondary,False,53.129999999999995,,"LINESTRING (51.64903 35.3301481, 51.6489437 35.3299801, 51.6487784 35.329717)",,,
57727790,False,حافظ,tertiary,False,43.993,,"LINESTRING (51.6458231 35.3322832, 51.6454668 35.3325516)",,,
489165610,False,حافظ ۹,residential,True,40.949,,"LINESTRING (51.6458231 35.3322832, 51.6455913 35.3319672)",,30,
57727790,False,حافظ,tertiary,True,75.69399999999999,,"LINESTRING (51.6458231 35.3322832, 51.6461484 35.3320087, 51.6463574 35.3318109, 51.6463849 35.3317805)",,,
57727772,True,شهدای ده دی,primary,False,80.684,,"LINESTRING (51.6423473 35.3285239, 51.6428057 35.3279021)",2,,
521891412,True,شهدای نیروی انتظامی,tertiary,False,52.255,,"LINESTRING (51.6423473 35.3285239, 51.6418418 35.3282986)",,30,
57727794,True,بلوار رسالت,secondary,False,90.509,,"LINESTRING (51.6511385 35.3288401, 51.650928 35.329023, 51.6507055 35.3291966, 51.6504089 35.3293934)",,,
636301006,False,,residential,True,56.615,,"LINESTRING (51.6511385 35.3288401, 51.6511858 35.3289689, 51.6513414 35.3289207, 51.6514808 35.3291308)",,,
57727772,True,شهدای ده دی,primary,False,21.486,,"LINESTRING (51.6428057 35.3279021, 51.6429597 35.3277553)",2,,
57727803,True,میدان امام خمینی,primary,False,33.988,roundabout,"LINESTRING (51.6455076 35.3256158, 51.6454663 35.3255648, 51.6454469 35.3255058, 51.6454515 35.3254447, 51.6454795 35.325388, 51.6455281 35.3253415)",,,
395656574,True,بلوار الغدیر,secondary,False,45.347,,"LINESTRING (51.6502843 35.3317408, 51.6507222 35.3319375)",,,
"[251685635, 251685610, 251685616, 251685618, 251685628]",False,سمیعی,secondary,False,190.985,,"LINESTRING (51.6502843 35.3317408, 51.6499764 35.3315492, 51.6498336 35.331449, 51.6497745 35.3314075, 51.6496583 35.3312971, 51.6495794 35.3312309, 51.6494277 35.3310631, 51.6493095 35.3308727, 51.649205 35.3306391, 51.6491134 35.3303735)",,,yes
57727822,True,بلوار رسالت,secondary,False,88.325,,"LINESTRING (51.6506222 35.3291227, 51.650838 35.3289503, 51.6510431 35.3287721, 51.6512774 35.3285364)",,,
"[351963971, 636301007]",False,هدایت,residential,False,41.876999999999995,,"LINESTRING (51.6506222 35.3291227, 51.6504807 35.329031, 51.6502607 35.3288885)",,30,
57727790,False,حافظ,tertiary,False,49.904,,"LINESTRING (51.6467114 35.3314193, 51.6463849 35.3317805)",,,
353614416,False,حافظ ۷,residential,False,44.438,,"LINESTRING (51.6467114 35.3314193, 51.6464765 35.3310686)",,30,
57727790,False,حافظ,tertiary,True,116.79599999999999,,"LINESTRING (51.6467114 35.3314193, 51.6469587 35.3312111, 51.6472984 35.331038, 51.6473655 35.3310069, 51.6477601 35.330823)",,,
395656752,True,طالقانی,secondary,False,13.286,,"LINESTRING (51.6463102 35.326165, 51.6462381 35.326061)",,,
395656752,True,طالقانی,secondary,False,5.999,,"LINESTRING (51.646574 35.3266222, 51.6465458 35.3265734)",,,
395656752,True,طالقانی,secondary,False,24.178,,"LINESTRING (51.6474037 35.3279145, 51.6473175 35.3277803, 51.64728 35.3277219)",,,
351963654,True,,secondary,False,16.948,,"LINESTRING (51.6477669 35.3283929, 51.647623 35.3282957)",,,
395656751,True,خیابان طالقانی,secondary,False,64.283,,"LINESTRING (51.6477669 35.3283929, 51.6477318 35.32824, 51.6476198 35.3281073, 51.6475522 35.3280402, 51.6474037 35.3279145)",,,
351963653,True,طالقانی,secondary,False,37.677,,"LINESTRING (51.6480187 35.3287226, 51.6477991 35.328435)",,,
552739222,False,جانبازان,residential,False,111.323,,"LINESTRING (51.6480187 35.3287226, 51.6469914 35.3292702)",,30,
351963653,True,طالقانی,secondary,False,34.681,,"LINESTRING (51.6483383 35.329141, 51.6481361 35.3288763)",,,
352013783,False,شهید علیدوستی,residential,False,135.89600000000002,,"LINESTRING (51.6483383 35.329141, 51.6477365 35.3294635, 51.6476148 35.3295294, 51.6470878 35.3298139)",,30,
351963524,True,خیابان دکتر موسوی,residential,False,48.223,,"LINESTRING (51.6497578 35.325807, 51.649228 35.3258422)",,,
444333076,False,کوچه مورخ,residential,False,69.627,,"LINESTRING (51.6497578 35.325807, 51.6504807 35.3255967)",,30,
351963503,False,خیابان شهید زواره,tertiary,False,59.357,,"LINESTRING (51.6497578 35.325807, 51.6498904 35.3260514, 51.6500227 35.3262951)",,,
351963503,False,خیابان شهید زواره,tertiary,True,75.325,,"LINESTRING (51.6497578 35.325807, 51.6496218 35.3255663, 51.6494952 35.3253423, 51.64943 35.3252358, 51.6494084 35.3251926)",,,
351963445,False,کوچه شهیدان اکبری,residential,False,24.696,,"LINESTRING (51.647139 35.3247784, 51.6473362 35.3246253)",,30,
351964729,False,,residential,False,38.173,,"LINESTRING (51.647139 35.3247784, 51.6468599 35.3245215)",,30,
351963445,False,کوچه شهیدان اکبری,residential,True,125.119,,"LINESTRING (51.647139 35.3247784, 51.646934 35.3249551, 51.6467361 35.3251207, 51.6466474 35.3251915, 51.6461492 35.3255611)",,30,
351963503,False,خیابان شهید زواره,tertiary,False,45.482,,"LINESTRING (51.6489604 35.3243589, 51.6491645 35.3247325)",,,
351963503,False,خیابان شهید زواره,tertiary,True,56.637,,"LINESTRING (51.6489604 35.3243589, 51.6489421 35.3243206, 51.6488378 35.3241205, 51.6487066 35.3238937)",,,
"[521891393, 521891395]",False,کوچه عارف,residential,False,69.084,,"LINESTRING (51.6489604 35.3243589, 51.6494807 35.3242037, 51.6495933 35.3243459)",,30,
351963503,False,خیابان شهید زواره,tertiary,True,15.678,,"LINESTRING (51.6503422 35.326881, 51.6502719 35.3267522)",,,
556447102,False,کوچه محدث,residential,False,67.638,,"LINESTRING (51.6503422 35.326881, 51.6496533 35.3271136)",,30,
351963503,False,خیابان شهید زواره,tertiary,False,58.711,,"LINESTRING (51.6503422 35.326881, 51.6505007 35.3271651, 51.6506102 35.3273616)",,,
351963503,False,خیابان شهید زواره,tertiary,True,27.738999999999997,,"LINESTRING (51.65108 35.3282091, 51.6510101 35.328083, 51.650954 35.3279818)",,,
395656750,True,خیابان شهید زواره,tertiary,False,43.894,,"LINESTRING (51.65108 35.3282091, 51.6512031 35.3282734, 51.6513437 35.3283058, 51.6515314 35.3282745)",,,
57727822,True,بلوار رسالت,secondary,False,37.136,,"LINESTRING (51.6512774 35.3285364, 51.6515314 35.3282745)",,,
395656749,True,خیابان شهید زواره,tertiary,False,38.936,,"LINESTRING (51.6512774 35.3285364, 51.6510872 35.3282225)",,,
351963653,True,طالقانی,secondary,False,53.406,,"LINESTRING (51.6487784 35.329717, 51.648467 35.3293094)",,,
351963936,False,حسین بخشنده,residential,False,163.001,,"LINESTRING (51.6487784 35.329717, 51.6502607 35.3288885)",,30,
352013952,False,شهید محمدی,residential,False,81.025,,"LINESTRING (51.6487784 35.329717, 51.6479965 35.3300692)",,30,
351963936,False,حسین بخشنده,residential,True,16.202,,"LINESTRING (51.650408 35.3288061, 51.6502607 35.3288885)",,30,
352048518,False,شهدای بستان,tertiary,False,49.136,,"LINESTRING (51.647623 35.3282957, 51.6471583 35.3285227)",,30,
351963654,True,,secondary,False,20.597,,"LINESTRING (51.647623 35.3282957, 51.6475249 35.328162, 51.6475115 35.3281347)",,,
395656752,True,طالقانی,secondary,False,32.298,,"LINESTRING (51.6472425 35.3276634, 51.6470773 35.3274061)",,,
"[351963768, 509047781]",False,"['شید مهابادی', 'کوچه شید مهابادی']",residential,False,254.958,,"LINESTRING (51.6472425 35.3276634, 51.6479199 35.3274434, 51.648455 35.3272696, 51.6487931 35.3271598, 51.6493603 35.3269701, 51.6493941 35.3269531, 51.6493965 35.3269197, 51.6492392 35.3265777)",,30,
351964488,False,کوچه هنر مند,residential,False,77.716,,"LINESTRING (51.6492392 35.3265777, 51.6500227 35.3262951)",,30,
351964489,False,کوچه دکتر موسوی,residential,False,57.556,,"LINESTRING (51.6492392 35.3265777, 51.6492069 35.3265393, 51.6491921 35.326484, 51.6491732 35.3263286, 51.6492226 35.3260735)",,30,
"[351963768, 509047781]",False,"['شید مهابادی', 'کوچه شید مهابادی']",residential,True,254.958,,"LINESTRING (51.6492392 35.3265777, 51.6493965 35.3269197, 51.6493941 35.3269531, 51.6493603 35.3269701, 51.6487931 35.3271598, 51.648455 35.3272696, 51.6479199 35.3274434, 51.6472425 35.3276634)",,30,
351963653,True,طالقانی,secondary,False,5.518,,"LINESTRING (51.6477991 35.328435, 51.6477669 35.3283929)",,,
352048409,False,شهید حسین تاجیک جوبه,residential,False,57.27,,"LINESTRING (51.6477991 35.328435, 51.6472913 35.328741)",,30,
351963653,True,طالقانی,secondary,False,20.138,,"LINESTRING (51.6481361 35.3288763, 51.6480187 35.3287226)",,,
351963888,False,کوچه شهید غلامرضا میری,residential,False,280.615,,"LINESTRING (51.6481361 35.3288763, 51.6506102 35.3273616)",,,
351963503,False,خیابان شهید زواره,tertiary,False,26.215,,"LINESTRING (51.6506102 35.3273616, 51.6507293 35.3275764)",,,
351963888,False,کوچه شهید غلامرضا میری,residential,True,280.615,,"LINESTRING (51.6506102 35.3273616, 51.6481361 35.3288763)",,,
351963503,False,خیابان شهید زواره,tertiary,True,58.711,,"LINESTRING (51.6506102 35.3273616, 51.6505007 35.3271651, 51.6503422 35.326881)",,,
351963653,True,طالقانی,secondary,False,22.067,,"LINESTRING (51.648467 35.3293094, 51.6483383 35.329141)",,,
351963900,False,دانشمند,residential,False,141.914,,"LINESTRING (51.648467 35.3293094, 51.6497337 35.3285605)",,30,
351963900,False,دانشمند,residential,True,48.744,,"LINESTRING (51.6501688 35.3283033, 51.6497337 35.3285605)",,30,
351963900,False,دانشمند,residential,False,48.744,,"LINESTRING (51.6497337 35.3285605, 51.6501688 35.3283033)",,30,
351963900,False,دانشمند,residential,True,141.914,,"LINESTRING (51.6497337 35.3285605, 51.648467 35.3293094)",,30,
636301007,False,هدایت,residential,True,60.132,,"LINESTRING (51.6497337 35.3285605, 51.6502607 35.3288885)",,30,
351964729,False,,residential,True,38.173,,"LINESTRING (51.6468599 35.3245215, 51.647139 35.3247784)",,30,
521891415,True,پانزده خرداد,primary,False,5.34,,"LINESTRING (51.6468599 35.3245215, 51.6469011 35.3244872)",,,
