osmid,bridge,highway,oneway,reversed,length,geometry
"[158545313, 158543466]",yes,secondary,False,True,134.543,"LINESTRING (52.6265473 36.3073923, 52.6278408 36.3071755, 52.6280199 36.3071588)"
776674103,,secondary,True,False,71.36000000000001,"LINESTRING (52.6265473 36.3073923, 52.6263369 36.3074714, 52.6261357 36.3075769, 52.6259989 36.3076985, 52.6259627 36.3077911)"
158545313,,secondary,False,False,8.844,"LINESTRING (52.631191 36.3086839, 52.6311111 36.3086372)"
716908669,,residential,False,False,58.042,"LINESTRING (52.631191 36.3086839, 52.6314733 36.3091537)"
158545313,,secondary,False,True,76.395,"LINESTRING (52.631191 36.3086839, 52.6315697 36.3087836, 52.6320158 36.3088523)"
716908669,,residential,False,False,20.289,"LINESTRING (52.6327232 36.3116305, 52.6328505 36.3117814)"
716908669,,residential,False,True,146.449,"LINESTRING (52.6327232 36.3116305, 52.6323538 36.3112945, 52.6321848 36.3107471, 52.6319869 36.3104882)"
716908669,,residential,False,True,53.106,"LINESTRING (52.6319869 36.3104882, 52.6318763 36.310019)"
716908669,,residential,False,False,146.449,"LINESTRING (52.6319869 36.3104882, 52.6321848 36.3107471, 52.6323538 36.3112945, 52.6327232 36.3116305)"
958980041,,residential,False,False,93.86999999999999,"LINESTRING (52.6319869 36.3104882, 52.6322663 36.3104915, 52.6326663 36.3104935, 52.6328137 36.3104943, 52.6330344 36.3104897)"
958980041,,residential,False,True,89.547,"LINESTRING (52.6319869 36.3104882, 52.6317537 36.3104999, 52.6316598 36.3104762, 52.6315767 36.3104243, 52.6313728 36.3102384, 52.6311716 36.3101131)"
716908669,,residential,False,False,36.274,"LINESTRING (52.6318008 36.3096985, 52.6318763 36.310019)"
716908669,,residential,False,True,1.606,"LINESTRING (52.6318008 36.3096985, 52.631793 36.3096855)"
958980039,,residential,False,False,115.09,"LINESTRING (52.6318008 36.3096985, 52.6318703 36.3096353, 52.631882 36.3096349, 52.631981 36.3096318, 52.6320917 36.3096593, 52.6322025 36.3097176, 52.6322323 36.3098188, 52.632277 36.3098445, 52.6323621 36.3098463, 52.6324521 36.3098231, 52.6326687 36.3097673, 52.6328837 36.3097022)"
1181753082,,residential,False,True,29.311,"LINESTRING (52.6232866 36.3049016, 52.6235894 36.3050013)"
716908656,,residential,False,False,44.608,"LINESTRING (52.6232866 36.3049016, 52.6231941 36.3048517, 52.6230617 36.3048176, 52.6228307 36.304758, 52.6228286 36.3047544)"
774600601,,residential,False,False,104.88500000000002,"LINESTRING (52.6232866 36.3049016, 52.6232038 36.3049453, 52.6231797 36.3049973, 52.6232642 36.3052325, 52.6232823 36.3053801, 52.6232602 36.3055148, 52.6231817 36.3056527, 52.623092 36.3057574)"
158545313,,secondary,False,True,8.844,"LINESTRING (52.6311111 36.3086372, 52.631191 36.3086839)"
158545313,,secondary,False,False,133.849,"LINESTRING (52.6311111 36.3086372, 52.6308997 36.3085137, 52.6304117 36.3081498, 52.6299914 36.3078422)"
774599290,,residential,False,True,81.995,"LINESTRING (52.6311111 36.3086372, 52.6310536 36.3088465, 52.63078 36.3090453, 52.6307318 36.3090929, 52.6306647 36.3092485)"
774599290,,residential,False,False,81.995,"LINESTRING (52.6306647 36.3092485, 52.6307318 36.3090929, 52.63078 36.3090453, 52.6310536 36.3088465, 52.6311111 36.3086372)"
774599294,,residential,False,True,56.06,"LINESTRING (52.6307934 36.3067412, 52.6313643 36.306535)"
1084296244,,residential,False,True,6.704,"LINESTRING (52.6307934 36.3067412, 52.6308337 36.306792)"
1084296248,,residential,False,False,59.47,"LINESTRING (52.6307934 36.3067412, 52.6302478 36.3065604, 52.6301796 36.3065378)"
774600596,,residential,False,True,72.229,"LINESTRING (52.6260191 36.3075848, 52.6252239 36.3076911)"
1084170303,,secondary,True,False,18.863,"LINESTRING (52.6260191 36.3075848, 52.6261055 36.3075395, 52.6261969 36.307494)"
774600596,,residential,False,False,11.081,"LINESTRING (52.6251019 36.3077074, 52.6252239 36.3076911)"
1084170299,,residential,False,False,9.37,"LINESTRING (52.6251019 36.3077074, 52.6250662 36.3076282)"
