osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,bridge
521922983,True,2,بلوار آزادی,primary,False,25.543,"LINESTRING (47.9752475 34.0680952, 47.9751642 34.0683143)",,
207076476,True,,,primary_link,False,18.448999999999998,"LINESTRING (47.9752475 34.0680952, 47.975198 34.068105, 47.9751533 34.0680983, 47.9751146 34.068073, 47.9750862 34.0680343)",,
521922983,True,2,بلوار آزادی,primary,False,87.63,"LINESTRING (47.9751642 34.0683143, 47.9749638 34.0688412, 47.9748785 34.069066)",,
207076484,True,,میدان امام خمینی,primary,False,7.432,"LINESTRING (47.9738725 34.0720329, 47.9738973 34.0720965)",roundabout,
680951651,False,,شهید رجایی,secondary,True,61.815,"LINESTRING (47.9735261 34.0719393, 47.9729123 34.0717145)",,
207063218,True,2,بلوار آزادی,primary,False,152.98,"LINESTRING (47.9735261 34.0719393, 47.9735895 34.0718651, 47.9736636 34.0717559, 47.9737461 34.0715749, 47.9740371 34.0708472, 47.9741069 34.0706562)",,
207076484,True,,میدان امام خمینی,primary,False,37.122,"LINESTRING (47.9735261 34.0719393, 47.9736028 34.0719187, 47.9736834 34.0719188, 47.97376 34.0719396, 47.9738252 34.0719789, 47.9738725 34.0720329)",roundabout,
207063218,True,2,بلوار آزادی,primary,False,28.976,"LINESTRING (47.9749885 34.068282, 47.9750862 34.0680343)",,
207076478,True,,,primary_link,False,19.465999999999998,"LINESTRING (47.9749885 34.068282, 47.9750373 34.0682584, 47.9750902 34.0682584, 47.9751149 34.0682707, 47.9751309 34.0682786, 47.9751642 34.0683143)",,
207076484,True,,میدان امام خمینی,primary,False,8.834999999999999,"LINESTRING (47.9736792 34.0723409, 47.9736185 34.0723421, 47.9735833 34.0723427)",roundabout,
207076484,True,,میدان امام خمینی,primary,False,37.137,"LINESTRING (47.973413 34.0722263, 47.9733882 34.0721627, 47.9733883 34.0720959, 47.9734133 34.0720324, 47.9734608 34.0719784, 47.9735261 34.0719393)",roundabout,
681465959,False,,آیت الله خامنه ای,secondary,True,88.71600000000001,"LINESTRING (47.973413 34.0722263, 47.973166 34.0722106, 47.9724698 34.072074)",,
908141228,True,,,secondary,False,41.545,"LINESTRING (47.9738973 34.0720965, 47.974007 34.0724589)",,
207076484,True,,میدان امام خمینی,primary,False,37.443,"LINESTRING (47.9738973 34.0720965, 47.973897 34.0721638, 47.9738715 34.0722278, 47.9738232 34.0722819, 47.9737569 34.0723209, 47.9736792 34.0723409)",roundabout,
768779457,False,,جهاد ۷,residential,False,24.631,"LINESTRING (47.9738973 34.0720965, 47.9740327 34.0721254, 47.9741396 34.0721831)",,
207076494,False,2,خیابان مدرس,secondary,True,49.627,"LINESTRING (47.9748327 34.0749265, 47.974619 34.0753362)",,
552290979,False,,جهاد ۲,residential,True,175.581,"LINESTRING (47.9748327 34.0749265, 47.9737612 34.0736205)",,
768779461,False,,کوچه جهاد۱,residential,False,89.585,"LINESTRING (47.9748327 34.0749265, 47.9754324 34.0755608)",,
"[1255198355, 207076494]",False,2,خیابان مدرس,secondary,False,106.34400000000001,"LINESTRING (47.9748327 34.0749265, 47.9749528 34.0746962, 47.9749614 34.0745838, 47.9748777 34.0743661, 47.9747071 34.0740302)",,
1255198355,False,2,خیابان مدرس,secondary,True,61.299,"LINESTRING (47.9740605 34.0726367, 47.9743063 34.073149)",,
207076497,True,,,secondary,False,48.26,"LINESTRING (47.9740605 34.0726367, 47.9739557 34.0725376, 47.9737972 34.0724153, 47.9736792 34.0723409)",,
207096221,True,,خیابان امام خمینی ره,secondary,False,23.445,"LINESTRING (47.971886 34.0768048, 47.9719625 34.0766037)",,
552282926,False,,,residential,True,48.8,"LINESTRING (47.971886 34.0768048, 47.9713893 34.076652)",,
207096221,True,,خیابان امام خمینی ره,secondary,False,12.533,"LINESTRING (47.9725278 34.0751177, 47.9725687 34.0750102)",,
317253485,False,,خیابان ولیعصر,secondary,True,40.64,"LINESTRING (47.9725278 34.0751177, 47.9729283 34.0752711)",,
207076484,True,,میدان امام خمینی,primary,False,20.778,"LINESTRING (47.9735833 34.0723427, 47.9735 34.0723073, 47.9734502 34.0722714, 47.973413 34.0722263)",roundabout,
552282941,False,,کوچه پردیس ۲,residential,True,148.795,"LINESTRING (47.9685668 34.0719851, 47.970091 34.0724285)",,
1255198358,True,,بیست و چهار متری طالقانی,secondary,False,38.62,"LINESTRING (47.9685668 34.0719851, 47.9684531 34.0723194)",,
681465959,False,,آیت الله خامنه ای,secondary,True,9.349,"LINESTRING (47.9687778 34.0713484, 47.9686836 34.0713171)",,
1255198358,True,,بیست و چهار متری طالقانی,secondary,False,42.209,"LINESTRING (47.9687778 34.0713484, 47.9686576 34.0717147)",,
681465959,False,,آیت الله خامنه ای,secondary,False,138.346,"LINESTRING (47.9687778 34.0713484, 47.969798 34.0716265, 47.9702112 34.0717189)",,
552282926,False,,,residential,False,25.094,"LINESTRING (47.9711339 34.0765734, 47.9713893 34.076652)",,
1067639411,False,,سید اکبر,residential,False,42.515,"LINESTRING (47.9711339 34.0765734, 47.9707028 34.0764367)",,
681463929,True,,شهید رجایی,secondary,False,203.454,"LINESTRING (47.9711339 34.0765734, 47.9712679 34.0760601, 47.9715095 34.074771)",,
552290986,False,,کوچه شهید حیدر کاظمی,residential,True,49.508,"LINESTRING (47.9715095 34.074771, 47.9720281 34.0748881)",,
681463929,True,,شهید رجایی,secondary,False,57.441,"LINESTRING (47.9715095 34.074771, 47.9715896 34.0742587)",,
681463929,True,,شهید رجایی,secondary,False,35.569,"LINESTRING (47.9715896 34.0742587, 47.9716774 34.0739472)",,
769443439,False,,کوچه شهید عباس بگ عباسی کریم آبادی,residential,False,32.515,"LINESTRING (47.9715896 34.0742587, 47.9712523 34.0741724)",,
680951651,False,,شهید رجایی,secondary,False,53.239,"LINESTRING (47.9724698 34.072074, 47.9726573 34.0716211)",,
681465959,False,,آیت الله خامنه ای,secondary,True,49.428,"LINESTRING (47.9724698 34.072074, 47.9719388 34.0720097)",,
681465959,False,,آیت الله خامنه ای,secondary,False,88.71600000000001,"LINESTRING (47.9724698 34.072074, 47.973166 34.0722106, 47.973413 34.0722263)",,
680951651,False,,شهید رجایی,secondary,False,25.681,"LINESTRING (47.9726573 34.0716211, 47.9729123 34.0717145)",,
680951651,False,,شهید رجایی,secondary,True,53.239,"LINESTRING (47.9726573 34.0716211, 47.9724698 34.072074)",,
680951649,False,,کوچه شهید علی مراد کاظمیان,residential,False,97.551,"LINESTRING (47.9726573 34.0716211, 47.9723763 34.0715422, 47.9718881 34.0714311, 47.9717111 34.0714622, 47.9716365 34.0714546)",,
552282933,False,,خیابان سادات,residential,True,11.513,"LINESTRING (47.9703491 34.0717475, 47.9703117 34.0718463)",,
681465959,False,,آیت الله خامنه ای,secondary,False,67.06,"LINESTRING (47.9703491 34.0717475, 47.9710652 34.0718564)",,
681465959,False,,آیت الله خامنه ای,secondary,True,13.094,"LINESTRING (47.9703491 34.0717475, 47.9702112 34.0717189)",,
207096246,False,,خیابان انقلاب,tertiary,False,51.487,"LINESTRING (47.9711606 34.0718731, 47.9712295 34.0714136)",,
681465959,False,,آیت الله خامنه ای,secondary,False,37.63,"LINESTRING (47.9711606 34.0718731, 47.97156 34.0719443)",,
681465959,False,,آیت الله خامنه ای,secondary,True,8.981,"LINESTRING (47.9711606 34.0718731, 47.9710652 34.0718564)",,
207096246,False,,خیابان انقلاب,tertiary,False,24.787,"LINESTRING (47.97181 34.0686404, 47.9718541 34.0684205)",,
207096246,False,,خیابان انقلاب,tertiary,True,18.301,"LINESTRING (47.97181 34.0686404, 47.9717852 34.0688037)",,
552288807,False,,یاس ۵,residential,False,52.9,"LINESTRING (47.97181 34.0686404, 47.9712593 34.0685054)",,
547061420,False,,گلبرگ ۱۱,residential,False,155.66,"LINESTRING (47.9743287 34.0769176, 47.9747281 34.0770157, 47.9760016 34.0770164)",,
