osmid,highway,oneway,reversed,length,lanes,name,geometry,junction
206389167,primary_link,False,False,12.377,,,"LINESTRING (58.4621379 35.4774737, 58.4621764 35.4773669)",
723568010,primary,True,False,21.941,2,بلوار امام علی(ع),"LINESTRING (58.4621379 35.4774737, 58.4619057 35.4774173)",
206389201,residential,False,False,107.794,,ساحل,"LINESTRING (58.4589848 35.4739389, 58.4582549 35.473974, 58.4578444 35.4738064)",
723568010,primary,True,False,109.773,2,بلوار امام علی(ع),"LINESTRING (58.4589848 35.4739389, 58.458988 35.4737485, 58.4590214 35.4735756, 58.4590746 35.4734267, 58.4591629 35.47327, 58.4593493 35.4730179)",
723568010,primary,True,False,32.299,2,بلوار امام علی(ع),"LINESTRING (58.4626998 35.4776254, 58.4623613 35.4775338)",
797785654,residential,False,False,70.047,,امام علی ۱۳,"LINESTRING (58.4626998 35.4776254, 58.4626481 35.4779359, 58.4625703 35.4782461)",
723568010,primary,True,False,89.432,2,بلوار امام علی(ع),"LINESTRING (58.4636296 35.4778966, 58.4626998 35.4776254)",
797785653,residential,False,False,57.906,,امام علی ۱۵,"LINESTRING (58.4636296 35.4778966, 58.463434 35.4783924)",
723568010,primary,True,False,21.304,2,بلوار امام علی(ع),"LINESTRING (58.4623613 35.4775338, 58.4621379 35.4774737)",
797785655,residential,False,False,56.143,,امام علی ۱۱,"LINESTRING (58.4623613 35.4775338, 58.4623021 35.4780364)",
75268850,residential,True,False,169.51700000000002,,حجاب,"LINESTRING (58.4591141 35.4762393, 58.4588383 35.4759059, 58.4585664 35.4756287, 58.4583501 35.4754629, 58.4581417 35.4753671, 58.4577525 35.4752719)",
723568010,primary,True,False,97.997,2,بلوار امام علی(ع),"LINESTRING (58.4591141 35.4762393, 58.4590567 35.4760817, 58.4590376 35.4759114, 58.4590241 35.4753656)",
736956148,residential,False,True,150.03799999999998,,شورا,"LINESTRING (58.4591141 35.4762393, 58.4583968 35.4766221, 58.4579851 35.4767717, 58.4576367 35.4767652)",
206389235,tertiary,False,False,122.491,,امام خمینی(ره),"LINESTRING (58.4548002 35.4745324, 58.456086 35.4748745)",
206389123,tertiary,True,False,14.435,,میدان حضرت ابوالفضل(ع),"LINESTRING (58.4548002 35.4745324, 58.4547599 35.4745606, 58.4547076 35.4745685, 58.4546575 35.4745542)",roundabout
797783925,tertiary,False,True,70.267,,شهید رامین,"LINESTRING (58.4546575 35.4745542, 58.4540482 35.4749455)",
206389123,tertiary,True,False,19.268,,میدان حضرت ابوالفضل(ع),"LINESTRING (58.4546575 35.4745542, 58.4546228 35.4745213, 58.454613 35.4744788, 58.4546306 35.4744379, 58.454671 35.4744097)",roundabout
206389235,tertiary,False,True,38.109,,امام خمینی(ره),"LINESTRING (58.4577525 35.4752719, 58.4573364 35.4752206)",
797231024,residential,True,False,115.619,,امام خمینی(ره),"LINESTRING (58.4577525 35.4752719, 58.4581843 35.4753012, 58.4590241 35.4753656)",
797783925,tertiary,False,False,83.967,,شهید رامین,"LINESTRING (58.45332 35.475413, 58.4540482 35.4749455)",
206389148,residential,False,False,173.891,,امام خمینی(ره)۲,"LINESTRING (58.4573364 35.4752206, 58.4576367 35.4767652)",
206389235,tertiary,False,False,38.109,,امام خمینی(ره),"LINESTRING (58.4573364 35.4752206, 58.4577525 35.4752719)",
206389235,tertiary,False,True,119.59100000000001,,امام خمینی(ره),"LINESTRING (58.4573364 35.4752206, 58.4569766 35.4751236, 58.456086 35.4748745)",
206389168,residential,False,True,82.003,,امام خمینی(ره)۵,"LINESTRING (58.456086 35.4748745, 58.4560309 35.4741384)",
