osmid,highway,oneway,reversed,length,geometry,junction,lanes
465666842,tertiary,False,True,47.14,"LINESTRING (57.0250856 26.8058202, 57.0253253 26.8054542)",,
465666844,tertiary,False,False,58.245,"LINESTRING (57.0250856 26.8058202, 57.0245133 26.8057042)",,
465666853,residential,False,True,102.023,"LINESTRING (57.0250856 26.8058202, 57.0251397 26.8062258, 57.0250753 26.8067316)",,
1135373882,secondary,True,False,8.851,"LINESTRING (57.0279077 26.8043424, 57.0279966 26.8043487)",,
884288326,secondary,False,False,118.012,"LINESTRING (57.0279077 26.8043424, 57.0277104 26.8043324, 57.0274902 26.8043024, 57.027335 26.8042491, 57.0271065 26.8040817, 57.0268676 26.8039099)",,
382628455,residential,False,False,100.368,"LINESTRING (57.027846 26.8021797, 57.0268868 26.8018938)",,
382628455,residential,False,True,76.361,"LINESTRING (57.027846 26.8021797, 57.0278019 26.8028653)",,
382628456,residential,False,False,126.869,"LINESTRING (57.027846 26.8021797, 57.0279947 26.8014686, 57.0284617 26.8014436)",,
382628456,residential,False,False,154.827,"LINESTRING (57.0284617 26.8014436, 57.0286018 26.8010518, 57.0290501 26.8005682, 57.0291341 26.8002228)",,
382628456,residential,False,True,126.869,"LINESTRING (57.0284617 26.8014436, 57.0279947 26.8014686, 57.027846 26.8021797)",,
465666849,residential,False,False,117.68299999999999,"LINESTRING (57.0284617 26.8014436, 57.0290116 26.8012909, 57.0295249 26.801493, 57.0295679 26.8015136)",,
382628456,residential,False,False,81.768,"LINESTRING (57.0293583 26.7993011, 57.0297059 26.7986344)",,
382628456,residential,False,True,7.908,"LINESTRING (57.0293583 26.7993011, 57.0293414 26.7993706)",,
884288916,residential,False,True,55.867,"LINESTRING (57.0293583 26.7993011, 57.0288033 26.7992173)",,
884288916,residential,False,True,110.526,"LINESTRING (57.0285644 26.7989926, 57.0274874 26.7987399)",,
1135373898,residential,False,False,61.953,"LINESTRING (57.0285644 26.7989926, 57.0286297 26.7984385)",,
884288916,residential,False,False,35.657,"LINESTRING (57.0285644 26.7989926, 57.0287512 26.7992094, 57.0288033 26.7992173)",,
382638121,residential,False,True,113.162,"LINESTRING (57.0234868 26.8009504, 57.0235712 26.8009766, 57.0245579 26.8012992)",,
382628456,residential,False,False,7.908,"LINESTRING (57.0293414 26.7993706, 57.0293583 26.7993011)",,
382628456,residential,False,True,96.968,"LINESTRING (57.0293414 26.7993706, 57.0291341 26.8002228)",,
465666846,residential,False,True,134.977,"LINESTRING (57.0293414 26.7993706, 57.0306822 26.7995736)",,
382628455,residential,False,False,50.54,"LINESTRING (57.0268868 26.8018938, 57.0264051 26.8017464)",,
382628455,residential,False,True,100.368,"LINESTRING (57.0268868 26.8018938, 57.027846 26.8021797)",,
