osmid,oneway,lanes,name,highway,reversed,length,junction,geometry,maxspeed
649084280,False,,فرزانگان,tertiary,False,38.747,,"LINESTRING (49.0513535 33.4951254, 49.0510663 33.4948723)",
649084280,False,,فرزانگان,tertiary,True,46.588,,"LINESTRING (49.0513535 33.4951254, 49.0517036 33.4954259)",
198953508,True,,بلوار معلم,secondary,False,61.048,,"LINESTRING (49.0502887 33.4966123, 49.0507867 33.4969714)",
522463711,False,,,secondary_link,True,18.988,,"LINESTRING (49.0502887 33.4966123, 49.0501548 33.4967415)",
649084280,False,,فرزانگان,tertiary,True,13.196,,"LINESTRING (49.0521472 33.4957597, 49.0522888 33.4957715)",
649084280,False,,فرزانگان,tertiary,False,56.138999999999996,,"LINESTRING (49.0521472 33.4957597, 49.0520641 33.4957353, 49.0517036 33.4954259)",
505161633,True,,خیابان عطار,residential,False,45.748,,"LINESTRING (49.0571128 33.5001137, 49.056992 33.4997148)",30
647511239,False,,دانش ۲ غربی,residential,True,201.608,,"LINESTRING (49.0571128 33.5001137, 49.0561696 33.5003235, 49.055012 33.5005811)",
198953507,True,,(بلوار معلم (۴۵ متری,secondary,False,51.318,,"LINESTRING (49.0497149 33.4964243, 49.0492962 33.4961225)",
505161635,False,,معلم ۹,residential,False,211.721,,"LINESTRING (49.0497149 33.4964243, 49.0481021 33.4977721)",30
674051967,False,,انتظار ۱۱,residential,False,34.217,,"LINESTRING (49.0482636 33.4983327, 49.0485232 33.498114)",
674051967,False,,انتظار ۱۱,residential,True,47.448,,"LINESTRING (49.0482636 33.4983327, 49.0479039 33.4986362)",
522463713,False,,مالیات,residential,False,84.293,,"LINESTRING (49.0534347 33.4974967, 49.0540543 33.496942)",30
668609481,False,,,tertiary,True,49.88,,"LINESTRING (49.0534347 33.4974967, 49.053217 33.4970865)",
522463713,False,,مالیات,residential,True,117.92800000000001,,"LINESTRING (49.0534347 33.4974967, 49.0530939 33.4977997, 49.0526955 33.4981539, 49.0525646 33.4982702)",30
668609481,False,,,tertiary,False,76.368,,"LINESTRING (49.0534347 33.4974967, 49.0537073 33.4977276, 49.0541254 33.4978278)",
522463889,True,,خیام شرقی,tertiary,False,197.553,,"LINESTRING (49.0556539 33.5023237, 49.0535861 33.5027519)",
647509302,False,,خیابان رودکی,tertiary,False,51.583,,"LINESTRING (49.0556539 33.5023237, 49.0557881 33.5027739)",
737807180,False,,,tertiary,False,8.486,,"LINESTRING (49.0556539 33.5023237, 49.055632 33.5022496)",
505161633,True,,خیابان عطار,residential,False,53.352,,"LINESTRING (49.0576347 33.5018367, 49.0574938 33.5013715)",30
1125323420,False,,,tertiary_link,True,8.295,,"LINESTRING (49.0576347 33.5018367, 49.0576537 33.5019096)",30
505161722,False,,میعاد ۱,residential,False,14.204,,"LINESTRING (49.0499251 33.4950769, 49.0498158 33.4949874)",30
505161722,False,,میعاد ۱,residential,True,58.779,,"LINESTRING (49.0499251 33.4950769, 49.0503671 33.4954558)",30
505161596,False,,,residential,False,57.242,,"LINESTRING (49.0506502 33.4957025, 49.0511021 33.4960532)",30
505161596,False,,,residential,True,26.471,,"LINESTRING (49.0506502 33.4957025, 49.0504541 33.4955295)",30
647398176,False,,سرو ۱۲,residential,False,91.493,,"LINESTRING (49.0506502 33.4957025, 49.0513535 33.4951254)",
198953507,True,,(بلوار معلم (۴۵ متری,secondary,False,53.925,,"LINESTRING (49.0501548 33.4967415, 49.0497149 33.4964243)",
522463711,False,,,secondary_link,False,18.988,,"LINESTRING (49.0501548 33.4967415, 49.0502887 33.4966123)",
674051968,False,,معلم ۱۱,residential,True,214.898,,"LINESTRING (49.0501548 33.4967415, 49.0485232 33.498114)",
522463527,False,,,residential,True,60.446,,"LINESTRING (49.0548858 33.4977853, 49.0548858 33.4972417)",30
668609302,False,2,خیابان دانشجو,tertiary,False,178.095,,"LINESTRING (49.0548858 33.4977853, 49.0568036 33.497698)",
668609302,False,2,خیابان دانشجو,tertiary,True,39.254,,"LINESTRING (49.0548858 33.4977853, 49.0544629 33.4978012)",
522463565,False,,ستاره ۵,residential,True,76.049,,"LINESTRING (49.0560868 33.5037708, 49.0568851 33.5036138)",30
647509302,False,,خیابان رودکی,tertiary,True,58.102,,"LINESTRING (49.0560868 33.5037708, 49.0559352 33.5032638)",
649084280,False,,فرزانگان,tertiary,False,46.588,,"LINESTRING (49.0517036 33.4954259, 49.0513535 33.4951254)",
371079920,False,2,خیابان علوی,tertiary,False,92.174,,"LINESTRING (49.0517036 33.4954259, 49.0511522 33.4958638, 49.0511021 33.4960532)",
649084280,False,,فرزانگان,tertiary,True,56.138999999999996,,"LINESTRING (49.0517036 33.4954259, 49.0520641 33.4957353, 49.0521472 33.4957597)",
198990398,True,2,بلوار امیرکبیر,secondary,False,227.691,,"LINESTRING (49.0567388 33.4988789, 49.0555719 33.4989779, 49.0542914 33.4990393)",
505161692,False,,معلم ۴,residential,True,61.149,,"LINESTRING (49.0493356 33.4953643, 49.0498158 33.4949874)",30
522463882,False,,معلم ۴,residential,True,89.708,,"LINESTRING (49.0493356 33.4953643, 49.0502882 33.495505)",30
522463882,False,,معلم ۴,residential,False,47.25,,"LINESTRING (49.0493356 33.4953643, 49.0492417 33.4954437, 49.0492048 33.4954749, 49.0489836 33.4956715)",30
371079920,False,2,خیابان علوی,tertiary,False,27.488,,"LINESTRING (49.050933 33.4967564, 49.0507867 33.4969714)",
371079920,False,2,خیابان علوی,tertiary,True,29.288,,"LINESTRING (49.050933 33.4967564, 49.0510053 33.4965)",
505161597,False,,شریعت ۱,residential,True,214.946,,"LINESTRING (49.050933 33.4967564, 49.053217 33.4970865)",30
505161722,False,,میعاد ۱,residential,True,17.524,,"LINESTRING (49.0496888 33.4948707, 49.0498158 33.4949874)",30
371079920,False,2,خیابان علوی,tertiary,False,50.486,,"LINESTRING (49.0511021 33.4960532, 49.0510053 33.4965)",
505161596,False,,,residential,True,57.242,,"LINESTRING (49.0511021 33.4960532, 49.0506502 33.4957025)",30
505161645,False,,شریعت ۳,residential,True,104.033,,"LINESTRING (49.0511021 33.4960532, 49.0522056 33.496222)",30
647400522,False,,معلم۶,residential,True,85.404,,"LINESTRING (49.0511021 33.4960532, 49.0501921 33.4959348)",
371079920,False,2,خیابان علوی,tertiary,True,92.174,,"LINESTRING (49.0511021 33.4960532, 49.0511522 33.4958638, 49.0517036 33.4954259)",
505161707,False,,شریعت ۲,residential,False,209.239,,"LINESTRING (49.0532282 33.4968235, 49.0510053 33.4965)",30
522463712,False,,,residential,True,77.727,,"LINESTRING (49.0532282 33.4968235, 49.0540543 33.496942)",30
668609481,False,,,tertiary,False,29.263,,"LINESTRING (49.0532282 33.4968235, 49.053217 33.4970865)",
668609481,False,,,tertiary,True,48.66,,"LINESTRING (49.0532282 33.4968235, 49.0533441 33.4963967)",
505161633,True,,خیابان عطار,residential,False,50.796,,"LINESTRING (49.056992 33.4997148, 49.0568578 33.4992719)",30
647401699,False,,بنفشه۳,residential,True,201.143,,"LINESTRING (49.056992 33.4997148, 49.0560449 33.499921, 49.0548932 33.5001721)",
505161633,True,,خیابان عطار,residential,False,46.367,,"LINESTRING (49.0574938 33.5013715, 49.0573714 33.5009672)",30
647514507,False,,دانش ۵ غربی,residential,True,93.189,,"LINESTRING (49.0574938 33.5013715, 49.0565179 33.5015718)",
505161633,True,,خیابان عطار,residential,False,48.043,,"LINESTRING (49.0573714 33.5009672, 49.0572445 33.5005483)",30
647514245,False,,دانش ۴ غربی,residential,True,114.346,,"LINESTRING (49.0573714 33.5009672, 49.0561746 33.5012152)",
505161633,True,,خیابان عطار,residential,False,49.844,,"LINESTRING (49.0572445 33.5005483, 49.0571128 33.5001137)",30
647514243,False,,دانش ۳ غربی,residential,True,202.073,,"LINESTRING (49.0572445 33.5005483, 49.0562998 33.5007444, 49.05513 33.5009882)",
522463888,False,2,خیابان ایران,residential,False,80.973,,"LINESTRING (49.0553678 33.5018077, 49.0551625 33.5010999)",
522463888,False,2,خیابان ایران,residential,True,53.584,,"LINESTRING (49.0553678 33.5018077, 49.0555036 33.5022761)",
647404410,False,,بنفشه ۱۱,residential,False,93.099,,"LINESTRING (49.0553678 33.5018077, 49.0543928 33.5020077)",
647514507,False,,دانش ۵ غربی,residential,False,109.819,,"LINESTRING (49.0553678 33.5018077, 49.0565179 33.5015718)",
522463409,False,,خیام ۱۰,residential,False,53.382,,"LINESTRING (49.0565179 33.5015718, 49.0566765 33.5020333)",30
647514507,False,,دانش ۵ غربی,residential,False,93.189,,"LINESTRING (49.0565179 33.5015718, 49.0574938 33.5013715)",
647514507,False,,دانش ۵ غربی,residential,True,109.819,,"LINESTRING (49.0565179 33.5015718, 49.0553678 33.5018077)",
371079923,True,,خیام شرقی,tertiary,False,12.265,,"LINESTRING (49.0555036 33.5022761, 49.055632 33.5022496)",
522463888,False,2,خیابان ایران,residential,False,53.584,,"LINESTRING (49.0555036 33.5022761, 49.0553678 33.5018077)",
522463408,False,,,tertiary_link,False,8.491,,"LINESTRING (49.0566986 33.5021074, 49.0566765 33.5020333)",
522463889,True,,خیام شرقی,tertiary,False,99.808,,"LINESTRING (49.0566986 33.5021074, 49.0556539 33.5023237)",
522463889,True,,خیام شرقی,tertiary,False,91.249,,"LINESTRING (49.0576537 33.5019096, 49.0566986 33.5021074)",
649139131,False,,خیلم ۱۳,residential,False,53.839,,"LINESTRING (49.0576537 33.5019096, 49.0577821 33.5023818)",
1125323420,False,,,tertiary_link,False,8.295,,"LINESTRING (49.0576537 33.5019096, 49.0576347 33.5018367)",30
371079923,True,,خیام شرقی,tertiary,False,99.79,,"LINESTRING (49.055632 33.5022496, 49.0566765 33.5020333)",
737807180,False,,,tertiary,True,8.486,,"LINESTRING (49.055632 33.5022496, 49.0556539 33.5023237)",
522463524,False,,امیر کبیر ۲-,residential,False,52.546,,"LINESTRING (49.0568208 33.4980252, 49.0568456 33.4984973)",30
522463524,False,,امیر کبیر ۲-,residential,True,36.418,,"LINESTRING (49.0568208 33.4980252, 49.0568036 33.497698)",30
674049773,False,,بهشت ۳,residential,False,216.942,,"LINESTRING (49.0568208 33.4980252, 49.0544846 33.4981303)",
522463520,False,,دانشجو ۱,residential,False,36.65,,"LINESTRING (49.0544846 33.4981303, 49.0544629 33.4978012)",30
522463520,False,,دانشجو ۱,residential,True,48.629,,"LINESTRING (49.0544846 33.4981303, 49.0545149 33.4985669)",30
674049773,False,,بهشت ۳,residential,False,53.905,,"LINESTRING (49.0544846 33.4981303, 49.0539038 33.4981511)",
674049773,False,,بهشت ۳,residential,True,216.942,,"LINESTRING (49.0544846 33.4981303, 49.0568208 33.4980252)",
522463520,False,,دانشجو ۱,residential,True,36.65,,"LINESTRING (49.0544629 33.4978012, 49.0544846 33.4981303)",30
668609302,False,2,خیابان دانشجو,tertiary,False,39.254,,"LINESTRING (49.0544629 33.4978012, 49.0548858 33.4977853)",
668609302,False,2,خیابان دانشجو,tertiary,True,31.435,,"LINESTRING (49.0544629 33.4978012, 49.0541254 33.4978278)",
522463520,False,,دانشجو ۱,residential,False,48.629,,"LINESTRING (49.0545149 33.4985669, 49.0544846 33.4981303)",30
522463521,False,,,residential,True,60.721,,"LINESTRING (49.0545149 33.4985669, 49.0538611 33.4985978)",30
"[522463521, 663795441]",False,,امیر کبیر ۱,residential,False,144.64600000000002,,"LINESTRING (49.0545149 33.4985669, 49.0556316 33.4985142, 49.0556573 33.4988817)",30
522463521,False,,,residential,False,60.721,,"LINESTRING (49.0538611 33.4985978, 49.0545149 33.4985669)",30
522463524,False,,امیر کبیر ۲-,residential,False,31.231,,"LINESTRING (49.0568456 33.4984973, 49.0568603 33.4987779)",30
522463524,False,,امیر کبیر ۲-,residential,True,52.546,,"LINESTRING (49.0568456 33.4984973, 49.0568208 33.4980252)",30
522463524,False,,امیر کبیر ۲-,residential,True,31.231,,"LINESTRING (49.0568603 33.4987779, 49.0568456 33.4984973)",30
198990397,True,2,بلوار امیرکبیر,secondary,False,109.471,,"LINESTRING (49.0568603 33.4987779, 49.0571401 33.4987588, 49.0580387 33.498719)",
522463525,False,,,residential,False,50.877,,"LINESTRING (49.0568891 33.4967113, 49.0569205 33.4971681)",30
522463525,False,,,residential,True,51.222,,"LINESTRING (49.0568891 33.4967113, 49.0568576 33.4962514)",30
668610244,False,,بهشت ۷,residential,False,153.014,,"LINESTRING (49.0568891 33.4967113, 49.0552425 33.4968015)",
522463525,False,,,residential,False,58.269,,"LINESTRING (49.0569205 33.4971681, 49.0569557 33.4976913)",30
522463525,False,,,residential,True,50.877,,"LINESTRING (49.0569205 33.4971681, 49.0568891 33.4967113)",30
668610037,False,,بهشت ۵,residential,False,188.849,,"LINESTRING (49.0569205 33.4971681, 49.0548858 33.4972417)",
522463525,False,,,residential,True,58.269,,"LINESTRING (49.0569557 33.4976913, 49.0569205 33.4971681)",30
668609302,False,2,خیابان دانشجو,tertiary,True,14.123,,"LINESTRING (49.0569557 33.4976913, 49.0568036 33.497698)",
522463525,False,,,residential,False,51.222,,"LINESTRING (49.0568576 33.4962514, 49.0568891 33.4967113)",30
668610501,False,,بهشت ۹,residential,True,94.512,,"LINESTRING (49.0568576 33.4962514, 49.0558407 33.496309)",
668610502,False,,بهشت ۹,residential,False,107.72,,"LINESTRING (49.0568576 33.4962514, 49.0580176 33.4961993)",
668610501,False,,بهشت ۹,residential,False,94.512,,"LINESTRING (49.0558407 33.496309, 49.0568576 33.4962514)",
522463527,False,,,residential,False,77.94800000000001,,"LINESTRING (49.0558407 33.496309, 49.0553649 33.4967007, 49.0552696 33.4967792, 49.0552425 33.4968015)",30
1192601681,False,,,residential,True,59.517,,"LINESTRING (49.0558407 33.496309, 49.0559683 33.4961532, 49.0560397 33.4960052, 49.0560666 33.4958195)",
522463527,False,,,residential,False,60.446,,"LINESTRING (49.0548858 33.4972417, 49.0548858 33.4977853)",30
668610037,False,,بهشت ۵,residential,True,188.849,,"LINESTRING (49.0548858 33.4972417, 49.0569205 33.4971681)",
522463527,False,,,residential,True,60.326,,"LINESTRING (49.0548858 33.4972417, 49.0550038 33.496998, 49.0552425 33.4968015)",30
"[668610037, 522463519]",False,,بهشت ۵,residential,False,98.526,,"LINESTRING (49.0548858 33.4972417, 49.0547329 33.4972664, 49.0542195 33.4977408, 49.0541254 33.4978278)",30
647401699,False,,بنفشه۳,residential,False,122.946,,"LINESTRING (49.0534694 33.5004818, 49.0547524 33.5002027)",
198953517,True,2,بلوار الغدیر,secondary,False,54.197,,"LINESTRING (49.0534694 33.5004818, 49.0534765 33.5005538, 49.0534854 33.5009689)",
198953517,True,2,بلوار الغدیر,secondary,False,54.138,,"LINESTRING (49.0534854 33.5009689, 49.0534958 33.5014557)",
522463704,False,,بنفشه ۵,residential,True,147.752,,"LINESTRING (49.0534854 33.5009689, 49.0550257 33.5006285)",30
522463537,False,,بنفشه۹,residential,False,77.269,,"LINESTRING (49.0543152 33.5017412, 49.0535054 33.5019052)",30
522463538,False,,,residential,False,49.603,,"LINESTRING (49.0543152 33.5017412, 49.054189 33.5013077)",30
522463538,False,,,residential,True,30.495,,"LINESTRING (49.0543152 33.5017412, 49.0543928 33.5020077)",30
522463538,False,,,residential,True,49.603,,"LINESTRING (49.054189 33.5013077, 49.0543152 33.5017412)",30
522463539,False,,بنفشه۷,residential,False,93.176,,"LINESTRING (49.054189 33.5013077, 49.0551625 33.5010999)",30
522463539,False,,بنفشه۷,residential,True,66.349,,"LINESTRING (49.054189 33.5013077, 49.0534958 33.5014557)",30
522463538,False,,,residential,False,30.495,,"LINESTRING (49.0543928 33.5020077, 49.0543152 33.5017412)",30
