osmid,name,highway,junction,oneway,reversed,length,geometry,lanes
204162858,میدان معلم,secondary,roundabout,True,False,12.06,"LINESTRING (50.7692892 36.173568, 50.7693623 36.173659)",
204162858,میدان معلم,secondary,roundabout,True,False,21.939000000000004,"LINESTRING (50.7690959 36.1736372, 50.7691313 36.1735829, 50.7691737 36.173561, 50.7692295 36.1735551, 50.7692892 36.173568)",
204162858,میدان معلم,secondary,roundabout,True,False,3.992,"LINESTRING (50.7690956 36.1736731, 50.7690959 36.1736372)",
204162858,میدان معلم,secondary,roundabout,True,False,14.855,"LINESTRING (50.7693623 36.173659, 50.7693603 36.1737079, 50.7693386 36.1737476, 50.7692997 36.1737744)",
516240876,بلوار فلاحی,secondary,,True,False,75.39,"LINESTRING (50.7693623 36.173659, 50.7695617 36.1738807, 50.7698695 36.1741993)",
204162858,میدان معلم,secondary,roundabout,True,False,21.199,"LINESTRING (50.7692577 36.1737908, 50.7692054 36.173786, 50.769153 36.1737585, 50.7691182 36.1737175, 50.7690956 36.1736731)",
254812928,,tertiary,,True,False,81.973,"LINESTRING (50.7692577 36.1737908, 50.7692325 36.1738746, 50.7691803 36.173989, 50.769107 36.1741942, 50.769019 36.1744073, 50.7689816 36.174493)",
254812929,,tertiary,,True,False,76.718,"LINESTRING (50.7683019 36.1804279, 50.7682538 36.1800983, 50.7682407 36.1798957, 50.7682342 36.1797406)",
254812930,جاده هرنج,unclassified,,False,False,240.29199999999997,"LINESTRING (50.7683019 36.1804279, 50.7682526 36.180807, 50.7682144 36.1810135, 50.7681732 36.1811607, 50.7680821 36.1813363, 50.768018 36.1814306, 50.7677998 36.1817517, 50.7677027 36.1818252, 50.7675351 36.1819107, 50.7670293 36.1821789)",
254812929,,tertiary,,True,False,133.603,"LINESTRING (50.7682342 36.1797406, 50.7681272 36.1793193, 50.7680267 36.1787835, 50.7679916 36.1785557)",
316933726,,residential,,False,False,86.444,"LINESTRING (50.7682342 36.1797406, 50.767885 36.1797826, 50.7672818 36.1798563)",
