osmid,highway,oneway,reversed,length,name,geometry,lanes,junction
302177978,residential,False,False,23.987,,"LINESTRING (49.158879 30.7107017, 49.1590262 30.710527)",,
462040886,tertiary,False,False,12.284,,"LINESTRING (49.1641957 30.7040356, 49.1641207 30.7041253)",,
299290140,tertiary,True,False,205.361,بلوار رسالت,"LINESTRING (49.1641957 30.7040356, 49.165848 30.7050855, 49.1659231 30.7051333)",,
299290156,tertiary,True,False,52.498,بلوار امام خمینی,"LINESTRING (49.1641075 30.7039859, 49.1644268 30.7036018)",,
462040887,tertiary,False,True,11.493,,"LINESTRING (49.1641075 30.7039859, 49.1640391 30.7040709)",,
757752837,tertiary,True,False,10.082,,"LINESTRING (49.1641075 30.7039859, 49.1641957 30.7040356)",,
462040886,tertiary,False,True,12.284,,"LINESTRING (49.1641207 30.7041253, 49.1641957 30.7040356)",,
757752840,tertiary,True,False,9.872,,"LINESTRING (49.1641207 30.7041253, 49.1640391 30.7040709)",,
299290474,tertiary,True,False,286.873,بلوار امام خمینی,"LINESTRING (49.1641207 30.7041253, 49.1627402 30.7057858, 49.1623687 30.7062197)",2,
773683441,residential,False,True,132.454,صداقت ۱,"LINESTRING (49.1617933 30.7066896, 49.1606747 30.7059868)",,
776648351,residential,False,True,8.723,,"LINESTRING (49.1617933 30.7066896, 49.1618831 30.7066757)",2,
302178188,residential,False,True,80.685,,"LINESTRING (49.1617933 30.7066896, 49.1615894 30.7069306, 49.1613185 30.7072892)",,
776648350,tertiary,True,False,10.47,,"LINESTRING (49.1621601 30.7063375, 49.1622039 30.7062512)",,
302613770,tertiary,False,False,46.157,امام خمینی,"LINESTRING (49.1621601 30.7063375, 49.1620038 30.7064982, 49.1618831 30.7066757)",2,
462700282,tertiary,True,False,13.37,,"LINESTRING (49.1623687 30.7062197, 49.1622518 30.7062857)",,
768040102,tertiary,True,False,94.774,بلوار صداقت,"LINESTRING (49.1623687 30.7062197, 49.162995 30.7065868, 49.1630486 30.7066169, 49.163142 30.7067383)",,
299290133,tertiary,True,False,230.61300000000003,بلوار رسالت,"LINESTRING (49.1684424 30.7068294, 49.1673801 30.706193, 49.1669332 30.7059214, 49.1664843 30.7056192)",,
462700324,tertiary,False,True,52.418,بلوار میثاق,"LINESTRING (49.1684424 30.7068294, 49.168299 30.7069121, 49.1681168 30.7069684, 49.1679382 30.7069985)",,
361498565,residential,False,True,14.744,شورا,"LINESTRING (49.1643044 30.7075319, 49.1642837 30.7076633)",,
462700330,tertiary,False,False,6.828,,"LINESTRING (49.1643044 30.7075319, 49.1642803 30.7074741)",,
462700329,tertiary,False,True,65.742,,"LINESTRING (49.1637307 30.707121, 49.1641107 30.7073423, 49.164201 30.7074092, 49.1642803 30.7074741)",,
879591757,tertiary,True,False,61.322,,"LINESTRING (49.1637307 30.707121, 49.1636212 30.7071076, 49.1633005 30.7070585, 49.1630998 30.7070223)",,
299943047,tertiary,True,False,79.777,بلوار صداقت,"LINESTRING (49.1628895 30.7067362, 49.1628353 30.7066519, 49.1622518 30.7062857)",,
879591743,tertiary,True,False,26.929000000000002,,"LINESTRING (49.1628895 30.7067362, 49.1629354 30.706702, 49.1630274 30.7066897, 49.1630802 30.7067104, 49.163142 30.7067383)",,roundabout
757752836,tertiary,True,False,123.121,بلوار میثاق,"LINESTRING (49.1630374 30.7077302, 49.1643044 30.7075319)",,
302358750,tertiary,True,False,92.914,امام خمینی,"LINESTRING (49.1630374 30.7077302, 49.1631573 30.7084234, 49.1631804 30.7085567)",,
302359296,tertiary,False,True,45.923,,"LINESTRING (49.1684761 30.7087063, 49.1680695 30.7084864)",,
301735343,tertiary,True,False,9.093,بلوار ولایت,"LINESTRING (49.1599412 30.7047202, 49.1598817 30.704784)",,
299942970,tertiary,True,False,66.901,بلوار صداقت,"LINESTRING (49.1599412 30.7047202, 49.1599807 30.7047463, 49.1605265 30.7050497)",,
299943044,tertiary,True,False,102.285,بلوار میثاق,"LINESTRING (49.1662994 30.7072685, 49.1652411 30.7074035)",,
462700542,tertiary,False,False,8.89,,"LINESTRING (49.1662994 30.7072685, 49.166283 30.7071898)",,
302359295,residential,False,False,82.081,,"LINESTRING (49.1662994 30.7072685, 49.1664278 30.7074392, 49.1669211 30.7077651)",,
302177763,tertiary,True,False,143.017,,"LINESTRING (49.1630753 30.7101299, 49.1642941 30.7108757)",,
302358751,tertiary,False,False,12.066,امام خمینی,"LINESTRING (49.1630753 30.7101299, 49.1630036 30.7102192)",,
302358751,tertiary,False,True,51.736,امام خمینی,"LINESTRING (49.1630753 30.7101299, 49.1633869 30.7097495)",,
302177904,residential,False,False,38.859,یاس ۱,"LINESTRING (49.1633217 30.7120273, 49.1635605 30.7117445)",,
302177979,residential,False,False,142.704,صداقت۴,"LINESTRING (49.1633217 30.7120273, 49.1621094 30.7112785)",,
302177904,residential,False,True,71.392,یاس ۱,"LINESTRING (49.1669211 30.7077651, 49.1664823 30.7082846)",,
302359295,residential,False,False,135.966,,"LINESTRING (49.1669211 30.7077651, 49.1680695 30.7084864)",,
302359295,residential,False,True,82.081,,"LINESTRING (49.1669211 30.7077651, 49.1664278 30.7074392, 49.1662994 30.7072685)",,
302177905,residential,False,True,106.043,,"LINESTRING (49.161458 30.7120504, 49.1621094 30.7112785)",,
302178075,residential,False,True,287.649,صداقت۵,"LINESTRING (49.161458 30.7120504, 49.1590262 30.710527)",,
302177978,residential,False,True,71.582,,"LINESTRING (49.1609964 30.7081891, 49.1605571 30.7087104)",,
302178188,residential,False,False,17.109,,"LINESTRING (49.1609964 30.7081891, 49.1609735 30.7080365)",,
