osmid,lanes,highway,oneway,reversed,length,geometry,bridge
985690333,2,primary,False,False,134.945,"LINESTRING (61.7544459 26.0796323, 61.7531173 26.0794115)",
985690333,2,primary,False,True,22.969,"LINESTRING (61.7544459 26.0796323, 61.754672 26.0796701)",
710597949,,residential,False,False,44.709,"LINESTRING (61.7544459 26.0796323, 61.7543837 26.0797633, 61.7541531 26.0799199)",
880259792,,tertiary,True,False,20.608999999999998,"LINESTRING (61.7544459 26.0796323, 61.7545091 26.079599, 61.7545576 26.0795622, 61.7546036 26.0795153)",
880259784,,primary,True,False,31.926,"LINESTRING (61.749724 26.0791605, 61.7495719 26.0791603, 61.7494853 26.0791636, 61.7494049 26.0791715)",
985690333,2,primary,False,True,253.652,"LINESTRING (61.749724 26.0791605, 61.750851 26.079299, 61.7513532 26.0793225, 61.7522512 26.0792785)",
880259786,,primary,True,False,16.011,"LINESTRING (61.7488389 26.0790038, 61.7489981 26.0789869)",
"[838401051, 838401050, 239446683]",,primary,False,False,204.21599999999998,"LINESTRING (61.7488389 26.0790038, 61.7487342 26.0790074, 61.7479383 26.0790396, 61.7469623 26.0789546, 61.746837 26.0788614)",yes
239446661,,tertiary,False,False,61.815,"LINESTRING (61.7487637 26.082588, 61.7486867 26.0831396)",
239446661,,tertiary,False,True,30.504,"LINESTRING (61.7487637 26.082588, 61.7488017 26.0823158)",
889447952,,tertiary,False,False,43.251999999999995,"LINESTRING (61.7487637 26.082588, 61.7488398 26.0825283, 61.7488931 26.0824973, 61.7489887 26.0824692, 61.7491532 26.0824388)",
710597947,,residential,False,True,311.12,"LINESTRING (61.7565241 26.0813942, 61.756213 26.0811124, 61.7561781 26.0810112, 61.7560843 26.0809558, 61.7555854 26.0808691, 61.755513 26.0808257, 61.7550918 26.0807221, 61.7548504 26.0806522, 61.754652 26.0805462, 61.7543247 26.0803993, 61.7542818 26.0802981, 61.7541531 26.0799199)",
710597947,,residential,False,False,311.12,"LINESTRING (61.7541531 26.0799199, 61.7542818 26.0802981, 61.7543247 26.0803993, 61.754652 26.0805462, 61.7548504 26.0806522, 61.7550918 26.0807221, 61.755513 26.0808257, 61.7555854 26.0808691, 61.7560843 26.0809558, 61.7561781 26.0810112, 61.756213 26.0811124, 61.7565241 26.0813942)",
"[710597949, 710597950]",,residential,False,"[False, True]",342.125,"LINESTRING (61.7541531 26.0799199, 61.753858 26.0800451, 61.7536595 26.0801873, 61.7532814 26.0809004, 61.7524338 26.0810594, 61.7521763 26.0810955, 61.7513448 26.0809919)",
710597949,,residential,False,True,44.709,"LINESTRING (61.7541531 26.0799199, 61.7543837 26.0797633, 61.7544459 26.0796323)",
"[880259796, 710597948]",,residential,False,True,168.68,"LINESTRING (61.7513448 26.0809919, 61.7512777 26.0811822, 61.7511436 26.0813726, 61.7510256 26.0816448, 61.750913 26.0821507, 61.7508579 26.0824304)",
"[710597949, 710597950]",,residential,False,"[False, True]",342.125,"LINESTRING (61.7513448 26.0809919, 61.7521763 26.0810955, 61.7524338 26.0810594, 61.7532814 26.0809004, 61.7536595 26.0801873, 61.753858 26.0800451, 61.7541531 26.0799199)",
710597950,,residential,False,True,296.45599999999996,"LINESTRING (61.7513448 26.0809919, 61.7509747 26.0809221, 61.7506662 26.0808401, 61.7504463 26.080698, 61.7500681 26.080221, 61.7493828 26.0793332, 61.7493574 26.0793141, 61.7492733 26.0792509)",
"[838401050, 838401051, 239446683]",,primary,False,True,204.216,"LINESTRING (61.746837 26.0788614, 61.7469623 26.0789546, 61.7479383 26.0790396, 61.7487342 26.0790074, 61.7488389 26.0790038)",yes
880259782,,primary,True,False,7.982,"LINESTRING (61.7492997 26.079177, 61.7492736 26.0791812, 61.7492473 26.0791775, 61.7492236 26.0791663)",
880259782,,primary,True,False,2.656,"LINESTRING (61.7492863 26.0790365, 61.7493114 26.0790444)",
