osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,name
477283362,residential,False,False,58.487,"LINESTRING (50.76652 32.4734321, 50.7659745 32.4736868)",,,
477282996,residential,False,True,369.4649999999999,"LINESTRING (50.76652 32.4734321, 50.7672327 32.4731053, 50.7679408 32.4727795, 50.7685685 32.4723812, 50.768885 32.4722862, 50.7692283 32.4720508, 50.7697703 32.471605)",,,
971511328,residential,False,False,117.30600000000001,"LINESTRING (50.76652 32.4734321, 50.7666241 32.4739141, 50.7669761 32.4743948)",2,50,
971511328,residential,False,True,227.805,"LINESTRING (50.76652 32.4734321, 50.7663844 32.4729475, 50.7661809 32.4724722, 50.7661277 32.4723478, 50.7656702 32.4715202)",2,50,
368888718,residential,False,False,63.835,"LINESTRING (50.7684714 32.4755803, 50.7679501 32.4759493)",2,50,شهید محمد مولوی
477282989,residential,False,True,50.322,"LINESTRING (50.7684714 32.4755803, 50.7689474 32.4753716)",,,شهید محمد مولوی
971511328,residential,False,True,65.164,"LINESTRING (50.7684714 32.4755803, 50.7681022 32.4751963, 50.7680174 32.4751391)",2,50,
368888718,residential,False,True,63.835,"LINESTRING (50.7679501 32.4759493, 50.7684714 32.4755803)",2,50,شهید محمد مولوی
752131285,residential,False,False,195.515,"LINESTRING (50.7679501 32.4759493, 50.7669761 32.4743948)",,,
752131285,residential,False,True,173.535,"LINESTRING (50.7679501 32.4759493, 50.768812 32.4773302)",,,
368888718,residential,False,False,54.964,"LINESTRING (50.7679501 32.4759493, 50.7676971 32.4761681, 50.7674895 32.4762382)",2,50,شهید محمد مولوی
368888718,residential,False,False,95.02,"LINESTRING (50.7670378 32.4763906, 50.7660908 32.4766939)",2,50,شهید محمد مولوی
368888718,residential,False,True,30.118,"LINESTRING (50.7670378 32.4763906, 50.7673359 32.47629)",2,50,شهید محمد مولوی
752131283,residential,False,False,182.437,"LINESTRING (50.7670378 32.4763906, 50.7658716 32.4750776)",,,
752131283,residential,False,True,54.896,"LINESTRING (50.7670378 32.4763906, 50.7672536 32.4768495)",,,
368888718,residential,False,False,25.499,"LINESTRING (50.7660908 32.4766939, 50.7658364 32.4767747)",2,50,شهید محمد مولوی
368888718,residential,False,True,95.02,"LINESTRING (50.7660908 32.4766939, 50.7670378 32.4763906)",2,50,شهید محمد مولوی
477283317,residential,False,False,160.33,"LINESTRING (50.7660908 32.4766939, 50.7653754 32.4753844)",,,
477282990,residential,False,False,34.123,"LINESTRING (50.7669761 32.4743948, 50.7666827 32.4745762)",,,امام خمینی
752131285,residential,False,True,195.515,"LINESTRING (50.7669761 32.4743948, 50.7679501 32.4759493)",,,
477282990,residential,False,True,415.655,"LINESTRING (50.7669761 32.4743948, 50.7706797 32.4724284, 50.7707269 32.4724048)",,,امام خمینی
971511328,residential,False,False,128.095,"LINESTRING (50.7669761 32.4743948, 50.7674111 32.4747299, 50.7680174 32.4751391)",2,50,
971511328,residential,False,True,117.30600000000001,"LINESTRING (50.7669761 32.4743948, 50.7666241 32.4739141, 50.76652 32.4734321)",2,50,
477282990,residential,False,True,20.015,"LINESTRING (50.7653754 32.4753844, 50.7655475 32.475278)",,,امام خمینی
477283317,residential,False,False,22.601,"LINESTRING (50.7653754 32.4753844, 50.7652499 32.4752109)",,,
477283317,residential,False,True,160.33,"LINESTRING (50.7653754 32.4753844, 50.7660908 32.4766939)",,,
477282991,residential,False,False,44.895,"LINESTRING (50.7697703 32.471605, 50.7702446 32.4716588)",,,چهارده معصوم
477282996,residential,False,False,369.46500000000003,"LINESTRING (50.7697703 32.471605, 50.7692283 32.4720508, 50.768885 32.4722862, 50.7685685 32.4723812, 50.7679408 32.4727795, 50.7672327 32.4731053, 50.76652 32.4734321)",,,
477282991,residential,False,True,44.895,"LINESTRING (50.7702446 32.4716588, 50.7697703 32.471605)",,,چهارده معصوم
752131302,residential,False,False,94.488,"LINESTRING (50.7702446 32.4716588, 50.7707269 32.4724048)",,,مولوی
477282991,residential,False,False,125.896,"LINESTRING (50.7702446 32.4716588, 50.7707089 32.4715666, 50.7711735 32.4721822)",,,چهارده معصوم
477282990,residential,False,True,48.661,"LINESTRING (50.7707269 32.4724048, 50.7711735 32.4721822)",,,امام خمینی
752131302,residential,False,False,106.192,"LINESTRING (50.7707269 32.4724048, 50.771253 32.4732504)",,,مولوی
752131302,residential,False,True,94.488,"LINESTRING (50.7707269 32.4724048, 50.7702446 32.4716588)",,,مولوی
477282990,residential,False,False,415.655,"LINESTRING (50.7707269 32.4724048, 50.7706797 32.4724284, 50.7669761 32.4743948)",,,امام خمینی
477282989,residential,False,False,52.921,"LINESTRING (50.7718001 32.4740389, 50.7712822 32.4742276)",,,شهید محمد مولوی
477282989,residential,False,True,74.628,"LINESTRING (50.7718001 32.4740389, 50.7724929 32.473709)",,,شهید محمد مولوی
752131302,residential,False,False,71.494,"LINESTRING (50.7718001 32.4740389, 50.7721911 32.4745908)",,,مولوی
752131302,residential,False,True,101.594,"LINESTRING (50.7718001 32.4740389, 50.771253 32.4732504)",,,مولوی
477282994,residential,False,False,25.358,"LINESTRING (50.7721911 32.4745908, 50.7719559 32.4747032)",,,
477282994,residential,False,True,24.299,"LINESTRING (50.7721911 32.4745908, 50.772425 32.4744969)",,,
752131302,residential,False,True,71.494,"LINESTRING (50.7721911 32.4745908, 50.7718001 32.4740389)",,,مولوی
477282992,residential,False,False,60.283,"LINESTRING (50.771253 32.4732504, 50.7718047 32.4729724)",,,
752131302,residential,False,False,101.594,"LINESTRING (50.771253 32.4732504, 50.7718001 32.4740389)",,,مولوی
752131302,residential,False,True,106.192,"LINESTRING (50.771253 32.4732504, 50.7707269 32.4724048)",,,مولوی
477282992,residential,False,True,369.47400000000005,"LINESTRING (50.771253 32.4732504, 50.770283 32.4737367, 50.769108 32.4744831, 50.7680174 32.4751391)",,,
477282992,residential,False,False,369.474,"LINESTRING (50.7680174 32.4751391, 50.769108 32.4744831, 50.770283 32.4737367, 50.771253 32.4732504)",,,
971511328,residential,False,False,65.164,"LINESTRING (50.7680174 32.4751391, 50.7681022 32.4751963, 50.7684714 32.4755803)",2,50,
971511328,residential,False,True,128.095,"LINESTRING (50.7680174 32.4751391, 50.7674111 32.4747299, 50.7669761 32.4743948)",2,50,
477282989,residential,False,True,42.519,"LINESTRING (50.7730942 32.4734329, 50.7734964 32.4732566)",,,شهید محمد مولوی
