osmid,oneway,highway,reversed,length,geometry,maxspeed,name,junction
525411049,True,tertiary,False,182.304,"LINESTRING (51.7410569 32.8396376, 51.7414079 32.8408826, 51.7414794 32.8412376)",,,
525411063,False,residential,False,133.986,"LINESTRING (51.7410569 32.8396376, 51.7422634 32.8392381, 51.742387 32.8391878)",,,
525411045,False,tertiary_link,False,10.65,"LINESTRING (51.74175 32.8432615, 51.7416446 32.843298)",20,,
525411049,True,tertiary,False,220.458,"LINESTRING (51.74175 32.8432615, 51.741941 32.8438554, 51.7421726 32.8444012, 51.7424207 32.8448061, 51.742613 32.8450968)",,,
525411049,True,tertiary,False,28.700000000000003,"LINESTRING (51.7434575 32.8463874, 51.7434372 32.8465089, 51.7433973 32.8466401)",,,
525411050,False,residential,False,73.81899999999999,"LINESTRING (51.7434575 32.8463874, 51.7438285 32.8461819, 51.7441133 32.8460171)",,,
375343751,False,residential,False,89.608,"LINESTRING (51.7472934 32.840513, 51.7464244 32.8408541)",,حبیب‌آباد - شاپورآباد,
710585183,False,unclassified,False,170.719,"LINESTRING (51.7472934 32.840513, 51.7472041 32.8403412, 51.746968 32.8399942, 51.7468527 32.839699, 51.7468071 32.8394353, 51.7466251 32.8390973)",,,
710585796,False,residential,False,57.67100000000001,"LINESTRING (51.7472934 32.840513, 51.7473811 32.840855, 51.7474937 32.8409948)",,,
375343751,False,residential,False,59.096,"LINESTRING (51.7436537 32.8416639, 51.7435003 32.8411483)",,حبیب‌آباد - شاپورآباد,
375343751,False,residential,True,28.621,"LINESTRING (51.7436537 32.8416639, 51.7439234 32.8415418)",,حبیب‌آباد - شاپورآباد,
710585687,False,residential,False,37.899,"LINESTRING (51.7436537 32.8416639, 51.7435321 32.8418105, 51.7436495 32.8419392)",,,
375343751,False,residential,False,38.004,"LINESTRING (51.7435003 32.8411483, 51.7431342 32.8412973)",,حبیب‌آباد - شاپورآباد,
375343751,False,residential,True,59.096,"LINESTRING (51.7435003 32.8411483, 51.7436537 32.8416639)",,حبیب‌آباد - شاپورآباد,
525411065,False,residential,True,27.779,"LINESTRING (51.7435003 32.8411483, 51.7434777 32.8408992)",,,
