osmid,highway,oneway,reversed,length,lanes,geometry,ref
302411418,residential,False,False,59.508,,"LINESTRING (-15.9066047 13.7587504, -15.9060602 13.7588322)",
302411431,unclassified,False,False,59.117,,"LINESTRING (-15.9066047 13.7587504, -15.9066857 13.7592762)",
302411414,residential,False,False,67.581,,"LINESTRING (-15.902109 13.7588106, -15.9022028 13.7594115)",
326526315,unclassified,False,True,60.142,2,"LINESTRING (-15.902109 13.7588106, -15.9015587 13.7588933)",
302411418,residential,False,False,65.901,,"LINESTRING (-15.9060602 13.7588322, -15.9054572 13.7589228)",
302411418,residential,False,True,59.508,,"LINESTRING (-15.9060602 13.7588322, -15.9066047 13.7587504)",
302411432,residential,False,False,59.116,,"LINESTRING (-15.9060602 13.7588322, -15.9061411 13.759358)",
302411423,residential,False,False,67.577,,"LINESTRING (-15.9015587 13.7588933, -15.9016516 13.7594943)",
326526315,unclassified,False,False,60.142,2,"LINESTRING (-15.9015587 13.7588933, -15.902109 13.7588106)",
326526315,unclassified,False,True,59.124,2,"LINESTRING (-15.9015587 13.7588933, -15.9010177 13.7589745)",
302411418,residential,False,False,66.01,,"LINESTRING (-15.9054572 13.7589228, -15.9048532 13.7590135)",
302411418,residential,False,True,65.901,,"LINESTRING (-15.9054572 13.7589228, -15.9060602 13.7588322)",
326526313,unclassified,False,False,59.113,2,"LINESTRING (-15.9054572 13.7589228, -15.9055393 13.7594484)",
302411482,residential,False,False,67.579,,"LINESTRING (-15.9010177 13.7589745, -15.9011114 13.7595754)",
326526315,unclassified,False,False,59.124,2,"LINESTRING (-15.9010177 13.7589745, -15.9015587 13.7588933)",
302411418,residential,False,False,59.081,,"LINESTRING (-15.9048532 13.7590135, -15.9043126 13.7590947)",
302411418,residential,False,True,66.01,,"LINESTRING (-15.9048532 13.7590135, -15.9054572 13.7589228)",
302411428,residential,False,False,59.124,,"LINESTRING (-15.9048532 13.7590135, -15.9049353 13.7595392)",
302411418,residential,False,False,49.32,,"LINESTRING (-15.9043126 13.7590947, -15.9038613 13.7591624)",
302411418,residential,False,True,59.081,,"LINESTRING (-15.9043126 13.7590947, -15.9048532 13.7590135)",
302411421,residential,False,False,59.111,,"LINESTRING (-15.9043126 13.7590947, -15.9043946 13.7596203)",
302411418,residential,False,False,61.245,,"LINESTRING (-15.9038613 13.7591624, -15.9033009 13.7592466)",
302411418,residential,False,True,49.32,,"LINESTRING (-15.9038613 13.7591624, -15.9043126 13.7590947)",
302411429,residential,False,False,59.122,,"LINESTRING (-15.9038613 13.7591624, -15.9039433 13.7596881)",
302411420,residential,False,False,50.651,,"LINESTRING (-15.9071499 13.7592114, -15.9066857 13.7592762)",
302411418,residential,False,False,60.042,,"LINESTRING (-15.9033009 13.7592466, -15.9027515 13.7593291)",
302411418,residential,False,True,61.245,,"LINESTRING (-15.9033009 13.7592466, -15.9038613 13.7591624)",
302411433,residential,False,False,59.117,,"LINESTRING (-15.9033009 13.7592466, -15.9033826 13.7597723)",
302411420,residential,False,False,59.518,,"LINESTRING (-15.9066857 13.7592762, -15.9061411 13.759358)",
302411420,residential,False,True,50.651,,"LINESTRING (-15.9066857 13.7592762, -15.9071499 13.7592114)",
302411431,unclassified,False,False,60.107,,"LINESTRING (-15.9066857 13.7592762, -15.9067681 13.7598108)",
302411431,unclassified,False,True,59.117,,"LINESTRING (-15.9066857 13.7592762, -15.9066047 13.7587504)",
302411418,residential,False,False,59.966,,"LINESTRING (-15.9027515 13.7593291, -15.9022028 13.7594115)",
302411418,residential,False,True,60.042,,"LINESTRING (-15.9027515 13.7593291, -15.9033009 13.7592466)",
367602104,residential,False,False,59.124,,"LINESTRING (-15.9027515 13.7593291, -15.9028336 13.7598548)",
302411420,residential,False,False,65.77,,"LINESTRING (-15.9061411 13.759358, -15.9055393 13.7594484)",
302411420,residential,False,True,59.518,,"LINESTRING (-15.9061411 13.759358, -15.9066857 13.7592762)",
302411432,residential,False,False,60.104,,"LINESTRING (-15.9061411 13.759358, -15.9062233 13.7598926)",
302411432,residential,False,True,59.116,,"LINESTRING (-15.9061411 13.759358, -15.9060602 13.7588322)",
302411414,residential,False,False,59.122,,"LINESTRING (-15.9022028 13.7594115, -15.9022848 13.7599372)",
302411414,residential,False,True,67.581,,"LINESTRING (-15.9022028 13.7594115, -15.902109 13.7588106)",
302411418,residential,False,False,60.24,,"LINESTRING (-15.9022028 13.7594115, -15.9016516 13.7594943)",
302411418,residential,False,True,59.966,,"LINESTRING (-15.9022028 13.7594115, -15.9027515 13.7593291)",
302411420,residential,False,False,66.011,,"LINESTRING (-15.9055393 13.7594484, -15.9049353 13.7595392)",
302411420,residential,False,True,65.77,,"LINESTRING (-15.9055393 13.7594484, -15.9061411 13.759358)",
326526313,unclassified,False,False,60.112,2,"LINESTRING (-15.9055393 13.7594484, -15.9056227 13.7599829)",
326526313,unclassified,False,True,59.113,2,"LINESTRING (-15.9055393 13.7594484, -15.9054572 13.7589228)",
302411418,residential,False,False,59.037,,"LINESTRING (-15.9016516 13.7594943, -15.9011114 13.7595754)",
302411418,residential,False,True,60.24,,"LINESTRING (-15.9016516 13.7594943, -15.9022028 13.7594115)",
302411423,residential,False,False,59.12,,"LINESTRING (-15.9016516 13.7594943, -15.9017328 13.7600201)",
302411423,residential,False,True,67.577,,"LINESTRING (-15.9016516 13.7594943, -15.9015587 13.7588933)",
302411420,residential,False,False,59.09,,"LINESTRING (-15.9049353 13.7595392, -15.9043946 13.7596203)",
302411420,residential,False,True,66.011,,"LINESTRING (-15.9049353 13.7595392, -15.9055393 13.7594484)",
302411428,residential,False,False,60.1,,"LINESTRING (-15.9049353 13.7595392, -15.9050186 13.7600736)",
302411428,residential,False,True,59.124,,"LINESTRING (-15.9049353 13.7595392, -15.9048532 13.7590135)",
302411418,residential,False,True,59.037,,"LINESTRING (-15.9011114 13.7595754, -15.9016516 13.7594943)",
302411482,residential,False,False,59.124,,"LINESTRING (-15.9011114 13.7595754, -15.9011935 13.7601011)",
302411482,residential,False,True,67.579,,"LINESTRING (-15.9011114 13.7595754, -15.9010177 13.7589745)",
302411424,residential,False,False,146.802,,"LINESTRING (-15.9081114 13.7596093, -15.9067681 13.7598108)",
302411420,residential,False,False,49.322,,"LINESTRING (-15.9043946 13.7596203, -15.9039433 13.7596881)",
302411420,residential,False,True,59.09,,"LINESTRING (-15.9043946 13.7596203, -15.9049353 13.7595392)",
302411421,residential,False,False,60.112,,"LINESTRING (-15.9043946 13.7596203, -15.904478 13.7601548)",
302411421,residential,False,True,59.111,,"LINESTRING (-15.9043946 13.7596203, -15.9043126 13.7590947)",
302411420,residential,False,False,61.277,,"LINESTRING (-15.9039433 13.7596881, -15.9033826 13.7597723)",
302411420,residential,False,True,49.322,,"LINESTRING (-15.9039433 13.7596881, -15.9043946 13.7596203)",
302411429,residential,False,False,60.101,,"LINESTRING (-15.9039433 13.7596881, -15.9040267 13.7602225)",
302411429,residential,False,True,59.122,,"LINESTRING (-15.9039433 13.7596881, -15.9038613 13.7591624)",
302411420,residential,False,False,60.0,,"LINESTRING (-15.9033826 13.7597723, -15.9028336 13.7598548)",
302411420,residential,False,True,61.277,,"LINESTRING (-15.9033826 13.7597723, -15.9039433 13.7596881)",
302411433,residential,False,False,60.108,,"LINESTRING (-15.9033826 13.7597723, -15.9034657 13.7603068)",
302411433,residential,False,True,59.117,,"LINESTRING (-15.9033826 13.7597723, -15.9033009 13.7592466)",
302411424,residential,False,False,59.539,,"LINESTRING (-15.9067681 13.7598108, -15.9062233 13.7598926)",
302411424,residential,False,True,146.802,,"LINESTRING (-15.9067681 13.7598108, -15.9081114 13.7596093)",
302411431,unclassified,False,False,60.859,,"LINESTRING (-15.9067681 13.7598108, -15.9068514 13.7603521)",
302411431,unclassified,False,True,60.107,,"LINESTRING (-15.9067681 13.7598108, -15.9066857 13.7592762)",
302411420,residential,False,False,59.977,,"LINESTRING (-15.9028336 13.7598548, -15.9022848 13.7599372)",
302411420,residential,False,True,60.0,,"LINESTRING (-15.9028336 13.7598548, -15.9033826 13.7597723)",
367602104,residential,False,False,60.1,,"LINESTRING (-15.9028336 13.7598548, -15.9029169 13.7603892)",
367602104,residential,False,True,59.124,,"LINESTRING (-15.9028336 13.7598548, -15.9027515 13.7593291)",
302411424,residential,False,False,65.64,,"LINESTRING (-15.9062233 13.7598926, -15.9056227 13.7599829)",
302411424,residential,False,True,59.539,,"LINESTRING (-15.9062233 13.7598926, -15.9067681 13.7598108)",
302411432,residential,False,False,60.868,,"LINESTRING (-15.9062233 13.7598926, -15.9063065 13.760434)",
302411432,residential,False,True,60.104,,"LINESTRING (-15.9062233 13.7598926, -15.9061411 13.759358)",
302411414,residential,False,False,60.101,,"LINESTRING (-15.9022848 13.7599372, -15.9023682 13.7604716)",
302411414,residential,False,True,59.122,,"LINESTRING (-15.9022848 13.7599372, -15.9022028 13.7594115)",
302411420,residential,False,False,60.327,,"LINESTRING (-15.9022848 13.7599372, -15.9017328 13.7600201)",
302411420,residential,False,True,59.977,,"LINESTRING (-15.9022848 13.7599372, -15.9028336 13.7598548)",
302411424,residential,False,False,66.02,,"LINESTRING (-15.9056227 13.7599829, -15.9050186 13.7600736)",
302411424,residential,False,True,65.64,,"LINESTRING (-15.9056227 13.7599829, -15.9062233 13.7598926)",
326526313,unclassified,False,False,60.854,2,"LINESTRING (-15.9056227 13.7599829, -15.9057071 13.760524)",
326526313,unclassified,False,True,60.112,2,"LINESTRING (-15.9056227 13.7599829, -15.9055393 13.7594484)",
302411420,residential,False,False,58.939,,"LINESTRING (-15.9017328 13.7600201, -15.9011935 13.7601011)",
302411420,residential,False,True,60.327,,"LINESTRING (-15.9017328 13.7600201, -15.9022848 13.7599372)",
302411423,residential,False,False,60.111,,"LINESTRING (-15.9017328 13.7600201, -15.9018154 13.7605547)",
302411423,residential,False,True,59.12,,"LINESTRING (-15.9017328 13.7600201, -15.9016516 13.7594943)",
302411424,residential,False,False,59.081,,"LINESTRING (-15.9050186 13.7600736, -15.904478 13.7601548)",
302411424,residential,False,True,66.02,,"LINESTRING (-15.9050186 13.7600736, -15.9056227 13.7599829)",
302411428,residential,False,False,60.856,,"LINESTRING (-15.9050186 13.7600736, -15.9051031 13.7606147)",
302411428,residential,False,True,60.1,,"LINESTRING (-15.9050186 13.7600736, -15.9049353 13.7595392)",
302411420,residential,False,True,58.939,,"LINESTRING (-15.9011935 13.7601011, -15.9017328 13.7600201)",
302411482,residential,False,False,60.101,,"LINESTRING (-15.9011935 13.7601011, -15.9012769 13.7606355)",
302411482,residential,False,True,59.124,,"LINESTRING (-15.9011935 13.7601011, -15.9011114 13.7595754)",
"[302411420, 302411461]",residential,False,False,120.63499999999999,,"LINESTRING (-15.9011935 13.7601011, -15.9006396 13.7601843, -15.900723 13.7607187)",
302411421,residential,False,False,60.856,,"LINESTRING (-15.904478 13.7601548, -15.9045625 13.7606959)",
302411421,residential,False,True,60.112,,"LINESTRING (-15.904478 13.7601548, -15.9043946 13.7596203)",
302411424,residential,False,False,49.32,,"LINESTRING (-15.904478 13.7601548, -15.9040267 13.7602225)",
302411424,residential,False,True,59.081,,"LINESTRING (-15.904478 13.7601548, -15.9050186 13.7600736)",
302411424,residential,False,False,61.311,,"LINESTRING (-15.9040267 13.7602225, -15.9034657 13.7603068)",
302411424,residential,False,True,49.32,,"LINESTRING (-15.9040267 13.7602225, -15.904478 13.7601548)",
302411429,residential,False,False,60.867,,"LINESTRING (-15.9040267 13.7602225, -15.9041112 13.7607637)",
302411429,residential,False,True,60.101,,"LINESTRING (-15.9040267 13.7602225, -15.9039433 13.7596881)",
302411424,residential,False,False,59.976,,"LINESTRING (-15.9034657 13.7603068, -15.9029169 13.7603892)",
302411424,residential,False,True,61.311,,"LINESTRING (-15.9034657 13.7603068, -15.9040267 13.7602225)",
302411433,residential,False,False,60.862,,"LINESTRING (-15.9034657 13.7603068, -15.9035499 13.760848)",
302411433,residential,False,True,60.108,,"LINESTRING (-15.9034657 13.7603068, -15.9033826 13.7597723)",
302411426,residential,False,False,59.552,,"LINESTRING (-15.9068514 13.7603521, -15.9063065 13.760434)",
302411431,unclassified,False,False,64.909,,"LINESTRING (-15.9068514 13.7603521, -15.9069404 13.7609294)",
302411431,unclassified,False,True,60.859,,"LINESTRING (-15.9068514 13.7603521, -15.9067681 13.7598108)",
"[302411426, 302411436]",residential,False,True,122.814,,"LINESTRING (-15.9068514 13.7603521, -15.9073838 13.7602759, -15.9074294 13.760856)",
302411424,residential,False,False,59.966,,"LINESTRING (-15.9029169 13.7603892, -15.9023682 13.7604716)",
302411424,residential,False,True,59.976,,"LINESTRING (-15.9029169 13.7603892, -15.9034657 13.7603068)",
