osmid,lanes,ref,highway,oneway,reversed,length,geometry
537029499,2,D132 01,secondary,False,False,89.536,"LINESTRING (-17.1230537 14.9141316, -17.122801 14.9148989)"
180047612,,,residential,False,True,100.444,"LINESTRING (-17.1230537 14.9141316, -17.1233151 14.9143609, -17.1235309 14.9145502, -17.1237458 14.9147388)"
537029499,2,D132 01,secondary,False,True,46.155,"LINESTRING (-17.1219154 14.9177181, -17.1220408 14.9173211)"
180047621,,,residential,False,False,128.429,"LINESTRING (-17.1219154 14.9177181, -17.12157 14.9176126, -17.1212616 14.9175763, -17.1207399 14.9176014)"
537029499,2,D132 01,secondary,False,False,81.388,"LINESTRING (-17.1219154 14.9177181, -17.121798 14.9180373, -17.1216618 14.9184078)"
537029499,2,D132 01,secondary,False,False,38.559,"LINESTRING (-17.1216618 14.9184078, -17.1215375 14.9187331)"
180047627,,,residential,False,True,79.13,"LINESTRING (-17.1216618 14.9184078, -17.1211822 14.9182817, -17.1210579 14.918249, -17.1209481 14.9182618)"
537029499,2,D132 01,secondary,False,True,81.388,"LINESTRING (-17.1216618 14.9184078, -17.121798 14.9180373, -17.1219154 14.9177181)"
537029499,2,D132 01,secondary,False,False,49.859,"LINESTRING (-17.1213295 14.919196, -17.1211421 14.9196062)"
537029499,2,D132 01,secondary,False,True,56.115,"LINESTRING (-17.1213295 14.919196, -17.1215375 14.9187331)"
180047616,,,residential,False,False,78.77300000000001,"LINESTRING (-17.1213295 14.919196, -17.1211033 14.9191483, -17.1210503 14.9191453, -17.1208011 14.9191133, -17.1206723 14.9191245, -17.1206073 14.9191432)"
537029499,2,D132 01,secondary,False,True,49.859,"LINESTRING (-17.1211421 14.9196062, -17.1213295 14.919196)"
753759656,,,tertiary,False,False,56.974,"LINESTRING (-17.1211421 14.9196062, -17.1209375 14.9200789)"
180047632,,,residential,False,False,76.051,"LINESTRING (-17.1211421 14.9196062, -17.1207379 14.9196067, -17.1204343 14.919607)"
