osmid,oneway,lanes,highway,maxspeed,reversed,length,access,geometry
340319202,False,2,primary,90,False,30.946,,"LINESTRING (-13.8531563 16.074924, -13.8528773 16.0748493)"
340319202,False,2,primary,90,True,43.027,,"LINESTRING (-13.8531563 16.074924, -13.8535479 16.0750142)"
"[361378666, 361378655]",False,,residential,,False,163.87199999999999,yes,"LINESTRING (-13.8531563 16.074924, -13.8531135 16.0744365, -13.8530062 16.074189, -13.8528345 16.0743643, -13.8525394 16.0747462)"
340319202,False,2,primary,90,False,21.137,,"LINESTRING (-13.8544625 16.0752153, -13.8542694 16.075174)"
340319202,False,2,primary,90,True,101.844,,"LINESTRING (-13.8544625 16.0752153, -13.8553986 16.0753879)"
361378674,False,,residential,,True,93.846,yes,"LINESTRING (-13.8544625 16.0752153, -13.8547765 16.0760035)"
340319202,False,2,primary,90,False,101.844,,"LINESTRING (-13.8553986 16.0753879, -13.8544625 16.0752153)"
340319202,False,2,primary,90,True,25.775,,"LINESTRING (-13.8553986 16.0753879, -13.8556373 16.0754214)"
361378659,False,,residential,,True,245.435,yes,"LINESTRING (-13.8553986 16.0753879, -13.8555098 16.075139, -13.8554846 16.0749107, -13.8551734 16.0732303)"
340319202,False,2,primary,90,True,144.197,,"LINESTRING (-13.8512546 16.0743493, -13.8517562 16.0745039, -13.8525394 16.0747462)"
231644026,False,,tertiary,,False,103.776,,"LINESTRING (-13.8575271 16.0743396, -13.8577422 16.0734295)"
231644026,False,,tertiary,,True,61.636,,"LINESTRING (-13.8575271 16.0743396, -13.8574661 16.0748908)"
361378663,False,,residential,,False,174.37,yes,"LINESTRING (-13.8575271 16.0743396, -13.8591216 16.0746736)"
361378663,False,,residential,,True,101.794,yes,"LINESTRING (-13.8575271 16.0743396, -13.8566004 16.0741272)"
361378743,False,,residential,,True,207.485,yes,"LINESTRING (-13.85748 16.0756096, -13.8579329 16.0774241)"
231644026,False,,tertiary,,False,80.214,,"LINESTRING (-13.85748 16.0756096, -13.8574418 16.075111, -13.8574661 16.0748908)"
340319202,False,2,primary,90,False,109.174,,"LINESTRING (-13.85748 16.0756096, -13.8568819 16.075558, -13.8564634 16.0755116)"
997163172,False,,residential,,True,187.29,,"LINESTRING (-13.8546136 16.0707225, -13.8550153 16.0707158, -13.8554528 16.0708105, -13.8558102 16.0709408, -13.8562265 16.0712408)"
997163171,False,,residential,,False,29.771,,"LINESTRING (-13.8562955 16.0709814, -13.8562265 16.0712408)"
361378638,False,,residential,,True,81.59,yes,"LINESTRING (-13.8559674 16.0772509, -13.8562785 16.077921)"
361378665,False,,residential,,True,76.939,yes,"LINESTRING (-13.8559674 16.0772509, -13.8560103 16.0779416)"
361378670,False,,residential,,False,42.037,yes,"LINESTRING (-13.8559674 16.0772509, -13.8558923 16.0768798)"
361378638,False,,residential,,False,81.59,yes,"LINESTRING (-13.8562785 16.077921, -13.8559674 16.0772509)"
361378662,False,,residential,,True,28.747,yes,"LINESTRING (-13.8562785 16.077921, -13.8560103 16.0779416)"
340319202,False,2,primary,90,False,37.88,,"LINESTRING (-13.8528773 16.0748493, -13.8525394 16.0747462)"
340319202,False,2,primary,90,True,30.946,,"LINESTRING (-13.8528773 16.0748493, -13.8531563 16.074924)"
"[361378643, 361378660]",False,,residential,,False,229.80100000000002,yes,"LINESTRING (-13.8528773 16.0748493, -13.8525894 16.0759009, -13.8529917 16.0759344, -13.853607 16.0759313)"
361378644,False,,residential,,False,93.037,yes,"LINESTRING (-13.8558923 16.0768798, -13.8550232 16.0769313)"
361378670,False,,residential,,False,88.803,yes,"LINESTRING (-13.8558923 16.0768798, -13.8557313 16.0760963)"
361378670,False,,residential,,True,42.037,yes,"LINESTRING (-13.8558923 16.0768798, -13.8559674 16.0772509)"
340319202,False,2,primary,90,False,88.834,,"LINESTRING (-13.8564634 16.0755116, -13.8556373 16.0754214)"
361378641,False,,residential,,True,80.059,yes,"LINESTRING (-13.8564634 16.0755116, -13.8565574 16.0747973)"
340319202,False,2,primary,90,True,109.174,,"LINESTRING (-13.8564634 16.0755116, -13.8568819 16.075558, -13.85748 16.0756096)"
361378658,False,,residential,,False,105.51,yes,"LINESTRING (-13.8536928 16.0740756, -13.8535479 16.0750142)"
361378652,False,,residential,,False,144.862,yes,"LINESTRING (-13.8536928 16.0740756, -13.8539396 16.0745189, -13.8540576 16.0746323, -13.8542293 16.0747457, -13.8542937 16.0749313, -13.8542694 16.075174)"
361378658,False,,residential,,True,53.219,yes,"LINESTRING (-13.8536928 16.0740756, -13.8536821 16.0738901, -13.8537143 16.0737663, -13.853725 16.0736014)"
361378658,False,,residential,,False,53.219,yes,"LINESTRING (-13.853725 16.0736014, -13.8537143 16.0737663, -13.8536821 16.0738901, -13.8536928 16.0740756)"
361378660,False,,residential,,False,102.538,yes,"LINESTRING (-13.8547765 16.0760035, -13.8557313 16.0760963)"
361378660,False,,residential,,True,125.215,yes,"LINESTRING (-13.8547765 16.0760035, -13.853607 16.0759313)"
361378674,False,,residential,,False,93.846,yes,"LINESTRING (-13.8547765 16.0760035, -13.8544625 16.0752153)"
361378674,False,,residential,,True,106.481,yes,"LINESTRING (-13.8547765 16.0760035, -13.8550232 16.0769313)"
361378641,False,,residential,,False,74.653,yes,"LINESTRING (-13.8566004 16.0741272, -13.8565574 16.0747973)"
361378641,False,,residential,,True,105.829,yes,"LINESTRING (-13.8566004 16.0741272, -13.8565038 16.07318)"
361378663,False,,residential,,False,101.794,yes,"LINESTRING (-13.8566004 16.0741272, -13.8575271 16.0743396)"
231644026,False,,tertiary,,False,61.636,,"LINESTRING (-13.8574661 16.0748908, -13.8575271 16.0743396)"
231644026,False,,tertiary,,True,80.214,,"LINESTRING (-13.8574661 16.0748908, -13.8574418 16.075111, -13.85748 16.0756096)"
361378661,False,,residential,,False,171.06099999999998,yes,"LINESTRING (-13.8574661 16.0748908, -13.8580917 16.0749416, -13.8590358 16.0751684)"
361378661,False,,residential,,True,97.64699999999999,yes,"LINESTRING (-13.8574661 16.0748908, -13.8569231 16.0748349, -13.8565574 16.0747973)"
340319202,False,2,primary,90,False,17.163,,"LINESTRING (-13.8537034 16.0750529, -13.8535479 16.0750142)"
340319202,False,2,primary,90,True,61.957,,"LINESTRING (-13.8537034 16.0750529, -13.8542694 16.075174)"
361378646,False,,residential,,True,98.215,yes,"LINESTRING (-13.8537034 16.0750529, -13.853607 16.0759313)"
361378660,False,,residential,,True,102.538,yes,"LINESTRING (-13.8557313 16.0760963, -13.8547765 16.0760035)"
361378670,False,,residential,,False,75.715,yes,"LINESTRING (-13.8557313 16.0760963, -13.8556373 16.0754214)"
361378670,False,,residential,,True,88.803,yes,"LINESTRING (-13.8557313 16.0760963, -13.8558923 16.0768798)"
231644026,False,,tertiary,,True,103.776,,"LINESTRING (-13.8577422 16.0734295, -13.8575271 16.0743396)"
361378649,False,,residential,,True,135.202,yes,"LINESTRING (-13.8577422 16.0734295, -13.8566862 16.0732199, -13.8565038 16.07318)"
361378644,False,,residential,,True,93.037,yes,"LINESTRING (-13.8550232 16.0769313, -13.8558923 16.0768798)"
361378674,False,,residential,,False,106.481,yes,"LINESTRING (-13.8550232 16.0769313, -13.8547765 16.0760035)"
361378663,False,,residential,,True,174.37,yes,"LINESTRING (-13.8591216 16.0746736, -13.8575271 16.0743396)"
340319202,False,2,primary,90,True,37.88,,"LINESTRING (-13.8525394 16.0747462, -13.8528773 16.0748493)"
340319202,False,2,primary,90,False,144.197,,"LINESTRING (-13.8525394 16.0747462, -13.8517562 16.0745039, -13.8512546 16.0743493)"
"[361378666, 361378655]",False,,residential,,True,163.87199999999999,yes,"LINESTRING (-13.8525394 16.0747462, -13.8528345 16.0743643, -13.8530062 16.074189, -13.8531135 16.0744365, -13.8531563 16.074924)"
361378743,False,,residential,,False,207.485,yes,"LINESTRING (-13.8579329 16.0774241, -13.85748 16.0756096)"
361378662,False,,residential,,False,28.747,yes,"LINESTRING (-13.8560103 16.0779416, -13.8562785 16.077921)"
361378665,False,,residential,,False,76.939,yes,"LINESTRING (-13.8560103 16.0779416, -13.8559674 16.0772509)"
340319202,False,2,primary,90,False,25.775,,"LINESTRING (-13.8556373 16.0754214, -13.8553986 16.0753879)"
