osmid,lanes,highway,access,oneway,reversed,length,geometry,ref
168902033,2,primary,yes,False,False,116.68,"LINESTRING (66.5749569 39.036271, 66.5754343 39.0359711, 66.5760804 39.0356958)",
"[545582193, 545582194]",,residential,,False,"[False, True]",230.423,"LINESTRING (66.5749569 39.036271, 66.5747586 39.0362175, 66.5735731 39.0360592, 66.5734631 39.0353696, 66.5734899 39.0350904)",
168902033,2,primary,yes,False,False,16.008,"LINESTRING (66.5760804 39.0356958, 66.5762644 39.0356785)",
168902033,2,primary,yes,False,True,116.68,"LINESTRING (66.5760804 39.0356958, 66.5754343 39.0359711, 66.5749569 39.036271)",
545582195,,residential,,False,True,234.895,"LINESTRING (66.5760804 39.0356958, 66.5757537 39.0356613, 66.5747023 39.0354467, 66.5744448 39.0353363, 66.573844 39.0351529, 66.5734899 39.0350904)",
1006334739,,primary,,True,False,13.963,"LINESTRING (66.5778692 39.0329442, 66.5780281 39.0329673)",4Р79
"[957760070, 957760343]",1,primary,yes,True,False,30.251,"LINESTRING (66.5778692 39.0329442, 66.5780475 39.032843, 66.5781531 39.0327849)",
186633454,,tertiary,,False,True,9.667,"LINESTRING (66.5726294 39.0320502, 66.5726059 39.0321352)",
1006333380,,residential,,False,False,122.439,"LINESTRING (66.5726294 39.0320502, 66.5729466 39.030977)",
1006334739,,primary,,True,False,308.428,"LINESTRING (66.5726294 39.0320502, 66.5755621 39.0325451, 66.5761188 39.032639)",4Р79
168902033,2,primary,yes,False,False,16.989,"LINESTRING (66.5771894 39.0355527, 66.5773059 39.0354296)",
168902033,2,primary,yes,False,True,81.62,"LINESTRING (66.5771894 39.0355527, 66.5770282 39.0356069, 66.5762644 39.0356785)",
174966250,,tertiary,,False,True,203.41,"LINESTRING (66.5761188 39.032639, 66.5766013 39.0308485)",
1006334739,,primary,,True,False,154.952,"LINESTRING (66.5761188 39.032639, 66.5778692 39.0329442)",4Р79
186633454,,tertiary,,False,False,192.178,"LINESTRING (66.5721377 39.0338248, 66.5726059 39.0321352)",
186633454,,tertiary,,False,True,111.363,"LINESTRING (66.5721377 39.0338248, 66.5718864 39.0348071)",
993621973,,tertiary,,False,False,145.38,"LINESTRING (66.5721377 39.0338248, 66.5719912 39.0337749, 66.5708373 39.0332607, 66.5706637 39.0331954)",
262042401,,residential,,False,False,95.561,"LINESTRING (66.5733851 39.0294933, 66.5744665 39.0296746)",
262042401,,residential,,False,True,80.79,"LINESTRING (66.5733851 39.0294933, 66.5724683 39.0293495)",
1006333380,,residential,,False,True,80.911,"LINESTRING (66.5733851 39.0294933, 66.5731755 39.0302025)",
174966250,,tertiary,,False,True,99.83,"LINESTRING (66.5768446 39.0300733, 66.5771212 39.0292016)",
262042401,,residential,,False,True,210.146,"LINESTRING (66.5768446 39.0300733, 66.5744665 39.0296746)",
174966250,,tertiary,,False,False,88.726,"LINESTRING (66.5768446 39.0300733, 66.5766165 39.0307922, 66.5766013 39.0308485)",
315710597,,living_street,,False,False,304.506,"LINESTRING (66.5731755 39.0302025, 66.5766013 39.0308485)",
1006333380,,residential,,False,False,80.911,"LINESTRING (66.5731755 39.0302025, 66.5733851 39.0294933)",
1006333380,,residential,,False,True,88.361,"LINESTRING (66.5731755 39.0302025, 66.5729466 39.030977)",
174966250,,tertiary,,False,False,203.41,"LINESTRING (66.5766013 39.0308485, 66.5761188 39.032639)",
315710597,,living_street,,False,True,304.506,"LINESTRING (66.5766013 39.0308485, 66.5731755 39.0302025)",
174966250,,tertiary,,False,True,88.726,"LINESTRING (66.5766013 39.0308485, 66.5766165 39.0307922, 66.5768446 39.0300733)",
262042401,,residential,,False,False,210.146,"LINESTRING (66.5744665 39.0296746, 66.5768446 39.0300733)",
262042401,,residential,,False,True,95.561,"LINESTRING (66.5744665 39.0296746, 66.5733851 39.0294933)",
174966250,,tertiary,,False,False,99.83,"LINESTRING (66.5771212 39.0292016, 66.5768446 39.0300733)",
