osmid,highway,oneway,reversed,length,geometry,name,bridge,ref
492570589,primary,False,True,123.479,"LINESTRING (67.0132485 37.6723545, 67.0124867 37.671422)",,,
788199185,residential,False,False,47.871,"LINESTRING (67.0132485 37.6723545, 67.0137504 37.6721886)",,,
"[492570589, 259758261]",primary,False,False,176.14700000000002,"LINESTRING (67.0132485 37.6723545, 67.0138859 37.6736978, 67.0139182 37.6738448)",,,
504850200,primary,False,True,68.48,"LINESTRING (67.0211788 37.6710257, 67.0216661 37.6705456)",Mustaqillik ko'chasi,,
343691214,residential,False,False,403.59799999999996,"LINESTRING (67.0211788 37.6710257, 67.0209469 37.6709086, 67.0181306 37.6701995, 67.016827 37.6699065)",,,
504850200,primary,False,False,625.245,"LINESTRING (67.0211788 37.6710257, 67.0197256 37.6723672, 67.018569 37.6733812, 67.0170456 37.6745168, 67.0163468 37.6751402)",Mustaqillik ko'chasi,,
343691214,residential,False,False,113.2,"LINESTRING (67.016827 37.6699065, 67.0155503 37.6700296)",,,
343691214,residential,False,True,403.598,"LINESTRING (67.016827 37.6699065, 67.0181306 37.6701995, 67.0209469 37.6709086, 67.0211788 37.6710257)",,,
788199104,residential,False,False,191.659,"LINESTRING (67.016827 37.6699065, 67.016729 37.6686796, 67.0167939 37.668188)",,,
343691214,residential,False,False,228.576,"LINESTRING (67.0155503 37.6700296, 67.0130083 37.6704504)",,,
343691214,residential,False,True,113.2,"LINESTRING (67.0155503 37.6700296, 67.016827 37.6699065)",,,
492570566,residential,False,False,325.732,"LINESTRING (67.0155503 37.6700296, 67.0155174 37.6695692, 67.0153819 37.6688835, 67.0146752 37.6671998)",,,
"[492570568, 492570600]",residential,False,True,224.57799999999997,"LINESTRING (67.0155503 37.6700296, 67.0156032 37.6703463, 67.0156675 37.670913, 67.0157954 37.6720397)",,yes,
259758261,primary,False,True,116.655,"LINESTRING (67.0142654 37.6755106, 67.0141666 37.6749758, 67.0140565 37.6744747)",,,
492570566,residential,False,True,325.732,"LINESTRING (67.0146752 37.6671998, 67.0153819 37.6688835, 67.0155174 37.6695692, 67.0155503 37.6700296)",,,
506597319,unclassified,False,False,397.51800000000003,"LINESTRING (67.0146752 37.6671998, 67.0114548 37.6681109, 67.0113743 37.668234, 67.0116721 37.6689241)",,,
492570600,residential,False,False,150.188,"LINESTRING (67.0163468 37.6751402, 67.0162563 37.6749883, 67.0160297 37.674104, 67.015998 37.6738247)",,,
