osmid,oneway,highway,reversed,length,geometry,name,ref
192068489,True,living_street,False,27.368000000000002,"LINESTRING (68.7616802 40.9391933, 68.7616671 40.9392422, 68.7615501 40.9394174)",,
193465088,False,living_street,False,416.786,"LINESTRING (68.7616802 40.9391933, 68.7613494 40.9378299, 68.7613762 40.9376968, 68.7613869 40.9376435, 68.7614889 40.937526, 68.7616069 40.9374611, 68.7618 40.9373963, 68.7619556 40.937372, 68.7619985 40.9372869, 68.7619287 40.9368249, 68.7617517 40.9360185, 68.7617383 40.935749)",,
193465071,False,living_street,False,136.566,"LINESTRING (68.7608528 40.9404016, 68.7613594 40.9405197, 68.7614948 40.9405485, 68.761999 40.9407237, 68.7623549 40.9408617)",,
193465096,True,living_street,False,25.553,"LINESTRING (68.7608528 40.9404016, 68.7606746 40.9403687, 68.7605564 40.94035)",,
193465104,False,living_street,True,101.907,"LINESTRING (68.7593722 40.9404968, 68.7593307 40.9404138, 68.7593105 40.9403317, 68.759336 40.9402476, 68.7594462 40.9400769, 68.7595332 40.9398576, 68.7595323 40.9396185)",,
193465118,False,tertiary,False,84.95700000000001,"LINESTRING (68.7593722 40.9404968, 68.7590823 40.9405078, 68.7590178 40.9405103, 68.7585287 40.9405384, 68.7583631 40.9405479)",A.Navoiy ko'chasi,
1264696035,True,tertiary,False,122.572,"LINESTRING (68.7593722 40.9404968, 68.7595474 40.9404976, 68.7598299 40.9404481, 68.7601581 40.9403615, 68.7606936 40.940088)",A.Navoiy ko'chasi,
190378613,False,living_street,False,57.478,"LINESTRING (68.7626841 40.94058, 68.7621606 40.9402471)",,
190378613,False,living_street,True,41.782,"LINESTRING (68.7626841 40.94058, 68.7623549 40.9408617)",,
519229701,False,living_street,False,384.635,"LINESTRING (68.7626841 40.94058, 68.7635983 40.9411423, 68.7636088 40.9412201, 68.7615295 40.9431527)",Xamza ko'chasi,
190378613,False,living_street,False,41.782,"LINESTRING (68.7623549 40.9408617, 68.7626841 40.94058)",,
190378613,False,living_street,True,9.418,"LINESTRING (68.7623549 40.9408617, 68.7622843 40.9409275)",,
193465071,False,living_street,True,136.56599999999997,"LINESTRING (68.7623549 40.9408617, 68.761999 40.9407237, 68.7614948 40.9405485, 68.7613594 40.9405197, 68.7608528 40.9404016)",,
193465056,False,living_street,True,32.921,"LINESTRING (68.7615295 40.9431527, 68.7611397 40.9431837)",,
193465120,False,living_street,False,105.861,"LINESTRING (68.7615295 40.9431527, 68.7625032 40.9437572)",,
519229701,False,living_street,True,384.63500000000005,"LINESTRING (68.7615295 40.9431527, 68.7636088 40.9412201, 68.7635983 40.9411423, 68.7626841 40.94058)",Xamza ko'chasi,
193465056,False,living_street,False,46.44,"LINESTRING (68.7605873 40.9432017, 68.7611397 40.9431837)",,
193465056,False,living_street,True,56.895,"LINESTRING (68.7605873 40.9432017, 68.7599127 40.943248)",,
190378613,False,living_street,False,139.874,"LINESTRING (68.7605873 40.9432017, 68.7604512 40.9427326, 68.7605395 40.9425486, 68.7610282 40.9420987)",,
193465120,False,living_street,True,105.861,"LINESTRING (68.7625032 40.9437572, 68.7615295 40.9431527)",,
190378609,False,living_street,False,179.016,"LINESTRING (68.7625032 40.9437572, 68.7631832 40.9431421, 68.7633241 40.9429626, 68.7634932 40.9427817, 68.7636358 40.9426055, 68.7637967 40.9424839)",,
193465120,False,living_street,False,89.618,"LINESTRING (68.7625032 40.9437572, 68.7630231 40.9439852, 68.7633879 40.944204)",,
1091940963,True,primary,False,104.607,"LINESTRING (68.7657034 40.9376227, 68.7664282 40.9383877)",Samarqand ko‘chasi,M34
1225339806,False,living_street,True,88.443,"LINESTRING (68.7657034 40.9376227, 68.7660846 40.9375072, 68.766723 40.9374546)",,
778425858,False,primary,True,84.182,"LINESTRING (68.7665899 40.9386289, 68.7669091 40.9390473, 68.7671432 40.9392568)",Samarqand ko'chasi,
1091940964,True,primary,False,267.228,"LINESTRING (68.7665899 40.9386289, 68.7657211 40.9377372, 68.7653569 40.9373993, 68.7650149 40.9370756, 68.7649667 40.937029, 68.7646495 40.9367251)",Samarqand ko‘chasi,M34
193438042,False,living_street,True,275.374,"LINESTRING (68.7671912 40.9409866, 68.7672715 40.941283, 68.7673305 40.9416922, 68.7673305 40.9422555, 68.7674163 40.9432077, 68.7673663 40.9434494)",,
193438053,False,living_street,False,184.21800000000002,"LINESTRING (68.7671912 40.9409866, 68.7670518 40.9405328, 68.7670249 40.9402897, 68.7670678 40.9400708, 68.7670839 40.9398196, 68.7670893 40.9393455)",,
1091940971,False,living_street,True,97.35500000000002,"LINESTRING (68.7671912 40.9409866, 68.7677515 40.9409274, 68.7679553 40.9409253, 68.7680519 40.9409578, 68.7680975 40.9410317, 68.7681352 40.9411614)",,
1091940965,True,secondary,False,7.235,"LINESTRING (68.7644852 40.9364825, 68.7644336 40.9365346)",,4Р23г
1091940963,True,primary,False,162.96800000000002,"LINESTRING (68.7644852 40.9364825, 68.7646381 40.9366248, 68.764685 40.9366704, 68.7647113 40.9367029, 68.7652696 40.9372206, 68.7653399 40.9372858, 68.765685 40.9376059, 68.7657034 40.9376227)",Samarqand ko‘chasi,M34
192068453,False,living_street,False,49.596,"LINESTRING (68.7676794 40.9434665, 68.7682695 40.9434503)",,
192068453,False,living_street,True,26.367,"LINESTRING (68.7676794 40.9434665, 68.7673663 40.9434494)",,
192068313,True,secondary,False,8.435,"LINESTRING (68.7643732 40.9364738, 68.7644155 40.936405)",,4Р23г
193465056,False,living_street,False,23.467,"LINESTRING (68.7581339 40.9432959, 68.7584025 40.943354)",,
193465056,False,living_street,True,45.55800000000001,"LINESTRING (68.7581339 40.9432959, 68.7580118 40.9433297, 68.7576008 40.9433551)",,
519229703,False,living_street,True,58.277,"LINESTRING (68.7581339 40.9432959, 68.7580979 40.943254, 68.7580383 40.943192, 68.7579621 40.942996, 68.7578782 40.9428887, 68.757812 40.9428417)",,
192068453,False,living_street,True,49.596,"LINESTRING (68.7682695 40.9434503, 68.7676794 40.9434665)",,
1091940966,False,living_street,False,38.84,"LINESTRING (68.7682695 40.9434503, 68.7687308 40.943426)",,
863606963,True,secondary,False,73.961,"LINESTRING (68.7640048 40.9372788, 68.7636559 40.9378895)",,
192068499,True,secondary,False,326.853,"LINESTRING (68.7640048 40.9372788, 68.7639028 40.9376151, 68.763876 40.937834, 68.7639136 40.9381257, 68.7639402 40.9382187, 68.7640009 40.9384308, 68.7640423 40.9385755, 68.7640976 40.9387868, 68.7641389 40.9389443, 68.7641949 40.9392776, 68.7641937 40.9395582, 68.7641602 40.9401865)",B. Gafurov ko'chasi,4Р23г
"[193465113, 617719639]",True,tertiary,False,278.011,"LINESTRING (68.7633111 40.93835, 68.7625656 40.9388799, 68.7621981 40.9391206, 68.7614418 40.9395744, 68.7609869 40.9398911, 68.7608463 40.9400142)",Sharaf Rashidov ko‘chasi,
193465118,False,tertiary,False,39.693,"LINESTRING (68.7576056 40.9405915, 68.7571344 40.9406186)",A.Navoiy ko'chasi,
193465118,False,tertiary,True,14.043,"LINESTRING (68.7576056 40.9405915, 68.7577723 40.9405819)",A.Navoiy ko'chasi,
192068356,False,living_street,False,74.033,"LINESTRING (68.7576056 40.9405915, 68.7575567 40.9400952, 68.7576157 40.9399331)",,
1091940966,False,living_street,True,38.84,"LINESTRING (68.7687308 40.943426, 68.7682695 40.9434503)",,
192068501,False,living_street,False,257.84000000000003,"LINESTRING (68.7687308 40.943426, 68.7687467 40.9431105, 68.7686287 40.9427296, 68.7681352 40.9411614)",,
192068496,True,primary_link,False,31.134,"LINESTRING (68.7646495 40.9367251, 68.7644822 40.9366831, 68.7643856 40.9366871, 68.7643037 40.9367272)",,
1091940964,True,primary,False,27.887999999999998,"LINESTRING (68.7646495 40.9367251, 68.7645261 40.9366187, 68.7644336 40.9365346)",Samarqand ko‘chasi,M34
192068356,False,living_street,False,131.12099999999998,"LINESTRING (68.7576157 40.9399331, 68.7581522 40.9394184, 68.757613 40.9390886)",,
192068356,False,living_street,True,74.033,"LINESTRING (68.7576157 40.9399331, 68.7575567 40.9400952, 68.7576056 40.9405915)",,
192068439,False,living_street,False,47.117000000000004,"LINESTRING (68.7576157 40.9399331, 68.7575108 40.9398778, 68.7574035 40.9398616, 68.7570799 40.9398614)",,
193465056,False,living_street,False,32.921,"LINESTRING (68.7611397 40.9431837, 68.7615295 40.9431527)",,
193465056,False,living_street,True,46.44,"LINESTRING (68.7611397 40.9431837, 68.7605873 40.9432017)",,
192068329,False,living_street,True,203.617,"LINESTRING (68.7611397 40.9431837, 68.7611877 40.9436412, 68.7611704 40.943707, 68.7608084 40.9440447, 68.7607431 40.9440804, 68.7596757 40.9441554)",,
192068453,False,living_street,False,53.838,"LINESTRING (68.7667325 40.9433771, 68.7673663 40.9434494)",,
193465097,False,living_street,True,72.211,"LINESTRING (68.7667325 40.9433771, 68.765899 40.9432179)",,
192068289,False,living_street,True,7.938,"LINESTRING (68.7649083 40.9434194, 68.7648144 40.9434275)",,
192068398,False,living_street,False,86.999,"LINESTRING (68.7649083 40.9434194, 68.7656097 40.9433181, 68.7657318 40.9432948, 68.765899 40.9432179)",,
193465097,False,living_street,False,72.211,"LINESTRING (68.765899 40.9432179, 68.7667325 40.9433771)",,
