osmid,bridge,name,highway,oneway,reversed,length,geometry,ref
170607498,yes,O'zbekiston ko'chasi,tertiary,False,True,50.017,"LINESTRING (69.203732 40.8148855, 69.2036309 40.8149849, 69.2035326 40.8150973, 69.2034656 40.8151328, 69.2033771 40.8151713, 69.203313 40.8151851)",
288739204,,Магистральная улица,trunk,False,False,43.408,"LINESTRING (69.203732 40.8148855, 69.2037775 40.8147801, 69.2038475 40.8146599, 69.2039226 40.8145231)",4P20
"[510191965, 1120027549]",yes,Магистральная улица,trunk,False,True,68.437,"LINESTRING (69.203732 40.8148855, 69.2037325 40.8151155, 69.2037873 40.8152848, 69.2038987 40.8154784)",4P20
320783397,,Sadoqat ko'chasi,secondary,False,False,42.079,"LINESTRING (69.1946506 40.8175824, 69.1942665 40.8173401)",
170607508,,Sadoqat ko'chasi,secondary,False,False,48.693,"LINESTRING (69.1946506 40.8175824, 69.1950233 40.8178275, 69.1950882 40.8178689)",
320783419,,улица Гагарина,tertiary,False,True,234.173,"LINESTRING (69.1946506 40.8175824, 69.1951187 40.8167791, 69.1954081 40.8162634, 69.195753 40.8156488)",
170607503,,O'zbekiston ko'chasi,secondary,False,False,111.41,"LINESTRING (69.2005254 40.8142496, 69.2003377 40.8142795, 69.1994324 40.8147939)",
170607503,,O'zbekiston ko'chasi,secondary,False,True,256.734,"LINESTRING (69.2005254 40.8142496, 69.2006461 40.8142753, 69.2029213 40.8150544, 69.203313 40.8151851)",
"[268548249, 1120027558]",yes,Abdulla Qodiriy ko`chasi,unclassified,False,False,101.481,"LINESTRING (69.2005254 40.8142496, 69.2006517 40.8139848, 69.2008946 40.8134756, 69.200936 40.8133915)",
170607503,,O'zbekiston ko'chasi,secondary,False,True,111.41,"LINESTRING (69.1994324 40.8147939, 69.2003377 40.8142795, 69.2005254 40.8142496)",
320783428,,M. Mahmudova ko'chasi,secondary,False,True,206.62,"LINESTRING (69.1994324 40.8147939, 69.1988646 40.815786, 69.1984587 40.8164997)",
1257606228,,O'zbekiston ko'chasi,tertiary,False,False,247.849,"LINESTRING (69.1994324 40.8147939, 69.198167 40.8143958, 69.1967129 40.8139383)",
170607497,,Abdulla Qodiriy ko`chasi,tertiary,False,False,114.008,"LINESTRING (69.2039226 40.8145231, 69.2042346 40.8146351, 69.20513 40.8149878)",
268548262,,Abdulla Qodiriy ko`chasi,unclassified,False,True,196.874,"LINESTRING (69.2039226 40.8145231, 69.2034627 40.8142627, 69.2030133 40.8141077, 69.2023078 40.8138647, 69.2018565 40.8137089)",
288739204,,Магистральная улица,trunk,False,True,43.408,"LINESTRING (69.2039226 40.8145231, 69.2038475 40.8146599, 69.2037775 40.8147801, 69.203732 40.8148855)",4P20
45171603,,O'zbekiston ko'chasi,tertiary,False,False,37.897,"LINESTRING (69.2038987 40.8154784, 69.203529 40.8152838)",
"[510191965, 1120027549]",yes,Магистральная улица,trunk,False,False,68.437,"LINESTRING (69.2038987 40.8154784, 69.2037873 40.8152848, 69.2037325 40.8151155, 69.203732 40.8148855)",4P20
547012091,,Узбекистанская улица,tertiary,False,True,63.439,"LINESTRING (69.194963 40.8131827, 69.1943325 40.81287)",
"[288450984, 288450994, 1120027539, 1120027540, 1120027541, 1120027542, 288450997]",yes,,unclassified,False,"[False, True]",1009.8740000000001,"LINESTRING (69.194963 40.8131827, 69.1955891 40.8124602, 69.1957146 40.8123153, 69.1971321 40.8106795, 69.1960452 40.8094781, 69.1959581 40.8093862, 69.1958836 40.8093152, 69.1957945 40.8092411, 69.1957059 40.8091797, 69.1955499 40.8090875, 69.1951017 40.8095461, 69.1945312 40.8102379, 69.194723 40.8119641, 69.1947244 40.8121901, 69.1947092 40.8122513, 69.1943325 40.81287)",
547012091,,Узбекистанская улица,tertiary,False,False,170.09199999999998,"LINESTRING (69.194963 40.8131827, 69.1960202 40.8137073, 69.1967129 40.8139383)",
320783419,,улица Гагарина,tertiary,False,False,206.643,"LINESTRING (69.1967129 40.8139383, 69.195753 40.8156488)",
547012091,,Узбекистанская улица,tertiary,False,True,170.09199999999998,"LINESTRING (69.1967129 40.8139383, 69.1960202 40.8137073, 69.194963 40.8131827)",
1257606228,,O'zbekiston ko'chasi,tertiary,False,True,247.849,"LINESTRING (69.1967129 40.8139383, 69.198167 40.8143958, 69.1994324 40.8147939)",
170607497,,Abdulla Qodiriy ko`chasi,tertiary,False,True,114.008,"LINESTRING (69.20513 40.8149878, 69.2042346 40.8146351, 69.2039226 40.8145231)",
45171603,,O'zbekiston ko'chasi,tertiary,False,True,21.234,"LINESTRING (69.203313 40.8151851, 69.203529 40.8152838)",
170607498,yes,O'zbekiston ko'chasi,tertiary,False,False,50.017,"LINESTRING (69.203313 40.8151851, 69.2033771 40.8151713, 69.2034656 40.8151328, 69.2035326 40.8150973, 69.2036309 40.8149849, 69.203732 40.8148855)",
170607503,,O'zbekiston ko'chasi,secondary,False,False,256.73400000000004,"LINESTRING (69.203313 40.8151851, 69.2029213 40.8150544, 69.2006461 40.8142753, 69.2005254 40.8142496)",
170607508,,Sadoqat ko'chasi,secondary,False,True,109.811,"LINESTRING (69.1961458 40.8184474, 69.1950882 40.8178689)",
170607508,,Sadoqat ko'chasi,secondary,False,False,102.665,"LINESTRING (69.1961458 40.8184474, 69.1966589 40.8187257, 69.1967903 40.8187823, 69.1969181 40.8188013, 69.1970691 40.8187838, 69.1971916 40.8187125)",
211638318,,,residential,False,False,267.957,"LINESTRING (69.1961458 40.8184474, 69.1953599 40.819903, 69.195047 40.8207062)",
170607508,,Sadoqat ko'chasi,secondary,False,True,102.66499999999999,"LINESTRING (69.1971916 40.8187125, 69.1970691 40.8187838, 69.1969181 40.8188013, 69.1967903 40.8187823, 69.1966589 40.8187257, 69.1961458 40.8184474)",
211638319,,,residential,False,False,175.78,"LINESTRING (69.1971916 40.8187125, 69.1969719 40.8196784, 69.1968261 40.8202689)",
320783428,,M. Mahmudova ko'chasi,secondary,False,False,196.82100000000003,"LINESTRING (69.1971916 40.8187125, 69.1973692 40.8184457, 69.1974434 40.8183342, 69.197832 40.8176479, 69.1978897 40.8175381, 69.197971 40.8173717, 69.1981279 40.8170916)",
320783397,,Sadoqat ko'chasi,secondary,False,True,42.079,"LINESTRING (69.1942665 40.8173401, 69.1946506 40.8175824)",
170607508,,Sadoqat ko'chasi,secondary,False,False,109.811,"LINESTRING (69.1950882 40.8178689, 69.1961458 40.8184474)",
170607508,,Sadoqat ko'chasi,secondary,False,True,48.693,"LINESTRING (69.1950882 40.8178689, 69.1950233 40.8178275, 69.1946506 40.8175824)",
211638327,,,residential,False,False,287.951,"LINESTRING (69.1950882 40.8178689, 69.1945712 40.8190625, 69.19397 40.820316)",
211638323,,,residential,False,False,100.478,"LINESTRING (69.19397 40.820316, 69.195047 40.8207062)",
211638327,,,residential,False,True,287.951,"LINESTRING (69.19397 40.820316, 69.1945712 40.8190625, 69.1950882 40.8178689)",
211638323,,,residential,False,True,100.478,"LINESTRING (69.195047 40.8207062, 69.19397 40.820316)",
211638318,,,residential,False,True,267.957,"LINESTRING (69.195047 40.8207062, 69.1953599 40.819903, 69.1961458 40.8184474)",
268548262,,Abdulla Qodiriy ko`chasi,unclassified,False,False,85.127,"LINESTRING (69.200936 40.8133915, 69.2018565 40.8137089)",
"[268548249, 1120027558]",yes,Abdulla Qodiriy ko`chasi,unclassified,False,True,101.481,"LINESTRING (69.200936 40.8133915, 69.2008946 40.8134756, 69.2006517 40.8139848, 69.2005254 40.8142496)",
268548262,,Abdulla Qodiriy ko`chasi,unclassified,False,True,46.172,"LINESTRING (69.200936 40.8133915, 69.2007643 40.8133323, 69.2005802 40.8130982)",
211638319,,,residential,False,True,175.78,"LINESTRING (69.1968261 40.8202689, 69.1969719 40.8196784, 69.1971916 40.8187125)",
288443919,,,unclassified,False,False,171.697,"LINESTRING (69.1968261 40.8202689, 69.1975568 40.8204194, 69.198707 40.8208498)",
288443919,,,unclassified,False,False,22.125,"LINESTRING (69.198707 40.8208498, 69.1989413 40.8209401)",
288443919,,,unclassified,False,True,171.697,"LINESTRING (69.198707 40.8208498, 69.1975568 40.8204194, 69.1968261 40.8202689)",
288443919,,,unclassified,False,True,22.125,"LINESTRING (69.1989413 40.8209401, 69.198707 40.8208498)",
288446588,,,unclassified,False,True,307.254,"LINESTRING (69.1989413 40.8209401, 69.1992811 40.8204435, 69.1998013 40.8201514, 69.1998517 40.8199895, 69.2003593 40.8193894, 69.201009 40.8187146)",
288446586,,,unclassified,False,False,224.337,"LINESTRING (69.2005905 40.8147126, 69.2009687 40.8147949, 69.2014582 40.8151074, 69.2024598 40.8159661, 69.2025347 40.8160355)",
45171603,,O'zbekiston ko'chasi,tertiary,False,False,21.234,"LINESTRING (69.203529 40.8152838, 69.203313 40.8151851)",
45171603,,O'zbekiston ko'chasi,tertiary,False,True,37.897,"LINESTRING (69.203529 40.8152838, 69.2038987 40.8154784)",
288443927,,,unclassified,False,False,107.349,"LINESTRING (69.203529 40.8152838, 69.2029525 40.816145)",
288446585,,,unclassified,False,False,107.178,"LINESTRING (69.2013529 40.8156762, 69.2025347 40.8160355)",
288446585,,,unclassified,False,False,37.208,"LINESTRING (69.2025347 40.8160355, 69.2029525 40.816145)",
288446585,,,unclassified,False,True,107.178,"LINESTRING (69.2025347 40.8160355, 69.2013529 40.8156762)",
288446586,,,unclassified,False,True,224.337,"LINESTRING (69.2025347 40.8160355, 69.2024598 40.8159661, 69.2014582 40.8151074, 69.2009687 40.8147949, 69.2005905 40.8147126)",
288443927,,,unclassified,False,False,33.707,"LINESTRING (69.2029525 40.816145, 69.2028866 40.816444)",
288443927,,,unclassified,False,True,107.349,"LINESTRING (69.2029525 40.816145, 69.203529 40.8152838)",
288446585,,,unclassified,False,True,37.208,"LINESTRING (69.2029525 40.816145, 69.2025347 40.8160355)",
288443927,,,unclassified,False,True,33.707,"LINESTRING (69.2028866 40.816444, 69.2029525 40.816145)",
"[288446588, 288443927]",,,unclassified,False,False,299.44300000000004,"LINESTRING (69.2028866 40.816444, 69.2026827 40.8168754, 69.202602 40.8169567, 69.2018743 40.8176893, 69.2017884 40.8177911, 69.201009 40.8187146)",
288446588,,,unclassified,False,False,307.254,"LINESTRING (69.201009 40.8187146, 69.2003593 40.8193894, 69.1998517 40.8199895, 69.1998013 40.8201514, 69.1992811 40.8204435, 69.1989413 40.8209401)",
"[288446588, 288443927]",,,unclassified,False,True,299.443,"LINESTRING (69.201009 40.8187146, 69.2017884 40.8177911, 69.2018743 40.8176893, 69.202602 40.8169567, 69.2026827 40.8168754, 69.2028866 40.816444)",
288589429,,,unclassified,False,False,130.40699999999998,"LINESTRING (69.201009 40.8187146, 69.2015596 40.8189655, 69.2023365 40.8193197)",
320783419,,улица Гагарина,tertiary,False,True,206.643,"LINESTRING (69.195753 40.8156488, 69.1967129 40.8139383)",
288447185,,,unclassified,False,True,190.272,"LINESTRING (69.195753 40.8156488, 69.19682 40.8159829, 69.1978423 40.8163029)",
320783419,,улица Гагарина,tertiary,False,False,234.173,"LINESTRING (69.195753 40.8156488, 69.1954081 40.8162634, 69.1951187 40.8167791, 69.1946506 40.8175824)",
1120025171,,,residential,False,False,128.066,"LINESTRING (69.1966252 40.8164809, 69.197267 40.8166573, 69.1974092 40.8166694, 69.1974923 40.8166755, 69.1975701 40.816639, 69.1978423 40.8163029)",
320783428,,M. Mahmudova ko'chasi,secondary,False,True,71.461,"LINESTRING (69.1984587 40.8164997, 69.1981279 40.8170916)",
288447185,,,unclassified,False,False,56.3,"LINESTRING (69.1984587 40.8164997, 69.1980857 40.8163791, 69.1978423 40.8163029)",
320783428,,M. Mahmudova ko'chasi,secondary,False,False,206.62,"LINESTRING (69.1984587 40.8164997, 69.1988646 40.815786, 69.1994324 40.8147939)",
547012091,,Узбекистанская улица,tertiary,False,False,63.439,"LINESTRING (69.1943325 40.81287, 69.194963 40.8131827)",
