osmid,highway,oneway,reversed,length,geometry,junction,name,lanes,maxspeed
463039101,unclassified,False,True,63.205,"LINESTRING (43.2487292 13.8067706, 43.248813 13.8068108, 43.2490393 13.8068788, 43.2492575 13.8070069)",,,,
482512420,unclassified,False,False,76.69600000000001,"LINESTRING (43.2487292 13.8067706, 43.2488252 13.8061613, 43.2488335 13.8060884)",,,,
482512420,unclassified,False,True,26.68,"LINESTRING (43.2487292 13.8067706, 43.2486722 13.8068587, 43.2486722 13.8069946)",,,,
463039102,residential,False,False,167.20000000000002,"LINESTRING (43.2486722 13.8069946, 43.2487114 13.8072819, 43.2487277 13.8074922, 43.2487782 13.807644, 43.2487945 13.8078702, 43.2488563 13.808003, 43.2488922 13.8080299, 43.2488889 13.808207, 43.2488384 13.8082228, 43.2488217 13.8084204)",,,,
482512420,unclassified,False,False,26.68,"LINESTRING (43.2486722 13.8069946, 43.2486722 13.8068587, 43.2487292 13.8067706)",,,,
482512420,unclassified,False,True,117.446,"LINESTRING (43.2486722 13.8069946, 43.2485556 13.8071205, 43.2484622 13.8072917, 43.2483611 13.8074402, 43.248146 13.8074578, 43.2479645 13.8075485, 43.2478636 13.8075922)",,,,
482512420,unclassified,False,False,38.783,"LINESTRING (43.2475419 13.8077473, 43.2478636 13.8075922)",,,,
482512420,unclassified,False,True,12.219,"LINESTRING (43.2475419 13.8077473, 43.2474966 13.807848)",,,,
463038061,residential,False,False,36.495999999999995,"LINESTRING (43.2475419 13.8077473, 43.2473848 13.8076902, 43.2472155 13.8076728)",,,,
630342448,tertiary,True,False,8.865,"LINESTRING (43.2465501 13.8097948, 43.2464927 13.8098518)",,,,
153310892,tertiary,False,False,246.085,"LINESTRING (43.2465501 13.8097948, 43.2467554 13.8092537, 43.2469681 13.8085559, 43.2471012 13.8084195, 43.2472801 13.8083289, 43.2474966 13.807848)",,,,
463038048,residential,False,False,96.397,"LINESTRING (43.24753 13.8039649, 43.2467779 13.8034979)",,,,
463038048,residential,False,True,73.967,"LINESTRING (43.24753 13.8039649, 43.2476203 13.8039904, 43.2476145 13.8040668, 43.247734 13.8040923, 43.2477544 13.8041631, 43.2479555 13.8042622, 43.2480411 13.804284)",,,,
463038049,residential,False,False,102.81799999999998,"LINESTRING (43.24753 13.8039649, 43.2474081 13.8040439, 43.247216 13.804237, 43.2470808 13.8041733, 43.2470844 13.8041185, 43.2468357 13.8039902, 43.246798 13.8039753)",,,,
1182507870,residential,False,True,132.882,"LINESTRING (43.24753 13.8039649, 43.2477343 13.8036738, 43.2479435 13.8028559)",,,,
463038048,residential,False,False,20.045,"LINESTRING (43.2467779 13.8034979, 43.246708 13.8036649)",,,,
463038048,residential,False,True,96.397,"LINESTRING (43.2467779 13.8034979, 43.24753 13.8039649)",,,,
1182507885,residential,False,False,65.107,"LINESTRING (43.2467779 13.8034979, 43.2463503 13.8030851)",,,,
463038048,residential,False,True,20.045,"LINESTRING (43.246708 13.8036649, 43.2467779 13.8034979)",,,,
463038048,residential,False,False,37.339999999999996,"LINESTRING (43.246708 13.8036649, 43.2467663 13.8039617, 43.246798 13.8039753)",,,,
463039088,residential,False,True,103.531,"LINESTRING (43.246708 13.8036649, 43.2462388 13.8033166, 43.2458851 13.8034159)",,,,
463038048,residential,False,False,110.71799999999999,"LINESTRING (43.246798 13.8039753, 43.2467874 13.8040048, 43.2467255 13.8041716, 43.246673 13.8044122, 43.2463961 13.8047151, 43.2462649 13.8047632)",,,,
463038048,residential,False,True,37.339999999999996,"LINESTRING (43.246798 13.8039753, 43.2467663 13.8039617, 43.246708 13.8036649)",,,,
463038049,residential,False,True,102.81800000000001,"LINESTRING (43.246798 13.8039753, 43.2468357 13.8039902, 43.2470844 13.8041185, 43.2470808 13.8041733, 43.247216 13.804237, 43.2474081 13.8040439, 43.24753 13.8039649)",,,,
463038048,residential,False,False,71.291,"LINESTRING (43.2462649 13.8047632, 43.2462241 13.8046245, 43.2460784 13.8043924, 43.2459592 13.8041994)",,,,
463038048,residential,False,True,110.718,"LINESTRING (43.2462649 13.8047632, 43.2463961 13.8047151, 43.246673 13.8044122, 43.2467255 13.8041716, 43.2467874 13.8040048, 43.246798 13.8039753)",,,,
463038050,residential,False,False,90.815,"LINESTRING (43.2462649 13.8047632, 43.2462925 13.8049222, 43.2466214 13.8054946)",,,,
463038048,residential,False,True,71.291,"LINESTRING (43.2459592 13.8041994, 43.2460784 13.8043924, 43.2462241 13.8046245, 43.2462649 13.8047632)",,,,
"[1192629390, 463039087]",residential,False,True,98.313,"LINESTRING (43.2459592 13.8041994, 43.2461147 13.8039583, 43.246118 13.8038808, 43.2460886 13.8038049, 43.2460219 13.8037353, 43.2458851 13.8034159)",,,,
1192629391,residential,False,True,36.111000000000004,"LINESTRING (43.2459592 13.8041994, 43.2459185 13.8042156, 43.245732 13.8039994)",,,,
463038050,residential,False,False,21.308,"LINESTRING (43.2466214 13.8054946, 43.2468103 13.80555)",,,,
463038050,residential,False,True,90.815,"LINESTRING (43.2466214 13.8054946, 43.2462925 13.8049222, 43.2462649 13.8047632)",,,,
463039136,residential,False,True,102.491,"LINESTRING (43.2466214 13.8054946, 43.2464189 13.8055017, 43.2456732 13.8055355)",,,,
463038050,residential,False,True,21.308,"LINESTRING (43.2468103 13.80555, 43.2466214 13.8054946)",,,,
463038052,residential,False,True,13.574,"LINESTRING (43.2468103 13.80555, 43.2468005 13.8056717)",,,,
463038050,residential,False,False,160.49099999999999,"LINESTRING (43.2468103 13.80555, 43.247066 13.8054124, 43.2472206 13.8054045, 43.2474323 13.8053191, 43.2477075 13.8050471, 43.2481244 13.8050629)",,,,
463038048,residential,False,False,87.186,"LINESTRING (43.2481244 13.8050629, 43.2480819 13.8048377, 43.2480671 13.8046604, 43.2480411 13.804284)",,,,
463038050,residential,False,False,125.539,"LINESTRING (43.2481244 13.8050629, 43.2481374 13.805433, 43.2483491 13.8054456, 43.2483182 13.8059975)",,,,
463038050,residential,False,True,160.491,"LINESTRING (43.2481244 13.8050629, 43.2477075 13.8050471, 43.2474323 13.8053191, 43.2472206 13.8054045, 43.247066 13.8054124, 43.2468103 13.80555)",,,,
463038050,residential,False,False,65.578,"LINESTRING (43.2483182 13.8059975, 43.2485445 13.805988, 43.2485559 13.8060876, 43.2488335 13.8060884)",,,,
463038050,residential,False,True,125.53899999999999,"LINESTRING (43.2483182 13.8059975, 43.2483491 13.8054456, 43.2481374 13.805433, 43.2481244 13.8050629)",,,,
"[463038053, 1192954343]",residential,False,True,192.731,"LINESTRING (43.2483182 13.8059975, 43.2481366 13.8059972, 43.2481259 13.8059399, 43.2479757 13.8059451, 43.2477678 13.8058236, 43.2476554 13.8057508, 43.2475105 13.8057303, 43.247346 13.8058536, 43.2472695 13.8059058, 43.247206 13.8059295, 43.2471067 13.8058726, 43.247022 13.8057698, 43.2468412 13.8056702, 43.2468005 13.8056717)",,,,
482512420,unclassified,False,False,22.776,"LINESTRING (43.2488335 13.8060884, 43.2488566 13.8058848)",,,,
463038050,residential,False,True,65.578,"LINESTRING (43.2488335 13.8060884, 43.2485559 13.8060876, 43.2485445 13.805988, 43.2483182 13.8059975)",,,,
482512420,unclassified,False,True,76.69600000000001,"LINESTRING (43.2488335 13.8060884, 43.2488252 13.8061613, 43.2487292 13.8067706)",,,,
463038051,residential,False,False,114.34300000000002,"LINESTRING (43.2478069 13.8068957, 43.2477238 13.8065525, 43.2475707 13.8064735, 43.2472532 13.8064165, 43.2470578 13.8064561)",,,,
463038056,residential,False,True,122.795,"LINESTRING (43.2478069 13.8068957, 43.2476388 13.8070087, 43.2475346 13.8070577, 43.24745 13.8070782, 43.2473571 13.8071114, 43.247248 13.8071984, 43.2472464 13.8072348, 43.2472155 13.8076728)",,,,
463038058,residential,False,False,95.536,"LINESTRING (43.2478069 13.8068957, 43.247945 13.8069217, 43.2479303 13.8070687, 43.2478115 13.8071842, 43.2478326 13.8074309, 43.2478636 13.8075922)",,,,
463038051,residential,False,False,65.91199999999999,"LINESTRING (43.2470578 13.8064561, 43.2469471 13.8063976, 43.2467908 13.8064165, 43.2467533 13.806377, 43.2467256 13.8062695, 43.2466035 13.806173)",,,,
463038051,residential,False,True,114.343,"LINESTRING (43.2470578 13.8064561, 43.2472532 13.8064165, 43.2475707 13.8064735, 43.2477238 13.8065525, 43.2478069 13.8068957)",,,,
463038051,residential,False,True,111.922,"LINESTRING (43.2470578 13.8064561, 43.2470073 13.8062742, 43.2470464 13.8062141, 43.2470285 13.8060797, 43.2470399 13.8059611, 43.2469275 13.8059374, 43.2468885 13.8059248, 43.246566 13.8060592)",,,,
463038061,residential,False,True,37.83,"LINESTRING (43.2470578 13.8064561, 43.2470038 13.8065975, 43.2469582 13.8066244, 43.2468556 13.8067193)",,,,
463038051,residential,False,False,13.286,"LINESTRING (43.2466035 13.806173, 43.246566 13.8060592)",,,,
