osmid,highway,oneway,reversed,length,geometry,name,ref,lanes
91583106,tertiary,False,False,179.039,"LINESTRING (44.1820669 13.4535306, 44.1825758 13.4532312, 44.1834065 13.4525896)",,,
91583106,tertiary,False,True,136.132,"LINESTRING (44.1820669 13.4535306, 44.1818244 13.4536885, 44.1813141 13.4538436, 44.1808977 13.4539567)",,,
680859709,residential,False,False,219.185,"LINESTRING (44.1820669 13.4535306, 44.182356 13.4539766, 44.1826644 13.4549687, 44.1828101 13.4551023, 44.1830068 13.4551954)",شارع سامع,,
680859709,residential,False,True,172.566,"LINESTRING (44.1820669 13.4535306, 44.1817228 13.4529388, 44.1811442 13.4522726)",شارع سامع,,
27044390,trunk,True,False,53.622,"LINESTRING (44.1856537 13.4505783, 44.1851942 13.4507595)",طريق عدن - تعز,N1,
91583106,tertiary,False,True,46.673,"LINESTRING (44.1856537 13.4505783, 44.1853673 13.4508923)",,,
697873737,trunk_link,False,True,9.626,"LINESTRING (44.1856537 13.4505783, 44.1856223 13.4504973)",,,
91583106,tertiary,False,False,77.629,"LINESTRING (44.1799095 13.4542249, 44.1806009 13.4540372)",,,
91583109,unclassified,False,False,41.585,"LINESTRING (44.1799095 13.4542249, 44.1798046 13.4538651)",,,
91583106,tertiary,False,True,332.505,"LINESTRING (44.1799095 13.4542249, 44.178375 13.4546607, 44.1773628 13.4549859, 44.1769617 13.4550689)",,,
91583110,residential,False,True,111.495,"LINESTRING (44.1839366 13.4547672, 44.1834255 13.4549663, 44.1830068 13.4551954)",,,
91583106,tertiary,False,False,138.116,"LINESTRING (44.1834065 13.4525896, 44.1843617 13.4517651)",,,
91583107,unclassified,False,True,120.526,"LINESTRING (44.1834065 13.4525896, 44.1827444 13.4517177)",,,
91583106,tertiary,False,True,179.039,"LINESTRING (44.1834065 13.4525896, 44.1825758 13.4532312, 44.1820669 13.4535306)",,,
680859708,trunk,True,False,84.171,"LINESTRING (44.1811442 13.4522726, 44.1804499 13.4526147)",طريق عدن - تعز,N1,
697873733,trunk_link,False,True,9.094,"LINESTRING (44.1811442 13.4522726, 44.1811186 13.4521947)",,,
680859709,residential,False,False,172.566,"LINESTRING (44.1811442 13.4522726, 44.1817228 13.4529388, 44.1820669 13.4535306)",شارع سامع,,
91583106,tertiary,False,False,46.673,"LINESTRING (44.1853673 13.4508923, 44.1856537 13.4505783)",,,
91583106,tertiary,False,True,145.759,"LINESTRING (44.1853673 13.4508923, 44.1843617 13.4517651)",,,
