osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,width
378843273,True,N4;M100,طريق المكلا - الغيضة,trunk,False,172.65300000000002,"LINESTRING (50.3374711 14.9414697, 50.3366044 14.9409073, 50.3361554 14.9405791)",,,
378843271,False,,,tertiary,True,99.741,"LINESTRING (50.3362358 14.9365882, 50.3363523 14.9374781)",,,
378843282,False,,,residential,True,64.039,"LINESTRING (50.3362358 14.9365882, 50.3368311 14.9365592)",,,
378843271,False,,,tertiary,False,188.296,"LINESTRING (50.3362358 14.9365882, 50.3360469 14.9353358, 50.3360189 14.9349089)",,,
378843282,False,,,residential,False,63.238,"LINESTRING (50.3362358 14.9365882, 50.3359169 14.9365942, 50.3356594 14.9365169)",,,
378843271,False,,,tertiary,False,46.458,"LINESTRING (50.3385402 14.9351901, 50.338713 14.9355731)",,,
378843271,False,,,tertiary,True,57.198,"LINESTRING (50.3385402 14.9351901, 50.338398 14.9346944)",,,
380245252,False,,,residential,False,45.885000000000005,"LINESTRING (50.3385402 14.9351901, 50.3383351 14.935255, 50.3381259 14.9352835)",,,
378843271,False,,,tertiary,False,88.387,"LINESTRING (50.3398568 14.9372306, 50.3404043 14.9378239)",,,
380245257,False,,,residential,True,44.131,"LINESTRING (50.3398568 14.9372306, 50.3395064 14.9374377)",,,
378843271,False,,,tertiary,True,128.129,"LINESTRING (50.3398568 14.9372306, 50.3391676 14.9364537, 50.3391052 14.9363396)",,,
149677480,False,,,tertiary,False,165.309,"LINESTRING (50.3375658 14.940985, 50.337522 14.9395645, 50.3375201 14.939499)",,,
380248504,True,,,tertiary,False,73.79499999999999,"LINESTRING (50.3375658 14.940985, 50.3376137 14.9411964, 50.3376645 14.9413224, 50.3377396 14.9414248, 50.3378353 14.9415868)",,,
378843278,False,,,tertiary,True,10.254,"LINESTRING (50.3401385 14.9395777, 50.3401946 14.9396523)",,,
378843278,False,,,tertiary,False,239.428,"LINESTRING (50.3401385 14.9395777, 50.3399691 14.9394644, 50.3398193 14.9394172, 50.3379556 14.9394835)",,,
378843283,False,,,residential,True,75.565,"LINESTRING (50.3401385 14.9395777, 50.3400127 14.9392033, 50.3398717 14.9389519)",,,
149677480,False,,,tertiary,False,91.219,"LINESTRING (50.3375201 14.939499, 50.3375106 14.9386787)",,,
378843278,False,,,tertiary,False,145.539,"LINESTRING (50.3375201 14.939499, 50.3361662 14.9395427)",,,
378843278,False,,,tertiary,True,46.82,"LINESTRING (50.3375201 14.939499, 50.3379556 14.9394835)",,,
149677480,False,,,tertiary,True,165.309,"LINESTRING (50.3375201 14.939499, 50.337522 14.9395645, 50.3375658 14.940985)",,,
378843278,False,,,tertiary,False,47.152,"LINESTRING (50.3408482 14.9406506, 50.3406349 14.94028)",,,
