osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge
399064487,True,2,B 30,trunk,50,False,45.228,"LINESTRING (38.7862527 14.4088397, 38.7860174 14.4091766)",
399123366,False,,,residential,,False,57.188,"LINESTRING (38.7862527 14.4088397, 38.7863704 14.4089147, 38.7866963 14.4091224)",
316859904,False,,,residential,,False,53.328,"LINESTRING (38.7838915 14.4127508, 38.7843853 14.4127865)",
399064487,True,2,B 30,trunk,50,False,69.296,"LINESTRING (38.7838915 14.4127508, 38.7838718 14.4133737)",
513671958,False,,,residential,,True,35.463,"LINESTRING (38.7840733 14.4121338, 38.7844025 14.4121411)",
399064487,True,2,B 30,trunk,50,False,71.849,"LINESTRING (38.7840733 14.4121338, 38.7839994 14.4122909, 38.7839457 14.4124468, 38.7839055 14.412613, 38.7838915 14.4127508)",
316860351,False,,,residential,,False,51.13,"LINESTRING (38.7838511 14.414063, 38.7843251 14.4140892)",
399064487,True,2,B 30,trunk,50,False,68.174,"LINESTRING (38.7838511 14.414063, 38.7838231 14.4146755)",
316859904,False,,,residential,,True,57.248,"LINESTRING (38.7858571 14.412893, 38.785327 14.4128547)",
316860343,False,,,residential,,False,71.915,"LINESTRING (38.7858571 14.412893, 38.7858846 14.4122468)",
316860343,False,,,residential,,True,68.652,"LINESTRING (38.7858571 14.412893, 38.7858157 14.4135091)",
316860342,False,,,residential,,False,52.816,"LINESTRING (38.7837975 14.4152359, 38.7842858 14.4152801)",
399064487,True,2,B 30,trunk,50,False,69.999,"LINESTRING (38.7837975 14.4152359, 38.7837712 14.4158649)",
316860342,False,,,residential,,True,52.088,"LINESTRING (38.7879935 14.4154585, 38.7875099 14.4154664)",
513671967,False,,,residential,,True,93.94,"LINESTRING (38.7879935 14.4154585, 38.7879994 14.4163033)",
"[316860351, 513671967]",False,,,residential,,"[False, True]",181.474,"LINESTRING (38.7879935 14.4154585, 38.7879914 14.4142682, 38.7875358 14.4142479)",
316860342,False,,,residential,,False,90.184,"LINESTRING (38.7857543 14.4154132, 38.7865913 14.4154386)",
316860342,False,,,residential,,True,60.68,"LINESTRING (38.7857543 14.4154132, 38.7851933 14.4153624)",
316860343,False,,,residential,,False,60.179,"LINESTRING (38.7857543 14.4154132, 38.7857355 14.4148723)",
316860343,False,,,residential,,True,70.403,"LINESTRING (38.7857543 14.4154132, 38.7857204 14.4160455)",
399064487,True,2,B 30,trunk,50,False,106.008,"LINESTRING (38.7860174 14.4091766, 38.785494 14.409984)",
316860343,False,,,residential,,True,210.803,"LINESTRING (38.7860174 14.4091766, 38.7859826 14.4099472, 38.7859347 14.4110707)",
316860344,False,,,residential,,False,8.487,"LINESTRING (38.7843435 14.4116917, 38.7842754 14.4116533)",
399064487,True,2,B 30,trunk,50,False,57.126,"LINESTRING (38.7843435 14.4116917, 38.7840733 14.4121338)",
316860344,False,,,residential,,True,152.058,"LINESTRING (38.7819945 14.4101077, 38.7826841 14.4106243, 38.7827621 14.4107246, 38.7831012 14.4109486)",
316860346,False,,,residential,,True,105.272,"LINESTRING (38.7904873 14.4091951, 38.7896669 14.4086804)",
998711669,False,,,residential,,False,41.051,"LINESTRING (38.7904873 14.4091951, 38.790287 14.4095092)",
998711669,False,,,residential,,True,37.909,"LINESTRING (38.7904873 14.4091951, 38.7906722 14.408905)",
316860346,False,,,residential,,False,42.195,"LINESTRING (38.7893382 14.4084739, 38.7896669 14.4086804)",
316860346,False,,,residential,,True,51.065,"LINESTRING (38.7893382 14.4084739, 38.7889408 14.4082234)",
316860347,False,,,residential,,True,104.727,"LINESTRING (38.7893382 14.4084739, 38.7888204 14.4092711)",
316860348,False,,,residential,,False,56.036,"LINESTRING (38.7866344 14.4082676, 38.787067 14.4085476)",
316860348,False,,,residential,,True,8.605,"LINESTRING (38.7866344 14.4082676, 38.78657 14.4082218)",
399064487,True,2,B 30,trunk,50,False,75.741,"LINESTRING (38.7866344 14.4082676, 38.7862527 14.4088397)",
316860347,False,,,residential,,False,38.059,"LINESTRING (38.7886322 14.4095608, 38.7888204 14.4092711)",
316860347,False,,,residential,,True,73.891,"LINESTRING (38.7886322 14.4095608, 38.7882669 14.4101233)",
316860348,False,,,residential,,False,50.79,"LINESTRING (38.7886322 14.4095608, 38.7890243 14.4098146)",
316860348,False,,,residential,,True,51.104,"LINESTRING (38.7886322 14.4095608, 38.7882377 14.4093054)",
316860348,False,,,residential,,True,39.998,"LINESTRING (38.7897837 14.4102988, 38.7894739 14.4101004)",
998711669,False,,,residential,,False,73.859,"LINESTRING (38.7897837 14.4102988, 38.7894231 14.4108638)",
998711669,False,,,residential,,True,103.183,"LINESTRING (38.7897837 14.4102988, 38.790287 14.4095092)",
998689880,False,,,residential,,False,84.351,"LINESTRING (38.7820265 14.4140295, 38.7828096 14.4140439)",
316860343,False,,,residential,,False,73.823,"LINESTRING (38.7857711 14.4141716, 38.7858157 14.4135091)",
316860343,False,,,residential,,True,78.009,"LINESTRING (38.7857711 14.4141716, 38.7857355 14.4148723)",
316860351,False,,,residential,,False,85.746,"LINESTRING (38.7857711 14.4141716, 38.7865665 14.414206)",
316860351,False,,,residential,,True,56.033,"LINESTRING (38.7857711 14.4141716, 38.7852518 14.4141404)",
316860342,False,,,residential,,False,52.088,"LINESTRING (38.7875099 14.4154664, 38.7879935 14.4154585)",
316860342,False,,,residential,,True,98.976,"LINESTRING (38.7875099 14.4154664, 38.7865913 14.4154386)",
316860354,False,,,residential,,False,53.143,"LINESTRING (38.7875099 14.4154664, 38.7875307 14.4149889)",
316860354,False,,,residential,,True,74.976,"LINESTRING (38.7875099 14.4154664, 38.7874706 14.4161396)",
316860351,False,,,residential,,True,104.493,"LINESTRING (38.7875358 14.4142479, 38.7865665 14.414206)",
316860354,False,,,residential,,False,79.933,"LINESTRING (38.7875358 14.4142479, 38.7875268 14.4135291)",
316860354,False,,,residential,,True,82.397,"LINESTRING (38.7875358 14.4142479, 38.7875307 14.4149889)",
"[513671967, 316860351]",False,,,residential,,"[False, True]",181.474,"LINESTRING (38.7875358 14.4142479, 38.7879914 14.4142682, 38.7879935 14.4154585)",
316860354,False,,,residential,,True,79.933,"LINESTRING (38.7875268 14.4135291, 38.7875358 14.4142479)",
399123392,False,,,residential,,False,44.305,"LINESTRING (38.7875268 14.4135291, 38.7879377 14.4135096)",
399123392,False,,,residential,,True,103.686,"LINESTRING (38.7875268 14.4135291, 38.78726 14.4134979, 38.7868215 14.4135154, 38.7865666 14.4135042)",
"[998689883, 998689884, 399123423]",False,,,residential,,False,300.356,"LINESTRING (38.7875268 14.4135291, 38.7875158 14.4131923, 38.7875292 14.4131404, 38.7875587 14.4130884, 38.7875909 14.4130391, 38.787623 14.4130001, 38.7876391 14.4129482, 38.7876794 14.4127559, 38.7876901 14.4126936, 38.7877035 14.4126416, 38.7877303 14.4125845, 38.7878233 14.4124673, 38.7880805 14.4121212, 38.7881511 14.4120148, 38.7886947 14.4111499)",yes
316860346,False,,,residential,,False,49.213,"LINESTRING (38.78778 14.4074918, 38.788163 14.4077332)",
399123369,False,,,residential,,False,74.996,"LINESTRING (38.78778 14.4074918, 38.7873986 14.4080561)",
399123441,False,,,residential,,True,101.632,"LINESTRING (38.7903394 14.407622, 38.7898448 14.4084004)",
399123370,False,,,residential,,True,37.306,"LINESTRING (38.7862388 14.4076082, 38.7860557 14.407893)",
316860348,False,,,residential,,False,51.741,"LINESTRING (38.7856563 14.4076344, 38.7860557 14.407893)",
316860346,False,,,residential,,False,50.166,"LINESTRING (38.788163 14.4077332, 38.7885534 14.4079793)",
316860346,False,,,residential,,True,49.213,"LINESTRING (38.788163 14.4077332, 38.78778 14.4074918)",
399123434,False,,,residential,,True,76.637,"LINESTRING (38.788163 14.4077332, 38.7877786 14.4083132)",
399064487,True,2,B 30,trunk,50,False,66.175,"LINESTRING (38.786967 14.4077672, 38.7866344 14.4082676)",
399123413,False,,,residential,,False,56.503,"LINESTRING (38.786967 14.4077672, 38.7873986 14.4080561)",
316860348,False,,,residential,,False,66.367,"LINESTRING (38.7860557 14.407893, 38.78657 14.4082218)",
316860348,False,,,residential,,True,51.741,"LINESTRING (38.7860557 14.407893, 38.7856563 14.4076344)",
399123370,False,,,residential,,False,37.306,"LINESTRING (38.7860557 14.407893, 38.7862388 14.4076082)",
399123370,False,,,residential,,True,63.942,"LINESTRING (38.7860557 14.407893, 38.7857272 14.408372)",
316860346,False,,,residential,,False,49.774,"LINESTRING (38.7885534 14.4079793, 38.7889408 14.4082234)",
316860346,False,,,residential,,True,50.166,"LINESTRING (38.7885534 14.4079793, 38.788163 14.4077332)",
399123428,False,,,residential,,True,76.672,"LINESTRING (38.7885534 14.4079793, 38.7881684 14.4085593)",
399123369,False,,,residential,,False,65.286,"LINESTRING (38.7873986 14.4080561, 38.787067 14.4085476)",
399123369,False,,,residential,,True,74.996,"LINESTRING (38.7873986 14.4080561, 38.78778 14.4074918)",
399123413,False,,,residential,,False,49.921,"LINESTRING (38.7873986 14.4080561, 38.7877786 14.4083132)",
399123413,False,,,residential,,True,56.503,"LINESTRING (38.7873986 14.4080561, 38.786967 14.4077672)",
316860346,False,,,residential,,False,51.065,"LINESTRING (38.7889408 14.4082234, 38.7893382 14.4084739)",
316860346,False,,,residential,,True,49.774,"LINESTRING (38.7889408 14.4082234, 38.7885534 14.4079793)",
399123431,False,,,residential,,True,142.159,"LINESTRING (38.7889408 14.4082234, 38.7882377 14.4093054)",
399123413,False,,,residential,,False,50.112,"LINESTRING (38.7877786 14.4083132, 38.7881684 14.4085593)",
399123413,False,,,residential,,True,49.921,"LINESTRING (38.7877786 14.4083132, 38.7873986 14.4080561)",
399123434,False,,,residential,,False,76.637,"LINESTRING (38.7877786 14.4083132, 38.788163 14.4077332)",
399123434,False,,,residential,,True,64.272,"LINESTRING (38.7877786 14.4083132, 38.787457 14.4088001)",
399123370,False,,,residential,,False,63.942,"LINESTRING (38.7857272 14.408372, 38.7860557 14.407893)",
399123382,False,,,residential,,False,105.303,"LINESTRING (38.7898448 14.4084004, 38.7906722 14.408905)",
399123441,False,,,residential,,False,101.632,"LINESTRING (38.7898448 14.4084004, 38.7903394 14.407622)",
399123441,False,,,residential,,True,36.557,"LINESTRING (38.7898448 14.4084004, 38.7896669 14.4086804)",
399123413,False,,,residential,,True,50.112,"LINESTRING (38.7881684 14.4085593, 38.7877786 14.4083132)",
399123428,False,,,residential,,False,76.672,"LINESTRING (38.7881684 14.4085593, 38.7885534 14.4079793)",
399123428,False,,,residential,,True,64.844,"LINESTRING (38.7881684 14.4085593, 38.7878434 14.4090502)",
316860348,False,,,residential,,False,50.522,"LINESTRING (38.787067 14.4085476, 38.787457 14.4088001)",
316860348,False,,,residential,,True,56.036,"LINESTRING (38.787067 14.4085476, 38.7866344 14.4082676)",
399123369,False,,,residential,,False,75.359,"LINESTRING (38.787067 14.4085476, 38.7866963 14.4091224)",
399123369,False,,,residential,,True,65.286,"LINESTRING (38.787067 14.4085476, 38.7873986 14.4080561)",
316860346,False,,,residential,,False,105.272,"LINESTRING (38.7896669 14.4086804, 38.7904873 14.4091951)",
316860346,False,,,residential,,True,42.195,"LINESTRING (38.7896669 14.4086804, 38.7893382 14.4084739)",
399123441,False,,,residential,,False,36.557,"LINESTRING (38.7896669 14.4086804, 38.7898448 14.4084004)",
399123441,False,,,residential,,True,40.611,"LINESTRING (38.7896669 14.4086804, 38.7894738 14.4089941)",
998689876,False,,,residential,,True,235.601,"LINESTRING (38.7857793 14.4086743, 38.7854347 14.4090931, 38.7852944 14.409317, 38.785076 14.4096891, 38.784896 14.4099198, 38.7845395 14.4104156)",
399123382,False,,,residential,,True,105.303,"LINESTRING (38.7906722 14.408905, 38.7898448 14.4084004)",
998711669,False,,,residential,,False,37.909,"LINESTRING (38.7906722 14.408905, 38.7904873 14.4091951)",
998711669,False,,,residential,,True,38.584,"LINESTRING (38.7906722 14.408905, 38.7908605 14.4086098)",
316860348,False,,,residential,,False,50.051,"LINESTRING (38.787457 14.4088001, 38.7878434 14.4090502)",
316860348,False,,,residential,,True,50.522,"LINESTRING (38.787457 14.4088001, 38.787067 14.4085476)",
399123434,False,,,residential,,False,64.272,"LINESTRING (38.787457 14.4088001, 38.7877786 14.4083132)",
399123434,False,,,residential,,True,74.969,"LINESTRING (38.787457 14.4088001, 38.787081 14.4093675)",
399123393,False,,,residential,,False,65.19,"LINESTRING (38.7894738 14.4089941, 38.7899782 14.4093182)",
399123441,False,,,residential,,False,40.611,"LINESTRING (38.7894738 14.4089941, 38.7896669 14.4086804)",
399123441,False,,,residential,,True,63.485,"LINESTRING (38.7894738 14.4089941, 38.7891603 14.4094776)",
316860348,False,,,residential,,False,51.074,"LINESTRING (38.7878434 14.4090502, 38.7882377 14.4093054)",
316860348,False,,,residential,,True,50.051,"LINESTRING (38.7878434 14.4090502, 38.787457 14.4088001)",
399123428,False,,,residential,,False,64.844,"LINESTRING (38.7878434 14.4090502, 38.7881684 14.4085593)",
399123428,False,,,residential,,True,74.642,"LINESTRING (38.7878434 14.4090502, 38.787479 14.4096212)",
399123388,False,,,residential,,False,53.074,"LINESTRING (38.7862312 14.4091104, 38.7864577 14.4095343)",
399123366,False,,,residential,,False,49.591,"LINESTRING (38.7866963 14.4091224, 38.787081 14.4093675)",
399123369,False,,,residential,,False,52.517,"LINESTRING (38.7866963 14.4091224, 38.7864577 14.4095343)",
399123369,False,,,residential,,True,75.359,"LINESTRING (38.7866963 14.4091224, 38.787067 14.4085476)",
399123366,False,,,residential,,True,57.188,"LINESTRING (38.7866963 14.4091224, 38.7863704 14.4089147, 38.7862527 14.4088397)",
316860347,False,,,residential,,False,104.727,"LINESTRING (38.7888204 14.4092711, 38.7893382 14.4084739)",
316860347,False,,,residential,,True,38.059,"LINESTRING (38.7888204 14.4092711, 38.7886322 14.4095608)",
399123391,False,,,residential,,True,43.212,"LINESTRING (38.7888204 14.4092711, 38.7891603 14.4094776)",
316860348,False,,,residential,,False,51.104,"LINESTRING (38.7882377 14.4093054, 38.7886322 14.4095608)",
316860348,False,,,residential,,True,51.074,"LINESTRING (38.7882377 14.4093054, 38.7878434 14.4090502)",
399123431,False,,,residential,,False,142.159,"LINESTRING (38.7882377 14.4093054, 38.7889408 14.4082234)",
399123431,False,,,residential,,True,74.256,"LINESTRING (38.7882377 14.4093054, 38.7878677 14.4098689)",
399123366,False,,,residential,,False,51.314,"LINESTRING (38.787081 14.4093675, 38.787479 14.4096212)",
399123366,False,,,residential,,True,49.591,"LINESTRING (38.787081 14.4093675, 38.7866963 14.4091224)",
399123434,False,,,residential,,False,74.969,"LINESTRING (38.787081 14.4093675, 38.787457 14.4088001)",
399123434,False,,,residential,,True,67.369,"LINESTRING (38.787081 14.4093675, 38.7867228 14.4098642)",
399123393,False,,,residential,,False,39.46,"LINESTRING (38.7899782 14.4093182, 38.790287 14.4095092)",
399123393,False,,,residential,,True,65.19,"LINESTRING (38.7899782 14.4093182, 38.7894738 14.4089941)",
