osmid,oneway,name,highway,reversed,length,junction,geometry,access,lanes,maxspeed,bridge
757843856,True,Cunningham Street,primary,False,102.047,,"LINESTRING (38.7518005 9.0325679, 38.7522021 9.0325384, 38.7527272 9.0324999)",destination,3,30,
22337882,False,Cunningham Street,primary,False,61.235,,"LINESTRING (38.7492119 9.0335496, 38.7496894 9.0332652)",,2,,
22337886,False,,tertiary,True,62.515,,"LINESTRING (38.7492119 9.0335496, 38.7492403 9.0335963, 38.7493828 9.0338189, 38.7495122 9.0340272)",,,,
758555453,True,ደጃ/ች በላይ ዘለቀ መንገድ,primary,False,7.932,,"LINESTRING (38.7522007 9.0378548, 38.7521449 9.0379001)",,,,
758555455,True,,primary,False,19.208,roundabout,"LINESTRING (38.7522007 9.0378548, 38.7521084 9.0378475, 38.7520458 9.0377947)",,,,
709532008,True,,primary,False,24.291,roundabout,"LINESTRING (38.7522674 9.0360774, 38.752215 9.0360395, 38.7521724 9.0359911, 38.7521417 9.0359347, 38.7521305 9.035911)",,,,
758195575,True,,primary,False,26.101,roundabout,"LINESTRING (38.7524978 9.0361028, 38.7524196 9.0361154, 38.7523409 9.0361067, 38.7522674 9.0360774)",,,,
"[24282880, 1188306059]",True,,primary,False,135.491,,"LINESTRING (38.7524978 9.0361028, 38.7524412 9.0362367, 38.7524076 9.0363918, 38.7523807 9.0365601, 38.7523587 9.0367455, 38.7523401 9.0369026, 38.7523305 9.0370686, 38.7523152 9.0373014)",,,,
1176645380,True,Benin Street,primary,False,37.159,,"LINESTRING (38.7523917 9.0377453, 38.7525237 9.038053)",,,,
758555457,True,,primary,False,19.633,roundabout,"LINESTRING (38.7523917 9.0377453, 38.7523684 9.0377856, 38.7523279 9.037822, 38.7522781 9.0378439, 38.7522558 9.037847)",,,,
758555456,True,,primary,False,6.113,roundabout,"LINESTRING (38.7522558 9.037847, 38.7522007 9.0378548)",,,,
"[24282876, 760544334]",True,,primary,False,138.316,,"LINESTRING (38.7521259 9.0372926, 38.7521635 9.037237, 38.7521883 9.037199, 38.7522142 9.0371461, 38.7522794 9.0365868, 38.7522817 9.0365638, 38.7522863 9.0364261, 38.7522769 9.0362466, 38.7522674 9.0360774)",,,,
758555454,True,,primary,False,22.07,roundabout,"LINESTRING (38.7521259 9.0372926, 38.7521545 9.0372775, 38.7522246 9.0372703, 38.7522983 9.0372867, 38.7523152 9.0373014)",,,,
755326318,True,,primary,False,15.944,roundabout,"LINESTRING (38.7526249 9.0360341, 38.7525769 9.0360652, 38.7524978 9.0361028)",,,,
"[24282896, 1229271478]",False,John Melly Street getasew,secondary,True,126.029,,"LINESTRING (38.7526249 9.0360341, 38.7527812 9.0361288, 38.7528482 9.0361711, 38.7530467 9.0363154, 38.7534956 9.0366147, 38.7535757 9.0366681)",,,,
758555458,True,,primary,False,8.731,roundabout,"LINESTRING (38.752403 9.0376678, 38.7523997 9.0377109, 38.7523917 9.0377453)",,,,
1238531084,False,Hailu Kebede Street,secondary,True,46.548,,"LINESTRING (38.752403 9.0376678, 38.7525238 9.0377329, 38.752778 9.0378629)",,,,
758583149,True,Arbegnoch Street,primary,False,40.771,,"LINESTRING (38.749678 9.0352296, 38.749852 9.0349057)",,,,
758583143,True,,primary,False,8.733,roundabout,"LINESTRING (38.749678 9.0352296, 38.7497152 9.0352434, 38.7497483 9.0352652)",,,,
758583144,True,,primary,False,12.738,roundabout,"LINESTRING (38.749564 9.0352389, 38.7496202 9.0352248, 38.749678 9.0352296)",,,,
35338737,False,Sylvia Pankhurst Street,tertiary,False,10.546,,"LINESTRING (38.7481119 9.0381431, 38.748194 9.0381923)",,,,
532339571,True,Arbegnoch Street,primary,False,87.301,,"LINESTRING (38.7481119 9.0381431, 38.7484628 9.0374386)",yes,2,,
157076333,True,Benin Street,primary,False,51.386,,"LINESTRING (38.753211 9.0400986, 38.7530414 9.0396679)",,,,
588828494,False,Sylvia Pankhurst Street,tertiary,False,8.829,,"LINESTRING (38.753211 9.0400986, 38.7532904 9.0400861)",,,,
579385608,False,Sylvia Pankhurst Street,tertiary,True,40.813,,"LINESTRING (38.753211 9.0400986, 38.7531159 9.0401072, 38.752977 9.0401167, 38.7528402 9.0401109)",,,,
50071426,False,,residential,False,89.899,,"LINESTRING (38.750911 9.0358773, 38.7508714 9.0359149, 38.7507963 9.0359718, 38.7507106 9.0360284, 38.7505764 9.0360837, 38.7505599 9.0360895, 38.7501814 9.0362262)",,,,
"[1229291155, 1227232428]",True,,primary,False,104.178,,"LINESTRING (38.750911 9.0358773, 38.7506575 9.0358911, 38.7505234 9.0358699, 38.7502652 9.0357642, 38.7500075 9.0356574)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,True,49.569,,"LINESTRING (38.7493769 9.0385907, 38.7489469 9.0384551)",,,,
35338738,False,,residential,False,212.942,,"LINESTRING (38.7493769 9.0385907, 38.7495473 9.0380639, 38.7498133 9.0373095, 38.7499883 9.0367735)",,,,
35338746,False,,residential,True,122.469,,"LINESTRING (38.7493769 9.0385907, 38.7493675 9.0387156, 38.7493327 9.0392591, 38.7493721 9.0396889)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,False,111.128,,"LINESTRING (38.7493769 9.0385907, 38.7500046 9.0387918, 38.750328 9.0389292)",,,,
579385609,False,,unclassified,False,61.379,,"LINESTRING (38.750328 9.0389292, 38.7500511 9.0394087)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,False,59.391,,"LINESTRING (38.750328 9.0389292, 38.7507947 9.0391991)",,,,
579385609,False,,unclassified,True,139.833,,"LINESTRING (38.750328 9.0389292, 38.7505496 9.0385684, 38.7506675 9.0383747, 38.7509278 9.037822)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,True,111.128,,"LINESTRING (38.750328 9.0389292, 38.7500046 9.0387918, 38.7493769 9.0385907)",,,,
35338738,False,,residential,True,64.446,,"LINESTRING (38.7501814 9.0362262, 38.7499883 9.0367735)",,,,
549722667,False,,residential,False,131.766,,"LINESTRING (38.7501814 9.0362262, 38.7490281 9.0365532)",,,,
50071426,False,,residential,True,89.899,,"LINESTRING (38.7501814 9.0362262, 38.7505599 9.0360895, 38.7505764 9.0360837, 38.7507106 9.0360284, 38.7507963 9.0359718, 38.7508714 9.0359149, 38.750911 9.0358773)",,,,
579385609,False,,unclassified,True,65.889,,"LINESTRING (38.7497397 9.0399152, 38.7500511 9.0394087)",,,,
35338746,False,,residential,False,47.931,,"LINESTRING (38.7497397 9.0399152, 38.7494349 9.0397527, 38.7493721 9.0396889)",,,,
579385609,False,,unclassified,False,23.528,,"LINESTRING (38.7497397 9.0399152, 38.7496953 9.0399909, 38.7496343 9.0400994)",,,,
35338746,False,,residential,False,122.469,,"LINESTRING (38.7493721 9.0396889, 38.7493327 9.0392591, 38.7493675 9.0387156, 38.7493769 9.0385907)",,,,
35338746,False,,residential,True,47.931,,"LINESTRING (38.7493721 9.0396889, 38.7494349 9.0397527, 38.7497397 9.0399152)",,,,
35338747,False,,residential,False,48.67399999999999,,"LINESTRING (38.7493721 9.0396889, 38.7490923 9.0398355, 38.7489727 9.0398762)",,,,
579385608,False,Sylvia Pankhurst Street,tertiary,True,34.571,,"LINESTRING (38.752203 9.0399223, 38.7519203 9.0397855)",,,,
204113877,False,,residential,True,71.625,,"LINESTRING (38.752203 9.0399223, 38.7522528 9.039371, 38.7522609 9.0392807)",,,,
579385608,False,Sylvia Pankhurst Street,tertiary,False,73.227,,"LINESTRING (38.752203 9.0399223, 38.7524593 9.0400174, 38.752643 9.040073, 38.7528402 9.0401109)",,,,
755326320,True,,primary,False,18.556,roundabout,"LINESTRING (38.7524909 9.0355499, 38.7525564 9.0355772, 38.7526359 9.0356336)",,,,
755326325,True,Eden Street,primary,False,125.816,,"LINESTRING (38.7524909 9.0355499, 38.7525936 9.0354659, 38.7530217 9.0345599)",permissive,3,20,
"[1175739683, 758555451]",True,Eden Street,primary,False,56.085,,"LINESTRING (38.7528232 9.035169, 38.7527824 9.0352513, 38.7526559 9.0355067, 38.7526359 9.0356336)",,,,
525812732,False,Dejazemach Belay Zeleke Street,tertiary,False,68.961,,"LINESTRING (38.7532089 9.0353186, 38.7538219 9.0354532)",,,,
38786859,True,Dejazemach Belay Zeleke Street,tertiary,False,45.575,,"LINESTRING (38.7532089 9.0353186, 38.7529491 9.0352293, 38.7528232 9.035169)",,,,
525812732,False,Dejazemach Belay Zeleke Street,tertiary,False,7.517,,"LINESTRING (38.7540123 9.0354825, 38.7540807 9.0354798)",,,,
525812732,False,Dejazemach Belay Zeleke Street,tertiary,True,21.161,,"LINESTRING (38.7540123 9.0354825, 38.7538219 9.0354532)",,,,
45902013,False,Dejazmach Afewerk Street,tertiary,False,76.03,,"LINESTRING (38.7540123 9.0354825, 38.7540341 9.0354199, 38.7542377 9.034836)",,,,
45902013,False,Dejazmach Afewerk Street,tertiary,True,140.291,,"LINESTRING (38.7540123 9.0354825, 38.7537371 9.0362513, 38.7535757 9.0366681)",,,,
45902011,True,,tertiary,False,77.98400000000001,,"LINESTRING (38.7549781 9.0329519, 38.7552018 9.0326295, 38.7553975 9.0323865)",,,,
50071441,False,,residential,False,118.257,,"LINESTRING (38.7549781 9.0329519, 38.7554068 9.0331233, 38.7554875 9.0331355, 38.7555984 9.03313, 38.7557182 9.0331037, 38.7558406 9.0330557, 38.7559906 9.0329826)",,,,
45902011,True,,tertiary,False,44.742,,"LINESTRING (38.7547503 9.0332855, 38.7549781 9.0329519)",,,,
44049491,False,Haile Selassie Street,primary,False,22.245,,"LINESTRING (38.7547503 9.0332855, 38.7547619 9.033376, 38.7547771 9.0334838)",,,,
"[1184275944, 44049491]",False,Haile Selassie Street,primary,True,99.417,,"LINESTRING (38.7547503 9.0332855, 38.7546688 9.033103, 38.7545775 9.0329725, 38.7544899 9.0328736, 38.7543844 9.0327944, 38.754271 9.0327245, 38.7541416 9.0326633)",,,,
225080290,False,Dejach Jote,residential,False,56.281,,"LINESTRING (38.7561271 9.0314236, 38.7563918 9.0313939, 38.7566366 9.0313689)",,,,
588828494,False,Sylvia Pankhurst Street,tertiary,True,8.829,,"LINESTRING (38.7532904 9.0400861, 38.753211 9.0400986)",,,,
742635421,False,,residential,True,268.976,,"LINESTRING (38.7532904 9.0400861, 38.7541223 9.0400121, 38.7550127 9.0397684, 38.7557028 9.0397766)",,,,
"[24282896, 1229271478]",False,John Melly Street getasew,secondary,False,126.029,,"LINESTRING (38.7535757 9.0366681, 38.7534956 9.0366147, 38.7530467 9.0363154, 38.7528482 9.0361711, 38.7527812 9.0361288, 38.7526249 9.0360341)",,,,
24282896,False,John Melly Street getasew,secondary,True,67.335,,"LINESTRING (38.7535757 9.0366681, 38.7537438 9.0367861, 38.7537959 9.0368298, 38.7540752 9.0370188)",,,,
45902013,False,Dejazmach Afewerk Street,tertiary,False,140.291,,"LINESTRING (38.7535757 9.0366681, 38.7537371 9.0362513, 38.7540123 9.0354825)",,,,
40886405,False,,unclassified,False,112.165,,"LINESTRING (38.7544198 9.034326, 38.7535195 9.0338496)",,,,
45902013,False,Dejazmach Afewerk Street,tertiary,False,102.485,,"LINESTRING (38.7544198 9.034326, 38.7546144 9.0337234, 38.7546527 9.033656, 38.7546894 9.0335953, 38.7547771 9.0334838)",,,,
45902013,False,Dejazmach Afewerk Street,tertiary,True,60.141999999999996,,"LINESTRING (38.7544198 9.034326, 38.7542897 9.0346768, 38.7542377 9.034836)",,,,
40886405,False,,unclassified,True,112.165,,"LINESTRING (38.7535195 9.0338496, 38.7544198 9.034326)",,,,
22051893,True,Eden Street,primary,False,38.216,,"LINESTRING (38.7535195 9.0338496, 38.7534989 9.033888, 38.7533564 9.0341532)",,,,
162844962,True,,primary,False,32.741,,"LINESTRING (38.7499775 9.0333376, 38.7498441 9.0332977, 38.74975 9.0332712, 38.7496894 9.0332652)",,,,
755492731,True,,primary,False,27.606,,"LINESTRING (38.7499775 9.0333376, 38.7499715 9.0332759, 38.7499718 9.0332128, 38.7499744 9.0331522, 38.750003 9.0330964)",,,,
162844955,True,,tertiary,False,62.666,,"LINESTRING (38.7529109 9.0324867, 38.75328 9.0320569)",destination,,,
43456207,True,Cunningham Street,primary,False,122.682,,"LINESTRING (38.7529109 9.0324867, 38.7532921 9.0324971, 38.753642 9.0325016, 38.753787 9.0325136, 38.7538916 9.0325222, 38.7540255 9.0325421)",destination,3,30,
"[755492722, 755326323, 755492726]",True,,primary,False,81.344,,"LINESTRING (38.7534311 9.0327727, 38.7534014 9.0327807, 38.7529173 9.0329104, 38.7528713 9.0329231, 38.7527165 9.0329653)",,,,
755326331,True,,primary,False,11.688,roundabout,"LINESTRING (38.7540808 9.0327163, 38.7540544 9.0327197, 38.7540281 9.0327154, 38.7540042 9.0327039, 38.7539846 9.0326862)",destination,,,
"[1184275945, 22051893]",True,Eden Street,primary,False,140.29399999999998,,"LINESTRING (38.7540808 9.0327163, 38.7539559 9.0329769, 38.7539064 9.0330803, 38.753713 9.0334563, 38.7535264 9.0338359, 38.7535195 9.0338496)",,,,
755326327,True,,primary,False,60.507999999999996,,"LINESTRING (38.7539708 9.0326637, 38.753646 9.0327236, 38.7534311 9.0327727)",,,,
755326329,True,,primary,False,16.497,roundabout,"LINESTRING (38.7539708 9.0326637, 38.7539639 9.0326348, 38.7539666 9.0326053, 38.7539788 9.0325781, 38.7539992 9.0325563, 38.7540255 9.0325421)",destination,,,
22337883,True,,primary,False,11.888,roundabout,"LINESTRING (38.7540255 9.0325421, 38.7540521 9.032537, 38.754079 9.0325399, 38.754104 9.0325502, 38.7541248 9.0325672)",destination,,,
755326332,True,,primary,False,9.181000000000001,roundabout,"LINESTRING (38.7541416 9.0326633, 38.7541271 9.0326868, 38.7541063 9.032705, 38.7540808 9.0327163)",destination,,,
"[1184275944, 44049491]",False,Haile Selassie Street,primary,False,99.41700000000002,,"LINESTRING (38.7541416 9.0326633, 38.754271 9.0327245, 38.7543844 9.0327944, 38.7544899 9.0328736, 38.7545775 9.0329725, 38.7546688 9.033103, 38.7547503 9.0332855)",,,,
38786861,True,Eden Street,primary,False,52.666,,"LINESTRING (38.753752 9.0330994, 38.7537826 9.0330313, 38.7538179 9.0329562, 38.7538786 9.0328649, 38.7539846 9.0326862)",permissive,3,20,
42656209,True,,primary_link,False,54.007000000000005,,"LINESTRING (38.753752 9.0330994, 38.7537252 9.0330139, 38.7536565 9.0328996, 38.7535793 9.0328219, 38.7534311 9.0327727)",,,,
755492730,True,,primary,False,15.424,,"LINESTRING (38.7502663 9.0338176, 38.750226 9.0337622, 38.750184 9.0337052)",,,,
35338737,False,Sylvia Pankhurst Street,tertiary,True,10.546,,"LINESTRING (38.748194 9.0381923, 38.7481119 9.0381431)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,False,87.691,,"LINESTRING (38.748194 9.0381923, 38.7489469 9.0384551)",,,,
755326322,True,,primary,False,13.379,roundabout,"LINESTRING (38.7523699 9.0355426, 38.7524405 9.0355409, 38.7524909 9.0355499)",,,,
758195573,True,,primary,False,11.799,roundabout,"LINESTRING (38.7521516 9.0356987, 38.7521799 9.0356536, 38.7522162 9.0356145)",,,,
549722667,False,,residential,True,131.766,,"LINESTRING (38.7490281 9.0365532, 38.7501814 9.0362262)",,,,
617827283,True,Arbegnoch Street,primary,False,96.048,,"LINESTRING (38.7490281 9.0365532, 38.7486231 9.0373188)",,,,
532339571,True,Arbegnoch Street,primary,False,70.932,,"LINESTRING (38.7484628 9.0374386, 38.7487552 9.0368698)",yes,2,,
"[532339571, 1177226355]",True,Arbegnoch Street,primary,False,140.728,,"LINESTRING (38.7487552 9.0368698, 38.7489248 9.0365215, 38.749134 9.0361466, 38.7492842 9.0358712, 38.7493506 9.0357495)",yes,2,,
549722664,False,,unclassified,False,64.527,,"LINESTRING (38.7487552 9.0368698, 38.7484163 9.0369332, 38.7481788 9.0369824)",,,,
699886936,True,,primary,False,40.897000000000006,roundabout,"LINESTRING (38.7520458 9.0377947, 38.7520199 9.0377328, 38.7520033 9.0376308, 38.7520015 9.0375233, 38.7520144 9.0374342)",,,,
35338740,False,,unclassified,False,61.093,,"LINESTRING (38.7518915 9.0381572, 38.7515782 9.0378307, 38.7515017 9.0377658)",,,,
"[304870763, 1230545300]",True,Dej. Hailesilassie Av. / Tunisia Av.,primary,False,43.818,,"LINESTRING (38.7518915 9.0381572, 38.7520013 9.0379311, 38.7520458 9.0377947)",,,,
44049493,False,,residential,False,70.211,,"LINESTRING (38.7542474 9.0362435, 38.7543181 9.0364877, 38.7543865 9.0366758, 38.7544722 9.0368319)",,,,
44049493,False,,residential,True,86.874,,"LINESTRING (38.7542474 9.0362435, 38.7541534 9.0358281, 38.7540807 9.0354798)",,,,
204113905,False,,residential,True,74.264,,"LINESTRING (38.7542474 9.0362435, 38.7543763 9.0362451, 38.7544441 9.0362533, 38.7544817 9.0362559, 38.7545192 9.036244, 38.7546471 9.0361732, 38.7547164 9.0361552, 38.7549001 9.0361542)",,,,
742635421,False,,residential,False,23.403,,"LINESTRING (38.7559159 9.0397791, 38.7557028 9.0397766)",,,,
"[1202277934, 1202277935]",False,Hailesilase Street,primary,False,72.086,,"LINESTRING (38.7559159 9.0397791, 38.7560172 9.0398121, 38.7561457 9.0398293, 38.7562674 9.0398101, 38.7564102 9.0397701, 38.7565413 9.0397014)",,,,yes
1202277934,False,Hailesilase Street,primary,True,42.374,,"LINESTRING (38.7559159 9.0397791, 38.7558295 9.039722, 38.7557597 9.0396386, 38.7556678 9.0394946)",,,,
"[1202277934, 1202277935]",False,Hailesilase Street,primary,True,72.086,,"LINESTRING (38.7565413 9.0397014, 38.7564102 9.0397701, 38.7562674 9.0398101, 38.7561457 9.0398293, 38.7560172 9.0398121, 38.7559159 9.0397791)",,,,yes
44049493,False,,residential,False,54.826,,"LINESTRING (38.7544722 9.0368319, 38.754737 9.0372499)",,,,
44049493,False,,residential,True,70.211,,"LINESTRING (38.7544722 9.0368319, 38.7543865 9.0366758, 38.7543181 9.0364877, 38.7542474 9.0362435)",,,,
204113907,False,,residential,False,46.066,,"LINESTRING (38.7544722 9.0368319, 38.7545796 9.0367677, 38.7547298 9.0367155, 38.7548577 9.0366737)",,,,
204113907,False,,residential,True,49.309,,"LINESTRING (38.7544722 9.0368319, 38.7543485 9.0369158, 38.7543221 9.0369287, 38.7541806 9.0369532, 38.754152 9.0369622, 38.7540752 9.0370188)",,,,
44049493,False,,residential,False,36.525,,"LINESTRING (38.754737 9.0372499, 38.754862 9.0375543)",,,,
44049493,False,,residential,True,54.826,,"LINESTRING (38.754737 9.0372499, 38.7544722 9.0368319)",,,,
204113906,False,,residential,False,88.25399999999999,,"LINESTRING (38.754737 9.0372499, 38.7548551 9.037079, 38.7548867 9.0370314, 38.7549095 9.0370062, 38.7549376 9.0369963, 38.7549786 9.0369948, 38.7550319 9.0370266, 38.7550718 9.0370519, 38.7550787 9.037075, 38.7550644 9.0371387, 38.7550704 9.0371698, 38.7550899 9.0371916, 38.7552274 9.03729)",,,,
24282896,False,John Melly Street getasew,secondary,True,17.189,,"LINESTRING (38.754862 9.0375543, 38.7549918 9.0376407)",,,,
44049493,False,,residential,True,36.525,,"LINESTRING (38.754862 9.0375543, 38.754737 9.0372499)",,,,
24282896,False,John Melly Street getasew,secondary,False,104.934,,"LINESTRING (38.754862 9.0375543, 38.7546729 9.0374256, 38.7540752 9.0370188)",,,,
549722664,False,,unclassified,True,64.527,,"LINESTRING (38.7481788 9.0369824, 38.7484163 9.0369332, 38.7487552 9.0368698)",,,,
50071441,False,,residential,True,85.807,,"LINESTRING (38.7567101 9.0326821, 38.7564772 9.0327712, 38.7562114 9.0328854, 38.7559906 9.0329826)",,,,
549722652,False,,residential,False,98.876,,"LINESTRING (38.7567101 9.0326821, 38.7566261 9.0328242, 38.7565389 9.0330322, 38.7564732 9.0331381, 38.7564343 9.0331633, 38.7563793 9.0331878, 38.7561901 9.033266, 38.7561244 9.0332837)",,,,
44049491,False,Haile Selassie Street,primary,True,78.918,,"LINESTRING (38.7548926 9.0341843, 38.7547771 9.0334838)",,,,
50071442,False,,residential,False,17.944,,"LINESTRING (38.7548926 9.0341843, 38.7550509 9.0342243)",,,,
44049491,False,Haile Selassie Street,primary,False,104.07300000000001,,"LINESTRING (38.7548926 9.0341843, 38.7549731 9.0347662, 38.7550286 9.0351105)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,False,14.814,,"LINESTRING (38.7512076 9.0394149, 38.75133 9.0394709)",,,,
304870763,True,Dej. Hailesilassie Av. / Tunisia Av.,primary,False,158.849,,"LINESTRING (38.7512076 9.0394149, 38.7512605 9.0393241, 38.7516714 9.0386156, 38.7518915 9.0381572)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,True,51.3,,"LINESTRING (38.7512076 9.0394149, 38.7511373 9.0393782, 38.7507947 9.0391991)",,,,
617828983,False,Sylvia Pankhurst Street,tertiary,True,14.814,,"LINESTRING (38.75133 9.0394709, 38.7512076 9.0394149)",,,,
579385608,False,Sylvia Pankhurst Street,tertiary,False,73.663,,"LINESTRING (38.75133 9.0394709, 38.7513876 9.0394998, 38.7519203 9.0397855)",,,,
35338738,False,,residential,False,64.446,,"LINESTRING (38.7499883 9.0367735, 38.7501814 9.0362262)",,,,
35338738,False,,residential,True,212.94199999999998,,"LINESTRING (38.7499883 9.0367735, 38.7498133 9.0373095, 38.7495473 9.0380639, 38.7493769 9.0385907)",,,,
157076358,False,,residential,True,174.857,,"LINESTRING (38.7499883 9.0367735, 38.7503444 9.0367857, 38.7503806 9.036791, 38.7504012 9.0368155, 38.7504378 9.0369535, 38.7504624 9.0370877, 38.7504865 9.0371671, 38.7505482 9.0373141, 38.7506407 9.0374453, 38.7507152 9.0375326, 38.7509278 9.037822)",,,,
35338740,False,,unclassified,True,65.16,,"LINESTRING (38.7509278 9.037822, 38.7510551 9.0377737, 38.7511953 9.0377431, 38.7512863 9.0377311, 38.7513985 9.03773, 38.7515017 9.0377658)",,,,
157076358,False,,residential,False,174.857,,"LINESTRING (38.7509278 9.037822, 38.7507152 9.0375326, 38.7506407 9.0374453, 38.7505482 9.0373141, 38.7504865 9.0371671, 38.7504624 9.0370877, 38.7504378 9.0369535, 38.7504012 9.0368155, 38.7503806 9.036791, 38.7503444 9.0367857, 38.7499883 9.0367735)",,,,
579385609,False,,unclassified,False,139.833,,"LINESTRING (38.7509278 9.037822, 38.7506675 9.0383747, 38.7505496 9.0385684, 38.750328 9.0389292)",,,,
579385608,False,Sylvia Pankhurst Street,tertiary,False,40.813,,"LINESTRING (38.7528402 9.0401109, 38.752977 9.0401167, 38.7531159 9.0401072, 38.753211 9.0400986)",,,,
579385608,False,Sylvia Pankhurst Street,tertiary,True,73.227,,"LINESTRING (38.7528402 9.0401109, 38.752643 9.040073, 38.7524593 9.0400174, 38.752203 9.0399223)",,,,
45902011,True,,tertiary,False,20.804,,"LINESTRING (38.7553975 9.0323865, 38.7555122 9.0322376)",,,,
160749850,False,,residential,True,93.987,,"LINESTRING (38.7553975 9.0323865, 38.7547143 9.0318774)",,,,
"[755492723, 755492724, 755492725, 760653606]",True,,primary,False,122.681,,"LINESTRING (38.7527165 9.0329653, 38.7526165 9.0329948, 38.7525533 9.0330135, 38.7522873 9.0330961, 38.7516489 9.0332902)",,,,
69697654,True,Cunningham Street,primary,False,55.153999999999996,,"LINESTRING (38.750003 9.0330964, 38.7502593 9.0329542, 38.7504474 9.0328659)",,2,,
22337882,False,Cunningham Street,primary,True,61.235,,"LINESTRING (38.7496894 9.0332652, 38.7492119 9.0335496)",,2,,
589122551,True,Cunningham Street,primary,False,39.221,,"LINESTRING (38.7496894 9.0332652, 38.750003 9.0330964)",,2,,
755492728,True,,primary,False,59.314,,"LINESTRING (38.7510526 9.0335674, 38.7505625 9.0337916)",,,,
43456209,False,,residential,True,82.004,,"LINESTRING (38.750184 9.0337052, 38.7495122 9.0340272)",,,,
755492729,True,,primary,False,46.762,,"LINESTRING (38.750184 9.0337052, 38.7499964 9.0333787, 38.7499775 9.0333376)",,,,
755492732,True,Cunningham Street,primary,False,130.503,,"LINESTRING (38.7506363 9.0328034, 38.7507658 9.0327755, 38.751191 9.0326902, 38.7512867 9.032671, 38.7518005 9.0325679)",,2,,
