osmid,oneway,highway,junction,reversed,length,geometry,maxspeed,lanes,name
27693419,True,secondary,roundabout,False,9.508,"LINESTRING (38.4830864 7.0513456, 38.4830854 7.0513554, 38.483084 7.0513806, 38.483077 7.0514048, 38.4830647 7.0514269)",,,
27693419,True,secondary,roundabout,False,6.447,"LINESTRING (38.4829331 7.0512556, 38.4829616 7.0512493, 38.4829908 7.0512504)",,,
29698550,True,secondary,roundabout,False,25.3,"LINESTRING (38.4790934 7.0481405, 38.4790406 7.0481625, 38.4789843 7.0481733, 38.478927 7.0481725, 38.478871 7.0481602)",,,
29698550,True,secondary,roundabout,False,15.914,"LINESTRING (38.4786843 7.0478466, 38.4787063 7.0477785, 38.4787452 7.0477182)",,,
131292613,True,secondary,,False,22.393,"LINESTRING (38.4786843 7.0478466, 38.4785555 7.0477714, 38.4785094 7.0477445)",56,,
27759550,False,residential,,True,128.484,"LINESTRING (38.4761273 7.0480746, 38.4751269 7.0486657)",,,
237957691,False,residential,,False,64.838,"LINESTRING (38.4761273 7.0480746, 38.4764367 7.0485703)",,,
237957691,False,residential,,True,55.181,"LINESTRING (38.4761273 7.0480746, 38.4758545 7.0476587)",,,
27693419,True,secondary,roundabout,False,15.777999999999999,"LINESTRING (38.4829908 7.0512504, 38.4830305 7.051265, 38.4830621 7.0512931, 38.4830864 7.0513456)",,,
99468586,True,secondary,,False,147.237,"LINESTRING (38.476068 7.0497122, 38.4749306 7.0504044)",93,,
238033137,False,tertiary,,True,13.602,"LINESTRING (38.476068 7.0497122, 38.4760063 7.0496063)",,,
564405335,False,tertiary,,True,6.773,"LINESTRING (38.476068 7.0497122, 38.4760962 7.0497663)",,,
27693419,True,secondary,roundabout,False,19.361,"LINESTRING (38.4829505 7.0514727, 38.4829136 7.0514589, 38.4828837 7.0514333, 38.4828654 7.051402, 38.4828581 7.0513665, 38.4828609 7.0513433)",,,
583852026,True,tertiary,,False,34.806,"LINESTRING (38.4829505 7.0514727, 38.4828309 7.0514954, 38.4827907 7.051506, 38.482645 7.0515491)",,,
29698550,True,secondary,roundabout,False,3.408,"LINESTRING (38.4786804 7.047877, 38.4786843 7.0478466)",,,
27693419,True,secondary,roundabout,False,11.737,"LINESTRING (38.4828624 7.0513305, 38.4828887 7.0512846, 38.4829331 7.0512556)",,,
27693421,True,secondary,,False,142.98899999999998,"LINESTRING (38.4828624 7.0513305, 38.4828242 7.0512751, 38.4827903 7.0512406, 38.4827122 7.0511636, 38.4826525 7.0511027, 38.4824192 7.0509018, 38.4821996 7.050712, 38.4819102 7.0504619)",,,
29698550,True,secondary,roundabout,False,46.97400000000001,"LINESTRING (38.4790151 7.0476246, 38.4790658 7.0476399, 38.4791127 7.0476645, 38.4791541 7.0476973, 38.4791885 7.0477373, 38.4792149 7.0477834, 38.4792319 7.0478336, 38.479239 7.0478862, 38.479236 7.0479391)",,,
29698550,True,secondary,roundabout,False,28.293999999999997,"LINESTRING (38.479236 7.0479391, 38.479219 7.0480004, 38.4791884 7.0480563, 38.4791458 7.0481039, 38.4790934 7.0481405)",,,
131292576,True,secondary,,False,387.668,"LINESTRING (38.479236 7.0479391, 38.4792607 7.0480129, 38.4793014 7.0480853, 38.4793487 7.04815, 38.4794181 7.0482073, 38.480317 7.0489878, 38.4812817 7.0498029, 38.481819 7.0502769)",,,
131292613,True,secondary,,False,59.446,"LINESTRING (38.4763484 7.0467161, 38.4758691 7.0464721)",56,,
237957775,False,residential,,True,118.137,"LINESTRING (38.4763484 7.0467161, 38.4758545 7.0476587)",,,
565011122,False,residential,,True,13.326,"LINESTRING (38.4763484 7.0467161, 38.4764068 7.0466112)",,,
27693421,True,secondary,,False,9.772,"LINESTRING (38.4818472 7.0504007, 38.4817783 7.0503455)",,,
131291512,True,tertiary,,False,8.003,"LINESTRING (38.4818874 7.0503408, 38.4818472 7.0504007)",,,
131292576,True,secondary,,False,153.87700000000004,"LINESTRING (38.4818874 7.0503408, 38.4822369 7.0506495, 38.4825332 7.0509111, 38.4827786 7.0511105, 38.4828477 7.0511733, 38.4828866 7.0512086, 38.4829331 7.0512556)",,,
27693419,True,secondary,roundabout,False,9.952,"LINESTRING (38.4830647 7.0514269, 38.4830479 7.0514457, 38.4830272 7.0514604, 38.48299 7.0514733)",,,
27693419,True,secondary,roundabout,False,4.359,"LINESTRING (38.48299 7.0514733, 38.4829505 7.0514727)",,,
237957948,False,residential,,True,46.558,"LINESTRING (38.4796555 7.0436365, 38.4792911 7.0438475)",,,
237957948,False,residential,,False,46.558,"LINESTRING (38.4792911 7.0438475, 38.4796555 7.0436365)",,,
237957948,False,residential,,True,50.855,"LINESTRING (38.4792911 7.0438475, 38.4788954 7.0440819)",,,
564424656,False,tertiary,,True,99.913,"LINESTRING (38.4757438 7.0438915, 38.4749754 7.0443667)",,,
564775442,False,residential,,False,74.023,"LINESTRING (38.4757438 7.0438915, 38.4763321 7.0442113)",,,
237957815,False,residential,,True,53.991,"LINESTRING (38.476739 7.0439417, 38.4763321 7.0442113)",,,
237957834,False,residential,,True,50.755,"LINESTRING (38.476739 7.0439417, 38.4769454 7.0443496)",,,
564775443,False,residential,,False,115.058,"LINESTRING (38.4779056 7.0439464, 38.4769454 7.0443496)",,,
237957948,False,residential,,False,50.855,"LINESTRING (38.4788954 7.0440819, 38.4792911 7.0438475)",,,
237957948,False,residential,,True,100.02,"LINESTRING (38.4788954 7.0440819, 38.4781181 7.0445445)",,,
238033290,False,residential,,True,211.702,"LINESTRING (38.4788954 7.0440819, 38.4792716 7.0447487, 38.4792709 7.044784, 38.4792636 7.0448112, 38.4792394 7.0448425, 38.4783265 7.0453465)",,,
237957815,False,residential,,False,53.991,"LINESTRING (38.4763321 7.0442113, 38.476739 7.0439417)",,,
564775442,False,residential,,False,68.311,"LINESTRING (38.4763321 7.0442113, 38.4768892 7.0444791)",,,
564775442,False,residential,,True,74.023,"LINESTRING (38.4763321 7.0442113, 38.4757438 7.0438915)",,,
237957834,False,residential,,False,50.755,"LINESTRING (38.4769454 7.0443496, 38.476739 7.0439417)",,,
564775443,False,residential,,True,115.058,"LINESTRING (38.4769454 7.0443496, 38.4779056 7.0439464)",,,
565011144,False,residential,,False,15.679,"LINESTRING (38.4769454 7.0443496, 38.4768892 7.0444791)",,,
237957914,False,residential,,False,122.359,"LINESTRING (38.4768892 7.0444791, 38.4763949 7.0454641)",,,
564775442,False,residential,,False,49.36,"LINESTRING (38.4768892 7.0444791, 38.4772918 7.0446725)",,,
564775442,False,residential,,True,68.311,"LINESTRING (38.4768892 7.0444791, 38.4763321 7.0442113)",,,
565011144,False,residential,,True,15.679,"LINESTRING (38.4768892 7.0444791, 38.4769454 7.0443496)",,,
564424656,False,tertiary,,False,37.493,"LINESTRING (38.474683 7.0445384, 38.4749754 7.0443667)",,,
564424656,False,tertiary,,True,25.125,"LINESTRING (38.474683 7.0445384, 38.4744859 7.0446515)",,,
237957818,False,residential,,False,215.91799999999998,"LINESTRING (38.474683 7.0445384, 38.4747595 7.0446196, 38.4748399 7.0446741, 38.475017 7.044774, 38.4753925 7.0449683, 38.475658 7.0451014, 38.4760094 7.0452718, 38.4763949 7.0454641)",,,
237957948,False,residential,,False,100.02,"LINESTRING (38.4781181 7.0445445, 38.4788954 7.0440819)",,,
131291519,True,secondary,,False,92.096,"LINESTRING (38.4781181 7.0445445, 38.4782087 7.0448932, 38.4783265 7.0453465)",,2,Welde Amanuel Dubale Avenue
131296659,True,secondary,,False,57.667,"LINESTRING (38.4781506 7.0449174, 38.4780202 7.0444152)",,,
237957933,False,residential,,True,100.90899999999999,"LINESTRING (38.4781506 7.0449174, 38.4779406 7.0449337, 38.4778346 7.0449151, 38.4776978 7.0448685, 38.4772918 7.0446725)",,,
237957914,False,residential,,False,113.839,"LINESTRING (38.4763949 7.0454641, 38.475926 7.046376)",,,
237957914,False,residential,,True,122.359,"LINESTRING (38.4763949 7.0454641, 38.4768892 7.0444791)",,,
237957818,False,residential,,False,173.996,"LINESTRING (38.4763949 7.0454641, 38.4770085 7.0457656, 38.4776603 7.0461036, 38.477793 7.0461861)",,,
237957818,False,residential,,True,215.91799999999998,"LINESTRING (38.4763949 7.0454641, 38.4760094 7.0452718, 38.475658 7.0451014, 38.4753925 7.0449683, 38.475017 7.044774, 38.4748399 7.0446741, 38.4747595 7.0446196, 38.474683 7.0445384)",,,
131296659,True,secondary,,False,122.048,"LINESTRING (38.4784265 7.0459803, 38.4781506 7.0449174)",,,
237957852,False,residential,,False,66.049,"LINESTRING (38.4784265 7.0459803, 38.4780358 7.0461875, 38.4779955 7.0461955, 38.4779459 7.0462088, 38.4778829 7.0462114)",,,
564775437,False,residential,,True,10.312,"LINESTRING (38.477793 7.0461861, 38.4778829 7.0462114)",,,
237957818,False,residential,,True,173.99599999999998,"LINESTRING (38.477793 7.0461861, 38.4776603 7.0461036, 38.4770085 7.0457656, 38.4763949 7.0454641)",,,
564759204,False,residential,,False,17.683,"LINESTRING (38.477793 7.0461861, 38.4777528 7.0462327, 38.4777434 7.046266, 38.4777354 7.0463286)",,,
27759549,True,secondary,,False,59.154,"LINESTRING (38.475926 7.046376, 38.4764068 7.0466112)",,,
237957702,False,residential,,False,12.394,"LINESTRING (38.475926 7.046376, 38.4758691 7.0464721)",,,
237957914,False,residential,,True,113.839,"LINESTRING (38.475926 7.046376, 38.4763949 7.0454641)",,,
131292613,True,secondary,,False,116.011,"LINESTRING (38.4758691 7.0464721, 38.4749226 7.0460181)",56,,
237957702,False,residential,,True,12.394,"LINESTRING (38.4758691 7.0464721, 38.475926 7.046376)",,,
237957799,False,residential,,True,120.803,"LINESTRING (38.4758691 7.0464721, 38.4753093 7.0474057)",,,
131292613,True,secondary,,False,55.364,"LINESTRING (38.4767994 7.0469342, 38.4763484 7.0467161)",56,,
237957870,False,residential,,True,163.171,"LINESTRING (38.4767994 7.0469342, 38.4765498 7.0472616, 38.4765485 7.0472882, 38.4765512 7.0473175, 38.4765646 7.0473614, 38.4767738 7.0477527, 38.4770513 7.0481843)",,,
237957742,False,residential,,False,12.79,"LINESTRING (38.4773762 7.0470854, 38.47732 7.047186)",,,
564775438,False,residential,,True,93.021,"LINESTRING (38.4773762 7.0470854, 38.4777354 7.0463286)",,,
27759549,True,secondary,,False,166.65800000000002,"LINESTRING (38.4773762 7.0470854, 38.4781586 7.0474479, 38.4786234 7.0476621, 38.4787452 7.0477182)",,,
131292613,True,secondary,,False,63.91,"LINESTRING (38.47732 7.047186, 38.4767994 7.0469342)",56,,
237957742,False,residential,,True,12.79,"LINESTRING (38.47732 7.047186, 38.4773762 7.0470854)",,,
237957691,False,residential,,False,66.418,"LINESTRING (38.4753093 7.0474057, 38.4758545 7.0476587)",,,
237957799,False,residential,,False,120.803,"LINESTRING (38.4753093 7.0474057, 38.4758691 7.0464721)",,,
237957749,False,residential,,True,68.147,"LINESTRING (38.4770737 7.0474457, 38.4774224 7.0479515)",,,
237957691,False,residential,,False,55.181,"LINESTRING (38.4758545 7.0476587, 38.4761273 7.0480746)",,,
237957691,False,residential,,True,66.418,"LINESTRING (38.4758545 7.0476587, 38.4753093 7.0474057)",,,
237957775,False,residential,,False,118.137,"LINESTRING (38.4758545 7.0476587, 38.4763484 7.0467161)",,,
29698550,True,secondary,roundabout,False,24.52,"LINESTRING (38.4788026 7.0476669, 38.4788514 7.0476406, 38.4789045 7.0476245, 38.4789598 7.0476191, 38.4790151 7.0476246)",,,
131296659,True,secondary,,False,192.82,"LINESTRING (38.4788026 7.0476669, 38.4788083 7.0475983, 38.4788074 7.0475029, 38.478792 7.0473779, 38.4786971 7.0470179, 38.4786207 7.0467281, 38.4784265 7.0459803)",,,
29698550,True,secondary,roundabout,False,8.524,"LINESTRING (38.4787452 7.0477182, 38.4788026 7.0476669)",,,
237957749,False,residential,,False,68.147,"LINESTRING (38.4774224 7.0479515, 38.4770737 7.0474457)",,,
237957903,False,residential,,True,48.448,"LINESTRING (38.4774224 7.0479515, 38.4770513 7.0481843)",,,
237957903,False,residential,,False,84.975,"LINESTRING (38.4774224 7.0479515, 38.4775223 7.0478741, 38.4778507 7.0476529, 38.4780554 7.0475168)",,,
237957903,False,residential,,False,48.448,"LINESTRING (38.4770513 7.0481843, 38.4774224 7.0479515)",,,
237957903,False,residential,,True,80.264,"LINESTRING (38.4770513 7.0481843, 38.4764367 7.0485703)",,,
237957870,False,residential,,False,163.17100000000002,"LINESTRING (38.4770513 7.0481843, 38.4767738 7.0477527, 38.4765646 7.0473614, 38.4765512 7.0473175, 38.4765485 7.0472882, 38.4765498 7.0472616, 38.4767994 7.0469342)",,,
27693421,True,secondary,,False,39.537,"LINESTRING (38.4794026 7.0483161, 38.479326 7.0482683, 38.47922 7.0481919, 38.4790934 7.0481405)",,,
237957970,False,residential,,True,203.423,"LINESTRING (38.4794026 7.0483161, 38.4791455 7.0487396, 38.479116 7.0487662, 38.4790785 7.0487862, 38.478988 7.0488348, 38.4788981 7.048868, 38.4788123 7.048896, 38.4786876 7.0489306, 38.4779721 7.0493751)",,,
237957691,False,residential,,False,73.72,"LINESTRING (38.4764367 7.0485703, 38.4767765 7.0491411)",,,
237957691,False,residential,,True,64.838,"LINESTRING (38.4764367 7.0485703, 38.4761273 7.0480746)",,,
237957903,False,residential,,False,80.264,"LINESTRING (38.4764367 7.0485703, 38.4770513 7.0481843)",,,
27759550,False,residential,,False,128.484,"LINESTRING (38.4751269 7.0486657, 38.4761273 7.0480746)",,,
27759550,False,residential,,True,6.682,"LINESTRING (38.4751269 7.0486657, 38.4750763 7.0486987)",,,
99468586,True,secondary,,False,8.366,"LINESTRING (38.4776227 7.0487642, 38.4775583 7.0488039)",93,,
422694819,True,tertiary,,False,78.14,"LINESTRING (38.4776227 7.0487642, 38.4776945 7.048896, 38.47773 7.0489599, 38.4777984 7.049089, 38.4778762 7.0492228, 38.4779721 7.0493751)",,,
27693421,True,secondary,,False,90.872,"LINESTRING (38.4800311 7.048844, 38.4797376 7.0486045, 38.4794026 7.0483161)",,,
565011120,False,residential,,True,105.256,"LINESTRING (38.4800311 7.048844, 38.4796634 7.0492822, 38.4793805 7.0495328)",,,
27759550,False,residential,,False,41.429,"LINESTRING (38.4747647 7.0489065, 38.4750763 7.0486987)",,,
27759550,False,residential,,True,71.028,"LINESTRING (38.4747647 7.0489065, 38.4742165 7.0492412)",,,
99468580,True,secondary,,False,93.543,"LINESTRING (38.4767765 7.0491411, 38.4774986 7.0487005)",93,,
237957691,False,residential,,True,73.72,"LINESTRING (38.4767765 7.0491411, 38.4764367 7.0485703)",,,
238033176,False,residential,,True,13.683,"LINESTRING (38.4767765 7.0491411, 38.4768363 7.0492489)",,,
565011116,False,residential,,True,7.131,"LINESTRING (38.4779721 7.0493751, 38.477917 7.0494086)",,,
237957882,True,tertiary,,False,62.711,"LINESTRING (38.4779721 7.0493751, 38.4780358 7.0494643, 38.4781002 7.0495688, 38.4781632 7.0496766, 38.4782678 7.0498563)",,,
237957970,False,residential,,False,203.423,"LINESTRING (38.4779721 7.0493751, 38.4786876 7.0489306, 38.4788123 7.048896, 38.4788981 7.048868, 38.478988 7.0488348, 38.4790785 7.0487862, 38.479116 7.0487662, 38.4791455 7.0487396, 38.4794026 7.0483161)",,,
237957963,False,residential,,False,44.32,"LINESTRING (38.4793805 7.0495328, 38.4796804 7.0497979)",,,
565011120,False,residential,,True,77.021,"LINESTRING (38.4793805 7.0495328, 38.4787944 7.0499089)",,,
565011120,False,residential,,False,105.256,"LINESTRING (38.4793805 7.0495328, 38.4796634 7.0492822, 38.4800311 7.048844)",,,
237957735,False,residential,,False,128.297,"LINESTRING (38.4773809 7.0497346, 38.4779695 7.0507296)",,,
565011116,False,residential,,False,69.383,"LINESTRING (38.4773809 7.0497346, 38.477917 7.0494086)",,,
565011116,False,residential,,True,52.096,"LINESTRING (38.4773809 7.0497346, 38.4769754 7.0499745)",,,
237957882,True,tertiary,,False,65.94800000000001,"LINESTRING (38.4782678 7.0498563, 38.4784368 7.0500979, 38.4786017 7.0503481)",,,
237957983,False,residential,,False,68.613,"LINESTRING (38.4782678 7.0498563, 38.47846 7.0497505, 38.4785398 7.0497358, 38.4786147 7.0497461, 38.4787034 7.0498063, 38.4787944 7.0499089)",,,
422846933,False,residential,,True,31.124,"LINESTRING (38.4787944 7.0499089, 38.4789182 7.0501604)",,,
565011120,False,residential,,False,77.021,"LINESTRING (38.4787944 7.0499089, 38.4793805 7.0495328)",,,
237957983,False,residential,,True,68.613,"LINESTRING (38.4787944 7.0499089, 38.4787034 7.0498063, 38.4786147 7.0497461, 38.4785398 7.0497358, 38.47846 7.0497505, 38.4782678 7.0498563)",,,
237957883,False,residential,,False,194.518,"LINESTRING (38.4769754 7.0499745, 38.4778842 7.0514734)",,,
565011116,False,residential,,False,52.096,"LINESTRING (38.4769754 7.0499745, 38.4773809 7.0497346)",,,
565011116,False,residential,,True,67.165,"LINESTRING (38.4769754 7.0499745, 38.4764513 7.0502816)",,,
564409757,False,residential,,False,11.073,"LINESTRING (38.4763653 7.0503329, 38.4764513 7.0502816)",,,
28218939,True,tertiary,,False,70.445,"LINESTRING (38.4763653 7.0503329, 38.4761254 7.0498956, 38.4761039 7.0498563, 38.4760952 7.0498144, 38.4760962 7.0497663)",,,
237957706,False,residential,,True,125.896,"LINESTRING (38.4804284 7.050459, 38.4794451 7.0510331)",,,
237957963,False,residential,,True,110.533,"LINESTRING (38.4804284 7.050459, 38.4796804 7.0497979)",,,
237957963,False,residential,,False,109.976,"LINESTRING (38.4804284 7.050459, 38.4810027 7.0510961, 38.4810955 7.0511937)",,,
237957969,False,unclassified,,False,73.01,"LINESTRING (38.4745238 7.05066, 38.4746937 7.050955, 38.4747849 7.0511054, 38.4748654 7.0512219)",,,
422846933,False,residential,,False,56.939,"LINESTRING (38.4792585 7.0507222, 38.4790027 7.0502775)",,,
564775439,False,residential,,False,40.239,"LINESTRING (38.4792585 7.0507222, 38.4794451 7.0510331)",,,
567468362,False,residential,,True,38.743,"LINESTRING (38.4792585 7.0507222, 38.4789424 7.0508738)",,,
