osmid,ref,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,junction,bridge
29997218,3,trunk,False,False,83.757,,"LINESTRING (37.4682176 12.612529, 37.4688127 12.6120493)",,,,
99462832,3,trunk,False,True,42.075,Bahir Dar - Gonder Road,"LINESTRING (37.4682176 12.612529, 37.4679033 12.6127506)",,,,
186561321,,tertiary,False,False,92.344,,"LINESTRING (37.4682176 12.612529, 37.4678394 12.6120121, 37.4677321 12.6118472)",,,,
29997224,3,primary,True,False,39.071,Piazza Bilko,"LINESTRING (37.4707415 12.6137409, 37.4708981 12.6140573)",1,,,
267159576,,residential,False,False,43.96,,"LINESTRING (37.4707415 12.6137409, 37.4706638 12.6138116, 37.4705753 12.6138404, 37.4703773 12.6138944)",,,,
99462832,3,trunk,False,False,89.798,Bahir Dar - Gonder Road,"LINESTRING (37.4668859 12.6136135, 37.4669588 12.6134979, 37.4670508 12.6133941, 37.4674733 12.6130538)",,,,
99462832,3,trunk,False,True,19.659,Bahir Dar - Gonder Road,"LINESTRING (37.4668859 12.6136135, 37.4668669 12.613663, 37.4668596 12.6137106, 37.4668588 12.6137864)",,,,
188384318,,residential,False,False,160.89499999999998,,"LINESTRING (37.4668859 12.6136135, 37.4665785 12.6129652, 37.4665641 12.6129019, 37.466566 12.6128294, 37.4666041 12.612759, 37.4670096 12.6124284)",,,,
99462832,3,trunk,False,False,19.659,Bahir Dar - Gonder Road,"LINESTRING (37.4668588 12.6137864, 37.4668596 12.6137106, 37.4668669 12.613663, 37.4668859 12.6136135)",,,,
99462832,3,trunk,False,True,54.471000000000004,Bahir Dar - Gonder Road,"LINESTRING (37.4668588 12.6137864, 37.4669449 12.6139831, 37.4670058 12.614127, 37.4670307 12.6142448)",,,,
188384268,,residential,False,True,220.46599999999998,,"LINESTRING (37.4668588 12.6137864, 37.4667437 12.6136755, 37.466611 12.6135669, 37.4660075 12.613207, 37.4656749 12.612974, 37.4655193 12.6128628, 37.4652685 12.6125749)",,,,
99462832,3,trunk,False,False,11.647,Bahir Dar - Gonder Road,"LINESTRING (37.4667612 12.6145602, 37.4668644 12.6145314)",,,,
99462832,3,trunk,False,True,220.902,Bahir Dar - Gonder Road,"LINESTRING (37.4667612 12.6145602, 37.4666834 12.6145524, 37.4665922 12.6145236, 37.4665211 12.6144712, 37.4658734 12.6138496, 37.4652497 12.6132659)",,,,
267159526,,residential,False,True,73.916,,"LINESTRING (37.4667612 12.6145602, 37.4665841 12.6146597, 37.4663226 12.6147748, 37.4661389 12.614822)",,,,
