osmid,oneway,ref,highway,reversed,length,name,junction,geometry
136993931,True,5,trunk,False,183.02,,,"LINESTRING (34.5406448 10.0635112, 34.5397555 10.0649049)"
188189722,True,,tertiary,False,13.0,Assosa_2,,"LINESTRING (34.5406448 10.0635112, 34.5405455 10.0634471)"
136300532,True,,tertiary,False,105.568,Assosa_2,,"LINESTRING (34.5458275 10.0644705, 34.5448633 10.0644784)"
176955028,False,,tertiary,False,122.121,,,"LINESTRING (34.5458275 10.0644705, 34.545869 10.065568)"
176955028,False,,tertiary,True,13.945,,,"LINESTRING (34.5458275 10.0644705, 34.5458288 10.0643451)"
136300529,True,5,trunk,False,8.107,,roundabout,"LINESTRING (34.5392342 10.0655627, 34.5392313 10.0655255, 34.5392367 10.0654903)"
579495879,False,,unclassified,False,15.646,,,"LINESTRING (34.5430205 10.0601924, 34.5431359 10.0602754)"
136993931,True,5,trunk,False,43.454,,,"LINESTRING (34.5431359 10.0602754, 34.5428999 10.0605896)"
579495879,False,,unclassified,True,15.646,,,"LINESTRING (34.5431359 10.0602754, 34.5430205 10.0601924)"
136993932,True,5,trunk,False,213.579,,,"LINESTRING (34.5418333 10.0617165, 34.5430205 10.0601924)"
579495876,False,,tertiary,True,17.641,,,"LINESTRING (34.5418333 10.0617165, 34.5419732 10.0617952)"
136993931,True,5,trunk,False,46.349,,,"LINESTRING (34.5419732 10.0617952, 34.541713 10.062124)"
136993948,False,,tertiary,True,20.943,,,"LINESTRING (34.5419732 10.0617952, 34.5421203 10.0619156)"
579495876,False,,tertiary,False,17.641,,,"LINESTRING (34.5419732 10.0617952, 34.5418333 10.0617165)"
136993935,False,,residential,False,56.309,,,"LINESTRING (34.5410963 10.0618727, 34.5415704 10.062069)"
136993935,False,,residential,True,48.21,,,"LINESTRING (34.5410963 10.0618727, 34.540674 10.0617499)"
136993942,False,,residential,False,88.94,,,"LINESTRING (34.5410963 10.0618727, 34.5406302 10.0625278)"
136993942,False,,residential,True,203.626,,,"LINESTRING (34.5410963 10.0618727, 34.5420976 10.0603295)"
136993932,True,5,trunk,False,48.63,,,"LINESTRING (34.5415704 10.062069, 34.5418333 10.0617165)"
136993935,False,,residential,True,56.309,,,"LINESTRING (34.5415704 10.062069, 34.5410963 10.0618727)"
168927693,False,,residential,False,16.768,,,"LINESTRING (34.5415704 10.062069, 34.541713 10.062124)"
136993931,True,5,trunk,False,181.846,,,"LINESTRING (34.541713 10.062124, 34.5407004 10.0634203)"
168927693,False,,residential,True,16.768,,,"LINESTRING (34.541713 10.062124, 34.5415704 10.062069)"
168924507,False,,residential,True,74.82900000000001,,,"LINESTRING (34.541713 10.062124, 34.5417572 10.0621608, 34.541764 10.0622297, 34.5417391 10.0623012, 34.5415638 10.0627396)"
136993948,False,,tertiary,True,123.182,,,"LINESTRING (34.5437212 10.0622569, 34.5448463 10.0622616)"
136993953,False,,residential,False,91.368,,,"LINESTRING (34.5437212 10.0622569, 34.5437434 10.0630783)"
136993948,False,,tertiary,False,140.81300000000002,,,"LINESTRING (34.5437212 10.0622569, 34.5425551 10.0622117, 34.5424482 10.0621599)"
168924603,False,,residential,True,62.263,,,"LINESTRING (34.5437212 10.0622569, 34.5437354 10.0620646, 34.5437863 10.061918, 34.5439368 10.0617661)"
136993948,False,,tertiary,False,40.4,,,"LINESTRING (34.5458146 10.0622482, 34.5454456 10.0622474)"
136993948,False,,tertiary,True,66.657,,,"LINESTRING (34.5458146 10.0622482, 34.5464234 10.062254)"
176955028,False,,tertiary,False,79.669,,,"LINESTRING (34.5458146 10.0622482, 34.5458252 10.0629646)"
176955028,False,,tertiary,True,203.563,,,"LINESTRING (34.5458146 10.0622482, 34.5457885 10.0604177)"
136993948,False,,tertiary,False,142.578,,,"LINESTRING (34.5477256 10.0622664, 34.5464234 10.062254)"
136993954,False,,residential,True,71.381,,,"LINESTRING (34.5477256 10.0622664, 34.5477043 10.062908)"
136993954,False,,residential,False,71.381,,,"LINESTRING (34.5477043 10.062908, 34.5477256 10.0622664)"
136993954,False,,residential,True,81.548,,,"LINESTRING (34.5477043 10.062908, 34.5477205 10.0636412)"
168904039,False,,residential,False,140.142,,,"LINESTRING (34.5477043 10.062908, 34.5464245 10.0628846)"
136993942,False,,residential,False,6.725,,,"LINESTRING (34.5402244 10.0632359, 34.5401897 10.0632858)"
136993942,False,,residential,True,90.407,,,"LINESTRING (34.5402244 10.0632359, 34.5406302 10.0625278)"
136993952,False,,tertiary,False,35.663,,,"LINESTRING (34.5402244 10.0632359, 34.540329 10.0632861, 34.5403974 10.0633177, 34.5405134 10.0633834)"
136993952,False,,tertiary,True,71.66300000000001,,,"LINESTRING (34.5402244 10.0632359, 34.5398515 10.0630867, 34.5396222 10.0629837)"
136993932,True,5,trunk,False,10.141,,,"LINESTRING (34.5405455 10.0634471, 34.5405979 10.0633719)"
578723473,True,,tertiary,False,7.907,,,"LINESTRING (34.5405455 10.0634471, 34.5405134 10.0633834)"
136993931,True,5,trunk,False,11.799,,,"LINESTRING (34.5407004 10.0634203, 34.5406448 10.0635112)"
188189721,True,,tertiary,False,49.098,Assosa_2,,"LINESTRING (34.5407004 10.0634203, 34.5411139 10.0635912)"
136993954,False,,residential,False,81.548,,,"LINESTRING (34.5477205 10.0636412, 34.5477043 10.062908)"
136993954,False,,residential,True,74.817,,,"LINESTRING (34.5477205 10.0636412, 34.5477124 10.064314)"
168904052,False,,residential,False,140.655,,,"LINESTRING (34.5477205 10.0636412, 34.5464414 10.0635232)"
136993954,False,,residential,False,74.817,,,"LINESTRING (34.5477124 10.064314, 34.5477205 10.0636412)"
136993954,False,,residential,True,12.41,,,"LINESTRING (34.5477124 10.064314, 34.5477131 10.0644256)"
579495858,False,,tertiary,True,14.242,,,"LINESTRING (34.5430079 10.0643385, 34.54298 10.0644636)"
188189721,True,,tertiary,False,81.75999999999999,Assosa_2,,"LINESTRING (34.5430079 10.0643385, 34.5431676 10.0643608, 34.5437525 10.0643864)"
176955025,False,,tertiary,True,116.311,,,"LINESTRING (34.54298 10.0644636, 34.5429588 10.0655094)"
579495858,False,,tertiary,False,14.242,,,"LINESTRING (34.54298 10.0644636, 34.5430079 10.0643385)"
136300532,True,,tertiary,False,92.54400000000001,Assosa_2,,"LINESTRING (34.54298 10.0644636, 34.5425566 10.0643193, 34.5421872 10.0641755)"
136993953,False,,residential,False,12.32,,,"LINESTRING (34.5437525 10.0643864, 34.5437525 10.0644972)"
136993953,False,,residential,True,61.161,,,"LINESTRING (34.5437525 10.0643864, 34.5437466 10.0638364)"
188189721,True,,tertiary,False,122.602,Assosa_2,,"LINESTRING (34.5437525 10.0643864, 34.5448721 10.0643646)"
136993953,False,,residential,True,12.32,,,"LINESTRING (34.5437525 10.0644972, 34.5437525 10.0643864)"
136300532,True,,tertiary,False,84.751,Assosa_2,,"LINESTRING (34.5437525 10.0644972, 34.5433988 10.0644996, 34.54298 10.0644636)"
136993932,True,5,trunk,False,75.67,,,"LINESTRING (34.5393238 10.0654381, 34.5396752 10.0648521)"
136300529,True,5,trunk,False,10.637,,roundabout,"LINESTRING (34.5393238 10.0654381, 34.5393563 10.065439, 34.5393833 10.0654491, 34.5394108 10.0654716)"
136300529,True,5,trunk,False,24.793,,roundabout,"LINESTRING (34.5394108 10.0654716, 34.5394319 10.0655158, 34.5394489 10.0655793, 34.5394559 10.0656508, 34.5394528 10.0656873)"
136300529,True,5,trunk,False,11.770999999999999,,roundabout,"LINESTRING (34.5392367 10.0654903, 34.5392575 10.0654608, 34.5392942 10.0654426, 34.5393238 10.0654381)"
136300529,True,5,trunk,False,12.667,,roundabout,"LINESTRING (34.5394528 10.0656873, 34.5394394 10.0657101, 34.5394142 10.0657266, 34.5393853 10.0657346, 34.5393567 10.0657328)"
136993938,True,5,trunk,False,78.553,,,"LINESTRING (34.5394528 10.0656873, 34.5395193 10.0658162, 34.5398337 10.0662851)"
136300529,True,5,trunk,False,24.284,,roundabout,"LINESTRING (34.5393567 10.0657328, 34.5393263 10.0657227, 34.5392971 10.0656945, 34.5392695 10.0656536, 34.539252 10.0656148, 34.5392342 10.0655627)"
136993954,False,,residential,False,203.81,,,"LINESTRING (34.5477098 10.0662585, 34.5477131 10.0644256)"
136993945,False,,residential,False,202.86300000000003,,,"LINESTRING (34.5477098 10.0662585, 34.5476219 10.0662593, 34.5471668 10.0662825, 34.5467382 10.0662671, 34.5461926 10.0662663, 34.5458583 10.0662844)"
176955028,False,,tertiary,True,79.669,,,"LINESTRING (34.5458583 10.0662844, 34.545869 10.065568)"
136993945,False,,residential,False,115.151,,,"LINESTRING (34.5458583 10.0662844, 34.5453608 10.066331, 34.5448109 10.0663786)"
136993945,False,,residential,True,202.863,,,"LINESTRING (34.5458583 10.0662844, 34.5461926 10.0662663, 34.5467382 10.0662671, 34.5471668 10.0662825, 34.5476219 10.0662593, 34.5477098 10.0662585)"
176955028,False,,tertiary,False,147.877,,,"LINESTRING (34.5458583 10.0662844, 34.5458451 10.0668303, 34.5460179 10.0673217, 34.5461586 10.0675462)"
