osmid,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge
313299308,primary,93,False,False,44.379,B102,"LINESTRING (41.881021 5.3341965, 41.8808002 5.3338634)",
313299308,primary,93,False,True,83.905,B102,"LINESTRING (41.881021 5.3341965, 41.8813165 5.334718, 41.8813864 5.3348574)",
712527654,residential,,False,False,86.77900000000001,,"LINESTRING (41.881021 5.3341965, 41.8809155 5.3343495, 41.8808511 5.3345231, 41.8807934 5.3347033, 41.8807746 5.3347674, 41.8807331 5.3349156)",
313299307,unclassified,,False,False,40.843,,"LINESTRING (41.880719 5.3371907, 41.8808385 5.3368432)",
313299307,unclassified,,False,True,50.255,,"LINESTRING (41.880719 5.3371907, 41.8807062 5.3372257, 41.8805963 5.337466, 41.8805329 5.3376028)",
712555776,residential,,False,True,140.469,,"LINESTRING (41.880719 5.3371907, 41.8809272 5.3372661, 41.8810979 5.3373672, 41.8813097 5.3375034, 41.8814224 5.3376129, 41.8816075 5.3377732, 41.8817439 5.3379101)",
607277614,primary,,False,False,99.045,B102,"LINESTRING (41.8822136 5.3364352, 41.8823393 5.3365713, 41.8824899 5.336729, 41.88274 5.33691, 41.8829032 5.3369883)",
607277614,primary,,False,True,32.713,B102,"LINESTRING (41.8822136 5.3364352, 41.8821073 5.3362766, 41.8820554 5.3361869)",
712555775,residential,,False,True,49.346000000000004,,"LINESTRING (41.8822136 5.3364352, 41.8821037 5.3365527, 41.8819267 5.3367744)",
313299627,secondary,93,False,True,138.235,,"LINESTRING (41.8871702 5.3380694, 41.8859229 5.338126)",
711544161,residential,,False,True,16.363,,"LINESTRING (41.8803943 5.3375517, 41.8805329 5.3376028)",
711106990,residential,,False,True,157.06599999999997,,"LINESTRING (41.8803943 5.3375517, 41.8801457 5.3377785, 41.8798426 5.3380536, 41.8793544 5.3384435, 41.8793177 5.3384703)",
711544161,residential,,False,False,104.544,,"LINESTRING (41.8803943 5.3375517, 41.880238 5.3374941, 41.8797567 5.3373112, 41.8794959 5.3373405)",
390083218,tertiary,,False,False,54.734,,"LINESTRING (41.879746 5.3369159, 41.8794959 5.3373405)",
390083218,tertiary,,False,True,152.313,,"LINESTRING (41.879746 5.3369159, 41.8801323 5.3366622, 41.8803522 5.3365153, 41.8805721 5.3363604, 41.8808373 5.3360911)",
712523296,residential,,False,False,47.806999999999995,,"LINESTRING (41.879746 5.3369159, 41.8797192 5.3368091, 41.8796656 5.3367023, 41.8795851 5.3366008, 41.8795449 5.336542)",
313299305,unclassified,,False,False,77.262,,"LINESTRING (41.8808256 5.3386038, 41.8809893 5.3385055, 41.8813916 5.3381988)",
313299305,unclassified,,False,True,88.274,,"LINESTRING (41.8808256 5.3386038, 41.8802812 5.33884, 41.8801134 5.3389546)",
712555773,residential,,False,False,53.787,,"LINESTRING (41.8808256 5.3386038, 41.8809366 5.3388501, 41.8810091 5.3390513)",
712526682,residential,,False,False,53.305,,"LINESTRING (41.8828842 5.3331477, 41.8824899 5.3328726)",
481847050,unclassified,,False,False,66.89500000000001,,"LINESTRING (41.8828842 5.3331477, 41.8831033 5.3326595, 41.8831397 5.3326033)",
481847050,unclassified,,False,True,81.76,,"LINESTRING (41.8828842 5.3331477, 41.8826451 5.3334535, 41.8824623 5.3337498)",
712526682,residential,,False,True,62.754,,"LINESTRING (41.8828842 5.3331477, 41.8829915 5.3332519, 41.8831658 5.3333747, 41.8832704 5.3334602, 41.8832825 5.3335269)",
390083218,tertiary,,False,True,56.80800000000001,,"LINESTRING (41.878348 5.3382961, 41.8785202 5.3381764, 41.8787443 5.3379732)",
712523296,residential,,False,True,63.205999999999996,,"LINESTRING (41.8789145 5.3356207, 41.8790084 5.3357702, 41.8791264 5.3359465, 41.8791962 5.3360026, 41.8792552 5.336072)",
712527663,residential,,False,False,106.732,,"LINESTRING (41.8789145 5.3356207, 41.879046 5.3355085, 41.8792766 5.3353136, 41.8794161 5.3351854, 41.8796119 5.334961)",
712523296,residential,,False,False,63.205999999999996,,"LINESTRING (41.8792552 5.336072, 41.8791962 5.3360026, 41.8791264 5.3359465, 41.8790084 5.3357702, 41.8789145 5.3356207)",
712523296,residential,,False,True,61.402,,"LINESTRING (41.8792552 5.336072, 41.879282 5.3361334, 41.8795449 5.336542)",
712527661,residential,,False,True,123.46100000000001,,"LINESTRING (41.8792552 5.336072, 41.8793356 5.3360159, 41.8794376 5.3359465, 41.8795851 5.3358824, 41.8796414 5.3358544, 41.8798007 5.3358433, 41.879923 5.3357969, 41.8801215 5.3357355, 41.8802905 5.3357088)",
712523296,residential,,False,False,61.402,,"LINESTRING (41.8795449 5.336542, 41.879282 5.3361334, 41.8792552 5.336072)",
712523296,residential,,False,True,47.807,,"LINESTRING (41.8795449 5.336542, 41.8795851 5.3366008, 41.8796656 5.3367023, 41.8797192 5.3368091, 41.879746 5.3369159)",
712527656,residential,,False,False,134.373,,"LINESTRING (41.8795449 5.336542, 41.8796977 5.3363951, 41.8799955 5.3361388, 41.8801939 5.3359598, 41.8803522 5.3358183, 41.880438 5.3357248)",
390083218,tertiary,,False,False,56.80800000000001,,"LINESTRING (41.8787443 5.3379732, 41.8785202 5.3381764, 41.878348 5.3382961)",
390083218,tertiary,,False,True,109.024,,"LINESTRING (41.8787443 5.3379732, 41.8790621 5.337685, 41.8794959 5.3373405)",
712523297,residential,,False,True,66.149,,"LINESTRING (41.8787443 5.3379732, 41.8784881 5.3377198, 41.8783271 5.3375475)",
712523297,residential,,False,False,66.149,,"LINESTRING (41.8783271 5.3375475, 41.8784881 5.3377198, 41.8787443 5.3379732)",
712523298,residential,,False,False,72.303,,"LINESTRING (41.8783271 5.3375475, 41.8787844 5.3371509, 41.8788132 5.3371144)",
481847050,unclassified,,False,True,17.698,,"LINESTRING (41.8824623 5.3337498, 41.8823786 5.3338854)",
481847050,unclassified,,False,False,81.76,,"LINESTRING (41.8824623 5.3337498, 41.8826451 5.3334535, 41.8828842 5.3331477)",
712526676,residential,,False,True,89.97400000000002,,"LINESTRING (41.8824623 5.3337498, 41.8823531 5.3337085, 41.8821868 5.3336631, 41.8820366 5.3336631, 41.8819052 5.3336792, 41.8817898 5.3337539, 41.881696 5.3337967)",
712526679,residential,,False,True,26.036,,"LINESTRING (41.8813527 5.3332091, 41.8814787 5.3334068)",
712527663,residential,,False,False,102.033,,"LINESTRING (41.8813527 5.3332091, 41.8816423 5.3328967, 41.8817979 5.3327151, 41.8819642 5.3325228)",
712527663,residential,,False,True,95.30000000000001,,"LINESTRING (41.8813527 5.3332091, 41.8812346 5.3333373, 41.8808779 5.3337352, 41.8808002 5.3338634)",
712526679,residential,,False,False,26.036,,"LINESTRING (41.8814787 5.3334068, 41.8813527 5.3332091)",
712526679,residential,,False,True,49.583,,"LINESTRING (41.8814787 5.3334068, 41.881696 5.3337967)",
712526677,residential,,False,False,127.184,,"LINESTRING (41.8814787 5.3334068, 41.8818784 5.3332252, 41.8822512 5.3330355, 41.8824336 5.332926, 41.8824899 5.3328726)",
712526679,residential,,False,False,49.583,,"LINESTRING (41.881696 5.3337967, 41.8814787 5.3334068)",
712526676,residential,,False,False,89.97399999999999,,"LINESTRING (41.881696 5.3337967, 41.8817898 5.3337539, 41.8819052 5.3336792, 41.8820366 5.3336631, 41.8821868 5.3336631, 41.8823531 5.3337085, 41.8824623 5.3337498)",
712526679,residential,,False,True,91.451,,"LINESTRING (41.881696 5.3337967, 41.8818408 5.3340851, 41.8819468 5.334288, 41.8820259 5.3343588, 41.882016 5.3345239)",
481847050,unclassified,,False,False,81.594,,"LINESTRING (41.882016 5.3345239, 41.8822324 5.3341225, 41.8823786 5.3338854)",
481847050,unclassified,,False,True,96.93,,"LINESTRING (41.882016 5.3345239, 41.881938 5.3347848, 41.8815982 5.3352797)",
712526679,residential,,False,False,91.451,,"LINESTRING (41.882016 5.3345239, 41.8820259 5.3343588, 41.8819468 5.334288, 41.8818408 5.3340851, 41.881696 5.3337967)",
712526682,residential,,False,True,70.003,,"LINESTRING (41.8819642 5.3325228, 41.8824899 5.3328726)",
712527663,residential,,False,True,102.033,,"LINESTRING (41.8819642 5.3325228, 41.8817979 5.3327151, 41.8816423 5.3328967, 41.8813527 5.3332091)",
712526682,residential,,False,False,70.003,,"LINESTRING (41.8824899 5.3328726, 41.8819642 5.3325228)",
712526682,residential,,False,True,53.305,,"LINESTRING (41.8824899 5.3328726, 41.8828842 5.3331477)",
712526677,residential,,False,True,127.184,,"LINESTRING (41.8824899 5.3328726, 41.8824336 5.332926, 41.8822512 5.3330355, 41.8818784 5.3332252, 41.8814787 5.3334068)",
481847050,unclassified,,False,False,17.698,,"LINESTRING (41.8823786 5.3338854, 41.8824623 5.3337498)",
481847050,unclassified,,False,True,81.594,,"LINESTRING (41.8823786 5.3338854, 41.8822324 5.3341225, 41.882016 5.3345239)",
712526680,residential,,False,False,93.709,,"LINESTRING (41.8823786 5.3338854, 41.882498 5.3340317, 41.8825543 5.3340984, 41.8826938 5.3341866, 41.8828547 5.3342827, 41.8830612 5.3343481)",
712526680,residential,,False,True,93.709,,"LINESTRING (41.8830612 5.3343481, 41.8828547 5.3342827, 41.8826938 5.3341866, 41.8825543 5.3340984, 41.882498 5.3340317, 41.8823786 5.3338854)",
712526682,residential,,False,False,94.60300000000001,,"LINESTRING (41.8830612 5.3343481, 41.8831068 5.3342066, 41.8832061 5.3337806, 41.8832825 5.3335269)",
712526682,residential,,False,True,101.11099999999999,,"LINESTRING (41.8830612 5.3343481, 41.882962 5.3345604, 41.8828332 5.3350091, 41.8827984 5.3352147)",
712526682,residential,,False,False,62.754,,"LINESTRING (41.8832825 5.3335269, 41.8832704 5.3334602, 41.8831658 5.3333747, 41.8829915 5.3332519, 41.8828842 5.3331477)",
712526682,residential,,False,True,94.60300000000001,,"LINESTRING (41.8832825 5.3335269, 41.8832061 5.3337806, 41.8831068 5.3342066, 41.8830612 5.3343481)",
712526683,residential,,False,True,122.98200000000001,,"LINESTRING (41.8832825 5.3335269, 41.8834072 5.3336177, 41.8834756 5.3338247, 41.883548 5.3340651, 41.8836285 5.3342627, 41.883646 5.3343722, 41.8836366 5.3345311)",
607277614,primary,,False,False,32.713,B102,"LINESTRING (41.8820554 5.3361869, 41.8821073 5.3362766, 41.8822136 5.3364352)",
607277614,primary,,False,True,112.905,B102,"LINESTRING (41.8820554 5.3361869, 41.8819642 5.3360293, 41.88181 5.33571, 41.8815982 5.3352797)",
712526684,residential,,False,True,54.414,,"LINESTRING (41.8820554 5.3361869, 41.8822405 5.3361414, 41.8825409 5.3361575)",
712526684,residential,,False,True,31.118,,"LINESTRING (41.8825409 5.3361575, 41.8828145 5.3362216)",
712526682,residential,,False,False,108.662,,"LINESTRING (41.8825409 5.3361575, 41.8826616 5.3357515, 41.8827984 5.3352147)",
712526684,residential,,False,False,54.414,,"LINESTRING (41.8825409 5.3361575, 41.8822405 5.3361414, 41.8820554 5.3361869)",
712526684,residential,,False,False,31.118,,"LINESTRING (41.8828145 5.3362216, 41.8825409 5.3361575)",
712526683,residential,,False,False,131.629,,"LINESTRING (41.8828145 5.3362216, 41.88308 5.3361494, 41.8832141 5.3360373, 41.8832731 5.3359171, 41.8833375 5.3357462, 41.8833858 5.3354925, 41.8833992 5.3353322)",
712526684,residential,,False,True,99.363,,"LINESTRING (41.8828145 5.3362216, 41.8831229 5.3362643, 41.8837023 5.3363524)",
712526682,residential,,False,False,101.111,,"LINESTRING (41.8827984 5.3352147, 41.8828332 5.3350091, 41.882962 5.3345604, 41.8830612 5.3343481)",
712526682,residential,,False,True,108.662,,"LINESTRING (41.8827984 5.3352147, 41.8826616 5.3357515, 41.8825409 5.3361575)",
712526685,residential,,False,True,67.78800000000001,,"LINESTRING (41.8827984 5.3352147, 41.8830907 5.3352735, 41.8833992 5.3353322)",
712526685,residential,,False,True,50.986,,"LINESTRING (41.8833992 5.3353322, 41.8838552 5.3353963)",
712526683,residential,,False,False,93.325,,"LINESTRING (41.8833992 5.3353322, 41.8834314 5.3352067, 41.8835226 5.3348462, 41.8835735 5.3346406, 41.8836366 5.3345311)",
712526683,residential,,False,True,131.629,,"LINESTRING (41.8833992 5.3353322, 41.8833858 5.3354925, 41.8833375 5.3357462, 41.8832731 5.3359171, 41.8832141 5.3360373, 41.88308 5.3361494, 41.8828145 5.3362216)",
712526685,residential,,False,False,67.78800000000001,,"LINESTRING (41.8833992 5.3353322, 41.8830907 5.3352735, 41.8827984 5.3352147)",
712526683,residential,,False,False,122.98199999999999,,"LINESTRING (41.8836366 5.3345311, 41.883646 5.3343722, 41.8836285 5.3342627, 41.883548 5.3340651, 41.8834756 5.3338247, 41.8834072 5.3336177, 41.8832825 5.3335269)",
712526683,residential,,False,True,93.325,,"LINESTRING (41.8836366 5.3345311, 41.8835735 5.3346406, 41.8835226 5.3348462, 41.8834314 5.3352067, 41.8833992 5.3353322)",
712526686,residential,,False,True,123.395,,"LINESTRING (41.8836366 5.3345311, 41.8837894 5.3345751, 41.8839008 5.3346486, 41.8839665 5.334734, 41.8840268 5.3348489, 41.8840268 5.334953, 41.8839973 5.3350812, 41.8839303 5.3352361, 41.8838552 5.3353963)",
712526685,residential,,False,False,50.986,,"LINESTRING (41.8838552 5.3353963, 41.8833992 5.3353322)",
712526686,residential,,False,False,123.39500000000002,,"LINESTRING (41.8838552 5.3353963, 41.8839303 5.3352361, 41.8839973 5.3350812, 41.8840268 5.334953, 41.8840268 5.3348489, 41.8839665 5.334734, 41.8839008 5.3346486, 41.8837894 5.3345751, 41.8836366 5.3345311)",
712526686,residential,,False,True,108.23500000000001,,"LINESTRING (41.8838552 5.3353963, 41.8838552 5.3355539, 41.8838498 5.3357328, 41.8837693 5.3360586, 41.8837023 5.3363524)",
712526684,residential,,False,False,99.363,,"LINESTRING (41.8837023 5.3363524, 41.8831229 5.3362643, 41.8828145 5.3362216)",
712526686,residential,,False,False,108.235,,"LINESTRING (41.8837023 5.3363524, 41.8837693 5.3360586, 41.8838498 5.3357328, 41.8838552 5.3355539, 41.8838552 5.3353963)",
712526686,residential,,False,True,104.518,,"LINESTRING (41.8837023 5.3363524, 41.883603 5.3367049, 41.8834033 5.3372432)",
"[515071408, 515071409, 607277614]",primary,93,False,False,296.209,B102,"LINESTRING (41.8834033 5.3372432, 41.883725 5.3373578, 41.8845416 5.3376353, 41.88531 5.33787, 41.8858141 5.3380557, 41.8859229 5.338126)",yes
607277614,primary,,False,True,62.312000000000005,B102,"LINESTRING (41.8834033 5.3372432, 41.88331 5.33721, 41.8829032 5.3369883)",
712526686,residential,,False,False,104.518,,"LINESTRING (41.8834033 5.3372432, 41.883603 5.3367049, 41.8837023 5.3363524)",
712526686,residential,,False,True,36.209,,"LINESTRING (41.8834033 5.3372432, 41.8834046 5.337418, 41.8834394 5.3375648)",
712527659,residential,,False,True,48.32,,"LINESTRING (41.8803699 5.3342308, 41.8803978 5.3343281, 41.880556 5.3346219)",
712527663,residential,,False,False,62.793000000000006,,"LINESTRING (41.8803699 5.3342308, 41.880548 5.3340664, 41.8808002 5.3338634)",
712527663,residential,,False,True,116.95499999999998,,"LINESTRING (41.8803699 5.3342308, 41.880253 5.3343388, 41.8800652 5.3345311, 41.8797728 5.3347794, 41.8796119 5.334961)",
712527659,residential,,False,False,38.092,,"LINESTRING (41.8807331 5.3349156, 41.880556 5.3346219)",
712527659,residential,,False,True,46.278,,"LINESTRING (41.8807331 5.3349156, 41.8809932 5.3352414)",
712527654,residential,,False,False,107.95400000000001,,"LINESTRING (41.8807331 5.3349156, 41.8807089 5.3349584, 41.8805882 5.3351012, 41.8805373 5.3351747, 41.8804421 5.3353336, 41.8803978 5.335407, 41.8803683 5.3355058, 41.880422 5.335618, 41.8805171 5.3357315)",
712527654,residential,,False,True,86.779,,"LINESTRING (41.8807331 5.3349156, 41.8807746 5.3347674, 41.8807934 5.3347033, 41.8808511 5.3345231, 41.8809155 5.3343495, 41.881021 5.3341965)",
712527659,residential,,False,True,38.092,,"LINESTRING (41.880556 5.3346219, 41.8807331 5.3349156)",
712527659,residential,,False,False,48.32,,"LINESTRING (41.880556 5.3346219, 41.8803978 5.3343281, 41.8803699 5.3342308)",
712527660,residential,,False,True,104.232,,"LINESTRING (41.880556 5.3346219, 41.8802905 5.3349156, 41.8799302 5.3353222)",
712527660,residential,,False,False,104.232,,"LINESTRING (41.8799302 5.3353222, 41.8802905 5.3349156, 41.880556 5.3346219)",
712527662,residential,,False,False,58.651,,"LINESTRING (41.8799302 5.3353222, 41.880029 5.335423, 41.8802905 5.3357088)",
712527662,residential,,False,True,53.503,,"LINESTRING (41.8799302 5.3353222, 41.8797648 5.3351533, 41.8796119 5.334961)",
712527661,residential,,False,False,16.427,,"LINESTRING (41.880438 5.3357248, 41.8802905 5.3357088)",
712527661,residential,,False,True,8.789,,"LINESTRING (41.880438 5.3357248, 41.8805171 5.3357315)",
712527656,residential,,False,True,134.373,,"LINESTRING (41.880438 5.3357248, 41.8803522 5.3358183, 41.8801939 5.3359598, 41.8799955 5.3361388, 41.8796977 5.3363951, 41.8795449 5.336542)",
712527661,residential,,False,False,8.789,,"LINESTRING (41.8805171 5.3357315, 41.880438 5.3357248)",
712527654,residential,,False,True,107.95400000000001,,"LINESTRING (41.8805171 5.3357315, 41.880422 5.335618, 41.8803683 5.3355058, 41.8803978 5.335407, 41.8804421 5.3353336, 41.8805373 5.3351747, 41.8805882 5.3351012, 41.8807089 5.3349584, 41.8807331 5.3349156)",
712527655,residential,,False,False,54.034,,"LINESTRING (41.8805171 5.3357315, 41.8806231 5.3358049, 41.880717 5.3359331, 41.8807572 5.3359759, 41.8808373 5.3360911)",
712527661,residential,,False,True,75.821,,"LINESTRING (41.8805171 5.3357315, 41.8806472 5.335594, 41.8808484 5.335391, 41.8809932 5.3352414)",
712527659,residential,,False,False,46.278,,"LINESTRING (41.8809932 5.3352414, 41.8807331 5.3349156)",
712527661,residential,,False,False,75.821,,"LINESTRING (41.8809932 5.3352414, 41.8808484 5.335391, 41.8806472 5.335594, 41.8805171 5.3357315)",
712527661,residential,,False,True,61.117999999999995,,"LINESTRING (41.8809932 5.3352414, 41.8812185 5.3349958, 41.8813864 5.3348574)",
313299308,primary,93,False,True,52.487,B102,"LINESTRING (41.8813864 5.3348574, 41.8815982 5.3352797)",
313299308,primary,93,False,False,83.905,B102,"LINESTRING (41.8813864 5.3348574, 41.8813165 5.334718, 41.881021 5.3341965)",
712527661,residential,,False,False,61.117999999999995,,"LINESTRING (41.8813864 5.3348574, 41.8812185 5.3349958, 41.8809932 5.3352414)",
712527661,residential,,False,True,16.427,,"LINESTRING (41.8802905 5.3357088, 41.880438 5.3357248)",
712527661,residential,,False,False,123.461,,"LINESTRING (41.8802905 5.3357088, 41.8801215 5.3357355, 41.879923 5.3357969, 41.8798007 5.3358433, 41.8796414 5.3358544, 41.8795851 5.3358824, 41.8794376 5.3359465, 41.8793356 5.3360159, 41.8792552 5.336072)",
712527662,residential,,False,True,58.651,,"LINESTRING (41.8802905 5.3357088, 41.880029 5.335423, 41.8799302 5.3353222)",
313299308,primary,93,False,True,44.379,B102,"LINESTRING (41.8808002 5.3338634, 41.881021 5.3341965)",
712527663,residential,,False,False,95.29999999999998,,"LINESTRING (41.8808002 5.3338634, 41.8808779 5.3337352, 41.8812346 5.3333373, 41.8813527 5.3332091)",
712527663,residential,,False,True,62.793000000000006,,"LINESTRING (41.8808002 5.3338634, 41.880548 5.3340664, 41.8803699 5.3342308)",
712527662,residential,,False,False,53.503,,"LINESTRING (41.8796119 5.334961, 41.8797648 5.3351533, 41.8799302 5.3353222)",
712527663,residential,,False,False,116.95499999999998,,"LINESTRING (41.8796119 5.334961, 41.8797728 5.3347794, 41.8800652 5.3345311, 41.880253 5.3343388, 41.8803699 5.3342308)",
712527663,residential,,False,True,106.732,,"LINESTRING (41.8796119 5.334961, 41.8794161 5.3351854, 41.8792766 5.3353136, 41.879046 5.3355085, 41.8789145 5.3356207)",
712555756,residential,,False,True,7.017,,"LINESTRING (41.8794912 5.3410419, 41.8794536 5.3410927)",
712555756,residential,,False,False,53.574,,"LINESTRING (41.8794912 5.3410419, 41.8796897 5.3409752, 41.8798564 5.3409121, 41.8799418 5.3408683)",
1203165146,residential,,False,False,100.84200000000001,,"LINESTRING (41.8794912 5.3410419, 41.8794563 5.340823, 41.8794134 5.340604, 41.8794134 5.3405105, 41.8793571 5.3403049, 41.8793061 5.3401579)",
712555756,residential,,False,False,7.017,,"LINESTRING (41.8794536 5.3410927, 41.8794912 5.3410419)",
712555756,residential,,False,True,55.272999999999996,,"LINESTRING (41.8794536 5.3410927, 41.8792417 5.3410873, 41.879113 5.3410953, 41.8790245 5.3410499, 41.8789816 5.3410099)",
712555755,residential,,False,False,31.371000000000002,,"LINESTRING (41.8789816 5.3410099, 41.8789843 5.3411568, 41.8789628 5.3412903)",
712555756,residential,,False,False,55.272999999999996,,"LINESTRING (41.8789816 5.3410099, 41.8790245 5.3410499, 41.879113 5.3410953, 41.8792417 5.3410873, 41.8794536 5.3410927)",
712555756,residential,,False,True,42.781000000000006,,"LINESTRING (41.8789816 5.3410099, 41.8789708 5.3409244, 41.8789494 5.3407909, 41.8789172 5.3406307)",
712555756,residential,,False,False,139.868,,"LINESTRING (41.8804514 5.3405826, 41.8807089 5.3404891, 41.8810603 5.3403262, 41.8814224 5.3401606, 41.8815027 5.3401291, 41.8816048 5.3400725)",
712555756,residential,,False,True,64.922,,"LINESTRING (41.8804514 5.3405826, 41.880328 5.340636, 41.8801269 5.3407428, 41.8799418 5.3408683)",
712555757,residential,,False,True,63.711,,"LINESTRING (41.8804514 5.3405826, 41.8803817 5.3403663, 41.8803602 5.3401793, 41.8803656 5.3400218)",
712555758,residential,,False,True,42.254,,"LINESTRING (41.8806864 5.339825, 41.8804984 5.3394943)",
712555759,residential,,False,False,41.719,,"LINESTRING (41.8806864 5.339825, 41.8805185 5.3399256, 41.8803656 5.3400218)",
712555759,residential,,False,True,72.12899999999999,,"LINESTRING (41.8806864 5.339825, 41.8808216 5.339744, 41.8810523 5.3396078, 41.8812561 5.3395117)",
712555758,residential,,False,False,42.254,,"LINESTRING (41.8804984 5.3394943, 41.8806864 5.339825)",
712555758,residential,,False,True,23.151,,"LINESTRING (41.8804984 5.3394943, 41.8804168 5.3393026)",
712555757,residential,,False,False,60.904999999999994,,"LINESTRING (41.8804984 5.3394943, 41.8804984 5.3395905, 41.8804622 5.3397267, 41.8803871 5.3399377, 41.8803656 5.3400218)",
712555758,residential,,False,False,23.151,,"LINESTRING (41.8804168 5.3393026, 41.8804984 5.3394943)",
712555758,residential,,False,True,51.429,,"LINESTRING (41.8804168 5.3393026, 41.8802818 5.3391772, 41.8801134 5.3389546)",
712555761,residential,,False,False,71.3,,"LINESTRING (41.8804168 5.3393026, 41.8808779 5.3391138, 41.8810091 5.3390513)",
712555761,residential,,False,True,74.244,,"LINESTRING (41.8804168 5.3393026, 41.8804058 5.3393274, 41.8800947 5.3395517, 41.8798667 5.3396746)",
