osmid,highway,maxspeed,oneway,reversed,length,geometry,name,junction,lanes
101677504,tertiary,56,False,False,68.181,"LINESTRING (42.1283778 9.3108678, 42.1277594 9.3109275)",,,
101677504,tertiary,56,False,True,75.23,"LINESTRING (42.1283778 9.3108678, 42.1284299 9.3115424)",,,
101677497,residential,,False,False,53.252,"LINESTRING (42.1283778 9.3108678, 42.1283555 9.3105735, 42.128519 9.3104855)",,,
101677486,residential,,False,False,31.4,"LINESTRING (42.1319547 9.3098527, 42.1322399 9.3098758)",,,
405671842,tertiary,,True,False,41.928,"LINESTRING (42.1319547 9.3098527, 42.1319706 9.3099342, 42.1319706 9.3100563, 42.1319169 9.3102199)",,,
405671842,tertiary,,True,False,13.976,"LINESTRING (42.1314904 9.3092188, 42.131583 9.3093051)",,,
527986088,tertiary,,False,True,7.303,"LINESTRING (42.1314904 9.3092188, 42.1314481 9.3092695)",Aw Mesh'had Street,,
527986088,tertiary,,False,False,58.479,"LINESTRING (42.1314904 9.3092188, 42.1315711 9.309129, 42.1316162 9.3089445, 42.1316425 9.3088093, 42.1316747 9.3087376)",Aw Mesh'had Street,,
101677502,secondary,,False,True,9.679,"LINESTRING (42.1318995 9.3112948, 42.1318191 9.3113306)",,,
608228648,tertiary,,True,False,25.075,"LINESTRING (42.1318995 9.3112948, 42.1318983 9.3115203)",,,
101924687,secondary,56,False,False,40.507999999999996,"LINESTRING (42.1318995 9.3112948, 42.1319926 9.3112625, 42.1322583 9.3112126)",,,
405671841,tertiary,,False,False,10.841,"LINESTRING (42.1290844 9.3081106, 42.1291781 9.3081415)",,,
186607390,residential,,False,False,138.866,"LINESTRING (42.1290844 9.3081106, 42.1291419 9.3082937, 42.1291316 9.3083994, 42.1288033 9.3085835, 42.1285718 9.3086994, 42.1285304 9.3087642, 42.1285857 9.3088665, 42.1286936 9.3089404)",,,
1116272912,tertiary,56,False,True,7.588,"LINESTRING (42.131583 9.3093051, 42.1315214 9.3093361)",Bedri Gate Road,,
405671842,tertiary,,True,False,52.691,"LINESTRING (42.131583 9.3093051, 42.131625 9.3093443, 42.1318445 9.309547, 42.1319001 9.3096539)",,,
101677502,secondary,,False,False,115.995,"LINESTRING (42.1302112 9.3116945, 42.1312621 9.3115817)",,,
608224006,secondary,30,True,False,178.695,"LINESTRING (42.1302112 9.3116945, 42.129937 9.3118118, 42.1293659 9.3118656, 42.1286712 9.3119323, 42.1286135 9.3119378)",,,
101677506,secondary,30,True,False,159.386,"LINESTRING (42.125983 9.3122383, 42.1256111 9.3121869, 42.1254426 9.3121963, 42.1246767 9.3122574, 42.1245376 9.3122715)",,,
405671835,secondary,,True,False,46.038,"LINESTRING (42.125983 9.3122383, 42.1259186 9.3121852, 42.1258763 9.3121137, 42.1258612 9.3120323, 42.1258751 9.3119506, 42.1259164 9.3118785)",,roundabout,
101677497,residential,,False,True,84.17099999999999,"LINESTRING (42.1297718 9.3105146, 42.1294416 9.3104905, 42.1290508 9.3102998)",,,
188110435,residential,,False,True,206.111,"LINESTRING (42.1297718 9.3105146, 42.1299688 9.3105217, 42.1300128 9.310606, 42.1301276 9.310676, 42.1302302 9.3106012, 42.130499 9.3103505, 42.1305894 9.3101721, 42.1305777 9.3100108, 42.1305519 9.309761, 42.1305148 9.3094351)",,,
188110995,residential,,False,False,146.31400000000002,"LINESTRING (42.1297718 9.3105146, 42.1297953 9.3103842, 42.130069 9.310283, 42.1301154 9.3101696, 42.1299859 9.3098345, 42.1299395 9.3096657, 42.1296983 9.3096886)",,,
101677502,secondary,,False,False,67.195,"LINESTRING (42.1312621 9.3115817, 42.1318191 9.3113306)",,,
101677502,secondary,,False,True,115.995,"LINESTRING (42.1312621 9.3115817, 42.1302112 9.3116945)",,,
188037086,secondary,,False,False,260.649,"LINESTRING (42.1312621 9.3115817, 42.1312049 9.3118652, 42.1310223 9.3124854, 42.1309149 9.3128504, 42.1305111 9.3132902, 42.1304185 9.3134084, 42.130367 9.313546, 42.130384 9.3136845)",Amir Mahfuz Street,,1
101677497,residential,,False,False,84.17099999999999,"LINESTRING (42.1290508 9.3102998, 42.1294416 9.3104905, 42.1297718 9.3105146)",,,
101677497,residential,,False,True,62.266999999999996,"LINESTRING (42.1290508 9.3102998, 42.1286767 9.3104005, 42.128519 9.3104855)",,,
186607390,residential,,False,True,70.835,"LINESTRING (42.1290508 9.3102998, 42.1289769 9.3101176, 42.1288267 9.3097947, 42.1287946 9.3097153)",,,
101924710,residential,,False,True,32.714,"LINESTRING (42.1324062 9.3108266, 42.1325688 9.3110732)",,,
101924710,residential,,False,False,118.58,"LINESTRING (42.1324062 9.3108266, 42.1323281 9.3104329, 42.1323426 9.3103036, 42.1324226 9.3100905, 42.1324224 9.3100235, 42.1324013 9.3099738, 42.1323582 9.3099487, 42.1322399 9.3098758)",,,
223373797,residential,,False,False,46.918,"LINESTRING (42.1324062 9.3108266, 42.1323422 9.3109006, 42.132288 9.3110353, 42.132266 9.3111616, 42.1322583 9.3112126)",,,
101924676,residential,,False,False,91.273,"LINESTRING (42.1329334 9.3103674, 42.1327397 9.3105442, 42.1327056 9.3106181, 42.1326831 9.3107766, 42.1326453 9.3109233, 42.1325688 9.3110732)",,,
101924668,residential,,False,False,57.998,"LINESTRING (42.1328236 9.3116202, 42.1328895 9.3116423, 42.1329233 9.311712, 42.1329247 9.3117999, 42.1328967 9.3120863)",,,
101925581,residential,,False,True,76.794,"LINESTRING (42.1328236 9.3116202, 42.1327466 9.3117837, 42.1327032 9.3117869, 42.1325554 9.3119448, 42.1325525 9.3120031, 42.1324305 9.3121553)",,,
188110515,residential,,False,False,24.133,"LINESTRING (42.1324305 9.3121553, 42.1322121 9.3121809)",,,
101925581,residential,,False,False,76.794,"LINESTRING (42.1324305 9.3121553, 42.1325525 9.3120031, 42.1325554 9.3119448, 42.1327032 9.3117869, 42.1327466 9.3117837, 42.1328236 9.3116202)",,,
188110747,residential,,False,False,36.92,"LINESTRING (42.1324305 9.3121553, 42.1324748 9.3121835, 42.1325615 9.3121618, 42.1326667 9.312323)",,,
101924687,secondary,56,False,True,42.094,"LINESTRING (42.1326408 9.3111838, 42.1322583 9.3112126)",,,
101924710,residential,,False,False,14.617,"LINESTRING (42.1326408 9.3111838, 42.1325688 9.3110732)",,,
