osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,junction
564400093,residential,False,True,21.786,"LINESTRING (36.6126116 14.2834915, 36.6127524 14.2836321)",,,,
254322817,residential,False,True,70.66,"LINESTRING (36.6115559 14.2836989, 36.6110458 14.2832996)",,,,
361613860,residential,False,False,86.48,"LINESTRING (36.6115559 14.2836989, 36.610974 14.2842345)",,,,
564400094,residential,False,True,65.346,"LINESTRING (36.6115559 14.2836989, 36.611981 14.284118)",,,,
254322813,residential,False,True,81.142,"LINESTRING (36.6080459 14.2837884, 36.6086246 14.2842553)",,,,
528512978,tertiary,True,False,128.714,"LINESTRING (36.6080459 14.2837884, 36.6072547 14.2846556)",,,,
564373789,residential,False,False,8.24,"LINESTRING (36.6080459 14.2837884, 36.6079862 14.2837421)",,,,
564425595,unclassified,False,False,79.022,"LINESTRING (36.6059854 14.2837971, 36.605517 14.2843439)",,,,
564427115,residential,False,False,75.838,"LINESTRING (36.6059854 14.2837971, 36.605464 14.283339)",,,,
564697823,residential,False,True,83.87,"LINESTRING (36.6059854 14.2837971, 36.6065271 14.2843387)",,,,
254322813,residential,False,False,81.142,"LINESTRING (36.6086246 14.2842553, 36.6080459 14.2837884)",,,,
254322813,residential,False,True,156.091,"LINESTRING (36.6086246 14.2842553, 36.6097378 14.2851535)",,,,
564400096,residential,False,False,82.943,"LINESTRING (36.6086246 14.2842553, 36.6091383 14.2836998)",,,,
984890336,residential,False,True,112.98,"LINESTRING (36.6086246 14.2842553, 36.6079484 14.2850318)",,,,
564373788,residential,False,True,7.37,"LINESTRING (36.6070777 14.284825, 36.6071369 14.2848582)",,,,
564697823,residential,False,False,80.276,"LINESTRING (36.6070777 14.284825, 36.6065271 14.2843387)",,,,
528512979,tertiary,True,False,27.54,"LINESTRING (36.6070777 14.284825, 36.6070857 14.2847903, 36.60714 14.284689, 36.6072025 14.284612)",,,,
564425595,unclassified,False,False,121.603,"LINESTRING (36.6051277 14.2847858, 36.6043341 14.2855633)",,,,
564425595,unclassified,False,True,5.691,"LINESTRING (36.6051277 14.2847858, 36.6051633 14.284748)",,,,
564644225,residential,False,True,109.441,"LINESTRING (36.6051277 14.2847858, 36.6054918 14.2857046)",,,,
564425595,unclassified,False,True,121.603,"LINESTRING (36.6043341 14.2855633, 36.6051277 14.2847858)",,,,
254322813,residential,False,False,91.028,"LINESTRING (36.6104291 14.2857113, 36.6097799 14.2851875)",,,,
221356758,primary,True,False,89.718,"LINESTRING (36.6104291 14.2857113, 36.6106405 14.2854962, 36.6110035 14.2851272)",2,50,,
254322818,residential,False,True,101.521,"LINESTRING (36.6079894 14.285054, 36.607897 14.2859626)",,,,
319475731,residential,False,False,5.061,"LINESTRING (36.6079894 14.285054, 36.6079484 14.2850318)",,,,
319475731,residential,False,True,121.915,"LINESTRING (36.6079894 14.285054, 36.6081002 14.2851055, 36.6081807 14.2851341, 36.6084829 14.2852527, 36.6085298 14.2852838, 36.608575 14.2853368, 36.6085973 14.2853906, 36.6087022 14.2857738)",,,,
319475730,residential,False,False,54.153,"LINESTRING (36.6087022 14.2857738, 36.609186 14.285642)",,,,
564373786,residential,False,True,89.269,"LINESTRING (36.6087022 14.2857738, 36.607897 14.2859626)",,,,
564400097,residential,False,False,98.531,"LINESTRING (36.6087022 14.2857738, 36.6092069 14.2865127)",,,,
319475731,residential,False,False,121.915,"LINESTRING (36.6087022 14.2857738, 36.6085973 14.2853906, 36.608575 14.2853368, 36.6085298 14.2852838, 36.6084829 14.2852527, 36.6081807 14.2851341, 36.6081002 14.2851055, 36.6079894 14.285054)",,,,
254322818,residential,False,False,101.521,"LINESTRING (36.607897 14.2859626, 36.6079894 14.285054)",,,,
564373786,residential,False,False,89.269,"LINESTRING (36.607897 14.2859626, 36.6087022 14.2857738)",,,,
564373786,residential,False,True,70.325,"LINESTRING (36.607897 14.2859626, 36.60727 14.2861381)",,,,
564400097,residential,False,True,98.531,"LINESTRING (36.6092069 14.2865127, 36.6087022 14.2857738)",,,,
564373784,tertiary,True,False,35.007,"LINESTRING (36.6092069 14.2865127, 36.6093233 14.2864831, 36.6094092 14.2864519, 36.6095161 14.286417)",,,,
319475736,residential,False,False,79.971,"LINESTRING (36.6049132 14.287439, 36.605419 14.2879653)",,,,
319475736,residential,False,True,88.432,"LINESTRING (36.6049132 14.287439, 36.6044383 14.2867904)",,,,
254322821,residential,False,False,156.538,"LINESTRING (36.6049132 14.287439, 36.6054346 14.2869941, 36.6057989 14.286795, 36.6060805 14.2866108)",,,,
361614498,residential,False,True,75.24,"LINESTRING (36.613393 14.2876126, 36.612871 14.2871632)",,,,
254322807,residential,False,True,94.438,"LINESTRING (36.613393 14.2876126, 36.6129684 14.2881193, 36.6129014 14.288209, 36.6128527 14.2882807)",,,,
319475736,residential,False,True,79.971,"LINESTRING (36.605419 14.2879653, 36.6049132 14.287439)",,,,
