osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,tunnel,junction
294124910,False,4,N508,Avenue Montgomery,primary,50,True,10.098,"LINESTRING (3.3842023 50.602422, 3.3841214 50.6023471)",,,,
375030970,False,3,,Avenue Montgomery,primary,50,True,8.433,"LINESTRING (3.3842023 50.602422, 3.3842791 50.6024801)",,,,
375030963,True,2,R52,Boulevard Lalaing,primary,50,False,120.357,"LINESTRING (3.3851642 50.6015957, 3.3848933 50.6019281, 3.3845289 50.602358, 3.3843583 50.6025495)",,,,
375030966,True,1,R52,Boulevard Lalaing,primary,50,False,116.993,"LINESTRING (3.3851642 50.6015957, 3.3848397 50.601838, 3.3844985 50.6022366, 3.3844399 50.6023013, 3.3842791 50.6024801)",,,,
1016199228,False,,,Rue Royale,residential,30,False,34.802,"LINESTRING (3.3932225 50.6100991, 3.393106 50.6100075, 3.3929109 50.6098565)",,,,
"[1033234609, 1033234610]",False,,,Rue de Monnel,residential,30,True,106.442,"LINESTRING (3.3932225 50.6100991, 3.393293 50.6100431, 3.3933485 50.609999, 3.394164 50.6093512)",,,,
"[31872128, 517092241, 1175926389]",True,,,Rue de l'Hopital Notre-Dame,living_street,,False,164.59499999999997,"LINESTRING (3.3892848 50.6071065, 3.3893133 50.6071299, 3.389526 50.6073047, 3.3895936 50.6073599, 3.3897001 50.6074474, 3.3897887 50.6075201, 3.3898452 50.6075664, 3.3898813 50.607595, 3.3899083 50.6076164, 3.3899438 50.6076432, 3.3899646 50.6076596, 3.389995 50.6076825, 3.3900371 50.6077122, 3.390103 50.607759, 3.3902564 50.6078677, 3.3902805 50.607885, 3.3903731 50.6079511, 3.390469 50.6080191, 3.3905234 50.608058, 3.3906124 50.608121, 3.3907447 50.608215, 3.3907577 50.6082487)",,,,
1175927605,False,,,Rue du Curé Notre-Dame,living_street,,True,88.82,"LINESTRING (3.3892848 50.6071065, 3.3890091 50.6072827, 3.3886622 50.6075095, 3.3886131 50.6075416, 3.3884478 50.6076497, 3.388405 50.6076777)",,,,
31872205,False,,,Rue de Courtrai,living_street,30,False,62.644,"LINESTRING (3.387847 50.6083276, 3.3877389 50.6083661, 3.3870488 50.6085738)",,,,
87106533,True,,,Rue des Choraux,living_street,,False,186.214,"LINESTRING (3.387847 50.6083276, 3.3872904 50.6079329, 3.3871747 50.6078436, 3.3870349 50.6076963, 3.3868764 50.6075141, 3.3870267 50.6074138, 3.3872178 50.6073206, 3.3875975 50.6071304, 3.3876533 50.6070938)",,,,
