osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,width,access
126551575,Piers de Raveschootlaan,residential,False,False,121.909,"LINESTRING (3.2888532 51.3424808, 3.2885166 51.3414048)",,,,,,
106433804,Boudewijnlaan,residential,False,False,74.44800000000001,"LINESTRING (3.2888532 51.3424808, 3.2878935 51.3425342, 3.2877856 51.3425402)",,,,,,
106433804,Boudewijnlaan,residential,False,True,93.563,"LINESTRING (3.2888532 51.3424808, 3.2901024 51.3423931, 3.2901908 51.3423827)",,,,,,
126551575,Piers de Raveschootlaan,residential,False,True,71.77900000000001,"LINESTRING (3.2888532 51.3424808, 3.2889529 51.3430829, 3.2889576 51.343123)",,,,,,
175994804,Fincentlaan,residential,True,False,8.759,"LINESTRING (3.2877039 51.3428515, 3.28783 51.3428505)",,,,,,
126551572,Lippenslaan,secondary,True,False,33.921,"LINESTRING (3.2877039 51.3428515, 3.2876755 51.3426284, 3.2876652 51.3425474)",,,50,,3,
106296624,Pepersstraat,residential,False,True,64.834,"LINESTRING (3.2900845 51.341599, 3.2900177 51.3416018, 3.2891729 51.3414816)",,,,,,
1182714969,Albertlaan,residential,False,False,87.459,"LINESTRING (3.2900845 51.341599, 3.290128 51.3418834, 3.2901908 51.3423827)",,,,,,
"[1182714969, 106433226]","['Albertlaan', 'Gemeenteplein']",residential,False,True,54.684999999999995,"LINESTRING (3.2900845 51.341599, 3.290044 51.3412116, 3.2900364 51.3411553, 3.2900301 51.3411084)",,,,,,
87789719,Koningslaan,primary,True,False,56.006,"LINESTRING (3.2845296 51.3434989, 3.2844879 51.3429959)",1,N49d,,,,
106298167,Handboogstraat,residential,False,True,59.909,"LINESTRING (3.2845296 51.3434989, 3.2844746 51.343501, 3.2844067 51.3435035, 3.2837319 51.3435219, 3.2836692 51.343514)",,,,,,
42771203,Sportlaan,residential,True,False,79.639,"LINESTRING (3.2836692 51.343514, 3.283461 51.3442183)",,,,,,
106298167,Handboogstraat,residential,False,False,59.90899999999999,"LINESTRING (3.2836692 51.343514, 3.2837319 51.3435219, 3.2844067 51.3435035, 3.2844746 51.343501, 3.2845296 51.3434989)",,,,,,
125771675,Lippenslaan,secondary,True,False,65.696,"LINESTRING (3.2882516 51.3466793, 3.2882414 51.3465545, 3.2881785 51.3460903)",,,,,3,
320958735,Elizabetlaan,secondary,True,False,10.502,"LINESTRING (3.2882516 51.3466793, 3.2883266 51.3466528, 3.2883861 51.3466364)",,N34,,,6,
125771675,Lippenslaan,secondary,True,False,63.956,"LINESTRING (3.2881785 51.3460903, 3.2881615 51.3459768, 3.28809 51.3455178)",,,,,3,
4834303,Piers de Raveschootlaan,residential,False,False,97.269,"LINESTRING (3.2894511 51.346568, 3.2894386 51.3464235, 3.2893908 51.346032, 3.2893364 51.3456963)",,,,,,
246969292,,tertiary,True,False,6.651,"LINESTRING (3.2894511 51.346568, 3.289498 51.3465741, 3.2895377 51.3465908)",,,,roundabout,,
106303732,Elizabetlaan,secondary,True,False,10.245000000000001,"LINESTRING (3.2884058 51.3467912, 3.2883387 51.3467784, 3.2882635 51.3467671)",,N34,,,6,
125771676,Lippenslaan,tertiary,True,False,92.307,"LINESTRING (3.2884058 51.3467912, 3.2884175 51.3468724, 3.2885143 51.3475084, 3.2885258 51.3476179)",,N49c,,,3,
"[230536945, 106303060]",Burgemeester Frans Desmidtplein,tertiary,True,False,68.53500000000001,"LINESTRING (3.2893633 51.3467003, 3.2892347 51.3467533, 3.2890495 51.3467653, 3.2888921 51.3467752, 3.2887076 51.3467865, 3.2886954 51.3467871, 3.2885546 51.3467934, 3.288498 51.3467969, 3.2884058 51.3467912)",3,N360,,,"['9', '6']",
246969287,,tertiary,True,False,12.190999999999999,"LINESTRING (3.2893633 51.3467003, 3.2893408 51.3466814, 3.2893267 51.3466513, 3.2893329 51.3466202, 3.2893503 51.3465995)",,,,roundabout,,
106303058,Elizabetlaan,tertiary,False,False,18.490000000000002,"LINESTRING (3.2895493 51.346691, 3.2896577 51.3467623, 3.2897536 51.3467944)",,N360,,,,
"[337015513, 229925590]",,tertiary,True,False,6.5969999999999995,"LINESTRING (3.2895493 51.346691, 3.2895142 51.3467111, 3.2894698 51.3467214)",,,,roundabout,,
106304986,Piers de Raveschootlaan,residential,False,True,17.026,"LINESTRING (3.2894698 51.3467214, 3.2895075 51.3468727)",,,,,,
337015513,,tertiary,True,False,7.976999999999999,"LINESTRING (3.2894698 51.3467214, 3.2894122 51.3467187, 3.2893633 51.3467003)",,,,roundabout,,
130597413,,tertiary,True,False,8.094,"LINESTRING (3.2893503 51.3465995, 3.2893765 51.3465831, 3.2894137 51.3465714, 3.2894511 51.346568)",,,,roundabout,,
194108558,Albertlaan,residential,False,True,29.197,"LINESTRING (3.2895377 51.3465908, 3.2897205 51.3464844, 3.2898463 51.3464125)",,,,,,
246969292,,tertiary,True,False,12.094,"LINESTRING (3.2895377 51.3465908, 3.2895596 51.3466097, 3.2895731 51.3466395, 3.2895668 51.3466703, 3.2895493 51.346691)",,,,roundabout,,
320958733,Elizabetlaan,secondary,False,False,5.929,"LINESTRING (3.2871139 51.3467801, 3.2870297 51.3467889)",2,N34,,,3,
230536944,Elizabetlaan,secondary,True,False,80.691,"LINESTRING (3.2871139 51.3467801, 3.2871786 51.3467487, 3.2872556 51.3467456, 3.2880404 51.346703, 3.2881252 51.3466974, 3.2882516 51.3466793)",1,N34,,,,
"[106625418, 566703926]","['Leopoldlaan', 'August Dansestraat']",residential,True,False,148.573,"LINESTRING (3.2871139 51.3467801, 3.2871034 51.3467117, 3.2870259 51.3462001, 3.2870375 51.3461668, 3.2870952 51.3461488, 3.2880684 51.3460948, 3.2881785 51.3460903)",,,,,,
106304061,Jozef Mommenstraat,residential,False,True,75.59,"LINESTRING (3.2896103 51.3475605, 3.2885258 51.3476179)",,,,,,
106304986,Piers de Raveschootlaan,residential,False,False,76.813,"LINESTRING (3.2896103 51.3475605, 3.2895151 51.3469153, 3.2895075 51.3468727)",,,,,,
106304061,Jozef Mommenstraat,residential,False,False,75.59,"LINESTRING (3.2885258 51.3476179, 3.2896103 51.3475605)",,,,,,
106304061,Jozef Mommenstraat,residential,False,True,8.676,"LINESTRING (3.2885258 51.3476179, 3.2884012 51.3476235)",,,,,,
106431066,De Judestraat,residential,True,False,57.562000000000005,"LINESTRING (3.294941 51.3412377, 3.2947759 51.3413438, 3.2947208 51.3413675, 3.2946512 51.3413974, 3.2945198 51.3414384, 3.2943996 51.3414631, 3.294236 51.3414842)",,,,,,
"[1182714969, 106433226]","['Albertlaan', 'Gemeenteplein']",residential,False,False,54.684999999999995,"LINESTRING (3.2900301 51.3411084, 3.2900364 51.3411553, 3.290044 51.3412116, 3.2900845 51.341599)",,,,,,
106433226,Gemeenteplein,residential,False,True,29.89,"LINESTRING (3.2900301 51.3411084, 3.2899903 51.3408817, 3.2899831 51.3408412)",,,,,,
78812584,Gemeenteplein,residential,False,True,42.716,"LINESTRING (3.2899831 51.3408412, 3.2898744 51.3408486, 3.2893723 51.3408858)",2,,50,,,
106433226,Gemeenteplein,residential,False,False,29.89,"LINESTRING (3.2899831 51.3408412, 3.2899903 51.3408817, 3.2900301 51.3411084)",,,,,,
"[79057083, 218800029]","['De Klerckstraat', 'Gemeenteplein']",residential,False,False,261.004,"LINESTRING (3.2899831 51.3408412, 3.2902134 51.3408239, 3.2917917 51.340713, 3.2918588 51.3407087, 3.2922506 51.3406811, 3.2922788 51.340681, 3.2923418 51.3406751, 3.2925461 51.340657, 3.2937165 51.3405774)",2,,50,,,
106433224,Victor Lamoralstraat,residential,False,True,26.723,"LINESTRING (3.2907031 51.345091, 3.290589 51.3450557, 3.2904465 51.3450418, 3.2903335 51.3450376)",,,,,,
194108558,Albertlaan,residential,False,False,103.37500000000003,"LINESTRING (3.2907031 51.345091, 3.2907486 51.3451303, 3.2914697 51.345622, 3.2915292 51.3456843, 3.2915577 51.3457237, 3.2915877 51.3457828, 3.2915935 51.3458192)",,,,,,
194108558,Albertlaan,residential,False,True,28.807,"LINESTRING (3.2907031 51.345091, 3.2906239 51.3449091, 3.2905823 51.3448435)",,,,,,
156122746,Vlaamspad,residential,False,False,176.22200000000007,"LINESTRING (3.2915935 51.3458192, 3.2916346 51.3458588, 3.2916936 51.3459247, 3.2917201 51.3459664, 3.2917383 51.3460241, 3.2917705 51.3462034, 3.2917919 51.3462805, 3.2918166 51.3463534, 3.2919314 51.346582, 3.2920387 51.3468266, 3.2920498 51.3468488, 3.2920875 51.3469247, 3.2921487 51.3470109, 3.2922104 51.3470796, 3.2922607 51.347127, 3.2922967 51.3471609, 3.2923659 51.3472287, 3.2924064 51.347259, 3.2924425 51.3472906)",,,,,,
194108558,Albertlaan,residential,False,False,61.36,"LINESTRING (3.2915935 51.3458192, 3.2915184 51.3458529, 3.2914326 51.3458893, 3.2908478 51.3461148)",,,,,,
194108558,Albertlaan,residential,False,True,103.375,"LINESTRING (3.2915935 51.3458192, 3.2915877 51.3457828, 3.2915577 51.3457237, 3.2915292 51.3456843, 3.2914697 51.345622, 3.2907486 51.3451303, 3.2907031 51.345091)",,,,,,
4834302,Victor Lamoralstraat,residential,False,True,27.653,"LINESTRING (3.2905823 51.3448435, 3.2905246 51.3448857, 3.2903335 51.3450376)",,,,,,
194108558,Albertlaan,residential,False,False,28.807,"LINESTRING (3.2905823 51.3448435, 3.2906239 51.3449091, 3.2907031 51.345091)",,,,,,
194108558,Albertlaan,residential,False,True,147.997,"LINESTRING (3.2905823 51.3448435, 3.290564 51.3446623, 3.2904778 51.3440872, 3.2903925 51.3435179)",,,,,,
4834302,Victor Lamoralstraat,residential,False,False,27.653,"LINESTRING (3.2903335 51.3450376, 3.2905246 51.3448857, 3.2905823 51.3448435)",,,,,,
4834302,Victor Lamoralstraat,residential,False,True,76.41,"LINESTRING (3.2903335 51.3450376, 3.2901598 51.3450599, 3.2892408 51.3451121)",,,,,,
106433224,Victor Lamoralstraat,residential,False,False,26.723,"LINESTRING (3.2903335 51.3450376, 3.2904465 51.3450418, 3.290589 51.3450557, 3.2907031 51.345091)",,,,,,
106433804,Boudewijnlaan,residential,False,False,93.563,"LINESTRING (3.2901908 51.3423827, 3.2901024 51.3423931, 3.2888532 51.3424808)",,,,,,
985911795,Henry Stacquetstraat,residential,False,True,65.33000000000001,"LINESTRING (3.2901908 51.3423827, 3.2902406 51.3423628, 3.2908197 51.3423229, 3.2911174 51.3423068)",,,,,,
985911796,Albertlaan,residential,False,False,14.727,"LINESTRING (3.2901908 51.3423827, 3.290198 51.3424332, 3.2902216 51.3425136)",,,,,,
1182714969,Albertlaan,residential,False,True,87.459,"LINESTRING (3.2901908 51.3423827, 3.290128 51.3418834, 3.2900845 51.341599)",,,,,,
106433804,Boudewijnlaan,residential,False,False,8.401,"LINESTRING (3.2877856 51.3425402, 3.2876652 51.3425474)",,,,,,
4834296,Lippenslaan,secondary,True,False,34.641999999999996,"LINESTRING (3.2877856 51.3425402, 3.2877973 51.3426216, 3.28783 51.3428505)",,,50,,3,
106433804,Boudewijnlaan,residential,False,True,74.44800000000001,"LINESTRING (3.2877856 51.3425402, 3.2878935 51.3425342, 3.2888532 51.3424808)",,,,,,
106431066,De Judestraat,residential,True,False,307.387,"LINESTRING (3.294236 51.3414842, 3.2933951 51.3415376, 3.2924603 51.3416473, 3.2922077 51.3416571, 3.2919708 51.341644, 3.2911308 51.3414962, 3.2909503 51.3414446, 3.2902334 51.341172, 3.2902002 51.3411593, 3.2900301 51.3411084)",,,,,,
106439887,Caddiespad,residential,True,False,115.157,"LINESTRING (3.294236 51.3414842, 3.294331 51.3418281, 3.2943347 51.3418414, 3.2944134 51.3419412, 3.2944675 51.3419821, 3.2951622 51.3422478)",,,,,,
194108559,Albertlaan,residential,False,False,5.477,"LINESTRING (3.2903845 51.3434689, 3.2903925 51.3435179)",,,,,,
985911796,Albertlaan,residential,False,True,45.436,"LINESTRING (3.2903845 51.3434689, 3.2903213 51.3430622)",,,,,,
106439883,Helmweg,residential,True,False,53.875,"LINESTRING (3.2903845 51.3434689, 3.2905086 51.3433535, 3.2906635 51.3432274, 3.2908783 51.3430978)",,,,,,
985911796,Albertlaan,residential,False,False,61.393,"LINESTRING (3.2902216 51.3425136, 3.2903213 51.3430622)",,,,,,
106439890,Felicien Ropspad,residential,False,False,48.181,"LINESTRING (3.2902216 51.3425136, 3.2906778 51.3426988, 3.2908157 51.342735)",,,,,,
985911796,Albertlaan,residential,False,True,14.727,"LINESTRING (3.2902216 51.3425136, 3.290198 51.3424332, 3.2901908 51.3423827)",,,,,,
106439886,Gildenstraat,residential,False,True,40.575,"LINESTRING (3.2908157 51.342735, 3.2908783 51.3430978)",,,,,,
106439890,Felicien Ropspad,residential,False,False,59.662,"LINESTRING (3.2908157 51.342735, 3.2911977 51.3427905, 3.2914282 51.3428122, 3.291659 51.3428349)",,,,,,
106439890,Felicien Ropspad,residential,False,True,48.181,"LINESTRING (3.2908157 51.342735, 3.2906778 51.3426988, 3.2902216 51.3425136)",,,,,,
106439883,Helmweg,residential,True,False,258.448,"LINESTRING (3.291659 51.3428349, 3.2920699 51.3428057, 3.2921071 51.3427986, 3.2921335 51.3427936, 3.2923166 51.3427588, 3.2925751 51.3426704, 3.2929826 51.3425749, 3.2930187 51.3425664, 3.2932001 51.3425498, 3.2933503 51.3425521, 3.2934198 51.3425531, 3.2936588 51.3425542, 3.2940531 51.3425559, 3.2941095 51.3425562, 3.2941722 51.3425508, 3.2942045 51.3425467, 3.2943766 51.3425167, 3.2947599 51.342402, 3.2950372 51.3423384, 3.2950861 51.3423129, 3.2951622 51.3422478)",,,,,,
106439890,Felicien Ropspad,residential,False,True,59.662000000000006,"LINESTRING (3.291659 51.3428349, 3.2914282 51.3428122, 3.2911977 51.3427905, 3.2908157 51.342735)",,,,,,
106439886,Gildenstraat,residential,False,False,40.575,"LINESTRING (3.2908783 51.3430978, 3.2908157 51.342735)",,,,,,
106439883,Helmweg,residential,True,False,61.814,"LINESTRING (3.2908783 51.3430978, 3.2911508 51.3429816, 3.2914445 51.3428924, 3.291659 51.3428349)",,,,,,
125771675,Lippenslaan,secondary,True,False,53.922,"LINESTRING (3.28809 51.3455178, 3.2880576 51.3452859, 3.2880464 51.3452056, 3.2880284 51.3450768, 3.2880225 51.3450347)",,,,,3,
422274632,Paul Parmentierlaan,primary,True,False,112.689,"LINESTRING (3.2858128 51.3446311, 3.2859105 51.3456427)",1,N49c,,,,
128049119,Nestor de Tièrestraat,residential,False,False,81.57900000000001,"LINESTRING (3.2858128 51.3446311, 3.2857087 51.3446347, 3.2856495 51.3446362, 3.2847483 51.3446731, 3.2846406 51.3446773)",,,,,,
106625423,Kopsdreef,residential,False,False,71.86099999999999,"LINESTRING (3.2880225 51.3450347, 3.2879149 51.3450409, 3.286992 51.3450924)",,,,,,
125771675,Lippenslaan,secondary,True,False,58.296,"LINESTRING (3.2880225 51.3450347, 3.2879587 51.3445785, 3.2879654 51.3445123)",,,,,3,
106625419,Gulden-Vliesstraat,residential,True,False,152.015,"LINESTRING (3.2859105 51.3456427, 3.2860279 51.3456359, 3.2880132 51.3455236, 3.28809 51.3455178)",,,,,,
"[422274632, 87789703]",Paul Parmentierlaan,primary,True,False,118.03299999999999,"LINESTRING (3.2859105 51.3456427, 3.2859837 51.3464714, 3.2859696 51.3465359, 3.2859487 51.3465848, 3.2859174 51.3466275, 3.2858983 51.3466535, 3.2858885 51.3466668, 3.2858715 51.3466901)",1,N49c,,,3,
198204203,Lippenslaan,secondary,True,False,64.438,"LINESTRING (3.2879654 51.3445123, 3.2878792 51.3439353)",,N49c,,,3,
106625416,Nestor de Tièrestraat,residential,True,False,150.502,"LINESTRING (3.2879654 51.3445123, 3.2878885 51.3445172, 3.2874503 51.3445384, 3.2871428 51.3445783, 3.2859582 51.3446421, 3.2859092 51.3446421, 3.2858128 51.3446311)",,,,,,
106625423,Kopsdreef,residential,False,True,71.86099999999999,"LINESTRING (3.286992 51.3450924, 3.2879149 51.3450409, 3.2880225 51.3450347)",,,,,,
106625635,Van Rysselberghestraat,residential,False,True,100.834,"LINESTRING (3.2878792 51.3439353, 3.2870271 51.3439894, 3.2865078 51.3440224, 3.2864349 51.344027)",,,,,,
"[198204204, 194108565]",Lippenslaan,secondary,True,False,31.698,"LINESTRING (3.2878792 51.3439353, 3.2878483 51.3437747, 3.2878207 51.3436526)",,,,,3,
106625636,Cassiersstraat,residential,False,False,144.88899999999998,"LINESTRING (3.2878055 51.3435465, 3.2877029 51.3435537, 3.2876508 51.3435563, 3.2869571 51.3435936, 3.2864576 51.3436204, 3.2863827 51.3436245, 3.2861228 51.3436477, 3.2858401 51.3436633, 3.2857293 51.3436704)",,,,,,destination
194108564,Lippenslaan,secondary,True,False,40.332,"LINESTRING (3.2878055 51.3435465, 3.2877634 51.3432688, 3.2877508 51.3431854)",,,,,3,
106625635,Van Rysselberghestraat,residential,False,False,100.834,"LINESTRING (3.2864349 51.344027, 3.2865078 51.3440224, 3.2870271 51.3439894, 3.2878792 51.3439353)",,,,,,
106625636,Cassiersstraat,residential,False,True,144.88899999999998,"LINESTRING (3.2857293 51.3436704, 3.2858401 51.3436633, 3.2861228 51.3436477, 3.2863827 51.3436245, 3.2864576 51.3436204, 3.2869571 51.3435936, 3.2876508 51.3435563, 3.2877029 51.3435537, 3.2878055 51.3435465)",,,,,,destination
320958754,Paul Parmentierlaan,primary,True,False,107.075,"LINESTRING (3.2857293 51.3436704, 3.2857188 51.3437426, 3.2858095 51.3445829, 3.2858128 51.3446311)",1,N49c,,,,
194108558,Albertlaan,residential,False,False,29.197,"LINESTRING (3.2898463 51.3464125, 3.2897205 51.3464844, 3.2895377 51.3465908)",,,,,,
194108558,Albertlaan,residential,False,True,77.387,"LINESTRING (3.2898463 51.3464125, 3.2900447 51.3463233, 3.2908027 51.3461283, 3.2908478 51.3461148)",,,,,,
106303058,Elizabetlaan,tertiary,False,False,6.362,"LINESTRING (3.2897536 51.3467944, 3.2898347 51.346821)",,N360,,,,
106303058,Elizabetlaan,tertiary,False,True,18.490000000000002,"LINESTRING (3.2897536 51.3467944, 3.2896577 51.3467623, 3.2895493 51.346691)",,N360,,,,
130597410,,residential,True,False,19.183,"LINESTRING (3.2897536 51.3467944, 3.2896521 51.3468256, 3.2895075 51.3468727)",,,,,,
106304986,Piers de Raveschootlaan,residential,False,False,17.026,"LINESTRING (3.2895075 51.3468727, 3.2894698 51.3467214)",,,,,,
106304986,Piers de Raveschootlaan,residential,False,True,76.813,"LINESTRING (3.2895075 51.3468727, 3.2895151 51.3469153, 3.2896103 51.3475605)",,,,,,
141690540,Stadionstraat,residential,False,False,114.762,"LINESTRING (3.2895948 51.3392221, 3.2879654 51.3390516)",,,,,,
78799024,Edward Verheyestraat,residential,False,True,86.526,"LINESTRING (3.2895948 51.3392221, 3.2895503 51.3393235, 3.2895099 51.3394118, 3.2893082 51.3398802, 3.2892521 51.3399697)",,,,,,
141690540,Stadionstraat,residential,False,True,114.762,"LINESTRING (3.2879654 51.3390516, 3.2895948 51.3392221)",,,,,,
126551573,Smedenstraat,residential,False,True,84.954,"LINESTRING (3.2879654 51.3390516, 3.2877987 51.3396977, 3.2877656 51.3398053)",,,,,,
126551573,Smedenstraat,residential,False,True,27.252,"LINESTRING (3.2877656 51.3398053, 3.2876909 51.3400459)",,,,,,
141690721,Van Steenestraat,residential,False,True,104.863,"LINESTRING (3.2877656 51.3398053, 3.2892521 51.3399697)",,,,,,
126551573,Smedenstraat,residential,False,False,84.954,"LINESTRING (3.2877656 51.3398053, 3.2877987 51.3396977, 3.2879654 51.3390516)",,,,,,
141690721,Van Steenestraat,residential,False,False,104.863,"LINESTRING (3.2892521 51.3399697, 3.2877656 51.3398053)",,,,,,
78799024,Edward Verheyestraat,residential,False,False,86.52600000000001,"LINESTRING (3.2892521 51.3399697, 3.2893082 51.3398802, 3.2895099 51.3394118, 3.2895503 51.3393235, 3.2895948 51.3392221)",,,,,,
78799024,Edward Verheyestraat,residential,False,True,109.09999999999998,"LINESTRING (3.2892521 51.3399697, 3.2892202 51.3400305, 3.2888909 51.3407456, 3.2888718 51.3408069, 3.2888791 51.3408682, 3.2888909 51.3409168)",,,,,,
761238405,Brandweerstraat,residential,False,False,4.493,"LINESTRING (3.2863133 51.3398909, 3.2862492 51.3398855)",,,,,,
141691527,Brandweerstraat,residential,False,True,97.46000000000001,"LINESTRING (3.2863133 51.3398909, 3.2863555 51.3398923, 3.2867318 51.3399181, 3.2868946 51.3399296, 3.2871011 51.3399514, 3.2872258 51.3399698, 3.2873881 51.3399954, 3.2875782 51.3400285, 3.2876909 51.3400459)",,,,,,
227748792,Maurice Lippensplein,residential,True,False,163.15,"LINESTRING (3.2863133 51.3398909, 3.2863041 51.339957, 3.286286 51.3400442, 3.2862018 51.3404684, 3.2861723 51.3406346, 3.2861888 51.3406983, 3.2862167 51.3407189, 3.2862529 51.3407364, 3.2863154 51.3407487, 3.2866358 51.3408083, 3.2870994 51.3409006, 3.2871617 51.3409221)",,,,,3,
126551573,Smedenstraat,residential,False,False,27.252,"LINESTRING (3.2876909 51.3400459, 3.2877656 51.3398053)",,,,,,
126551573,Smedenstraat,residential,False,True,105.018,"LINESTRING (3.2876909 51.3400459, 3.2875948 51.3402858, 3.2875139 51.3404758, 3.2874602 51.3405864, 3.2873931 51.3406787, 3.2872054 51.3408621, 3.2871911 51.3408807, 3.2871617 51.3409221)",,,,,,
141691527,Brandweerstraat,residential,False,False,97.46000000000001,"LINESTRING (3.2876909 51.3400459, 3.2875782 51.3400285, 3.2873881 51.3399954, 3.2872258 51.3399698, 3.2871011 51.3399514, 3.2868946 51.3399296, 3.2867318 51.3399181, 3.2863555 51.3398923, 3.2863133 51.3398909)",,,,,,
156119589,Alfred Verweeplein,residential,False,True,10.358,"LINESTRING (3.2879693 51.3436448, 3.2878207 51.3436526)",,,,,,
156119589,Alfred Verweeplein,residential,False,False,64.823,"LINESTRING (3.2879693 51.3436448, 3.2880349 51.3436414, 3.2888993 51.343596)",,,,,,
"[194108563, 194108566]",Lippenslaan,secondary,True,False,168.995,"LINESTRING (3.2879693 51.3436448, 3.2879864 51.3437646, 3.2880921 51.3445723, 3.288157 51.3450686, 3.2881704 51.3451594)",,,,,3,
156119589,Alfred Verweeplein,residential,False,True,64.823,"LINESTRING (3.2888993 51.343596, 3.2880349 51.3436414, 3.2879693 51.3436448)",,,,,,
106303058,Elizabetlaan,tertiary,False,True,65.383,"LINESTRING (3.2906591 51.3471049, 3.2898347 51.346821)",,N360,,,,
106303058,Elizabetlaan,tertiary,False,False,97.50200000000001,"LINESTRING (3.2906591 51.3471049, 3.2913374 51.3473708, 3.291834 51.3475845)",,N360,,,,
156120817,Fernand Severinpad,unclassified,False,False,126.016,"LINESTRING (3.2906591 51.3471049, 3.2908805 51.3469029, 3.2909744 51.3468175, 3.2910576 51.3467471, 3.2911139 51.3466986, 3.2911568 51.3466583, 3.2911729 51.3466332, 3.2911783 51.3466047, 3.2911756 51.3465763, 3.2911541 51.3465444, 3.2908478 51.3461148)",,,,,,
156120817,Fernand Severinpad,unclassified,False,True,126.01600000000002,"LINESTRING (3.2908478 51.3461148, 3.2911541 51.3465444, 3.2911756 51.3465763, 3.2911783 51.3466047, 3.2911729 51.3466332, 3.2911568 51.3466583, 3.2911139 51.3466986, 3.2910576 51.3467471, 3.2909744 51.3468175, 3.2908805 51.3469029, 3.2906591 51.3471049)",,,,,,
194108558,Albertlaan,residential,False,False,77.387,"LINESTRING (3.2908478 51.3461148, 3.2908027 51.3461283, 3.2900447 51.3463233, 3.2898463 51.3464125)",,,,,,
194108558,Albertlaan,residential,False,True,61.36,"LINESTRING (3.2908478 51.3461148, 3.2914326 51.3458893, 3.2915184 51.3458529, 3.2915935 51.3458192)",,,,,,
748710150,Fernand Severinpad,unclassified,False,False,141.81099999999998,"LINESTRING (3.2908478 51.3461148, 3.2905615 51.3456582, 3.2904944 51.3456198, 3.2903547 51.3456181, 3.2893364 51.3456963)",,,50,,,
156122746,Vlaamspad,residential,False,False,51.373000000000005,"LINESTRING (3.2924425 51.3472906, 3.2924013 51.3473201, 3.2923579 51.3473477, 3.2919733 51.3476475)",,,,,,
156122746,Vlaamspad,residential,False,True,176.22199999999998,"LINESTRING (3.2924425 51.3472906, 3.2924064 51.347259, 3.2923659 51.3472287, 3.2922967 51.3471609, 3.2922607 51.347127, 3.2922104 51.3470796, 3.2921487 51.3470109, 3.2920875 51.3469247, 3.2920498 51.3468488, 3.2920387 51.3468266, 3.2919314 51.346582, 3.2918166 51.3463534, 3.2917919 51.3462805, 3.2917705 51.3462034, 3.2917383 51.3460241, 3.2917201 51.3459664, 3.2916936 51.3459247, 3.2916346 51.3458588, 3.2915935 51.3458192)",,,,,,
156122750,Vlaamspad,residential,False,False,30.363,"LINESTRING (3.2924425 51.3472906, 3.2924952 51.3473318, 3.2925519 51.3473708, 3.2925888 51.347396, 3.2926547 51.3474438, 3.2927184 51.3475019)",,,,,,
156122750,Vlaamspad,residential,False,True,30.363000000000003,"LINESTRING (3.2927184 51.3475019, 3.2926547 51.3474438, 3.2925888 51.347396, 3.2925519 51.3473708, 3.2924952 51.3473318, 3.2924425 51.3472906)",,,,,,
106303058,Elizabetlaan,tertiary,False,False,19.568,"LINESTRING (3.2919733 51.3476475, 3.2922021 51.3477502)",,N360,,,,
106303058,Elizabetlaan,tertiary,False,True,11.945,"LINESTRING (3.2919733 51.3476475, 3.291834 51.3475845)",,N360,,,,
156122746,Vlaamspad,residential,False,True,51.373000000000005,"LINESTRING (3.2919733 51.3476475, 3.2923579 51.3473477, 3.2924013 51.3473201, 3.2924425 51.3472906)",,,,,,
106303058,Elizabetlaan,tertiary,False,False,11.945,"LINESTRING (3.291834 51.3475845, 3.2919733 51.3476475)",,N360,,,,
106303058,Elizabetlaan,tertiary,False,True,97.50200000000001,"LINESTRING (3.291834 51.3475845, 3.2913374 51.3473708, 3.2906591 51.3471049)",,N360,,,,
106306592,Tennispad,residential,False,False,28.76,"LINESTRING (3.291834 51.3475845, 3.2917926 51.3476212, 3.2915961 51.3477962)",,,,,,
106306592,Tennispad,residential,False,False,73.806,"LINESTRING (3.2915961 51.3477962, 3.2915806 51.3478327, 3.2917442 51.348012, 3.2918805 51.3480111, 3.2919147 51.348006, 3.2921586 51.3477872, 3.2922021 51.3477502)",,,,,,
106306592,Tennispad,residential,False,True,28.76,"LINESTRING (3.2915961 51.3477962, 3.2917926 51.3476212, 3.291834 51.3475845)",,,,,,
918406254,Tennispad,residential,False,False,62.519,"LINESTRING (3.2915961 51.3477962, 3.2915003 51.3478068, 3.2911898 51.347771, 3.2907895 51.3475976)",,,,,,
160832473,Jeugdherbergstraat,residential,False,True,50.788,"LINESTRING (3.2841268 51.3404532, 3.2840986 51.3404887, 3.2839813 51.3406359, 3.283992 51.3406946, 3.2840108 51.3407381, 3.2840428 51.3408853)",,,,,,
160833110,Tramweg,residential,False,True,166.784,"LINESTRING (3.2831498 51.3416295, 3.2837962 51.3414938, 3.283984 51.3414636, 3.2841691 51.3414359, 3.2848861 51.3412765, 3.2849549 51.3412492, 3.2850059 51.3412173, 3.28503 51.3411805, 3.2850381 51.3411201, 3.2850459 51.3409929, 3.285048 51.3409581)",,,,,,
196564220,,unclassified,False,False,78.377,"LINESTRING (3.29485 51.3396493, 3.2944876 51.3396724, 3.2945198 51.3399573, 3.2945477 51.3401482)",,,,,,
79057083,De Klerckstraat,residential,False,True,62.947,"LINESTRING (3.2946166 51.3405118, 3.2937165 51.3405774)",2,,50,,,
196564220,,unclassified,False,True,40.713,"LINESTRING (3.2946166 51.3405118, 3.2945477 51.3401482)",,,,,,
