osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,junction
"[77930064, 361225514]",2,N68,Rue Marlennes,primary,30,False,True,83.098,"LINESTRING (5.9329767 50.3964264, 5.9327481 50.3964207, 5.9326513 50.3964179, 5.9324476 50.3964125, 5.9322029 50.3964013, 5.9320624 50.3963894, 5.9318085 50.3963702)",,,
415329532,,,Basse Levée,residential,,False,False,125.268,"LINESTRING (5.9329767 50.3964264, 5.932983 50.3966025, 5.9330362 50.3966856, 5.933122 50.3967354, 5.9332114 50.3967784, 5.9342487 50.3970512)",,,
415329540,2,N68,Rue Marlennes,primary,30,False,False,74.914,"LINESTRING (5.9329767 50.3964264, 5.9331599 50.3964118, 5.9336769 50.3963843, 5.9340279 50.3963579)",,,
23863281,,,Stockeu,unclassified,50,False,False,28.308,"LINESTRING (5.9334895 50.3906216, 5.9336337 50.3903842)",,,
23863281,,,Stockeu,unclassified,50,False,True,88.25800000000001,"LINESTRING (5.9334895 50.3906216, 5.9334023 50.3907319, 5.9333018 50.3908323, 5.9330772 50.3910212, 5.932756 50.3912593)",,,
23863281,,,Stockeu,unclassified,50,False,True,58.969,"LINESTRING (5.933914 50.3898849, 5.9336337 50.3903842)",,,
62456986,,,Belle Vue,residential,,False,False,82.08,"LINESTRING (5.933914 50.3898849, 5.9339624 50.3899155, 5.933907 50.3901004, 5.9340373 50.3901781, 5.9345661 50.3903795)",,,
694686861,1,,Place du 18 Décembre 1944,tertiary,50,False,True,5.64,"LINESTRING (5.9325012 50.3915244, 5.932467 50.3914786)",,,
23863278,,,Place du 18 Décembre 1944,tertiary,50,False,False,15.066,"LINESTRING (5.9325012 50.3915244, 5.9324207 50.3915928, 5.9323617 50.3916257)",,,
148822365,,,Chemin du Château,tertiary,50,False,True,37.494,"LINESTRING (5.9325012 50.3915244, 5.9326313 50.3914923, 5.9327493 50.3914474, 5.9328968 50.3914239, 5.9329967 50.3914252)",,,
77810711,,,Place Wibald,residential,50,False,False,23.052,"LINESTRING (5.9308793 50.3925777, 5.9305542 50.3925732)",,,
77810919,,,Rue du Châtelet,tertiary,50,False,False,10.673,"LINESTRING (5.9308793 50.3925777, 5.9308659 50.3926733)",,,
"[230800689, 305824507]",,,"['Place Wibald', 'Rue Gustave Dewalque']",tertiary,50,False,True,72.878,"LINESTRING (5.9308793 50.3925777, 5.9309275 50.392527, 5.930969 50.3924834, 5.9312112 50.3923177, 5.9313199 50.3922143, 5.9313785 50.3921586, 5.9314409 50.3920379)",,,
62325738,,,Basse Cour,residential,50,False,False,98.611,"LINESTRING (5.9326143 50.3952792, 5.9327854 50.3950552, 5.9331449 50.3945629, 5.9332099 50.3944778)",,,
"[283608313, 294058763]",,,"['Avenue Ferdinand Nicolay', 'Avenue des Démineurs']",tertiary,30,False,False,155.782,"LINESTRING (5.9326143 50.3952792, 5.932669 50.3953074, 5.9333605 50.3956636, 5.9340389 50.3959505, 5.9342294 50.3960327, 5.9343211 50.3960764, 5.9343779 50.396112)",,,
283608313,,,Avenue Ferdinand Nicolay,tertiary,30,False,True,57.489999999999995,"LINESTRING (5.9326143 50.3952792, 5.9321958 50.3950433, 5.9319844 50.3949554)",,,
694686861,1,,Place du 18 Décembre 1944,tertiary,50,False,False,13.541,"LINESTRING (5.9323562 50.3913799, 5.9324066 50.3914333, 5.932467 50.3914786)",,,
"[608531233, 694686861]",1,,"['Place du 18 Décembre 1944', 'Route de Wanne']",tertiary,50,False,True,144.584,"LINESTRING (5.9323562 50.3913799, 5.9322765 50.3912572, 5.9322122 50.3911777, 5.9320807 50.3910323, 5.9319963 50.3909126, 5.9319252 50.3907826, 5.9318621 50.3906236, 5.9318072 50.3904748, 5.9317803 50.3903739, 5.9317535 50.3901525)",,,
23863388,2,N622,Haute Levée,secondary,30,False,False,101.288,"LINESTRING (5.9318085 50.3963702, 5.9318343 50.3964876, 5.9320748 50.3970718, 5.9321162 50.3971723, 5.9321498 50.397254)",,,
"[77930064, 361225514]",2,N68,Rue Marlennes,primary,30,False,False,83.09800000000001,"LINESTRING (5.9318085 50.3963702, 5.9320624 50.3963894, 5.9322029 50.3964013, 5.9324476 50.3964125, 5.9326513 50.3964179, 5.9327481 50.3964207, 5.9329767 50.3964264)",,,
"[323975718, 306165831, 306165832, 306165833, 306165834]","['2', '3']",N68,Rue Marlennes,primary,"['30', '50']",False,"[False, True]",127.111,"LINESTRING (5.9318085 50.3963702, 5.9315786 50.3963453, 5.9313923 50.396328, 5.9311039 50.3963012, 5.9309535 50.3962872, 5.930551 50.3962498, 5.9303641 50.3962336, 5.9300349 50.3962018)",,,
"[322432320, 322432321]",,N68,Avenue du Doyard,primary,50,False,False,11.637,"LINESTRING (5.927043 50.3943766, 5.9269855 50.3943204, 5.9269539 50.3942887)",,,
