osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,tunnel
225309306,3,N15,Mechelbaan,primary,50,False,False,11.831,"LINESTRING (4.6290015 51.0549678, 4.6291335 51.0550344)",,
288229900,3,N15,Mechelbaan,primary,50,False,True,29.2,"LINESTRING (4.6290015 51.0549678, 4.6286742 51.0548046)",,
288229900,3,N15,Mechelbaan,primary,50,False,False,29.2,"LINESTRING (4.6286742 51.0548046, 4.6290015 51.0549678)",,
267054427,2,,Leuvensebaan,tertiary,50,False,False,102.032,"LINESTRING (4.6286742 51.0548046, 4.6287478 51.0547523, 4.6290411 51.0540419, 4.6290486 51.0540151, 4.6290726 51.0539298)",,
"[288229904, 566354525, 288229917]","['2', '3']",N15,Mechelbaan,primary,50,False,True,98.546,"LINESTRING (4.6286742 51.0548046, 4.6285456 51.0547449, 4.6282242 51.0545935, 4.6280392 51.0545004, 4.627755 51.0543584, 4.6275605 51.0542613)",,
176846244,1,,Lierbaan,tertiary,30,True,False,35.562999999999995,"LINESTRING (4.6289012 51.0552711, 4.6288785 51.0551842, 4.6289063 51.0550913, 4.6289646 51.0550157, 4.6290015 51.0549678)",,
225309303,2,,Lierbaan,tertiary,30,False,True,94.50200000000001,"LINESTRING (4.6289012 51.0552711, 4.6288797 51.0553636, 4.6288649 51.0554729, 4.6288753 51.0557145, 4.6289195 51.0560493, 4.6289305 51.056118)",,
23798615,2,,Alice Nahonstraat,residential,30,False,False,136.157,"LINESTRING (4.6305303 51.0562415, 4.6304912 51.0562896, 4.6301276 51.05668, 4.6300844 51.056702, 4.6300171 51.0567101, 4.6299744 51.0567109, 4.6291367 51.0566751, 4.6290814 51.0566759, 4.6290008 51.056678)",,
24213207,2,,Alice Nahonstraat,residential,30,False,False,51.424,"LINESTRING (4.6305303 51.0562415, 4.6308841 51.0559064, 4.6309461 51.0558604)",,
662997776,2,,Alice Nahonstraat,residential,30,False,True,100.887,"LINESTRING (4.6305303 51.0562415, 4.6298896 51.0561601, 4.6291014 51.0561916)",,
24213207,2,,Alice Nahonstraat,residential,30,False,True,51.424,"LINESTRING (4.6309461 51.0558604, 4.6308841 51.0559064, 4.6305303 51.0562415)",,
288229915,2,N15,Mechelbaan,primary,50,False,False,124.55699999999999,"LINESTRING (4.6309461 51.0558604, 4.6322425 51.0563875, 4.6324535 51.0564569)",,
288229915,2,N15,Mechelbaan,primary,50,False,True,35.463,"LINESTRING (4.6309461 51.0558604, 4.630811 51.0558012, 4.63053 51.0556779)",,
474119221,2,,Waversesteenweg,tertiary,50,False,True,25.306,"LINESTRING (4.6253918 51.0594413, 4.6257432 51.0593864)",,
11033410,,,Rappoortlaan,residential,,False,True,122.464,"LINESTRING (4.6253918 51.0594413, 4.6254108 51.0595039, 4.6252638 51.0605374)",,
225309341,2,,Waversesteenweg,tertiary,50,False,False,33.61,"LINESTRING (4.6253918 51.0594413, 4.6251397 51.0594769, 4.6249226 51.0595076)",,
11294232,,,Poststraat,residential,30,False,False,172.59,"LINESTRING (4.6290726 51.0539298, 4.6310645 51.0548471)",,
267054427,2,,Leuvensebaan,tertiary,50,False,False,45.952,"LINESTRING (4.6290726 51.0539298, 4.629147 51.0535192)",,
267054427,2,,Leuvensebaan,tertiary,50,False,True,102.032,"LINESTRING (4.6290726 51.0539298, 4.6290486 51.0540151, 4.6290411 51.0540419, 4.6287478 51.0547523, 4.6286742 51.0548046)",,
11294276,,,Reetlei,residential,30,True,False,172.697,"LINESTRING (4.6324535 51.0564569, 4.6326544 51.0561008, 4.6332698 51.054991)",,
288229915,2,N15,Mechelbaan,primary,50,False,False,10.021,"LINESTRING (4.6324535 51.0564569, 4.6325256 51.0564811, 4.6325795 51.0564999)",,
288229915,2,N15,Mechelbaan,primary,50,False,True,124.55699999999999,"LINESTRING (4.6324535 51.0564569, 4.6322425 51.0563875, 4.6309461 51.0558604)",,
11294293,,,Reetlei,residential,30,False,False,38.432,"LINESTRING (4.6339683 51.0537363, 4.6340209 51.0537068, 4.6340974 51.0537018, 4.6344832 51.0537738)",,
11294293,,,Reetlei,residential,30,False,True,84.443,"LINESTRING (4.6356314 51.05401, 4.6344832 51.0537738)",,
14676008,,,Eksterstraat,residential,30,False,False,156.951,"LINESTRING (4.6356314 51.05401, 4.635251 51.055014, 4.6351112 51.0553831)",,
340296425,,,Eksterstraat,residential,30,False,False,146.39000000000001,"LINESTRING (4.6356314 51.05401, 4.6356495 51.0539391, 4.6357149 51.0538226, 4.6361455 51.0527346)",,
14675934,,,Glasstraat,residential,30,False,False,135.887,"LINESTRING (4.6351112 51.0553831, 4.6332698 51.054991)",,
11294313,,,Eksterstraat,residential,30,False,False,201.58599999999998,"LINESTRING (4.6351112 51.0553831, 4.6348554 51.0560425, 4.6346726 51.0565204, 4.6346593 51.0565551, 4.634547 51.0568488, 4.6344443 51.0571468)",,
14676008,,,Eksterstraat,residential,30,False,True,156.951,"LINESTRING (4.6351112 51.0553831, 4.635251 51.055014, 4.6356314 51.05401)",,
14675934,,,Glasstraat,residential,30,False,True,135.887,"LINESTRING (4.6332698 51.054991, 4.6351112 51.0553831)",,
11294276,,,Reetlei,residential,30,True,False,63.801,"LINESTRING (4.6332698 51.054991, 4.6335198 51.0545228, 4.6335233 51.054469, 4.6335487 51.0544484)",,
474119221,2,,Waversesteenweg,tertiary,50,False,False,42.132,"LINESTRING (4.6277896 51.0590873, 4.627202 51.059172)",,
11023784,1,,Waversesteenweg,tertiary,50,True,False,41.254000000000005,"LINESTRING (4.6277896 51.0590873, 4.6279376 51.0590495, 4.6281674 51.0590358, 4.6282686 51.0590357, 4.6283671 51.0590361)",,
225309303,2,,Lierbaan,tertiary,30,False,False,33.521,"LINESTRING (4.6283671 51.0590361, 4.6285468 51.0587566)",,
225309304,2,,Lierbaan,tertiary,50,False,True,7.639,"LINESTRING (4.6283671 51.0590361, 4.6283569 51.0591045)",,
14349100,,,Felix Morislaan,residential,30,False,True,140.327,"LINESTRING (4.6316388 51.0540594, 4.632971 51.0543307, 4.6335487 51.0544484)",,
14675786,,,Cardijnlaan,residential,30,False,False,65.943,"LINESTRING (4.6316388 51.0540594, 4.631741 51.0539514, 4.6320236 51.0535191)",,
376501025,,,Molenlei,residential,30,False,True,97.256,"LINESTRING (4.6316388 51.0540594, 4.6315751 51.0540845, 4.631293 51.0545058, 4.6311525 51.0547156, 4.6310645 51.0548471)",,
566354525,2,N15,Mechelbaan,primary,50,False,False,85.959,"LINESTRING (4.6251567 51.0529581, 4.6260809 51.0534681)",,
566354525,2,N15,Mechelbaan,primary,50,False,True,10.825,"LINESTRING (4.6251567 51.0529581, 4.6250414 51.0528931)",,
14675786,,,Cardijnlaan,residential,30,False,False,29.478,"LINESTRING (4.6320236 51.0535191, 4.6321843 51.053274)",,
14348887,,,Rozenstraat,residential,30,False,True,204.377,"LINESTRING (4.6320236 51.0535191, 4.6306815 51.0531546, 4.6293041 51.0528466)",,
