osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,access,bridge
28697656,N62,Place Pierre le Grand,primary,50,False,False,28.455,"LINESTRING (5.8664809 50.4921292, 5.8668635 50.4920502)",,,,
40394585,N62,Rue Royale,primary,50,False,False,9.114,"LINESTRING (5.8664809 50.4921292, 5.866358 50.4921538)",,,,
43111865,,Rue Docteur Henri Schaltin,residential,,False,False,84.20700000000001,"LINESTRING (5.8664809 50.4921292, 5.866433 50.4920198, 5.8664161 50.4918983, 5.8664409 50.4917675, 5.8665071 50.4916367, 5.8666322 50.491459, 5.8666539 50.4914028)",,,,
885844317,,Place Verte,tertiary,50,True,False,59.418,"LINESTRING (5.8634314 50.4906273, 5.8634249 50.4906704, 5.8633786 50.4908049, 5.86326 50.4910836, 5.8632139 50.4911412)",,,,
"[394423768, 885844319, 48709687]",,"['Place Verte', 'Rue Collin Leloup']",tertiary,50,True,False,169.363,"LINESTRING (5.862353 50.4916006, 5.8623715 50.4915628, 5.8624194 50.4915289, 5.8628447 50.4912284, 5.8629976 50.4911203, 5.8630811 50.4910171, 5.8631127 50.4908893, 5.8630756 50.4907741, 5.8629463 50.4904743, 5.8628117 50.4902779)",,,,
361259635,N686,Rue Albin Body,secondary,50,False,True,213.411,"LINESTRING (5.862353 50.4916006, 5.8623028 50.4915547, 5.8622573 50.4915225, 5.8620888 50.4913966, 5.8616149 50.4910293, 5.8615551 50.4909835, 5.8613175 50.4908016, 5.861156 50.4906779, 5.8610767 50.4906186, 5.8605299 50.4902097, 5.8604184 50.4901284)",,,,
817347435,,Rue de la Gare,residential,50,True,False,12.392,"LINESTRING (5.8572814 50.4915103, 5.8572717 50.4914535, 5.8572642 50.4913994)",2,,,
1059631957,,Rond-Point Amaury Delrez,primary,50,True,False,9.867,"LINESTRING (5.8572814 50.4915103, 5.8573225 50.4914965, 5.857368 50.4914904, 5.8574144 50.4914924)",,roundabout,,
24786653,,Rue de la Gare,residential,50,False,False,117.015,"LINESTRING (5.8572642 50.4913994, 5.8567594 50.4910617, 5.856617 50.490971, 5.8562798 50.4907687, 5.8561798 50.4907011, 5.8561455 50.4906737, 5.8561173 50.4906432)",2,,,
817347432,,Rue de la Gare,residential,50,True,False,14.827,"LINESTRING (5.8572642 50.4913994, 5.8573535 50.4914539, 5.8574144 50.4914924)",2,,,
24786653,,Rue de la Gare,residential,50,False,True,117.01499999999999,"LINESTRING (5.8561173 50.4906432, 5.8561455 50.4906737, 5.8561798 50.4907011, 5.8562798 50.4907687, 5.856617 50.490971, 5.8567594 50.4910617, 5.8572642 50.4913994)",2,,,
"[1068591497, 28429158, 352924303]",,Rue de la Gare,residential,,True,False,184.69299999999998,"LINESTRING (5.8561173 50.4906432, 5.8557402 50.4905894, 5.8554028 50.490539, 5.8549376 50.4904629, 5.8549665 50.4903762, 5.8549867 50.4903382, 5.8550089 50.4903416, 5.8556917 50.4904544, 5.8559994 50.4905046, 5.8560876 50.490519, 5.8561438 50.4905282)",1,,,
28429161,,Rue de la Gare,residential,50,False,False,13.342,"LINESTRING (5.8561173 50.4906432, 5.8561071 50.4906002, 5.8561142 50.4905685, 5.8561438 50.4905282)",2,,,
361258541,N62,Avenue Reine Astrid,primary,30,False,False,51.174,"LINESTRING (5.8589254 50.4918491, 5.858584 50.491789, 5.8582275 50.491728)",4,,,
"[808029258, 49967350]",N62,Avenue Reine Astrid,primary,"['30', '50']",False,True,86.67099999999999,"LINESTRING (5.8589254 50.4918491, 5.8592743 50.4919061, 5.8593882 50.4919247, 5.8596656 50.4919676, 5.8601144 50.4920371)",2,,,
"[1080202793, 24786654]",,Rue Hanster,unclassified,50,False,False,74.463,"LINESTRING (5.8589254 50.4918491, 5.8589107 50.4918921, 5.8588894 50.4919533, 5.8588794 50.491997, 5.8587191 50.4925057)",,,,
48996237,,Avenue des Platanes,unclassified,,True,False,22.198,"LINESTRING (5.8644596 50.4963366, 5.8646257 50.4963222, 5.8647648 50.4962936)",,,,
"[302376330, 611253591, 340175322, 244608763, 24786654]",,"['Rue Hanster', 'Avenue des Platanes']",unclassified,"['90', '50']",False,True,939.239,"LINESTRING (5.8644596 50.4963366, 5.8642991 50.4962198, 5.863331 50.4955624, 5.8627987 50.4952645, 5.8623853 50.4950472, 5.8617965 50.4947576, 5.8615586 50.494575, 5.8614316 50.4944895, 5.8613092 50.4944892, 5.8612253 50.4945159, 5.8611572 50.4945791, 5.861135 50.4946488, 5.8611242 50.4947567, 5.861357 50.4953807, 5.8613543 50.4955048, 5.8613483 50.4955791, 5.8612304 50.4956282, 5.8611281 50.4956413, 5.8607367 50.4955654, 5.8599186 50.4952276, 5.8597365 50.4951804, 5.8591126 50.4950339, 5.858979 50.4949752, 5.8589002 50.4949153, 5.8587301 50.4947914, 5.8586785 50.4947366, 5.8585604 50.4946382, 5.8584245 50.4945077, 5.8583106 50.4943721, 5.8581082 50.4941111, 5.8579645 50.4939156, 5.8579131 50.4938321, 5.8579376 50.4937469, 5.8579923 50.4937222, 5.8580505 50.4937077, 5.8582262 50.4936723, 5.8582846 50.4936467, 5.8583417 50.4936, 5.8584069 50.493476, 5.8584514 50.4933547, 5.8584933 50.493218, 5.8584955 50.4932125, 5.8585048 50.4931884, 5.8585949 50.4929021, 5.858608 50.4928604, 5.8586287 50.4928064, 5.8587191 50.4925057)",,,,
1104629172,,Colline d'Annette et Lubin,unclassified,90,False,False,23.097,"LINESTRING (5.8647648 50.4962936, 5.8647686 50.4965013)",,,,
"[28429153, 1104629172]",,Colline d'Annette et Lubin,unclassified,"['90', '50']",False,True,88.12,"LINESTRING (5.8647648 50.4962936, 5.8647599 50.4961783, 5.8647492 50.4958543, 5.8647482 50.4956356, 5.8647747 50.4955618, 5.8648064 50.4955067)",,,,
48996240,N685,Colline d'Annette et Lubin,secondary,,True,False,8.697,"LINESTRING (5.8649257 50.4955033, 5.8648667 50.4955143, 5.8648064 50.4955067)",,roundabout,,
"[28429153, 1104629172]",,Colline d'Annette et Lubin,unclassified,"['90', '50']",False,False,88.12,"LINESTRING (5.8648064 50.4955067, 5.8647747 50.4955618, 5.8647482 50.4956356, 5.8647492 50.4958543, 5.8647599 50.4961783, 5.8647648 50.4962936)",,,,
302326723,N685,Colline d'Annette et Lubin,secondary,,True,False,23.48,"LINESTRING (5.8648064 50.4955067, 5.8647603 50.4954839, 5.8647347 50.4954505, 5.8647335 50.4954175, 5.8647526 50.4953869, 5.8647891 50.4953635, 5.8648451 50.4953504)",,roundabout,,
48996240,N685,Colline d'Annette et Lubin,secondary,,True,False,14.835,"LINESTRING (5.8648451 50.4953504, 5.8648973 50.4953531, 5.8649435 50.4953687, 5.8649802 50.4954002, 5.8649924 50.4954267)",,roundabout,,
1228836745,,Colline d'Annette et Lubin,unclassified,,False,True,39.435,"LINESTRING (5.8648451 50.4953504, 5.8647803 50.4952265, 5.8647318 50.4951278, 5.8647222 50.4950805, 5.8647057 50.4950083)",,,destination,
1164404915,N685,Avenue Léopold II,secondary,50,True,False,15.319,"LINESTRING (5.8649924 50.4954267, 5.8651133 50.495541)",,,,
48996240,N685,Colline d'Annette et Lubin,secondary,,True,False,10.078,"LINESTRING (5.8649924 50.4954267, 5.8649701 50.4954762, 5.8649257 50.4955033)",,roundabout,,
1104629172,,Colline d'Annette et Lubin,unclassified,90,False,True,23.097,"LINESTRING (5.8647686 50.4965013, 5.8647648 50.4962936)",,,,
28429152,,Avenue des Platanes,unclassified,,True,False,30.509999999999998,"LINESTRING (5.8647686 50.4965013, 5.8646728 50.4965006, 5.8646098 50.4964633, 5.8644596 50.4963366)",,,,
28429167,N686,Avenue des Lanciers,secondary,,False,False,70.194,"LINESTRING (5.8590482 50.4890854, 5.8583698 50.4889401, 5.8581049 50.4888899)",,,,
407741296,N686,Avenue Clémentine,secondary,50,False,False,47.412,"LINESTRING (5.8590482 50.4890854, 5.8591819 50.4891732, 5.8594582 50.4893546, 5.8595146 50.4893916)",,,,
28429167,N686,Avenue des Lanciers,secondary,,False,True,70.194,"LINESTRING (5.8581049 50.4888899, 5.8583698 50.4889401, 5.8590482 50.4890854)",,,,
28429176,,Place des Ecoles,residential,,False,False,16.398,"LINESTRING (5.8649226 50.4904135, 5.8649366 50.4902663)",,,,
28429176,,Place des Ecoles,residential,,False,True,32.721,"LINESTRING (5.8649226 50.4904135, 5.8648528 50.4907044)",,,,
"[960130685, 48859277]",,Rue des Capucins,"['residential', 'living_street']",30,True,False,86.745,"LINESTRING (5.8649226 50.4904135, 5.8657613 50.4905886, 5.8659233 50.4906382, 5.8660744 50.4906783)",,,,
48709702,,Rue Léopold,residential,,False,True,59.427,"LINESTRING (5.8647813 50.4912369, 5.8648528 50.4907044)",,,,
302326682,,Rue Servais,residential,,False,False,111.225,"LINESTRING (5.8647813 50.4912369, 5.8648517 50.4912419, 5.8648948 50.4912433, 5.866349 50.4913126)",,,,
"[302326684, 885844318]",,Rue Servais,residential,,False,True,111.58600000000001,"LINESTRING (5.8647813 50.4912369, 5.8647051 50.4912333, 5.8639835 50.4912084, 5.8633555 50.4911633, 5.8633392 50.4911633, 5.8632139 50.4911412)",,,,
49967340,,Place Verte,tertiary,50,True,False,83.80499999999999,"LINESTRING (5.8632139 50.4911412, 5.8631353 50.4911922, 5.8628827 50.491356, 5.8627183 50.4914625, 5.8625209 50.4915993, 5.8624818 50.4916191, 5.8624394 50.4916218, 5.862353 50.4916006)",,,,
"[302326684, 885844318]",,Rue Servais,residential,,False,False,111.586,"LINESTRING (5.8632139 50.4911412, 5.8633392 50.4911633, 5.8633555 50.4911633, 5.8639835 50.4912084, 5.8647051 50.4912333, 5.8647813 50.4912369)",,,,
